[00:00:14.178 --> 00:00:15.299]  Today, that's 1-800-426-6186.
[01:54:02.475 --> 01:54:05.018]  And they're promising all the locals all the power they're going to get.
[01:54:05.058 --> 01:54:13.567]  This is a criminal takeover of society and they look the foreign banks are openly imploding the economy by design.
[01:54:13.868 --> 01:54:17.552]  They'll soon have us completely suck dry and they know when the public panics.
[01:54:18.172 --> 01:54:22.716]  Yeah, they're gonna release some flu or something as a cover story as an excuse to clamp down.
[01:54:22.736 --> 01:54:24.658]  Oh, we gotta have martial law for a flu.
[01:54:24.678 --> 01:54:28.181]  Remember, three weeks ago, four weeks ago, I laid out it was a manufactured flu.
[01:54:28.541 --> 01:54:34.827]  Now, top scientists have looked at it and say, yes, it is totally manufactured, but as a beta test.
[01:54:35.727 --> 01:54:37.829]  And so it just gets crazier and crazier, my friend.
[01:54:37.849 --> 01:54:38.850]  I appreciate your call.
[01:54:40.271 --> 01:54:40.772]  Yeah, it's...
[01:54:41.485 --> 01:54:42.886]  Just Google fusion centers.
[01:54:42.946 --> 01:54:50.490]  It's the fusion centers that are getting these DHS reports saying veterans are the number one threat to homeland security.
[01:54:50.530 --> 01:54:52.491]  Number two, American gun owners.
[01:54:52.831 --> 01:54:55.773]  The whole anti-terror system is for you.
[01:54:56.433 --> 01:54:59.035]  You own a nice ranch, you own a company, you're the target.
[01:55:00.386 --> 01:55:01.206]  You're well-to-do.
[01:55:01.306 --> 01:55:01.966]  You're the target.
[01:55:01.986 --> 01:55:02.687]  You're middle class.
[01:55:02.707 --> 01:55:03.267]  You're a veteran.
[01:55:03.287 --> 01:55:03.927]  You're a gun owner.
[01:55:04.147 --> 01:55:05.307]  You're a retired police officer.
[01:55:05.527 --> 01:55:08.308]  What do you think happened in Russia and China and Cambodia?
[01:55:08.488 --> 01:55:09.388]  You better read up.
[01:55:09.828 --> 01:55:11.568]  You better find out who the targets are.
[01:55:12.788 --> 01:55:15.209]  These people mean business.
[01:55:15.909 --> 01:55:17.149]  They are training youth corps.
[01:55:17.169 --> 01:55:18.789]  I'd say they'll be ready in two, three years.
[01:55:19.690 --> 01:55:20.290]  They'll be ready.
[01:55:20.430 --> 01:55:22.030]  The guys that are 16 are going to be 18.
[01:55:22.910 --> 01:55:25.651]  And they are training to go in and do seek and destroys.
[01:55:25.691 --> 01:55:26.411]  To go in buildings.
[01:55:26.431 --> 01:55:27.331]  It's in the New York Times.
[01:55:28.470 --> 01:55:29.432]  Hidden in plain view.
[01:55:30.073 --> 01:55:32.458]  Oh, look at these young children trying to kill the veterans.
[01:55:32.979 --> 01:55:37.206]  And the Homeland Security guys are, go in and get the shooters.
[01:55:37.306 --> 01:55:37.727]  Kill them!
[01:55:38.549 --> 01:55:41.314]  And it's always in a nice situational ethics where you know it's reasonable.
[01:55:42.500 --> 01:55:44.362]  I wonder if the Austin cops got that.
[01:55:44.642 --> 01:55:48.285]  Two guys are asleep in a car and they gun them down, and of course the cameras malfunction.
[01:55:48.526 --> 01:55:53.490]  And people call in on the radio and defend it and say the guy is deserved to die for being in a car at night.
[01:55:53.810 --> 01:55:58.635]  Well, when a cop kills your kid in a car at night, just remember you asked for that karma.
[01:55:59.536 --> 01:56:00.957]  And you're like, oh, you don't like the cops.
[01:56:01.057 --> 01:56:07.303]  Oh, no, I didn't like the cops in Nazi Germany, or the Soviet Union, or in Fidel's Cuba right now, or in Venezuela.
[01:56:08.254 --> 01:56:09.175]  No, you bet I don't.
[01:56:09.235 --> 01:56:10.056]  I don't like tyranny.
[01:56:10.276 --> 01:56:12.219]  If a cop's good and follows Bill of Rights, great!
[01:56:12.419 --> 01:56:15.843]  But the cops work for a system that works for foreign offshore banks!
[01:56:16.724 --> 01:56:20.488]  And cops, when they're done with you, you're gonna be their number one enemy, so just get ready for it.
[01:56:20.989 --> 01:56:22.210]  You think you're in power right now?
[01:56:22.290 --> 01:56:22.871]  Just get ready.
[01:56:22.891 --> 01:56:25.654]  They're gonna have a bunch of young scum right up underneath you.
[01:56:26.215 --> 01:56:28.157]  Let's go ahead and talk to Scott in Washington.
[01:56:28.217 --> 01:56:28.978]  Scott, go ahead.
[01:56:29.893 --> 01:56:35.856]  Yeah, I had a question I was going to ask you, but just incidentally, you'd asked what year that Archie Bunker clip was from.
[01:56:35.916 --> 01:56:36.856]  It was from 1972.
[01:56:36.896 --> 01:56:37.376]  72, okay.
[01:56:37.456 --> 01:56:45.680]  Yeah, and that euphemism of the boss hog that you're always talking about, the guy that played him was actually in that episode too.
[01:56:45.700 --> 01:56:48.381]  So just a little trivial for your information.
[01:56:48.941 --> 01:56:55.984]  But what I was going to ask you was that protest at Arizona State, the one that Ernest Hancock was going to be a part of and
[01:56:56.502 --> 01:57:00.905]  Passing out the DVDs, and I know you and Jason had them on your shows last week.
[01:57:00.945 --> 01:57:03.027]  Yeah, I saw a video of them handing out the DVDs.
[01:57:03.327 --> 01:57:07.650]  Yeah, I was just curious, was there any word on how that, uh, how that went?
[01:57:07.970 --> 01:57:14.955]  No, everybody said, oh, the Secret Service won't let them have micro-FMs broadcasting there, and they won't let them hand out 15,000 of my DVDs.
[01:57:15.495 --> 01:57:16.736]  It's all a paper tiger.
[01:57:16.776 --> 01:57:17.797]  You have a First Amendment.
[01:57:17.837 --> 01:57:22.160]  They went out, they were very successful, only had a few pirates, as they call the police.
[01:57:22.700 --> 01:57:27.785]  Yeah, and just to show you how they were trying to dumb it down on the left, one of his former station colleagues, Ernest Hancock, on the station he used to be on,
[01:57:42.617 --> 01:58:00.943]  Was reading some article, I guess he either got it out of Daily Post or Huffington Post, basically was an instruction guide on how the left should protest this and telling them, oh, well, you know, you can say it is, but don't really complain about it and talk about coming to the protest with a positive message.
[01:58:01.503 --> 01:58:03.625]  Yeah, it's all political correctness and control.
[01:58:04.025 --> 01:58:06.627]  You know, I meant to get into Bilderberg, we've got articles detailing all of it.
[01:58:06.667 --> 01:58:12.531]  Their plan is global tax, global regulation, world government bankrupting things, accelerating the depression.
[01:58:12.752 --> 01:58:18.656]  We have people inside, major breaking info in the articles and videos at InfoWars.com and PrisonPlanet.com.
[01:58:18.916 --> 01:58:19.857]  Great job, crew!
[01:58:20.057 --> 01:58:23.540]  Get fired up about freedom, take on tyranny, and we're gonna win!
[01:58:23.980 --> 01:58:28.202]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:28.342 --> 01:58:31.164]  Now you can do even more to hear Genesis shows in your area.
[01:58:31.244 --> 01:58:35.646]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:35.786 --> 01:58:36.327]  It's easy.
[01:58:36.487 --> 01:58:43.030]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:58:43.110 --> 01:58:43.791]  Make a difference.
[01:58:43.871 --> 01:58:49.234]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:58:49.254 --> 01:58:49.614]  Call today.
[01:58:53.698 --> 01:58:54.779]  Hi, this is Ted Anderson.
[01:58:54.939 --> 01:58:59.322]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:59.522 --> 01:59:05.227]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:59:05.327 --> 01:59:08.729]  Gold has outperformed paper investments, yet no word about IRAs.
[01:59:08.969 --> 01:59:11.571]  If you would like to have gold for your retirement, call 800-686-2237.
[01:59:11.691 --> 01:59:16.595]  Don't get left behind by rising inflation and low returns.
[01:59:16.735 --> 01:59:17.035]  Call 800-686-2237.
[01:59:19.577 --> 01:59:23.479]  Secure your future and call 1-800-686-2237.
[01:59:24.039 --> 01:59:25.460]  So you want to stop smoking?
[01:59:25.500 --> 01:59:26.601]  Well, here's what I want you to do.
[01:59:26.781 --> 01:59:29.542]  Go to a drugstore and take a stop smoking product off the shelf.
[01:59:29.662 --> 01:59:33.484]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[01:59:33.644 --> 01:59:37.186]  And if and only if you stop smoking, will you then come back and pay for it?
[01:59:37.426 --> 01:59:39.367]  Most likely, if you tried this, you'd be arrested.
[01:59:39.427 --> 01:59:43.369]  But as silly as this sounds, this is exactly what the Smokefree free trial offer is.
[01:59:43.730 --> 01:59:46.391]  Smokefree is a complete all-natural stop smoking system.
[01:59:46.391 --> 01:59:46.692]  We're good.
