[00:00:00.009 --> 00:00:02.750]  Go to GCNlive.com to order online now.
[01:17:50.134 --> 01:17:54.716]  And then we explain that the very same groups that run Bush now run Obama.
[01:17:54.996 --> 01:17:56.977]  Then we go into all of his lies.
[01:17:56.997 --> 01:18:10.163]  And then we cover what his real agenda is and the globalist public master plan to bankrupt the planet and bring in a world government where everybody has an ID card that's globally set but administered by their nation.
[01:18:10.743 --> 01:18:19.250]  Where all your buying and selling is tracked by that in the name of a fair tax, which they're going to track all your purchases with, in the name of stopping the income tax.
[01:18:19.531 --> 01:18:20.472]  They're masters at that.
[01:18:20.772 --> 01:18:25.936]  Make you revolt against one of their earlier programs, and then drive you right into the new program of total control.
[01:18:26.036 --> 01:18:28.358]  This is the film to shatter the left-right paradigm.
[01:18:28.679 --> 01:18:30.480]  This is the film that's got the momentum.
[01:18:30.740 --> 01:18:36.886]  This is the film that can have an even bigger effect than even loose change did, exposing 9-11 as an inside job.
[01:18:37.864 --> 01:18:40.725]  And all of my films and the other great films people made exposing it.
[01:18:41.246 --> 01:18:42.366]  The Obama Deception.
[01:18:42.406 --> 01:18:45.608]  And I'm telling you, no rest for us here.
[01:18:46.488 --> 01:18:48.849]  I'm going to put it out at PrisonPlanet.TV.
[01:18:50.810 --> 01:18:52.331]  We're going to make it in the next three weeks.
[01:18:52.791 --> 01:19:01.556]  But by the end of next month, or within about 25 days from now, we're going to launch, I think I'm going to call it, the Obama Deception Update.
[01:19:02.516 --> 01:19:04.017]  The Obama Deception Update.
[01:19:05.143 --> 01:19:24.458]  And it's probably going to be about an hour and a half long where we go into more detail about Zbigniew Brzezinski and about the Israeli connection and the Israeli lobbyist and who Rahm Emanuel is and all of that and the encircling of Russia and the Bali bombings and mass shootings.
[01:19:26.304 --> 01:19:27.845]  And more of Obama's agenda.
[01:19:27.865 --> 01:19:33.029]  I'm also going to sit down and do some shoots here next week with all the latest stuff that Obama's doing.
[01:19:33.049 --> 01:19:41.676]  And also, we didn't get a lot into how everybody's basically a mafiadon, or corrupt, or how many people he couldn't appoint because they were getting payoffs or weren't paying their taxes.
[01:19:42.056 --> 01:19:48.961]  We're going to spend some time on that, as well, and how one of Obama's people just got raided by the FBI, one of the people in his administration.
[01:19:49.422 --> 01:19:53.144]  I mean, it is getting crazy, and so we're going to put that out at PrisonPlanet.tv.
[01:19:55.205 --> 01:20:13.761]  TV, I mean, we've got hours and hours of Tarpley, riveting informative stuff, you know, hours of Jesse Ventura, hours and hours of George Humphrey, more of KRS-One, more of Professor Greff, more of Gerald Solente, and then more of myself, and I'm going to shoot some new stuff, because some of this stuff was shot a month and a half ago.
[01:20:13.881 --> 01:20:14.922]  Oh, it's old already.
[01:20:14.942 --> 01:20:19.526]  I mean, that's how quick this film, people are seeing this film, and it's like they say they're watching the news.
[01:20:20.507 --> 01:20:28.797]  A lot of people are also trying to nitpick it on YouTube and on the pages on InfoWars and Prison Planet saying, Oh, Alex says 5,000 troops have died in the war.
[01:20:29.938 --> 01:20:30.779]  It's only 4,200 and something.
[01:20:33.092 --> 01:20:36.974]  Number one, that 4,000 number is in Iraq.
[01:20:37.054 --> 01:20:43.477]  They're not even counting the thousands of dead contractors and they don't count it.
[01:20:44.657 --> 01:20:51.880]  If you die once you get out to Rammstein in Germany or once you get to England or once you get back to the US, they don't count that as a combat casualty.
[01:20:51.900 --> 01:20:58.343]  I know about a year ago it was in the newspapers that really more than 15,000 troops have died from injuries from the war.
[01:21:01.221 --> 01:21:02.864]  I had to make a decision making the film.
[01:21:02.904 --> 01:21:04.286]  I said, well I know it's way more than 5,000.
[01:21:04.847 --> 01:21:07.872]  And I know that more are dying every day.
[01:21:09.093 --> 01:21:12.675]  And I know the official number is, the latest numbers are almost 5,000.
[01:21:12.795 --> 01:21:14.456]  I said, I'll just say more than 5,000.
[01:21:15.617 --> 01:21:18.238]  Because I'm lying to say less than 5,000.
[01:21:18.818 --> 01:21:21.960]  And I know it's more like, if it was a year ago, 15,000.
[01:21:22.100 --> 01:21:24.301]  It's a lot higher than that now.
[01:21:24.882 --> 01:21:30.565]  So see, this is how people just try to nitpick and try to invent things that aren't in this film.
[01:21:30.745 --> 01:21:32.386]  Or they show a clip
[01:21:33.126 --> 01:21:33.686]  We're on the march.
[01:21:33.706 --> 01:21:34.547]  The empire's on the run.
[01:21:34.567 --> 01:21:36.047]  Alex Jones and the GCN Radio Network.
[01:22:04.676 --> 01:22:09.720]  HempUSA.org is now offering free shipping worldwide to better serve our customers.
[01:22:10.020 --> 01:22:16.244]  Our goal is to get these fine hemp products to you in the least amount of time so you can enjoy what the powder seeds and oil can do for you.
[01:22:16.464 --> 01:22:18.946]  HempUSA.org has a warning that the U.S.
[01:22:18.986 --> 01:22:24.130]  food supplies are dangerously low and we urge you to protect your family with hemp storable foods today.
[01:22:24.290 --> 01:22:25.531]  Tomorrow may be too late!
[01:22:25.711 --> 01:22:29.994]  Call 908-691-2608 or visit hempusa.org.
[01:22:30.214 --> 01:22:42.904]  This incredible food source is loaded with enzymes so your body can digest the food you eat, and it creates an alkaline environment where cancer can't grow and parasites cannot live, and brings funguses, viruses and bacterial levels down and to a halt.
[01:22:43.084 --> 01:22:44.766]  Try our powder seeds and oil today.
[01:22:44.926 --> 01:22:49.069]  Call 908-691-2608 or visit hempusa.org.
[01:22:49.269 --> 01:22:51.951]  If the body has the proper nutrition it will heal itself.
[01:22:52.252 --> 01:22:52.792]  Ask yourself,
[01:22:53.092 --> 01:22:56.054]  Why does our government not allow this crop to grow in the U.S.?
[01:22:56.314 --> 01:22:58.676]  This product is also great for pets and animals.
[01:22:58.836 --> 01:23:03.840]  Call 908-691-2608 or go to hempusa.org today.
[01:23:04.861 --> 01:23:10.164]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:23:10.665 --> 01:23:17.670]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:23:18.234 --> 01:23:24.416]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:23:24.816 --> 01:23:26.656]  Well, Obama's already fudging.
[01:23:26.796 --> 01:23:29.197]  He's fudged since day one in this election.
[01:23:29.297 --> 01:23:40.240]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:23:40.860 --> 01:23:42.160]  It's not about left or right.
[01:23:42.541 --> 01:23:43.901]  It's about a one-world government.
[01:23:44.395 --> 01:23:50.761]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:23:51.301 --> 01:23:59.088]  Get your copy of The Obama Deception today at InfoWars.com, or download it in super high quality at PrisonPlanet.tv.
[01:23:59.569 --> 01:24:00.730]  The Obama Deception.
[01:24:01.150 --> 01:24:02.431]  The people strike back.
[01:24:04.853 --> 01:24:06.175]  Hi, this is Steve Shank.
[01:24:06.755 --> 01:24:07.756]  Our government has handed
[01:24:10.588 --> 01:24:11.128]  We're good to go!
[01:24:36.816 --> 01:24:37.176]  Food.
[01:24:37.857 --> 01:24:38.197]  Food.
[01:24:38.517 --> 01:24:40.999]  The f-word that we had all better be thinking about.
[01:24:41.419 --> 01:24:41.639]  Call 800-409-5633.
[01:24:41.659 --> 01:24:42.279]  On the web, efoodsdirect.com.
[01:24:42.299 --> 01:24:42.339]  800-409-5633.
[01:24:42.359 --> 01:24:44.461]  By the way, I assume that your first favorite f-word is faith.
[01:24:44.541 --> 01:24:45.001]  Call 800-409-5633.
[01:24:45.101 --> 01:24:46.782]  On the web, efoodsdirect.com.
[01:25:16.510 --> 01:25:33.253]  Yeah, you guys are doing a great job out there spreading the Obama deception on the BitTorrents everywhere else.
[01:25:33.853 --> 01:25:35.633]  It is exploding right now.
[01:25:36.294 --> 01:25:39.374]  This explosion after explosion as it gets bigger and bigger.
[01:25:40.354 --> 01:25:43.335]  Get it as it was meant to be seen, the DVD at InfoWars.com.
[01:25:47.398 --> 01:25:54.422]  Okay, I want to go to your phone calls, and then I'm going to get more into Netanyahu envisions major war in coming months.
[01:25:56.703 --> 01:26:06.148]  The global warming, fear mongers that want a global tax, say scientists say warming could put population to 1 billion, could kill 5 plus billion people.
[01:26:06.168 --> 01:26:07.609]  That's the New York Times.
[01:26:08.730 --> 01:26:10.331]  Anger over firm
[01:26:12.970 --> 01:26:13.330]  Hi Alex.
[01:26:13.490 --> 01:26:13.630]  Hi.
[01:26:13.710 --> 01:26:17.453]  I'd like to start by throwing a brick to the city of Montreal, which was rather disgusting this weekend.
[01:26:17.773 --> 01:26:23.096]  The media started by demonizing an anti-police demonstration by warning people that it was going to be violent ahead of time.
[01:26:42.159 --> 01:26:55.537]  So when we had 10,000 people show up for an anti-Palestine invasion thing, that was good, but we only had about 200 show up for the police demonstration in a town where this is probably the worst disease and any other disease possible.
[01:26:56.241 --> 01:27:00.544]  And they beat the heck out of the 200 people and criminalized all of them, calling them nuts.
[01:27:00.845 --> 01:27:03.147]  Well, if I wanted to demonize the police, I could.
[01:27:03.287 --> 01:27:14.596]  Every day there's piles of it where there's a new case where the college kid, they just come to his window at night, shine a light in his face, he put his hand over his eyes, and so they shot him in the chest and he's fighting for his life.
[01:27:15.296 --> 01:27:18.959]  Yeah, I'd like to speak to all those people that are laughing at us, doubting us, trying to
[01:27:40.287 --> 01:27:45.550]  Bring us in with white supremacists and any other thing they can use to justify feeling good about themselves.
[01:27:46.330 --> 01:27:47.931]  You people might want to get it straight.
[01:27:48.331 --> 01:27:52.353]  When they're finished coming after all of us, whether we're good or bad, you're next.
[01:27:53.013 --> 01:27:53.573]  You got that?
[01:27:54.354 --> 01:27:55.674]  I hear you and I appreciate your call.
[01:27:55.975 --> 01:27:56.855]  I appreciate your call.
[01:27:57.275 --> 01:27:59.336]  Send me some info on what is happening up in Canada.
[01:27:59.436 --> 01:28:00.397]  I saw a blurb on that.
[01:28:01.677 --> 01:28:05.359]  For those that don't know, last week we were sent by two different state police officers.
[01:28:05.379 --> 01:28:08.821]  We're going to get one of them on the show, or perhaps both of them.
[01:28:10.302 --> 01:28:12.223]  Internal, federally written guidelines.
[01:28:12.243 --> 01:28:16.785]  We've gotten a lot of these similar ones in the past, but it said Ron Paul supporters are basically cop-killing terrorists.
[01:28:17.125 --> 01:28:18.625]  Libertarians are cop-killing terrorists.
[01:28:18.646 --> 01:28:20.786]  If you believe in the North American Union, you're a cop-killing terrorist.
[01:28:21.087 --> 01:28:27.149]  They called for gun control, registering basically bullets, and it was just unbelievably evil.
[01:28:27.189 --> 01:28:31.291]  And then it would mix gun owners in next to white supremacists, all guilt by association.
