[00:00:00.009 --> 00:00:00.409]  Congruent.
[01:10:43.225 --> 01:10:43.866]  What about you?
[01:10:44.106 --> 01:10:50.153]  Order your KDF Shower Filter normally, $49 for a special price of only $39.99, with free shipping.
[01:10:50.313 --> 01:10:52.636]  Call the Berkey guy and order now by calling 1-866-BERKEY.
[01:10:52.756 --> 01:10:54.377]  Alex Jones on the GCN Radio Network.
[01:11:22.765 --> 01:11:25.169]  All right, ladies and gentlemen, we are back live!
[01:11:25.570 --> 01:11:32.884]  And I'm gonna go to your calls right now, and then coming up, scientists arrested for smuggling vials used in Ebola!
[01:11:33.845 --> 01:11:34.346]  Research.
[01:11:35.538 --> 01:11:36.498]  In the United States.
[01:11:37.499 --> 01:11:38.899]  That's out of the French News Agency.
[01:11:39.919 --> 01:11:41.860]  I mean, I see these stories every two or three days.
[01:11:41.900 --> 01:11:43.980]  The army caught sneaking around anthrax.
[01:11:44.020 --> 01:11:46.381]  Some other government group caught with foot and mouth weaponized.
[01:11:46.741 --> 01:11:51.062]  Some other government group or private company trying to mix bird flu with vaccines.
[01:11:51.622 --> 01:11:55.063]  Top scientists saying the virus is engineered that popped up three weeks ago.
[01:11:56.769 --> 01:12:08.414]  And they're building more of these labs everywhere, more plausible deniability as they release things to have scares, to push vaccines on us, and to get more control and federalization, but also to then release real attacks in the future.
[01:12:09.955 --> 01:12:12.516]  We'll continue to cover Bilderberg later in the next hour.
[01:12:12.636 --> 01:12:14.637]  I've got a huge stack of mainstream news.
[01:12:14.677 --> 01:12:15.497]  This is unprecedented.
[01:12:15.798 --> 01:12:16.278]  We're winning!
[01:12:17.230 --> 01:12:21.413]  The mainstream media has gone from saying none of this existed, there's no global government, to having to admit it all.
[01:12:21.693 --> 01:12:24.055]  And then now they still criticize us when we talk about it?
[01:12:24.336 --> 01:12:25.416]  They have no credibility!
[01:12:25.436 --> 01:12:26.657]  They're losing credibility!
[01:12:27.818 --> 01:12:31.421]  And so many people are compartmentalized inside mainstream media, they're not even really bad.
[01:12:31.761 --> 01:12:33.843]  They were ignorant, believing the official line.
[01:12:34.183 --> 01:12:35.084]  They're waking up.
[01:12:36.945 --> 01:12:37.786]  Very, very exciting.
[01:12:38.146 --> 01:12:40.048]  Okay, let's go to Jared in Texas.
[01:12:40.088 --> 01:12:41.409]  Jared, thanks for holding her on the air.
[01:12:42.370 --> 01:12:42.870]  Thanks, Alex.
[01:12:43.130 --> 01:12:44.171]  It's awesome to be here.
[01:12:44.231 --> 01:12:45.172]  I'm a first-time caller.
[01:12:46.774 --> 01:12:49.936]  Anyway, I wanted to talk about something that is a little bit exciting to me.
[01:12:49.996 --> 01:12:53.877]  I didn't know if you'd heard it, but do you know the history of Abraham Zapruder at all?
[01:12:56.378 --> 01:12:59.420]  He's got some spook background, right?
[01:12:59.620 --> 01:13:11.725]  Actually, I'm not that sure, but what I did want to point out, and I thought this was interesting, it was relevant in the sense that it's kind of a pattern the financiers go in and they like to control both sides.
[01:13:11.745 --> 01:13:13.846]  They like to be able to show the horror that they do.
[01:13:17.031 --> 01:13:19.412]  I have no doubt that the establishment was filming it.
[01:13:19.432 --> 01:13:29.837]  I don't know if they've released those photos, but some have speculated that Zubruder, you know, shot it and then TimeLive had it and it was allowed to be leaked through certain people who didn't even know it was being leaked through them.
[01:13:33.254 --> 01:13:39.281]  You know, but then people say, I was allowed to sneak into Bohemian Grove, and if I was, I was unknowing.
[01:13:40.222 --> 01:13:47.109]  Hold on just a minute, because I'm trying to explain this thought here, since you bring up this random pointer, but it's important.
[01:13:47.830 --> 01:13:51.914]  I snuck into Bohemian Grove because I read how others have been caught.
[01:13:52.825 --> 01:13:55.447]  And others, reporters always try to go in.
[01:13:56.328 --> 01:13:59.630]  Most of them get caught trying to get through the three guard fences.
[01:14:00.050 --> 01:14:04.814]  I went around them and got on a trolley from the parking lot that's only past one checkpoint.
[01:14:05.334 --> 01:14:10.037]  I went around one checkpoint, acted like I was normal, got on one of the flatback trucks.
[01:14:10.117 --> 01:14:10.878]  We videotaped it.
[01:14:10.898 --> 01:14:13.820]  It's in the film, Dark Secrets Inside Bohemian Grove.
[01:14:14.280 --> 01:14:17.543]  It's comboed with The Order of Death, two films on one DVD, but side issue.
[01:14:18.797 --> 01:14:24.823]  I got in, drove through the other checkpoints, they looked at us, I smiled at them, was calm with Mike Hanson who was also calm, did a great job.
[01:14:25.684 --> 01:14:31.090]  We got in to the main facility and then I didn't run around trying to be social.
[01:14:31.751 --> 01:14:34.594]  These reporters, the last one for Vanity Fair that got arrested.
[01:14:35.523 --> 01:14:36.143]  He got arrested.
[01:14:36.544 --> 01:14:40.946]  His article's out, and he admits they were homosexual activity, and it was a bunch of... I mean, that's what goes on there.
[01:14:42.007 --> 01:14:43.508]  He admits that they're doing that.
[01:14:44.208 --> 01:14:46.690]  But the point is, he tried to go in and be social with these people.
[01:14:46.990 --> 01:14:48.551]  They walk up and say, who are you with?
[01:14:48.591 --> 01:14:49.151]  What are you doing?
[01:14:49.712 --> 01:14:50.912]  And I had Secret Service.
[01:14:51.152 --> 01:14:55.675]  I had Sheriff's County deputies that... By the way, the last guy that got arrested was Sheriff's County deputies.
[01:14:55.875 --> 01:14:57.736]  People are like, where's your footage of this, Alex?
[01:14:57.756 --> 01:14:59.077]  You have footage of everything but that.
[01:14:59.618 --> 01:15:01.399]  No, I've got a camera with a one-hour tape.
[01:15:02.179 --> 01:15:05.421]  I start taping, I pull up, I get in, I get in the truck, I go in.
[01:15:06.762 --> 01:15:11.085]  I've got a little button, because this is 2000, stuff wasn't hidden, you know, very good hidden camera.
[01:15:11.105 --> 01:15:14.248]  I got a little button I hit that supposedly starts the hidden camera.
[01:15:15.809 --> 01:15:22.633]  But, you know, I've got a bag here with the hidden pager on the front of it and I'm squeezing the button and it didn't tape.
[01:15:23.074 --> 01:15:25.275]  I mean, that's why, you know, the ritual's off at an angle.
[01:15:25.315 --> 01:15:27.317]  People are like, why isn't it high fidelity?
[01:15:27.337 --> 01:15:31.460]  You know, first they denied it was even real for years, but then now they admit it's real.
[01:15:32.040 --> 01:15:33.361]  And so I go through that as well.
[01:15:33.421 --> 01:15:37.484]  So just to say Abraham Subruder faked it is unfair.
[01:15:37.904 --> 01:15:45.030]  Because I don't believe in charging people with things with no evidence just because it could be a possibility and then it becomes a reality.
[01:15:45.310 --> 01:15:49.853]  Regardless, let's just, for the sake of argument, say I faked the Bohemian Grove.
[01:15:49.893 --> 01:15:52.035]  That is, they let me in, I shot the video.
[01:15:52.075 --> 01:15:52.916]  Now that's not true.
[01:15:53.336 --> 01:15:55.638]  But for mental illness sake, let's just say it is.
[01:15:56.278 --> 01:16:06.728]  Now, can we address world leaders having homosexual orgies and worshipping owl gods and running around the woods naked, admitting they do?
[01:16:06.748 --> 01:16:16.697]  I mean, can we address that instead of Alex Jones, you know, the one guy able to get in and get out with the goods?
[01:16:17.378 --> 01:16:19.219]  And you know, I give all the glory to God on that.
[01:16:19.239 --> 01:16:22.800]  You know, people just can't believe, you know, that Charlie Sheen calls me up and comes on.
[01:16:22.820 --> 01:16:25.541]  You know, Jesse Ventura we run into.
[01:16:26.461 --> 01:16:28.261]  Willie Nelson calls up and comes on.
[01:16:28.462 --> 01:16:31.703]  That I'm in a movie with Keanu Reeves, Winona Ryder, and all these other...
[01:16:33.430 --> 01:16:34.790]  Woody Harrelson and all these other people.
[01:16:36.271 --> 01:16:38.992]  I mean, you know, people can't believe that.
[01:16:39.512 --> 01:16:47.514]  People couldn't believe when I shot Marines doing urban warfare takeovers, training, with role players screaming, I'm an American, please don't put me in the camp.
[01:16:47.855 --> 01:16:48.615]  It's all real!
[01:16:49.035 --> 01:16:51.376]  I just got on an airplane, flew there and shot it.
[01:16:51.776 --> 01:16:54.177]  You know, people don't believe that's a real police chief.
[01:16:54.257 --> 01:16:57.698]  I interviewed him in San Antonio, saying they tried to pay him off Delta Force.
[01:16:57.738 --> 01:16:59.538]  You could call, that was a real police chief.
[01:17:00.058 --> 01:17:01.759]  Ali Philippus, I was in his office.
[01:17:02.159 --> 01:17:06.181]  But they don't make a phone call to find out that's really Ali Philippus, they just say, not real.
[01:17:06.641 --> 01:17:09.242]  Now I'm not saying you're doing that, you just got me off on a rant there.
[01:17:09.602 --> 01:17:15.664]  This is mental illness, and what it is, is an excuse for the Patriot movement to not become leaders.
[01:17:16.104 --> 01:17:29.970]  Instead of them going out and fighting the Patriot Act and the New World Order and open borders and the globalists and the bankers are going to Bilderberg, or starting a blog or a radio show, most they sit back and talk crap about everybody else,
[01:17:31.300 --> 01:17:32.241]  That's been going on lately.
[01:17:33.622 --> 01:17:38.646]  They sit back doing that, and they sit back nitpicking and critiquing everyone who's in the arena.
[01:17:39.307 --> 01:17:41.148]  I need people to get in the arena.
[01:17:42.069 --> 01:17:42.469]  Okay?
[01:17:42.709 --> 01:17:44.651]  A lot of people are too far gone to ever get in the arena.
[01:17:45.732 --> 01:17:49.975]  They want success so bad, but they can't get in the arena to get the success.
[01:17:50.436 --> 01:17:52.457]  And then watch what you ask for, folks.
[01:17:53.578 --> 01:17:57.161]  Now, all of this is going on, and
[01:17:59.892 --> 01:18:00.753]  I've already digressed.
[01:18:00.773 --> 01:18:02.074]  What is the point of the phone call, sir?
[01:18:02.534 --> 01:18:05.156]  Let's just say Abraham Zavudar is absolutely evil.
[01:18:05.596 --> 01:18:06.197]  Let's just say it.
[01:18:06.477 --> 01:18:10.540]  But the point is, why did the military industrial complex kill Kennedy, is the question.
[01:18:10.560 --> 01:18:10.880]  Go ahead.
[01:18:11.621 --> 01:18:14.183]  Okay, well, all I wanted to share with you was the detail.
[01:18:14.203 --> 01:18:16.565]  They made us watch a documentary in twelfth grade.
[01:18:16.585 --> 01:18:17.846]  This was about four years ago.
[01:18:18.306 --> 01:18:26.032]  And even my teacher at the time was questioning why they made us watch it, because it was graphic, it was digitally enhanced, it was Kennedy's, you know, it was his assassination, you know.
[01:18:26.593 --> 01:18:33.659]  And that there was a photo of Zapruder in that film, and it was interesting because, uh, you know, I believe the 9-11, that's glaring.
[01:18:33.799 --> 01:18:35.400]  You know, it's like, how can you not deny that?
[01:18:35.860 --> 01:18:39.663]  But, um, I mean, how could you deny it when it's so obvious?
[01:18:40.284 --> 01:18:44.087]  But, um, anyway, he was wearing, actually, in this picture, a Masonic lapel.
[01:18:44.767 --> 01:18:48.930]  You know, it had the cheat, had the compass, and the, uh, 90-degree ruler.
[01:18:49.511 --> 01:18:50.932]  And I thought that was really interesting.
[01:18:51.132 --> 01:18:52.673]  It actually really made my head pop.
[01:18:52.713 --> 01:18:54.675]  And the thing is, I searched for it on the Internet,
[01:18:55.123 --> 01:19:00.606]  And I'd only found a couple references to that, and I just wanted to know if you'd ever heard about such a thing.
[01:19:00.666 --> 01:19:01.486]  No, I hadn't.
[01:19:01.566 --> 01:19:02.947]  I can't remember the stuff.
[01:19:04.167 --> 01:19:06.388]  I've heard from credible people, but they're not sure.
[01:19:06.909 --> 01:19:09.290]  From Jim Mars and others about questions about Zubruder.
[01:19:10.130 --> 01:19:14.172]  Yeah, I just... But that's basically... I mean, it's questions.
[01:19:14.192 --> 01:19:15.053]  I appreciate your call.
[01:19:16.173 --> 01:19:18.794]  Let's go ahead and talk to... I'm sorry I went off on that tirade, folks.
[01:19:19.695 --> 01:19:21.696]  That's what happens when I'm at Information Overload Point.
[01:19:22.356 --> 01:19:23.376]  Sean in Minnesota.
[01:19:23.416 --> 01:19:24.177]  Sean, you're on the air.
[01:19:25.117 --> 01:19:26.599]  Hey Alex, thanks for taking my call.
[01:19:26.679 --> 01:19:27.460]  First time caller.
[01:19:28.060 --> 01:19:28.741]  Thanks for calling.
[01:19:29.462 --> 01:19:32.065]  Yep, well I'm here in Indianapolis, Indiana.
[01:19:32.105 --> 01:19:34.228]  Woke up this morning about 8.30, 9 o'clock.
