[00:00:04.195 --> 00:00:09.617]  The web, efoodsdirect.com, 800-409-5633.
[01:54:36.740 --> 01:54:39.221]  Explain to liberals, hey, they're setting Obama up as their front.
[01:54:39.261 --> 01:54:40.622]  He'll take the blame for their agenda.
[01:54:40.922 --> 01:54:46.665]  This is not an anti-Obama film as much as it is exposing the real agenda.
[01:54:46.885 --> 01:54:48.626]  They've got to see the Obama deception.
[01:54:48.886 --> 01:54:50.207]  Help us get it out to everybody.
[01:54:50.227 --> 01:54:52.348]  You are unstoppable if you take action.
[01:54:52.388 --> 01:54:53.669]  It's already been one day.
[01:54:54.689 --> 01:55:01.174]  I just watched Obama Deception.
[01:55:01.274 --> 01:55:05.037]  Awesome, awesome movie.
[01:55:05.057 --> 01:55:07.599]  Everybody needs to get it immediately.
[01:55:08.160 --> 01:55:09.641]  There's a great timing on getting it out.
[01:55:09.681 --> 01:55:17.487]  People will probably think it's a little earlier before he puts the whole plan into effect, but great timing because the plan may shut down some of that distribution here shortly.
[01:55:18.228 --> 01:55:19.028]  Two quick questions.
[01:55:19.088 --> 01:55:19.649]  Time is short.
[01:55:20.407 --> 01:55:24.891]  Why is Ron Paul not suing the scum in Missouri who are naming him as a terrorist?
[01:55:24.931 --> 01:55:26.733]  Why is that not some kind of defamation suit?
[01:55:26.753 --> 01:55:29.355]  Well, I just talked to Ron Paul the day before this broke.
[01:55:29.395 --> 01:55:30.396]  We had him on this week.
[01:55:30.916 --> 01:55:32.998]  And I know people have talked to his office.
[01:55:33.018 --> 01:55:34.179]  They weren't even aware of it.
[01:55:35.040 --> 01:55:36.461]  And I need to get a hold of him.
[01:55:36.481 --> 01:55:38.423]  I've just been real busy myself, and he's very busy.
[01:55:39.345 --> 01:55:42.226]  I think I should file a personal lawsuit myself.
[01:55:42.326 --> 01:55:43.907]  I'm opposed to RFID.
[01:55:43.967 --> 01:55:47.789]  I'm opposed to... and they lump us as white supremacists.
[01:55:48.069 --> 01:55:59.034]  This should be... They say anybody that's against the North American Union is a white supremacist that wants to kill police and they say if you have a libertarian sticker you're basically a terrorist and then that's why the police are harassing everybody.
[01:55:59.334 --> 01:56:01.355]  They want to make... Do you know where it came from?
[01:56:01.375 --> 01:56:04.736]  The FBI and the Feds wrote it and every state has it.
[01:56:05.136 --> 01:56:08.358]  Can we target somebody who's liable for this defamation?
[01:56:09.893 --> 01:56:16.598]  Well, I mean, it's criminal for the government to be putting out secret propaganda to police demonizing the American people.
[01:56:16.638 --> 01:56:20.200]  That's why they say it's secret in the document, because they know they're getting in a lot of trouble for this.
[01:56:20.681 --> 01:56:21.681]  Brett in Montana.
[01:56:21.721 --> 01:56:22.382]  Brett, you're on the air.
[01:56:23.383 --> 01:56:25.225]  Hey sir, thanks for having me on again.
[01:56:26.246 --> 01:56:35.655]  Great job on your new film and I have it on my MySpace page and I plan on burning copies of it as soon as I can.
[01:56:36.916 --> 01:56:46.505]  What I wanted to talk to you about today was, in the past you've talked about breaking up the family and I know exactly what you're talking about.
[01:56:49.099 --> 01:56:51.622]  I've made a lot of problems between my wife and I. It is.
[01:56:51.642 --> 01:56:53.183]  One of the... well, she's having a hard time
[01:57:06.556 --> 01:57:09.519]  I'm sorry to hang up on you, but we're just out of time.
[01:57:09.559 --> 01:57:11.381]  Jeff, Noah, Brian, David, call me back next time.
[01:57:11.401 --> 01:57:13.504]  We'll put you to the head of the line.
[01:57:13.624 --> 01:57:14.785]  We are just out of time.
[01:57:24.102 --> 01:57:27.204]  Tonight is the official premiere of The Obama Deception.
[01:57:27.305 --> 01:57:30.027]  Go to PrisonPlanet.tv, 15 cents a day, $5.95.
[01:57:31.007 --> 01:57:34.030]  Download all my films, burn them to disk, put them on your hard drive.
[01:57:34.070 --> 01:57:37.953]  Super high quality, it's almost DVD quality at PrisonPlanet.tv.
[01:57:38.013 --> 01:57:43.817]  See it the way it's meant to be seen at PrisonPlanet.tv or call toll free to order the highest quality DVD, 888-253-3139.
[01:57:43.837 --> 01:57:45.278]  Or again, InfoWars.com.
[01:57:50.676 --> 01:57:53.066]  To get the hard copy there on the Superior Online Video Bookstore shopping cart.
[01:57:53.648 --> 01:57:54.753]  Alright, ladies and gentlemen...
[01:57:56.139 --> 01:57:58.321]  I am out of here until tomorrow, 11 to 3 p.m.
[01:57:58.341 --> 01:58:00.943]  Central Time, but I'll see you back here Sunday, 4 to 6 p.m.
[01:58:00.963 --> 01:58:03.065]  Central Standard Time as well.
[01:58:03.505 --> 01:58:04.245]  We're on the march.
[01:58:04.285 --> 01:58:05.707]  The empire is on the run.
[01:58:06.107 --> 01:58:07.908]  The people only need to be warned.
[01:58:07.928 --> 01:58:09.730]  They know something's rotten in the state of Denmark.
[01:58:10.030 --> 01:58:12.031]  It is up to you to tell them and to warn them.
[01:58:12.051 --> 01:58:18.877]  Now, everybody, watch The Obama Deception right now at PrisonPlanet.tv or watch the medium quality one for free at InfoWars.com.
[01:58:19.057 --> 01:58:20.158]  There are no excuses.
[01:58:20.298 --> 01:58:22.520]  Everyone, watch The Obama Deception tonight!
[01:58:23.360 --> 01:58:24.381]  Hi, this is Ted Anderson.
[01:58:24.401 --> 01:58:26.222]  Did you miss your favorite shows on GCN today?
[01:58:26.543 --> 01:58:34.108]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:58:34.569 --> 01:58:40.253]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:58:40.593 --> 01:58:41.454]  It's simple to use.
[01:58:41.714 --> 01:58:45.877]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:58:46.418 --> 01:58:47.278]  Don't get discouraged.
[01:58:47.398 --> 01:58:48.639]  Get On Demand, free!
[01:58:49.080 --> 01:58:51.942]  Thanks again to the listeners at GCNlive.com.
[01:58:52.805 --> 01:59:02.088]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[01:59:02.128 --> 01:59:02.868]  This capitalism?
[01:59:02.908 --> 01:59:09.071]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[01:59:09.211 --> 01:59:09.951]  Hi, Ted Anderson.
[01:59:09.991 --> 01:59:13.092]  I'm placing a free silver dollar in a book that explains our monetary system.
[01:59:13.152 --> 01:59:14.072]  Call for your copy 800-686-2237.
[01:59:14.092 --> 01:59:15.133]  It's time to understand the system.
[01:59:15.153 --> 01:59:15.773]  Call 800-686-2237.
[01:59:15.793 --> 01:59:16.073]  That's 800-686-223...
[01:59:22.495 --> 01:59:27.656]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:59:27.937 --> 01:59:36.899]  Did you know that most skin creams, body lotions, shampoos, and toothpastes are full of chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:59:37.139 --> 01:59:40.500]  Did you know that most multivitamin supplements are made from synthetic vitamins?
[01:59:40.720 --> 01:59:44.644]  Did you know that many herbal remedies contain unwanted additives and fillers?
[01:59:44.724 --> 01:59:46.887]  Have you ever tested your body's pH level?
[01:59:47.027 --> 01:59:50.330]  Make the change to only organic health and beauty products.
[01:59:50.470 --> 01:59:53.473]  Visit 2BNatural.com and order today.
[01:59:53.894 --> 02:00:00.060]  2BNatural.com carries 100% natural and chemical free skin care, whole food vitamins, herbal remedies.
