[00:00:04.699 --> 00:00:06.180]  Thank you, Mr. Chairman.
[01:27:42.690 --> 01:27:43.550]  It's happened to me twice.
[01:27:43.830 --> 01:27:45.171]  Get out of there.
[01:27:45.211 --> 01:27:51.852]  I want you to get out of the area at least five blocks away and duck in to get a cup of coffee or something, acting normal.
[01:27:52.052 --> 01:27:54.553]  They've trained locals to spy on people and tattle.
[01:27:54.753 --> 01:27:58.354]  This has happened to me in Brooksville, in California, in Florida, and other places.
[01:27:58.614 --> 01:27:59.794]  So just nonchalantly,
[01:28:00.294 --> 01:28:04.199]  Go in, get a cup of coffee and wait somewhere or a sub shop or something.
[01:28:05.220 --> 01:28:09.284]  Get out of there, go in a restaurant, order a beer, whatever you gotta do.
[01:28:09.645 --> 01:28:15.050]  Just go into a bar, go sit down somewhere because they are going to lock down it.
[01:28:15.311 --> 01:28:18.054]  You were saying that you saw them at the ends of all the streets, correct?
[01:28:18.684 --> 01:28:21.648]  Oh, they're all around me on each side, in the middle of the street.
[01:28:21.668 --> 01:28:22.929]  I am surrounded by people.
[01:28:22.989 --> 01:28:25.692]  Listen, I'm going to keep you on hold on this line.
[01:28:25.712 --> 01:28:28.235]  We'll keep coming back to you to make sure you get out of there.
[01:28:28.496 --> 01:28:33.001]  So if they attack you or rubber bullet you, it'll all happen on record.
[01:28:33.021 --> 01:28:33.922]  They're criminal activities.
[01:28:33.942 --> 01:28:34.523]  But do you hear me?
[01:28:34.883 --> 01:28:36.025]  Don't act suspicious.
[01:28:36.565 --> 01:28:37.486]  Don't act suspicious.
[01:28:37.546 --> 01:28:39.167]  Act like a mindless mainline reporter.
[01:28:39.447 --> 01:28:40.948]  Get the hell out of there now.
[01:28:41.248 --> 01:28:42.368]  I'm going to put you on hold.
[01:28:42.588 --> 01:28:44.710]  We're going to monitor your situation from here.
[01:28:45.010 --> 01:28:47.911]  I'm going to call... You're saying your phone's working.
[01:28:48.592 --> 01:28:51.553]  Dues is bad or is Douglas's?
[01:28:51.594 --> 01:28:52.474]  Who should we call now?
[01:28:52.494 --> 01:28:54.075]  Dues's battery is now dead.
[01:28:55.046 --> 01:29:00.649]  Okay, so we got a text message, Jason Douglas, to get the hell out of there now.
[01:29:00.729 --> 01:29:04.351]  They are going to arrest them, guaranteed.
[01:29:04.451 --> 01:29:07.793]  I have been in the middle of this over and over again at the RNC, you name it.
[01:29:07.853 --> 01:29:08.894]  Get out of there.
[01:29:09.254 --> 01:29:10.475]  Get out of there now.
[01:29:11.055 --> 01:29:13.256]  Okay?
[01:29:13.356 --> 01:29:14.477]  Don't disconnect the phone.
[01:29:15.077 --> 01:29:17.618]  Just keep it with you and get out of there.
[01:29:17.819 --> 01:29:18.039]  Go!
[01:29:19.600 --> 01:29:21.661]  Listen, Burmese, don't go towards the big street with cops.
[01:29:21.681 --> 01:29:23.502]  Go down an alley or a side road, okay?
[01:29:25.453 --> 01:29:26.353]  All right, good, good.
[01:29:26.633 --> 01:29:27.193]  All right, good.
[01:29:27.213 --> 01:29:28.514]  We got that problem handled.
[01:29:29.394 --> 01:29:31.454]  The other two guys, though, are going down towards the police.
[01:29:31.595 --> 01:29:32.615]  Lord knows what'll happen to them.
[01:29:33.635 --> 01:29:35.575]  I don't want my guys being through this anymore.
[01:29:35.595 --> 01:29:40.077]  Because once I heard they were blocking off streets, that means they're going in on them.
[01:29:40.457 --> 01:29:41.877]  They don't care if people disperse.
[01:29:41.937 --> 01:29:45.158]  It's about drawing blood, first blood on the American people.
[01:29:45.398 --> 01:29:46.358]  It's about attacking us.
[01:29:46.398 --> 01:29:50.779]  These audio and microwave weapons are about training the police.
[01:29:51.239 --> 01:29:52.159]  We're on the march.
[01:29:52.640 --> 01:29:54.140]  The empire's on the run.
[01:29:55.174 --> 01:29:57.916]  Alex Jones and the GCN Radio Network.
[01:30:00.717 --> 01:30:04.700]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:30:04.960 --> 01:30:06.761]  Do you really know what's in your tap water?
[01:30:06.961 --> 01:30:15.246]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:30:15.486 --> 01:30:20.709]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:30:21.049 --> 01:30:22.670]  Now what are you going to do about it?
[01:30:22.890 --> 01:30:29.212]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:30:29.412 --> 01:30:40.154]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:30:40.454 --> 01:30:40.974]  That's right.
[01:30:41.235 --> 01:30:43.535]  Clean water, right from the air you breathe.
[01:30:43.795 --> 01:30:45.356]  Order today by calling 1-800-691.
[01:30:47.956 --> 01:31:05.806]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:31:05.927 --> 01:31:10.289]  Will you continue to be their profit center, buying their processed food that makes you sick?
[01:31:10.469 --> 01:31:12.310]  Go to the doctor and buy their drugs?
[01:31:12.730 --> 01:31:14.071]  You don't have to cooperate.
[01:31:14.351 --> 01:31:15.392]  There is a solution.
[01:31:15.612 --> 01:31:23.635]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:31:24.056 --> 01:31:31.119]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:31:31.519 --> 01:31:37.161]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the Health Ranger.
[01:31:37.541 --> 01:31:43.124]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:31:43.544 --> 01:31:47.369]  Try all of their truly honest products that will keep you alive and healthy.
[01:31:47.709 --> 01:31:54.878]  Go to enerfood.com or give them a call right now at 866-762-9238.
[01:31:55.179 --> 01:31:58.483]  Click on their banner at infowars.com to see all the available discounts.
[01:32:01.428 --> 01:32:06.229]  Hi, it's MZ wondering how many of us Alex Jones fans intend to take the swine flu vaccine?
[01:32:06.609 --> 01:32:09.730]  I'm not, don't trust it, but then I don't want to get the disease either.
[01:32:10.090 --> 01:32:15.531]  So I use PureWorks, a unique disinfectant that comes in foam or spray form.
[01:32:15.811 --> 01:32:18.271]  PureWorks is not your typical hand disinfectant.
[01:32:18.371 --> 01:32:22.432]  There is no alcohol to dry your skin and it lasts for hours, not minutes.
[01:32:22.912 --> 01:32:25.633]  Use PureWorks to protect yourself from disease and infection.
[01:32:26.093 --> 01:32:31.521]  You can find out all about it and order it online at NoGerms.info.
[01:32:31.821 --> 01:32:33.744]  That's NoGerms.info.
[01:32:34.084 --> 01:32:42.395]  Don't introduce potentially dangerous chemicals or toxins into your body to keep you well when they could actually cause the sickness you want to avoid.
[01:32:42.655 --> 01:32:43.657]  Don't pick your nose.
[01:32:44.017 --> 01:32:48.302]  Don't shake hands and don't handle banisters, rails, and doorknobs.
[01:32:48.583 --> 01:32:53.488]  Do try PureWorks, available online at wholesale pricing to Alex Jones listeners.
[01:32:53.709 --> 01:32:55.390]  Go to NoGerms.info.
[01:32:55.451 --> 01:32:57.173]  That's NoGerms.info.
[01:32:57.673 --> 01:32:59.175]  Be well and stay well.
[01:32:59.395 --> 01:33:00.136]  Best, MZ.
[01:33:04.668 --> 01:33:05.109]  I do.
[01:33:05.129 --> 01:33:05.769]  They love it.
[01:33:06.050 --> 01:33:15.839]  And folks, if you don't think the military won't come after your guns, if you don't think the military doesn't want to disarm you, if you don't think they aren't spoiling for a fight with us, I don't care what they say.
[01:33:15.899 --> 01:33:16.540]  We've proven it.
[01:33:16.580 --> 01:33:17.240]  They are ready.
[01:33:17.461 --> 01:33:18.361]  Look at Kent State.
[01:33:18.982 --> 01:33:20.383]  And our military's been taken over.
[01:33:20.564 --> 01:33:29.012]  You have G20 global leaders meeting openly in mainstream news to get rid of the dollar and bring in, quote, global governance.
[01:33:29.986 --> 01:33:37.711]  This is the end of our country and the police and the military are acting like people that don't like it are pure scum and terrorists because the DHS has trained them to do that.
[01:33:38.011 --> 01:33:39.072]  Mermis, what's happening now?
[01:33:40.312 --> 01:33:47.437]  Um, I am, uh, backing off, but, uh, a good majority of the protesters, mostly anarchists and black and brown, are making it down.
[01:33:47.457 --> 01:33:48.697]  You can probably hear them right now.
[01:33:49.758 --> 01:33:52.340]  Then this is probably a staged event and they're with the police.
[01:33:52.680 --> 01:33:57.102]  They're probably gonna go to a normal protest and then try to claim the... Get out of there!
[01:33:57.122 --> 01:33:58.043]  Alright.
[01:33:58.463 --> 01:33:59.464]  Are you getting away from them?
[01:34:02.057 --> 01:34:03.257]  How far away are you from them?
[01:34:04.398 --> 01:34:06.958]  Probably about 1-200 feet away.
[01:34:09.139 --> 01:34:12.339]  And so the LRAD is further away, and what, drove them back?
[01:34:13.420 --> 01:34:21.461]  Yeah, what they've been doing is, as the police now in certain areas, they'll take certain side streets, because we're outside of the main city of Pittsburgh.
[01:34:21.481 --> 01:34:28.443]  This started in Lawrence, about a mile and a half away, and originally in the park, where riot police had gathered.
[01:34:29.962 --> 01:34:32.364]  They decided that they would go the other direction.
[01:34:32.784 --> 01:34:34.866]  There were no riot police set up there at first.
[01:34:35.567 --> 01:34:39.270]  Then the police cordoned them off where the sound weapons were.
[01:34:39.590 --> 01:34:41.792]  They then moved to the right-hand side.
[01:34:41.812 --> 01:34:46.516]  By the time I had turned around to cover the protesters, the majority of them were already gone.
[01:34:46.537 --> 01:34:53.403]  This is the first time since then that I've been around them, but I can already tell that they've been able to disperse the crowd by
[01:34:54.487 --> 01:34:56.469]  At least three-fifths.
[01:34:57.010 --> 01:34:59.952]  I mean, this crowd was much larger than it was before.
[01:35:00.313 --> 01:35:07.099]  And Jason, just to be clear, just to be clear, don't stay at the head of them, go down to Side Street, get out of there right now, okay?
[01:35:07.259 --> 01:35:10.302]  I am on Side Street right now and they're passing me, Alex.
[01:35:10.902 --> 01:35:12.483]  No police are on me at this point.
[01:35:12.503 --> 01:35:13.484]  They have not caught up.
[01:35:13.765 --> 01:35:16.046]  You're going to see the police following them later.
[01:35:16.066 --> 01:35:19.489]  They'll be hungry for blood and to engage their enemy, the American people.
[01:35:19.910 --> 01:35:22.992]  And so, they may corner you in that alley or side street.
[01:35:23.032 --> 01:35:25.054]  Here come the anarchist staging.
[01:35:25.314 --> 01:35:26.155]  Here they come right now.
[01:35:26.855 --> 01:35:29.017]  They just grabbed a dumpster.
[01:35:29.217 --> 01:35:30.138]  They're flipping it over.
[01:35:30.318 --> 01:35:30.979]  Video it!
[01:35:31.519 --> 01:35:31.880]  I got it.
[01:35:31.920 --> 01:35:33.001]  I got it on tape right now.
[01:35:33.601 --> 01:35:38.085]  I don't want to put you in danger, Jason, but if you follow that stinking fed, is it a big guy?
[01:35:39.108 --> 01:35:42.210]  It was three people, and of course they had masks on, Alex.
[01:35:42.531 --> 01:35:47.414]  I earlier followed a couple people that I caught spray painting, a couple that were throwing eggs.
[01:35:48.054 --> 01:35:52.518]  I mean, I am, you know, I am desperately trying to cover this the best that I can.
[01:35:52.938 --> 01:35:56.240]  You are kicking butt, my friend.
[01:35:56.360 --> 01:36:03.065]  So the operatives... The operatives are... Recap, so we have a record.
[01:36:03.085 --> 01:36:08.629]  You did see military with the LRAD police, and you've talked to military today.
[01:36:10.226 --> 01:36:11.928]  Yes, I talked to the military earlier today.
[01:36:11.948 --> 01:36:16.253]  They were at a, uh, there were five people outside of a Humvee.
[01:36:16.753 --> 01:36:23.740]  Basically, most of the Humvees in the military were coordinating off at checkpoints on Main Street in the main city of Pittsburgh.
[01:36:24.241 --> 01:36:24.902]  I approached them.
[01:36:25.800 --> 01:36:28.882]  I asked them what their mission was, they said it was to assist the police.
[01:36:29.582 --> 01:36:36.226]  I asked them what they would have to say to their critics, that this was a violation of posse comitatus, and of course none of them knew what that was.
[01:36:36.626 --> 01:36:45.591]  I then had to explain to them that that was the separation of military and police, and it was the standard boilerplate answer of, you know, we're just following orders.
[01:36:48.093 --> 01:36:48.953]  Unbelievable.
[01:36:49.053 --> 01:36:53.776]  Now, you did see troops, National Guard or Army, with the police with the LRAD cannon?
[01:36:55.772 --> 01:36:58.337]  Yes, like I said, they were in full military fatigues.
[01:36:58.457 --> 01:37:01.784]  I mean, these weren't just the pants, they were the tops.
[01:37:03.099 --> 01:37:11.421]  Yesterday at the Clean Air Concert, although when I approached them and asked them whether they were military or police, they told me they were police.
[01:37:11.721 --> 01:37:20.604]  However, they had no police numbers, no identification as police, and they were wearing the American flag backwards, in green, in full military and riot gear.
[01:37:20.984 --> 01:37:22.484]  So I think they were lying to me as well.
[01:37:22.524 --> 01:37:24.605]  Well of course, that's what they do to their enemy, the American people.
[01:37:25.265 --> 01:37:27.826]  Um, Burmese, briefly, and then we're going to go to Sherry Timpenny.
[01:37:28.684 --> 01:37:31.048]  Briefly, tell folks about last night.
