[00:00:00.009 --> 00:00:00.069]  Wow.
[01:02:31.693 --> 01:02:37.154]  So, he's hit the ground running and he's done everything that we've said he was going to do.
[01:02:37.554 --> 01:02:39.155]  He's just streaming lies.
[01:02:39.295 --> 01:02:41.555]  Everything coming out of his mouth is a lie.
[01:02:42.135 --> 01:02:44.796]  And he's betraying all the things he said during the campaign.
[01:02:45.416 --> 01:02:46.556]  And, I mean, why not?
[01:02:46.596 --> 01:02:47.536]  We knew that was going to happen.
[01:02:47.596 --> 01:02:48.456]  It's just a con job.
[01:02:48.576 --> 01:02:49.276]  We've known it.
[01:02:49.336 --> 01:02:50.917]  It's part of the agenda for years.
[01:02:51.797 --> 01:02:53.037]  You know, Carol Quigley's book.
[01:02:53.795 --> 01:02:54.716]  Uh, tragedy and hope.
[01:02:54.876 --> 01:02:55.637]  He spells it out.
[01:02:55.677 --> 01:02:58.579]  He says, you can throw the bums out every four years if you want to.
[01:02:58.639 --> 01:02:59.119]  We don't care.
[01:02:59.159 --> 01:03:02.401]  We got control of both sides and you won't affect any change at all.
[01:03:02.962 --> 01:03:05.244]  You know, so yeah, uh, good luck everybody.
[01:03:05.284 --> 01:03:07.345]  I mean, just, are they gonna wake up?
[01:03:07.906 --> 01:03:10.347]  Well, if they buy the Obama deception, they probably will.
[01:03:10.487 --> 01:03:10.708]  You know?
[01:03:11.408 --> 01:03:12.369]  Get that going.
[01:03:12.489 --> 01:03:13.289]  They won't have to buy it.
[01:03:13.309 --> 01:03:15.111]  It'll be all over the web, but absolutely.
[01:03:15.891 --> 01:03:18.013]  Bob, let's go through from your perspective.
[01:03:18.033 --> 01:03:19.033]  He lied about lobbyists.
[01:03:19.053 --> 01:03:20.835]  That's all he seems to be appointing is lobbyists.
[01:03:21.195 --> 01:03:22.356]  He lied about appointing donors.
[01:03:22.376 --> 01:03:23.997]  That's the other half he's appointing.
[01:03:24.417 --> 01:03:26.078]  He lied about ending the war.
[01:03:26.118 --> 01:03:29.921]  First it was instantly, then six months, then 16 months, then 21 months.
[01:03:30.681 --> 01:03:32.803]  He's increasing the troops massively in Afghanistan.
[01:03:33.663 --> 01:03:39.848]  He lied about waiting five days for a bill to be read before it should be passed.
[01:03:39.868 --> 01:03:42.810]  Then he said, don't read it, you've got to pass the stimulus now.
[01:03:43.710 --> 01:03:45.852]  He has literally lied about everything.
[01:03:45.872 --> 01:03:53.157]  He said he's shutting down Guantanamo, but it really says they're going to look at shutting it, but keep other camps open and continue the practice of rendition or kidnapping.
[01:03:53.197 --> 01:03:54.338]  You forgot one of the other lies.
[01:03:54.418 --> 01:03:58.901]  I mean, he lied about his intentions in regard to the Second Amendment and gun control.
[01:03:59.421 --> 01:04:03.285]  Over and over during the campaign he said, oh you people don't have anything to worry about for me.
[01:04:03.825 --> 01:04:04.345]  Well guess what?
[01:04:04.366 --> 01:04:06.047]  You're going to find out that was wrong too.
[01:04:06.287 --> 01:04:10.150]  Because his Attorney General Holder argued before the Supreme Court last year in the D.C.
[01:04:10.191 --> 01:04:13.694]  gun ban that no citizen should be allowed to own any firearm.
[01:04:13.954 --> 01:04:19.799]  He is for complete and total abolition of citizens' right to defense.
[01:04:20.179 --> 01:04:21.500]  And then it just expands.
[01:04:22.061 --> 01:04:23.422]  He said he was against NAFTA and GATT.
[01:04:23.642 --> 01:04:25.163]  Now he says that was just campaign rhetoric.
[01:04:25.264 --> 01:04:26.945]  I mean the lies are legion.
[01:04:27.005 --> 01:04:39.488]  Holder said in his amicus brief to the Supreme Court in the Heller case that he did not see in the Constitution a right, an individual right, to keep and bear an arm in your own home.
[01:04:40.228 --> 01:04:48.330]  So I would have to ask the Attorney General of the United States if he believes that you don't have the right to keep and bear arms in your own home, then where exactly
[01:04:49.270 --> 01:04:52.211]  Geographically, would you have a right to keep and bear them?
[01:04:52.431 --> 01:04:54.071]  And I think we know the answer to that question.
[01:04:54.091 --> 01:04:56.832]  Well, he's got firearms, he's got bodyguards.
[01:04:57.192 --> 01:04:58.732]  He's better than you, Alex.
[01:04:58.812 --> 01:05:02.493]  It's come out that Sarah Brady, who wants to disarm us, she's got bodyguards.
[01:05:02.873 --> 01:05:06.934]  Yeah, I think one of her kids got a gun surreptitiously through her one time a few years ago.
[01:05:06.954 --> 01:05:08.315]  It was quite embarrassing, you know?
[01:05:08.835 --> 01:05:09.895]  Didn't go through incident check.
[01:05:10.600 --> 01:05:13.602]  You know, I mean, the whole thing is a farce, Alex.
[01:05:14.382 --> 01:05:15.823]  Well, it's like the politicians.
[01:05:17.064 --> 01:05:20.726]  It's come out in the news, the majority of Congress doesn't pay income taxes.
[01:05:21.026 --> 01:05:24.548]  He keeps having to get rid of his appointees because they don't pay taxes.
[01:05:25.188 --> 01:05:28.811]  The guy running the Treasury, Geithner, doesn't pay his taxes.
[01:05:29.111 --> 01:05:30.051]  But that's okay.
[01:05:30.091 --> 01:05:33.693]  So tell me how that isn't the pinnacle of hypocrisy.
[01:05:34.634 --> 01:05:37.175]  Geithner is supposed to run the Treasury Department.
[01:05:37.195 --> 01:05:39.116]  The Treasury Department sits on top of the IRS.
[01:05:40.197 --> 01:05:41.917]  His deal is like, who cares?
[01:05:42.378 --> 01:05:46.979]  But some of the other so-called appointees, they forgot a few things, and oh, they can't serve office.
[01:05:47.199 --> 01:05:50.660]  But the guy who's going to run the IRS, it's okay that he doesn't pay his taxes.
[01:05:50.840 --> 01:06:02.383]  And he's one of the guys in the 90s, along with Summers and Greenspan and all of them, that changed the Glass-Steagall Act and others, so the banks could set up these Ponzi schemes with derivatives and these financial instruments.
[01:06:03.283 --> 01:06:06.784]  Yeah, it's basically, Alex, what we're talking about is a bunch of arch-criminals.
[01:06:06.904 --> 01:06:08.205]  I've got another Obama lie.
[01:06:08.225 --> 01:06:09.265]  I've got one of the bigger ones.
[01:06:11.109 --> 01:06:11.731]  He said that...
[01:06:13.908 --> 01:06:20.991]  He was putting caps on CEO salaries, which is actually bad enough because it's socialism and fascism in control, but he doesn't doing that.
[01:06:21.291 --> 01:06:29.594]  Even mainstream media had to admit all the major banks and brokerage firms were exempt, and smaller firms in the future, it would be on the honor system.
[01:06:29.614 --> 01:06:33.615]  So he gets up and says, hey, this is a quote, this is outrageous, these people.
[01:06:33.655 --> 01:06:41.538]  We like to reward success in this country, but rewarding failure with these $100 billion bonuses and things, it's wrong, and hey, we're putting an end to it.
[01:06:41.718 --> 01:06:44.581]  And then you read the executive order and it says that it's not going to do anything!
[01:06:45.001 --> 01:06:47.283]  I mean, this is... I have to tell you, you're right.
[01:06:47.743 --> 01:06:49.565]  He is worse than Slick Willie.
[01:06:49.605 --> 01:06:50.966]  He is worse than George Bush.
[01:06:51.306 --> 01:06:56.131]  I mean, he has taken arrogant, 100% lying, hugging old ladies.
[01:06:56.151 --> 01:06:57.172]  Oh, I'm going to help you, ma'am.
[01:06:57.192 --> 01:06:57.632]  Don't worry.
[01:06:57.712 --> 01:07:00.935]  I'm going to... I mean, and he knows he's slitting their throat politically.
[01:07:01.315 --> 01:07:01.896]  Absolutely.
[01:07:01.976 --> 01:07:05.218]  The guy is a walking, talking, lying machine.
[01:07:05.278 --> 01:07:06.980]  But again, it's the same old thing.
[01:07:07.400 --> 01:07:09.302]  You keep saying it over and over and over again.
[01:07:09.362 --> 01:07:20.851]  When you change administrations, it's Management Team A being replaced by Management Team B. And then the Republicans who are in power, they go back into the foundations and corporations, and the Democrats that were in the foundations and corporations, they go into government.
[01:07:21.092 --> 01:07:23.634]  And then when the Democrats leave, the Republicans will come back out.
[01:07:23.874 --> 01:07:27.337]  So you've got CFR and Trilateral Commission and Bilderberg Group, Team A.
[01:07:27.757 --> 01:07:33.139]  And Trilateral Commission, CFR, Bilderberg Group, Team B, and they just rotate, and it's a cash machine between them.
[01:07:33.280 --> 01:07:38.162]  Yeah, and Brzezinski, for example, he plays both sides of the issue.
[01:07:38.222 --> 01:07:45.125]  He was McCain's advisor back in 2000, Brzezinski, and he's Obama's advisor last year.
[01:07:45.145 --> 01:07:46.265]  I mean, come on.
[01:07:46.305 --> 01:07:47.026]  The whole thing's a fraud.
[01:07:47.046 --> 01:07:47.526]  And now he's concerned.
[01:07:47.726 --> 01:07:52.468]  He's very concerned about the elite bankers and how there's going to be civil war in America.
[01:07:52.568 --> 01:07:53.869]  Just read Brzezinski.
[01:07:53.889 --> 01:07:56.811]  Anybody who doesn't want to believe this, just read Brzezinski.
[01:07:56.851 --> 01:07:58.492]  The guy is a Marxist.
[01:07:59.052 --> 01:08:00.153]  And he's proud of it.
[01:08:00.193 --> 01:08:03.796]  And then he claims he's anti-communist and wants to blow Russia to kingdom come.
[01:08:03.956 --> 01:08:05.056]  Sure he is.
[01:08:05.437 --> 01:08:07.738]  Again, again, consummate liars.
[01:08:08.198 --> 01:08:08.499]  All of them.
[01:08:09.359 --> 01:08:16.024]  And with the thing, you know, when I first met you, Alex, you know, you were kind of over the top for me because I was a conservative Republican type.
[01:08:16.644 --> 01:08:20.487]  And I always checked out everything you said because, you know, whatever it was, I didn't believe it.
[01:08:20.507 --> 01:08:21.327]  I always had to check it out.
[01:08:21.948 --> 01:08:24.810]  And, you know, the problem was everything you said turned out to be right.
[01:08:25.461 --> 01:08:29.646]  And it finally got through to me that maybe I ought to stop bothering to check out what you say.
[01:08:29.906 --> 01:08:31.188]  No, you should always check out.
[01:08:31.288 --> 01:08:31.869]  I still do.
[01:08:32.669 --> 01:08:33.010]  I still do.
[01:08:33.030 --> 01:08:35.172]  Because you'll find even more of what I'm saying.
[01:08:35.353 --> 01:08:43.082]  But the problem is all of these years, all the stuff you've said, and some of the stuff that you said that was like wild out there, is in our face right now.
[01:08:45.433 --> 01:08:49.798]  It's frightening, and you're saying, you always say, well, I'm not brilliant, I just read their stuff.
[01:08:50.239 --> 01:08:50.940]  And it is true.
[01:08:51.040 --> 01:08:52.221]  You document your stuff.
[01:08:52.501 --> 01:09:00.130]  You read their documents, you look at the reports, you go to the Army's own deal about the prison camps, and you read about that.
[01:09:01.124 --> 01:09:08.110]  I remember back when I first met you, you were screaming about having to get a driver's license, and how it was a federal program, and it was all illegal.
[01:09:08.190 --> 01:09:11.753]  Federal standardized biometrics for Pentagon control, and now they admit all that.
[01:09:11.833 --> 01:09:17.038]  Yeah, and now they admit all that, and so, you know, what's going on here?
[01:09:17.138 --> 01:09:25.005]  You obviously know what's going on, and of course, your success as a broadcaster, I think mirrors the fact that you've been telling the truth all these years.
[01:09:26.195 --> 01:09:31.339]  Well, there's a lot of COINTELPRO attacks on us, too, and that's why I just ask people to realize there's an agenda.
[01:09:31.640 --> 01:09:39.066]  Judge a tree by its fruits, and we have been very successful at reaching people, and that's how we gauge success, not monetarily, but by how many people we reach.
[01:09:39.406 --> 01:09:43.269]  And we have reached hundreds and hundreds of millions of people, and that's what's exciting.
[01:09:43.289 --> 01:09:46.472]  You know, we have over 120,000 downloads a day just for the free podcast.
[01:09:46.812 --> 01:09:51.256]  We're number one on Shoutcast for Internet Radio Show, not just for music, but talk.
[01:09:52.737 --> 01:10:15.356]  We are reaching more and more people on the AM and FM dial with mom and pop stations that put us on, but what I'm most proud of that I've been able to do, the only reason I'm talking about this is because the TV cameras are here and want me to talk about what we've done, is that so many people, young, old, black, white, you know, in Israel or Saudi Arabia or in Germany or in China or Japan or Mexico or Canada, the U.S.,
[01:10:17.168 --> 01:10:18.889]  They start radio shows.
[01:10:18.909 --> 01:10:20.830]  They make successful films.
[01:10:21.271 --> 01:10:22.752]  They make documentaries.
[01:10:23.352 --> 01:10:24.513]  They run for office.
[01:10:24.533 --> 01:10:26.414]  They defeat criminal legislation.
[01:10:27.035 --> 01:10:29.856]  And they tell me, Alex, it was your show, your films.
