[00:00:01.191 --> 00:00:01.611]  Michigan.
[01:02:33.756 --> 01:02:36.577]  I mean, they just, a monkey's less trusting than they are.
[01:02:37.297 --> 01:02:39.839]  At least animals have got a little common sense, and I, um,
[01:02:42.462 --> 01:02:43.463]  That's just so trusting.
[01:02:44.684 --> 01:02:45.485]  Anything else, Gary?
[01:02:46.005 --> 01:02:46.966]  Yeah, a couple quick things.
[01:02:47.046 --> 01:02:50.349]  So, one other point on flu and then on Codex Alimentarius.
[01:02:51.169 --> 01:02:55.173]  On the flu myth, which now that after I had a little dialogue... That was my next big point.
[01:02:55.413 --> 01:02:58.676]  I'm watching Fox today, and I already knew this, but see if it's what you're about to say.
[01:02:59.837 --> 01:03:00.957]  I'm watching Fox.
[01:03:02.378 --> 01:03:03.079]  On the treadmill.
[01:03:03.559 --> 01:03:06.642]  And they admit what doctors said two months ago here.
[01:03:06.762 --> 01:03:12.307]  That it's a live H1N1 that's quote, been weakened.
[01:03:12.327 --> 01:03:14.729]  But they said live in the flu mess.
[01:03:14.769 --> 01:03:15.871]  They had the doctor on there.
[01:03:16.671 --> 01:03:19.634]  And that if you have an autoimmune problem, don't take it.
[01:03:19.974 --> 01:03:21.556]  And that it's for people 2 to 45.
[01:03:22.437 --> 01:03:24.438]  And that that's the only one they have available.
[01:03:24.458 --> 01:03:25.780]  And it's like the cabbage patch doll.
[01:03:25.800 --> 01:03:26.781]  Everybody wants to have it.
[01:03:27.461 --> 01:03:30.282]  And that it can actually spread the flu.
[01:03:30.602 --> 01:03:32.823]  So just what all the doctors said on the show.
[01:03:33.323 --> 01:03:38.184]  They're going to use a live nasal system to give people the flu.
[01:03:38.564 --> 01:03:40.545]  Then it's going to make a bunch of people sick.
[01:03:40.985 --> 01:03:43.466]  They're preconditioning that it won't make you sick.
[01:03:43.966 --> 01:03:45.046]  Then they're going to spread it.
[01:03:45.166 --> 01:03:47.907]  I mean, they are engaging in a false flag right in front of us.
[01:03:47.947 --> 01:03:48.267]  Go ahead.
[01:03:49.091 --> 01:03:54.112]  Alex, it feels like we're in a cartoon from Marvel or DC Comics.
[01:03:54.312 --> 01:03:54.832]  And you know what?
[01:03:54.852 --> 01:03:58.313]  We need more people like you as Iron Man to stop these folks.
[01:03:58.393 --> 01:04:02.354]  They are definitely spreading H1N1 through the flumos.
[01:04:02.434 --> 01:04:03.374]  It's unbelievable.
[01:04:03.414 --> 01:04:06.135]  Now, one quick thing on Codex Alimentarius.
[01:04:06.855 --> 01:04:10.236]  December 31st this year is when it starts to take effect.
[01:04:10.939 --> 01:04:17.302]  Now if you want to defend yourself against the flu, we've heard from these folks that, you know, fish oil is good, vitamin D is good, vitamin C is good.
[01:04:17.442 --> 01:04:19.964]  I've heard that in some studies, people have lived longer.
[01:04:20.584 --> 01:04:22.405]  When you and I hit 40, we should have a good life.
[01:04:22.445 --> 01:04:24.386]  The other 40 years should be just as good as the first 40.
[01:04:25.066 --> 01:04:29.869]  But because of eugenics, they want to end it sooner and make it really painful and difficult for all of us.
[01:04:30.229 --> 01:04:31.830]  Yeah, no, that's the stated plan.
[01:04:31.890 --> 01:04:33.010]  White House says so, right here.
[01:04:33.590 --> 01:04:34.551]  So look at this.
[01:04:35.051 --> 01:04:40.554]  Alex, vitamin C, they say vitamin C is a really great vitamin to defend against it, as well as D and fish oil.
[01:04:40.974 --> 01:04:48.877]  Well, vitamin C, the doctors who've done the studies, and you can Google the studies or search engine the studies, you need 3,000 to 4,000 milligrams of vitamin C a day.
[01:04:48.977 --> 01:04:49.657]  What is the U.S.
[01:04:49.697 --> 01:04:51.137]  recommended daily allowance?
[01:04:51.438 --> 01:04:51.638]  About 85.
[01:04:51.838 --> 01:04:55.839]  How much are you going to be able to get after Codex Alimentarius is in place?
[01:04:56.279 --> 01:04:56.719]  Zero.
[01:04:57.880 --> 01:05:07.183]  I know, I appreciate your call, and the public just doesn't... Listen, they're already having SWAT team raids on aloe vera facilities, saying it now can get you high.
[01:05:08.965 --> 01:05:12.628]  And in Europe, some areas of Europe, they're pushing to have raids on it.
[01:05:14.509 --> 01:05:19.852]  Again, the main thing the establishment has over us is the over-the-topness of this.
[01:05:20.793 --> 01:05:24.996]  And that I understand, as normal people who are awake, you don't want to be around this.
[01:05:25.016 --> 01:05:26.077]  You don't want to focus on it.
[01:05:26.117 --> 01:05:29.559]  You want to just stay to yourself, try to raise your kids right.
[01:05:30.279 --> 01:05:30.980]  You can't do that.
[01:05:32.021 --> 01:05:35.283]  And I understand how you want to pull your head down and not fight the tyranny.
[01:05:37.216 --> 01:05:38.537]  Because I do it sometimes.
[01:05:38.677 --> 01:05:39.538]  I catch myself.
[01:05:40.919 --> 01:05:45.222]  Like I said, Saturday morning, I'd just been fighting tyranny for three days in Hardin, Montana.
[01:05:46.143 --> 01:05:50.866]  I went downstairs at like 7 a.m., 7.30, to get Starbucks coffee down the street.
[01:05:51.587 --> 01:05:57.131]  I'm coming back up the elevator, it opens on the third floor, and there's Girl Scouts milling around with police.
[01:05:57.171 --> 01:05:58.132]  So I step out,
[01:05:59.198 --> 01:06:05.983]  And there's a Homeland Security banner and cops like it was the airport looking at everybody and all a bunch of paranoid power-tripping people.
[01:06:06.924 --> 01:06:09.366]  And I literally didn't panic.
[01:06:09.526 --> 01:06:10.867]  I repulsed from it.
[01:06:11.148 --> 01:06:16.872]  I, like a turtle going in my shell, I was hitting buttons and getting back on.
[01:06:16.892 --> 01:06:22.477]  And I keep telling that story because then as we're walking out of the hotel 30 minutes later to go catch our flight,
[01:06:23.362 --> 01:06:27.645]  I said, by the way, I didn't tell you guys, on the third floor there's a Homeland Security Convention with Girl Scouts.
[01:06:28.005 --> 01:06:29.546]  The entire third floor is full of them.
[01:06:29.566 --> 01:06:31.667]  There's some kind of Homeland Security meeting.
[01:06:32.568 --> 01:06:40.273]  And we know from the news that their new badge from Homeland Security is to spy on their neighbors, fight terror, put out the good word of Homeland Security.
[01:06:40.313 --> 01:06:40.973]  These are quotes.
[01:06:41.654 --> 01:06:42.414]  3.4 million.
[01:06:43.475 --> 01:06:45.796]  And Aaron's like, grabbing by the arm, he goes, let's go!
[01:06:45.856 --> 01:06:48.918]  And I said, no, we got an hour and a half to get to the airport.
[01:06:48.938 --> 01:06:50.039]  Our plane's in an hour and a half.
[01:06:51.519 --> 01:07:00.504]  And thank God, we were in the checkpoint for 30 minutes with them searching us and going over every tape and bugging their eyes out, just Nazi little pig-nosed bastards.
[01:07:00.564 --> 01:07:02.985]  I mean, they would gut you in a minute.
[01:07:03.005 --> 01:07:05.026]  They'd hang you up by your heels in a minute.
[01:07:05.307 --> 01:07:11.710]  I mean, they were crazed women, stalking and asking old ladies, and like a woman, you've got mascara, that's illegal.
[01:07:11.730 --> 01:07:13.151]  Which, by the way, even under their rules, it's not.
[01:07:13.171 --> 01:07:15.412]  And the woman, I'm so sorry, please don't arrest me!
[01:07:15.672 --> 01:07:16.613]  And evil women going...
[01:07:18.634 --> 01:07:19.735]  Just feeding off of it.
[01:07:19.775 --> 01:07:21.916]  I was like, I mean, folks, I can't handle it.
[01:07:22.156 --> 01:07:25.158]  Elevator doors open and there's Homeland Security with little kids.
[01:07:25.198 --> 01:07:28.340]  And then I got to go to the airport and deal with weird pig women.
[01:07:28.380 --> 01:07:30.922]  And I mean, you know, they look, I mean, folks, I can't handle it.
[01:07:31.402 --> 01:07:32.963]  I mean, these women's eyes, I can't even do it.
[01:07:32.983 --> 01:07:33.203]  We're like.
[01:07:34.744 --> 01:07:36.905]  And I was looking at this woman staring at me in line.
[01:07:38.206 --> 01:07:43.790]  And I started staring back at her and she kind of got excited and came over by the side was looking at me about two feet away and I was just like.
[01:07:45.805 --> 01:07:46.186]  I'm just going to
[01:08:06.489 --> 01:08:07.330]  Oh, look, Lindbergh!
[01:08:07.750 --> 01:08:15.174]  And they singled us out, went over, pulled out a tiny lotion, just went, oh my God, you could be arrested for this.
[01:08:15.214 --> 01:08:17.375]  And they were just, and I just looked at them pathetically.
[01:08:17.435 --> 01:08:22.678]  I mean, literally, this one woman went, you're not allowed to have this.
[01:08:22.738 --> 01:08:25.560]  I mean, they're just like ready to come in your houses and grab your kids.
[01:08:26.520 --> 01:08:30.803]  They're just waiting to jump on the American people.
[01:08:31.596 --> 01:08:37.839]  Well, one would have to be willingly blind to not be able to look around and realize we're right in the middle of the Book of Revelations.
[01:08:51.536 --> 01:08:55.918]  Listen, listen, it's like, it's like termites, where you rip aside the wall and there's nothing but termites.
[01:08:56.399 --> 01:08:58.160]  I mean, that's just tyranny everywhere, dude.
[01:08:58.960 --> 01:09:02.182]  Hotel doors randomly open and I'm in Homeland Security with the kids.
[01:09:02.242 --> 01:09:06.544]  I mean, they're everywhere, breeding around us, building up for their attack on us.
[01:09:07.044 --> 01:09:07.885]  I'm sorry, go ahead.
[01:09:08.565 --> 01:09:11.507]  They're so attracted to you because you carry the light, my friend.
[01:09:12.384 --> 01:09:15.927]  I mean, you are a light in the pit of darkness, and it intimidates them.
[01:09:15.967 --> 01:09:18.809]  That's why... Well, they were harassing, like, a 90-year-old woman in a wheelchair, too.
[01:09:19.010 --> 01:09:20.391]  They're attracted by herd animals.
[01:09:20.791 --> 01:09:21.672]  It's a predator thing.
[01:09:21.912 --> 01:09:27.817]  They see somebody and... No, it's... I'm sorry.
[01:09:27.837 --> 01:09:28.237]  Go ahead.
[01:09:28.578 --> 01:09:31.120]  It's like a pack of wolves on an innocent lamb.
[01:09:32.060 --> 01:09:35.283]  But you never cease to amaze me how much information you know, man.
[01:09:35.804 --> 01:09:36.965]  And this is why I'm calling you.
[01:09:37.825 --> 01:09:38.606]  I'm in the military.
[01:09:39.318 --> 01:09:42.281]  And I am NOT going to take the vaccination.
[01:09:42.441 --> 01:09:43.362]  That's where I need your help.
[01:09:44.282 --> 01:09:45.644]  What can I quote them?
[01:09:46.104 --> 01:09:53.410]  What kind of articles can I print out and take to them to back up when I tell them that it's full of squalene and all that other crap?
[01:09:54.131 --> 01:09:55.072]  But I'm not going to take it.
[01:09:55.472 --> 01:09:59.295]  Because if it comes down to it, if they tell me it's mandatory and I have to, I'm going to go to the commander and get out.
[01:09:59.596 --> 01:10:00.176]  I'm not doing it.
[01:10:00.757 --> 01:10:01.397]  Not going to happen.
[01:10:01.457 --> 01:10:02.298]  But that's where I need your help.
[01:10:02.850 --> 01:10:04.931]  What can I quote to you?
[01:10:05.451 --> 01:10:07.892]  Just like public schools, it's a policy.
[01:10:08.312 --> 01:10:22.078]  They tried to force anthrax and smallpox shots on the troops, and because the medical corps and the army and air force said no every time because of all the deaths, they saw the deaths happening, it got suspended, but not before the carnage.
[01:10:23.138 --> 01:10:27.880]  So the main thing is they can't force you in the military to take an experimental vaccine.
[01:10:28.360 --> 01:10:31.101]  This vaccine was never properly approved.
[01:10:31.141 --> 01:10:32.062]  In fact, that's in my
[01:10:33.320 --> 01:10:35.781]  I'm going to get to that later in the flu section.
[01:10:36.341 --> 01:10:39.082]  So it's never been properly tested or approved.
[01:10:39.402 --> 01:10:41.163]  They can't make you take an experimental.
[01:10:41.663 --> 01:10:44.504]  They admit it has squalene and a bunch of articles you can pull up.
[01:10:46.064 --> 01:10:49.065]  And you can also say, well, the commander-in-chief says I don't have to take it.
[01:10:50.166 --> 01:10:54.987]  And you can show them the nursing group suing, saying it's dangerous, not wanting to take it.
[01:10:55.787 --> 01:10:56.127]  Stay there.
[01:10:56.147 --> 01:10:57.428]  I'll come back to you after this break.
[01:11:00.931 --> 01:11:02.453]  Alex Jones here with a question.
[01:11:02.633 --> 01:11:04.075]  What does humidity mean to you?
[01:11:04.376 --> 01:11:11.805]  Most people think of hot and sticky summer days, but many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:11:12.206 --> 01:11:15.049]  That's why I'd like you to visit acolablue.com.
[01:11:15.390 --> 01:11:18.714]  Acolablue is a state-of-the-art atmospheric water generator.
[01:11:19.289 --> 01:11:31.280]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system, which produces great tasting water at an unbeatable price.
[01:11:31.840 --> 01:11:33.822]  Finally, drinking water that you control.
[01:11:33.842 --> 01:11:35.143]  I use one every day.
[01:11:35.584 --> 01:11:37.986]  Say goodbye to expensive water delivery services.
[01:11:38.266 --> 01:11:38.826]  We're good.
