[00:00:10.435 --> 00:00:10.695]  R-Charge.com.
[01:57:08.266 --> 01:57:11.846]  Just like that earlier guy tried to show his professor and they just said, I'm not going to read that.
[01:57:12.727 --> 01:57:13.587]  Whitehouse.gov.
[01:57:13.707 --> 01:57:14.567]  I'm not going to read that.
[01:57:14.967 --> 01:57:16.547]  They're not messing with the atmosphere.
[01:57:16.807 --> 01:57:17.688]  That doesn't exist.
[01:57:18.488 --> 01:57:21.368]  I mean, I think if they told these folks computers didn't exist, they'd believe it.
[01:57:22.389 --> 01:57:23.969]  Or if they told them water didn't exist.
[01:57:25.542 --> 01:57:30.504]  I don't understand how they get people to love being ignorant, love being conned, love being idiots, love being fooled.
[01:57:30.825 --> 01:57:33.566]  Eight years of Bush, I'd try to wake conservatives up, but he wasn't a conservative.
[01:57:33.886 --> 01:57:36.127]  He tripled the size of government in eight years.
[01:57:36.847 --> 01:57:37.588]  You can Google this.
[01:57:37.608 --> 01:57:39.409]  The mainstream media reports it like it's a good thing.
[01:57:39.969 --> 01:57:46.552]  Obama has spent and committed to spend more than all presidents, back to George Washington, combined.
[01:57:47.532 --> 01:57:48.733]  All presidents combined!
[01:57:50.114 --> 01:57:51.115]  Do you know what this means?
[01:57:51.335 --> 01:57:54.838]  And it's all owed to a bunch of private bankers that made it out of nothing!
[01:57:55.238 --> 01:57:57.580]  It's a parlor trick, a Ponzi scheme.
[01:57:59.962 --> 01:58:02.024]  These, you know, Madoff has nothing on these people.
[01:58:02.064 --> 01:58:03.005]  He's just one of their minions.
[01:58:03.045 --> 01:58:04.346]  He was the founder of the Nasdaq.
[01:58:04.526 --> 01:58:05.447]  They're a bunch of crooks!
[01:58:05.808 --> 01:58:08.630]  They got the army and the police trying to take your guns!
[01:58:08.970 --> 01:58:13.354]  They're expanding the CIA domestically and the FBI and building FEMA camps openly.
[01:58:14.055 --> 01:58:14.775]  We're out of time.
[01:58:14.835 --> 01:58:15.956]  Sorry to all the callers we didn't get to.
[01:58:16.016 --> 01:58:17.818]  I'll get to you in the weekday show and back.
[01:58:18.587 --> 01:58:20.392]  Next week, live Sunday, 4 to 6 p.m.
[01:58:20.412 --> 01:58:20.713]  Central.
[01:58:20.974 --> 01:58:22.217]  Infowars.com.
[01:58:22.257 --> 01:58:22.879]  God bless you all!
[01:58:24.096 --> 01:58:28.000]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[01:58:28.080 --> 01:58:33.684]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[01:58:34.085 --> 01:58:39.910]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[01:58:40.150 --> 01:58:45.374]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[01:58:45.495 --> 01:58:48.017]  The place to go to is GCNlive.com.
[01:58:48.117 --> 01:58:51.640]  Again, that's GCNlive.com, application, Flycast.
[01:58:53.084 --> 01:58:54.165]  Hi, this is Ted Anderson.
[01:58:54.325 --> 01:58:58.708]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:58.868 --> 01:59:04.613]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:59:04.713 --> 01:59:08.115]  Gold has outperformed paper investments, yet no word about IRAs.
[01:59:08.355 --> 01:59:10.957]  If you would like to have gold for your retirement, call 800-686-2237.
[01:59:11.177 --> 01:59:15.981]  Don't get left behind by rising inflation and low returns.
[01:59:16.121 --> 01:59:16.421]  Call 800-686-2237.
[01:59:18.963 --> 01:59:22.444]  Secure your future and call 1-800-686-2237.
[01:59:22.524 --> 01:59:24.785]  So you want to stop smoking?
[01:59:24.845 --> 01:59:25.945]  Well, here's what I want you to do.
[01:59:26.125 --> 01:59:28.866]  Go to a drugstore and take a stop smoking product off the shelf.
[01:59:29.006 --> 01:59:32.828]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[01:59:32.988 --> 01:59:36.529]  And if and only if you stop smoking, will you then come back and pay for it?
[01:59:36.769 --> 01:59:37.309]  Most likely.
[01:59:37.329 --> 01:59:42.716]  If you tried this, you'd be arrested, but as silly as this sounds, this is exactly what the Smokefree Free Trial offer is!
[01:59:43.077 --> 01:59:49.866]  Smokefree is a complete all-natural stop-smoking system, and when you call today, they'll send you a 30-day supply of the program absolutely free!
[01:59:50.146 --> 02:00:00.020]  This program eliminates withdrawals and cravings, and includes a 30-day supply of the Smokefree capsules, a guide to living smoke-free book, an audio support program, capsule holder, and a bottle of
