[00:00:00.429 --> 00:00:01.670]  ...author many times over.
[01:01:45.496 --> 01:01:47.577]  But if you want the InfoWars Obama joker...
[01:01:48.539 --> 01:01:54.384]  Or the Infowars, Obama fascist or New World Order, we've got them right now at Infowars.com.
[01:01:54.984 --> 01:01:58.667]  More coming in today, more coming in next week, so you can get your order in, we'll get them out to you quickly.
[01:01:58.687 --> 01:02:01.529]  You can order them at Infowars.com or by calling toll free 888-253-3139.
[01:02:01.549 --> 01:02:04.972]  You can also write to me, it's $19.95 per shirt, and that is 3001 South Lamar, Suite 100, Austin, TX 78704.
[01:02:05.012 --> 01:02:05.833]  But when somebody tells me
[01:02:16.761 --> 01:02:18.742]  Let's go ahead and go to the CNN piece and then to Bob Chapman.
[01:02:45.882 --> 01:02:50.885]  You'd look serious, too, if you were the President of the United States being portrayed as the Joker.
[01:02:51.186 --> 01:02:52.166]  Oh, my God!
[01:02:52.727 --> 01:02:53.507]  Oh, my God.
[01:02:53.667 --> 01:02:54.588]  Oh, my goodness.
[01:02:54.808 --> 01:03:01.052]  Goodness and the Joker don't usually go together, but on conservative websites, this image is the latest thing.
[01:03:01.593 --> 01:03:04.775]  Someone took Time Magazine's cover and transformed it.
[01:03:05.075 --> 01:03:06.836]  Hope was changed to Joke.
[01:03:07.297 --> 01:03:09.778]  The image is making its way onto T-shirts.
[01:03:10.979 --> 01:03:14.580]  And onto a few posters alongside a highway ramp in L.A.
[01:03:14.820 --> 01:03:19.722]  Accompanied by the word socialism, the image got Rush Limbaugh's attention.
[01:03:19.742 --> 01:03:22.243]  It's becoming cool to make fun of Obama.
[01:03:22.423 --> 01:03:24.784]  Maybe not quite so much in New York City.
[01:03:25.144 --> 01:03:25.464]  Yucky.
[01:03:25.804 --> 01:03:27.345]  Extremely disturbing.
[01:03:27.485 --> 01:03:27.825]  Stupid.
[01:03:28.225 --> 01:03:29.265]  Seems kind of childish.
[01:03:29.446 --> 01:03:32.147]  Whether you like the guy or not, you still don't do that to anybody.
[01:03:32.287 --> 01:03:33.007]  Shame on them.
[01:03:33.307 --> 01:03:35.528]  Shame doesn't seem to be inhibiting critics.
[01:03:35.788 --> 01:03:37.829]  Bravo, Mr. President.
[01:03:37.969 --> 01:03:38.829]  Bravo.
[01:03:39.707 --> 01:03:46.012]  The White House had no comment on the Joker image, but what do the Joker and socialism have to do with one another anyway?
[01:03:46.672 --> 01:03:51.896]  Writer and Joker fan Robert Dougherty points out that the Joker supports anarchy.
[01:03:52.136 --> 01:03:55.759]  I think if you're going to call Obama a socialist and then compare him to an anarchist...
[01:03:56.348 --> 01:03:57.628]  I think that undercuts your point.
[01:03:57.768 --> 01:04:00.229]  The only sensible way to live in this world is without rules.
[01:04:00.249 --> 01:04:04.590]  Obama critics could counter that the President and the Joker tend to give away money.
[01:04:04.610 --> 01:04:08.091]  Hubba hubba hubba, money money money, who do you trust?
[01:04:08.371 --> 01:04:18.793]  To cash in, the website Hero Builders plans to sell an Obama-Joker action figure for 50 bucks a piece, but for some the image is downright disturbing.
[01:04:19.099 --> 01:04:21.120]  I think I do have a problem with the white face.
[01:04:21.360 --> 01:04:22.601]  Makes me think of blackface.
[01:04:23.082 --> 01:04:27.384]  Back when President Bush was in office, he... Oh, there's no doubt they're printing our flyers off.
[01:04:27.404 --> 01:04:28.585]  Those are actually our flyers.
[01:04:29.566 --> 01:04:31.967]  But when it comes to the current president... Yeah, that's ours!
[01:04:31.987 --> 01:04:34.609]  Because we slightly changed it.
[01:04:34.629 --> 01:04:35.709]  She's got our print off!
[01:04:36.190 --> 01:04:38.171]  Oh, CNN does not like it.
[01:04:38.211 --> 01:04:39.832]  That's how ours is formatted.
[01:04:40.012 --> 01:04:42.474]  Maybe it's time to give the Joker joke a rest.
[01:04:42.694 --> 01:04:44.075]  Oh, they are really upset.
[01:04:44.095 --> 01:04:44.555]  CNN.
[01:04:45.956 --> 01:04:46.336]  New York.
[01:04:46.977 --> 01:04:47.618]  Alright, that's it.
[01:04:47.778 --> 01:04:48.700]  Also, that's it.
[01:04:48.740 --> 01:04:52.525]  I'm announcing another $1,000 prize with no second or third place.
[01:04:52.546 --> 01:04:53.166]  We don't have the money.
[01:04:54.248 --> 01:04:57.333]  For the best Joker video that also plugs InfoWars.com,
[01:04:59.175 --> 01:05:02.517]  There'll be another thousand dollar prize with everybody in whiteface as the Joker.
[01:05:02.718 --> 01:05:03.198]  And that's it.
[01:05:03.638 --> 01:05:07.401]  Send the guys at the costume shop, South Congress, get me the Joker stuff.
[01:05:07.981 --> 01:05:08.962]  I'm going to do a Joker.
[01:05:09.422 --> 01:05:18.829]  Because anything that catches the public's attention, we will use to expose these criminals, to end cap and trade, the open borders, the gun grabbing, the socialized medicine, all of it.
[01:05:19.109 --> 01:05:25.074]  We've got to really get them, because they built him up as this god, and by pulling him down, we defeat that image.
[01:05:25.334 --> 01:05:27.415]  Our founders lampooned King George III.
[01:05:28.576 --> 01:05:30.397]  It is essential to pull down their idols.
[01:05:30.697 --> 01:05:31.937]  What do you say to that, Bob Chapman?
[01:05:32.997 --> 01:05:34.078]  You're absolutely correct.
[01:05:34.798 --> 01:05:36.079]  Reverse psychology.
[01:05:36.099 --> 01:05:38.819]  Snapping it right back in their face.
[01:05:40.480 --> 01:05:45.602]  In fact, I'm going to do a special broadcast at 4 o'clock today, one hour after the show is over.
[01:05:46.842 --> 01:05:51.524]  I'm going to do 30 minutes live as... Guys, can you stay late for that?
[01:05:51.544 --> 01:05:53.124]  4 to 4.30.
[01:05:53.184 --> 01:05:54.505]  I'm going to do... What about Jaren?
[01:05:54.525 --> 01:05:55.345]  I need two people on this.
[01:05:56.448 --> 01:06:09.453]  I'm going to take an hour break to get into Joker attire, and then I'm going to do 15-20 minutes as the Joker, PrisonPlanet.TV, and the audio streams at 4 o'clock today Central.
[01:06:09.473 --> 01:06:10.574]  Go ahead, Bob Chapman.
[01:06:12.154 --> 01:06:14.135]  Well, I think that sounds like a great idea.
[01:06:14.655 --> 01:06:16.456]  That'll drill him a little deeper.
[01:06:17.076 --> 01:06:22.118]  And, you know, I hear these comments coming out of New York City that are so sophisticated.
[01:06:22.959 --> 01:06:26.100]  I don't see anything very sophisticated about socialism.
[01:06:28.564 --> 01:06:32.446]  Well, I tell you, this is getting crazier and crazier and crazier.
[01:06:33.527 --> 01:06:41.472]  Look, I want to sit back and go over with you, because you were in military intelligence and fought the Soviets, and you've studied, and you've been fighting the New World War for 45 years.
[01:06:42.772 --> 01:06:45.974]  By the way, Dr. Corsi wanted me to say hi to you on air, so he's a fan of what you do.
[01:06:48.697 --> 01:06:51.681]  When we come back, they really are having Obama goons.
[01:06:51.721 --> 01:06:53.062]  I guess Joker has goons.
[01:06:53.122 --> 01:06:54.043]  Joker has thugs.
[01:06:54.484 --> 01:06:58.188]  He has a crew of pimp daddies out there pimping the hoes.
[01:06:59.250 --> 01:07:06.899]  I want to talk about how they're beating up people now that show up to shout down the congressman, and then the media spins it and says we're the ones starting the fights.
[01:07:10.083 --> 01:07:11.044]  Goon squads.
[01:07:11.824 --> 01:07:12.905]  Goon squads!
[01:07:13.285 --> 01:07:18.890]  In fact, maybe I'll put the guys in Joker attire or with clown masks and I can have my goon squad.
[01:07:20.051 --> 01:07:27.776]  Maybe that's the new... I think this poster cut through to his soul of gangster evil and lies, Bob.
[01:07:29.238 --> 01:07:30.318]  You know, it's interesting.
[01:07:31.059 --> 01:07:38.765]  They used the same kind of goon squads back in the 20s and 30s to suppress the labor unions.
[01:07:39.488 --> 01:07:41.489]  And the labor movement itself.
[01:07:42.110 --> 01:07:43.211]  And it was very violent.
[01:07:43.771 --> 01:07:45.932]  I don't know whether most people know that.
[01:07:46.833 --> 01:08:03.164]  And, you know, people were hired like regulators who stood outside the factories and if you came near there or if you walked around with a sign saying unfair wages or something like that, you know, they'd send 50 of these people into clubs and they'd start beating people to death.
[01:08:03.766 --> 01:08:06.773]  Well now what they do is there's no jobs for the union people.
[01:08:07.033 --> 01:08:09.539]  They just get paid by Acorn or some other group.
[01:08:09.619 --> 01:08:11.624]  Obama's given millions and they beat you up.
[01:08:12.719 --> 01:08:16.182]  So I guess the new job for the unions is just beating people up.
[01:08:17.483 --> 01:08:18.524]  And you can't make this up.
[01:08:18.784 --> 01:08:23.808]  They have brown khaki pants and black jackets and red shirts.
[01:08:24.448 --> 01:08:27.110]  So it's like some kind of Cobra Commander outfit or something.
[01:08:27.130 --> 01:08:28.711]  I mean, pure fascist colors.
[01:08:28.992 --> 01:08:29.952]  Bob, let's break it down.
[01:08:29.992 --> 01:08:34.736]  Get into the economy and a lot more straight ahead with Bob Chapman, internationalforecaster.com.
[01:08:35.116 --> 01:08:41.761]  If you'd like to quit smoking regular cigarettes and try a revolutionary new alternative, this might be the most important message you will ever hear.
[01:08:42.642 --> 01:08:45.263]  e-cigarette.com brings you the electronic cigarette.
[01:08:45.483 --> 01:08:46.603]  It looks like a cigarette.
[01:08:46.824 --> 01:08:48.844]  It feels and tastes like a cigarette.
[01:08:49.004 --> 01:08:51.145]  And even delivers nicotine like a cigarette.
[01:08:51.245 --> 01:08:57.227]  But because this is not a cigarette, it doesn't deliver toxic chemicals and tar into your lungs or discolor your teeth.
[01:08:57.428 --> 01:09:00.209]  The premium e-cigarette has no flame or ashes.
[01:09:00.469 --> 01:09:01.769]  And you can smoke it anywhere.
[01:09:02.029 --> 01:09:03.870]  Even where cigarettes are not permitted.
[01:09:04.090 --> 01:09:06.271]  Because the vapor you exhale is only water.
[01:09:06.511 --> 01:09:08.292]  Not dangerous second-hand smoke.
[01:09:08.492 --> 01:09:09.432]  You've tried the gum.
[01:09:09.612 --> 01:09:10.592]  You've tried the patch.
[01:09:10.813 --> 01:09:11.953]  You've tried cold turkey.
[01:09:12.213 --> 01:09:14.514]  Now it's time to try the Premium E-Cigarette.
[01:09:14.674 --> 01:09:18.735]  By doing so, you will save 60 to 75% over regular cigarettes.
[01:09:19.095 --> 01:09:22.556]  If you'd like to learn more, visit premiumecigarette.com.
[01:09:22.736 --> 01:09:25.597]  That's premium, the letter E, cigarette.com.
[01:09:25.757 --> 01:09:27.478]  Premiumecigarette.com.
[01:09:27.718 --> 01:09:28.338]  Or call 866-242-9210.
[01:09:28.398 --> 01:09:28.878]  That's 866-242-9210 today.
[01:09:35.589 --> 01:09:40.896]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:09:41.396 --> 01:09:48.365]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:09:48.985 --> 01:09:55.133]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:09:55.653 --> 01:09:57.395]  Well, Obama's already fudging.
[01:09:57.515 --> 01:09:59.937]  He's fudged since day one in this election.
[01:10:00.037 --> 01:10:10.985]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:10:11.605 --> 01:10:12.886]  It's not about left or right.
[01:10:13.287 --> 01:10:14.668]  It's about a one-world government.
[01:10:15.148 --> 01:10:21.393]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:10:22.043 --> 01:10:29.810]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:10:30.310 --> 01:10:31.451]  The Obama Deception.
[01:10:31.872 --> 01:10:33.073]  The people strike back!
[01:10:35.399 --> 01:10:37.521]  Good day, Jim Newcomer from Midas Resources.
[01:10:37.761 --> 01:10:38.002]  August 7, 2009.
[01:10:38.062 --> 01:10:38.942]  Gold opened this morning at $9.6370.
[01:10:38.982 --> 01:10:41.745]  A one-ounce gold coin can be purchased for at $9.9113, $4.9557 for a half-ounce, and $2.4778 for the quarter-ounce.
[01:10:41.805 --> 01:10:42.506]  That's $9.9113, $4.9557, or $2.4778.
[01:10:53.948 --> 01:11:07.500]  How is it that we the people grow the cotton, weave it into fabric, engrave the ink, embed the strips and fibers that protect it from counterfeit, then cart the money off to a privately owned bank to have it lent back to us at interest, forcing us to pay taxes to service the debt?
[01:11:07.580 --> 01:11:08.561]  Is this capitalism?
[01:11:08.801 --> 01:11:16.207]  Or was Jefferson correct when he said, a central bank issuing a public currency is a greater menace to the liberties of the people than a standing army?
[01:11:16.407 --> 01:11:17.408]  Hi, Ted Anderson.
[01:11:17.528 --> 01:11:21.672]  I'm placing a silver dollar inside of a book that explains how the monetary system works.
[01:11:21.872 --> 01:11:23.052]  Call for your copy 1-800-686-2237.
[01:11:23.112 --> 01:11:27.694]  Isn't it time to understand the system?
[01:11:27.754 --> 01:11:28.114]  Call 800-686-2237.
[01:11:28.214 --> 01:11:30.735]  That's 800-686-2237.
[01:11:30.875 --> 01:11:35.897]  Hi, Ed Schultz here.
[01:11:35.997 --> 01:11:39.598]  I want to tell you about BioGreenClean.com.
[01:11:39.978 --> 01:11:41.379]  BioGreenClean.
