[00:00:19.507 --> 00:00:21.928]  43 days left.
[01:16:48.768 --> 01:16:51.651]  Are you concerned about bias in social media?
[01:16:51.751 --> 01:16:54.293]  Well, I think the bigger bias is against freedom of expression.
[01:16:54.513 --> 01:16:59.858]  Everybody should be... There's a... Look, I support going after... Is that a heckler?
[01:16:59.878 --> 01:17:00.759]  Is that a pressagaggle?
[01:17:00.879 --> 01:17:01.539]  Look at this guy.
[01:17:01.579 --> 01:17:03.040]  He's saying that I don't exist.
[01:17:03.100 --> 01:17:04.980]  I just don't know who you are, man.
[01:17:05.020 --> 01:17:06.200]  I don't read your website.
[01:17:06.260 --> 01:17:06.540]  Sure.
[01:17:06.640 --> 01:17:08.701]  And they demonize me in these fair hearings.
[01:17:08.901 --> 01:17:09.741]  And then he plays dumb.
[01:17:09.841 --> 01:17:11.922]  Infowars.com, you know what it is.
[01:17:12.002 --> 01:17:12.242]  Oh, well.
[01:17:12.282 --> 01:17:13.002]  Just Google.
[01:17:13.022 --> 01:17:13.722]  Just Facebook.
[01:17:13.902 --> 01:17:15.182]  That's why you're getting elected.
[01:17:15.202 --> 01:17:15.903]  Do they need to be regulated?
[01:17:15.943 --> 01:17:18.243]  Like, do they need to be regulated?
[01:17:18.283 --> 01:17:18.783]  Marco Rubio.
[01:17:18.843 --> 01:17:19.783]  Little frat boy here.
[01:17:19.803 --> 01:17:20.084]  Who are you?
[01:17:20.144 --> 01:17:20.584]  Yeah, sure.
[01:17:20.604 --> 01:17:22.664]  I swear to God, I don't know who you are, man.
[01:17:22.704 --> 01:17:25.165]  You better hope you can do platforming.
[01:17:25.205 --> 01:17:26.005]  Tens of millions of views.
[01:17:26.505 --> 01:17:27.046]  InfoWars!
[01:17:27.126 --> 01:17:27.466]  InfoWars!
[01:17:27.486 --> 01:17:27.707]  InfoWars!
[01:17:27.767 --> 01:17:28.708]  InfoWars!
[01:17:28.748 --> 01:17:29.128]  InfoWars!
[01:17:46.969 --> 01:17:48.931]  You're not going to silence me.
[01:17:48.991 --> 01:17:50.432]  You're not going to silence America.
[01:17:50.472 --> 01:17:51.933]  You are literally like a little gangster thug.
[01:17:51.973 --> 01:17:55.876]  There are people in this country... Rubio just threatened to physically take care of me.
[01:17:55.896 --> 01:17:59.319]  There are people who feel that they are being silenced.
[01:17:59.359 --> 01:18:03.122]  He tells you China's the problem, which it is, but they're taking our free speech right now.
[01:18:03.202 --> 01:18:06.064]  Social media platforms, Facebook, Twitter... There goes Rubio.
[01:18:06.385 --> 01:18:11.629]  Do you believe that these platforms need to be regulated like a public utility and how do you go about doing that?
[01:18:11.949 --> 01:18:13.270]  Well, I prefer not to.
[01:18:13.310 --> 01:18:14.750]  I prefer competition take care of that.
[01:18:14.790 --> 01:18:21.093]  But obviously, we're going to watch closely to make sure that these tools that are being used... I mean, one thing is to say we're going to go after foreign interference, design, and so on.
[01:18:21.113 --> 01:18:22.154]  But it's already going on here.
[01:18:22.234 --> 01:18:23.835]  Another thing is to say we're going to go after free speech.
[01:18:23.875 --> 01:18:25.075]  The Democrats are raping the Republicans.
[01:18:25.095 --> 01:18:27.256]  Because at some point someone has to make a determination.
[01:18:27.316 --> 01:18:33.219]  What's the difference between, you know, misinformation from abroad and differences of opinion within the United States?
[01:18:33.239 --> 01:18:36.160]  It's a very fine line, and that's something we need to be careful about.
[01:18:36.180 --> 01:18:37.401]  We don't overreach in that direction.
[01:18:37.421 --> 01:18:39.042]  But then he doesn't know about InfoWars being banned.
[01:18:39.542 --> 01:18:40.903]  He doesn't know about the top news story in the country.
[01:18:40.943 --> 01:18:44.526]  I wonder why Rubio got so mad at me and threatened me physically.
[01:18:44.566 --> 01:18:45.187]  Poor Rubio.
[01:18:45.227 --> 01:18:45.607]  Oh, yeah.
[01:18:45.627 --> 01:18:46.828]  Look at this little frat boy.
[01:18:46.888 --> 01:18:47.469]  So cool.
[01:18:47.489 --> 01:18:48.730]  Back to your bathhouse.
[01:19:08.032 --> 01:19:09.372]  Compromise at the bathhouses.
[01:19:09.392 --> 01:19:11.553]  There goes Rubio, a little punk.
[01:19:11.733 --> 01:19:12.233]  Unbelievable.
[01:19:12.253 --> 01:19:14.034]  So, I mean, a couple things on that.
[01:19:14.514 --> 01:19:21.896]  First of all, how on earth can this maniac get that close to Marco Rubio for that long?
[01:19:22.036 --> 01:19:23.156]  I don't like Rubio.
[01:19:23.216 --> 01:19:24.397]  I don't agree with his politics.
[01:19:24.457 --> 01:19:28.178]  But with that said, when he said, I'm not going to arrest you, I'm going to handle it myself.
[01:19:29.058 --> 01:19:29.218]  Hot.
[01:19:29.378 --> 01:19:30.258]  I mean, you're not going to get arrested.
[01:19:30.278 --> 01:19:31.259]  I'll take care of it myself.
[01:19:32.479 --> 01:19:33.179]  Okay, go ahead.
[01:19:36.144 --> 01:19:42.946]  There's got to be some sort of security there that's stopping him from actually... I mean, look, he should... He's a member of the press.
[01:19:42.966 --> 01:19:44.167]  He's insane.
[01:19:45.107 --> 01:19:46.767]  He is insane.
[01:19:46.827 --> 01:19:48.748]  He is an absolute security risk.
[01:19:58.711 --> 01:20:01.372]  You're listening to the Alex Jones Show.
[01:20:18.007 --> 01:20:20.529]  Live, raw, and unfiltered.
[01:20:21.610 --> 01:20:23.371]  It's the Alex Jones Show!
[01:20:24.211 --> 01:20:43.044]  Alright, coming up in the next two segments, I'm going to open the phones up on Kavanaugh, and this circus, and on Rosenstein, and the fact that they said he resigned all over the news, and that he tried to resign, but Trump wouldn't let him.
[01:20:44.064 --> 01:20:44.945]  Ha ha ha!
[01:20:46.149 --> 01:20:48.591]  Yeah, I'm not going to let you be in the driver's seat there, buddy.
[01:20:49.111 --> 01:20:50.212]  So you can then try to spin it.
[01:20:51.093 --> 01:20:53.374]  And they're so scared of these secret documents coming out.
[01:20:53.734 --> 01:20:57.977]  They're so scared of them all together scheming to take over the government, how it belongs to them.
[01:20:57.997 --> 01:20:59.899]  Because see, now that Hillary was out...
[01:21:02.017 --> 01:21:03.278]  They'd always worked under her.
[01:21:03.778 --> 01:21:10.061]  But now that Hillary was gone, if they could take down Trump, they could be in charge through whatever puppet they put in.
[01:21:11.282 --> 01:21:14.443]  Rosenstein could be in charge completely, finally.
[01:21:14.983 --> 01:21:20.966]  He'd finally not just be a little corrupt, you know, guy out of a mafia district known for his corruption, known for his evil.
[01:21:21.367 --> 01:21:24.408]  He could actually be a real boy, and he could be in charge.
[01:21:25.949 --> 01:21:27.590]  Mike Adams is coming up in the next hour.
[01:21:28.669 --> 01:21:34.451]  With his powerful article, Emergency Report Trump Planning Mass Arrest Military Tribunals for Deep State Traders.
[01:21:34.871 --> 01:21:39.313]  I want to have this reposted to the top of Infowars.com.
[01:21:39.933 --> 01:21:41.413]  I'm not calling for martial law.
[01:21:41.653 --> 01:21:42.434]  I'm not calling
[01:21:43.590 --> 01:21:45.392]  For it, but we're already under it.
[01:21:45.472 --> 01:21:48.454]  We're going to detail it, and I'm going to explain it in the next hour.
[01:21:48.834 --> 01:21:51.216]  Obama declared an emergency that's still in place.
[01:21:51.757 --> 01:21:54.759]  Trump must undo that emergency bare minimum.
[01:21:55.440 --> 01:21:58.862]  And he's moving in that direction to the globalist horror.
[01:21:59.603 --> 01:22:02.906]  Now the toll-free number to join us on this Monday edition is 877-789-ALEX, 877-789-2539.
[01:22:08.750 --> 01:22:08.950]  877-789-2539.
[01:22:08.990 --> 01:22:16.674]  Let's do first-time callers or folks that called in last week that were on hold and couldn't get in.
[01:22:17.515 --> 01:22:18.415]  It's on the honor system.
[01:22:18.435 --> 01:22:19.176]  877-789-2539.
[01:22:19.456 --> 01:22:25.679]  And the other big story is up on Infowars.com.
[01:22:26.260 --> 01:22:30.982]  Big Tech has defined conservatism as hate speech.
[01:22:32.443 --> 01:22:34.104]  I worked with Paul on this article over the weekend.
[01:22:34.164 --> 01:22:34.884]  It came out today.
[01:22:34.904 --> 01:22:36.105]  My headline was
[01:22:39.366 --> 01:22:42.808]  Big Tech says that conservatism violates terms of service.
[01:22:43.548 --> 01:22:47.169]  But again, they just define it as hate speech and say, oh, it's hate speech.
[01:22:47.309 --> 01:22:47.770]  It's a game.
[01:22:47.790 --> 01:22:50.851]  It's like they used to go, oh, Alex Jones is wrong.
[01:22:51.171 --> 01:22:54.032]  We're calling for global governance, not government.
[01:22:58.674 --> 01:22:59.195]  Think about that.
[01:23:02.376 --> 01:23:04.437]  Well, governance means the same thing as government.
[01:23:06.584 --> 01:23:07.524]  So that's what these guys do.
[01:23:07.544 --> 01:23:15.106]  They think you're stupid, they think you're idiots, and they just can't believe all the things that they've gotten away with.
[01:23:16.847 --> 01:23:23.389]  And I do want to get to some Project Veritas videos that I mentioned as well, but we'll also just in post and upload that live video to MFullWars.com.
[01:23:23.609 --> 01:23:28.570]  We'll add those boildowns you guys did that are so important to that last video.
[01:23:30.331 --> 01:23:30.531]  You know,
[01:23:31.727 --> 01:23:40.054]  I tend to harp on the Democrats secretly planning 25th Amendment overthrow of Trump 20 months ago, and then putting it in policy papers.
[01:23:40.515 --> 01:23:45.539]  You know, before they even said it, I knew what they'd try, because I'd studied deep state operations.
[01:23:45.880 --> 01:23:50.764]  And then about a month after I said it, in January, they started saying it in February of last year.
[01:23:51.585 --> 01:23:53.947]  And now, this year, they say it publicly.
[01:23:56.069 --> 01:24:00.653]  And they say, we're not following what he says, Hillary's our president and Obama's the co-pilot.
[01:24:01.034 --> 01:24:02.075]  You've seen those statements.
[01:24:02.855 --> 01:24:14.266]  So just the belligerence of these con artists, from the corrupt congressmen and women down to the bureaucrats who think they can't be fired, they believe they are invincible.
[01:24:16.368 --> 01:24:18.050]  And that's why they've gotten so out of control.
[01:24:20.444 --> 01:24:26.168]  And it's like Thomas Jefferson said, when the government fears the people, there is liberty.
[01:24:27.488 --> 01:24:29.690]  When the people fear the government, there is tyranny.
[01:24:31.171 --> 01:24:34.633]  And the media always spins that like, oh, Jones wants to kill all the cops.
[01:24:35.113 --> 01:24:36.434]  Jones doesn't want a government.
[01:24:36.474 --> 01:24:47.041]  No, I want a limited constitutional government that protects our liberties and freedoms, not a rogue one run by arrogant SOBs like Rosenstein
[01:24:49.701 --> 01:24:52.082]  Who have no business being near the levers of power.
[01:24:54.603 --> 01:25:08.569]  Bunch of crazy lawyers, who can prosecute anybody they want, who are paid off by criminals, who rub elbows with all the gangsters, and they just get this God complex.
[01:25:09.369 --> 01:25:17.393]  And they just get away with so much, that they then think, well the media and everybody else, the Republicans and Democrats, they don't like...
[01:25:18.547 --> 01:25:22.968]  Trump, so we're gonna wear a wire and I'm gonna set him up, 25th Amendment.
[01:25:23.289 --> 01:25:24.329]  We'll just get rid of him.
[01:25:25.129 --> 01:25:28.590]  When they were pushing all that internally, it was all over the news, do it this year.
[01:25:30.591 --> 01:25:31.511]  They really tried this.
[01:25:31.651 --> 01:25:32.172]  And you know what?
[01:25:32.192 --> 01:25:32.952]  They're still trying it.
[01:25:33.232 --> 01:25:40.554]  But it's being discredited right now because the economy's come back, because Trump has stood the test and people know the truth.
