[00:00:20.575 --> 00:00:26.477]  From the front lines!
[01:29:49.542 --> 01:29:50.963]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:30:02.333 --> 01:30:08.057]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[01:30:08.057 --> 01:30:15.923]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[01:30:15.923 --> 01:30:19.086]  MycoZX Plus is the result of the search for that formula.
[01:30:19.266 --> 01:30:24.530]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[01:30:24.530 --> 01:30:27.313]  There's no better product to help your body fight back.
[01:30:27.313 --> 01:30:36.300]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:30:36.460 --> 01:30:48.303]  Powered by an impressive list of ingredients, including Grapefruit Seed Extract, Pau Darko Bark, and Grape Seed Extract, our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[01:30:48.303 --> 01:30:53.124]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[01:30:53.124 --> 01:30:54.785]  That's InfoWarsLife.com.
[01:30:58.184 --> 01:31:07.676]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[01:31:07.676 --> 01:31:12.382]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[01:31:12.382 --> 01:31:16.768]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[01:31:17.148 --> 01:31:20.189]  Every batch is analyzed for purity and D3 content.
[01:31:20.189 --> 01:31:22.610]  It's completely free of toxins and allergens.
[01:31:22.610 --> 01:31:26.171]  Simply put, if you want the best at an extremely low price, this is it.
[01:31:26.171 --> 01:31:30.053]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[01:31:30.053 --> 01:31:38.696]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[01:31:39.076 --> 01:31:44.119]  Read the facts at InfoWarsLife.com about Winter Sun, Vitamin D3.
[01:31:44.119 --> 01:31:50.062]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[01:31:50.062 --> 01:31:52.203]  Something the globalists are targeting.
[01:31:52.203 --> 01:31:55.825]  Visit InfoWars.com today, or call 888-253-3139.
[01:31:55.825 --> 01:31:58.106]  Mike in Arizona, you're on the air worldwide, go ahead.
[01:32:00.812 --> 01:32:02.753]  Oh, Alex, you can rant any day of the week.
[01:32:02.753 --> 01:32:13.261]  Thank you, sir, for doing what you do and being a patriot and doing your best to save America and encouraging us as fellow patriots to do that in our local areas as well.
[01:32:13.261 --> 01:32:16.623]  And as a longtime InfoWars listener, I want to say thanks.
[01:32:17.163 --> 01:32:17.604]  Thank you.
[01:32:17.604 --> 01:32:17.904]  Thank you.
[01:32:39.045 --> 01:32:39.866]  Absolutely.
[01:32:39.866 --> 01:33:01.324]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's bigger problems going on, and if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[01:33:01.324 --> 01:33:03.986]  You're listening to The Alex Jones Show.
[01:33:07.699 --> 01:33:09.785]  We are drugged out!
[01:33:09.785 --> 01:33:12.031]  We are following other people's opinions!
[01:33:13.203 --> 01:33:16.005]  We are controlled by the media.
[01:33:16.005 --> 01:33:17.866]  Today, it all changes.
[01:33:17.866 --> 01:33:20.628]  This reality has been forced upon us.
[01:33:20.628 --> 01:33:23.690]  It is a choice, just like when I said slavery is a choice.
[01:33:23.690 --> 01:33:28.453]  Einstein said the death of insanity is doing the same thing, expecting a different result.
[01:33:28.453 --> 01:33:31.575]  So we keep on saying, I hate you, I hate you, f*** you, f*** you, f*** you.
[01:33:31.575 --> 01:33:33.976]  How are we going to get a different result out of hate?
[01:33:33.976 --> 01:33:36.398]  Why don't we just try love?
[01:33:36.398 --> 01:33:38.019]  Why don't we just try love?
[01:33:38.019 --> 01:33:39.300]  We have the resources.
[01:33:42.125 --> 01:33:46.026]  Well sometimes you need some crazy motherfuckers to change something.
[01:33:46.026 --> 01:33:47.566]  Steve Jobs is crazy.
[01:33:47.566 --> 01:33:49.167]  Now we all know Steve Jobs wrong.
[01:33:49.167 --> 01:33:50.247]  They say Trump's crazy.
[01:33:50.247 --> 01:33:51.327]  They say I'm crazy.
[01:33:51.327 --> 01:33:53.708]  But I'm here to show love.
[01:33:53.708 --> 01:33:58.869]  It's a bigger plan and I'm just doing what the universe told me.
[01:33:58.869 --> 01:34:02.990]  Resistance to tyrants is obedience to God.
[01:34:02.990 --> 01:34:04.770]  It's Alex Jones.
[01:34:26.121 --> 01:34:28.484]  Michael Rotondo, thanks for coming in studio with us.
[01:34:28.484 --> 01:34:29.324]  Thanks for having me.
[01:34:29.324 --> 01:34:29.825]  You bet.
[01:34:29.825 --> 01:34:34.610]  You have been one of the biggest stories in the United States and other parts of the world this week.
[01:34:34.610 --> 01:34:36.472]  Mm-hmm.
[01:34:36.472 --> 01:34:37.252]  It's exciting.
[01:34:37.252 --> 01:34:41.797]  It's not what I was... All I wanted was just to get
[01:34:42.894 --> 01:34:52.940]  What I asked for, what I believed justice to be, I didn't really want to have to have it turn into a media thing.
[01:34:52.940 --> 01:34:54.121]  But it's fine.
[01:34:54.121 --> 01:34:54.661]  I understand.
[01:34:54.661 --> 01:34:57.142]  But USA Today, there's the headline right there.
[01:34:57.142 --> 01:35:00.364]  30 year old man evicted by his parents.
[01:35:00.364 --> 01:35:02.205]  I'm not a crazy person.
[01:35:02.205 --> 01:35:04.386]  You know, I watch you speak at the court.
[01:35:04.386 --> 01:35:05.547]  I don't think you're crazy.
[01:35:05.547 --> 01:35:06.548]  Right.
[01:35:06.548 --> 01:35:08.409]  I think you're a little quirky.
[01:35:09.329 --> 01:35:19.893]  But everybody's a little quirky in ways, and it's easy to get you on here and be mean to you, and say, you know, that you're a 30-year-old bum.
[01:35:19.893 --> 01:35:28.917]  Because the real bums, the people that are on welfare and make the public pay for their abortions and for their sex changes, that's the level above it.
[01:35:28.917 --> 01:35:31.658]  Or, here in Travis County, where they
[01:35:33.092 --> 01:35:42.601]  Again, make the citizens pay for illegal aliens health care and abortions and things like that and illegal aliens out in California wanting free health care and anchor babies.
[01:35:42.601 --> 01:35:50.889]  And my whole issue is we're told these are wonderful, perfect angels, but then the very same liberal media piled on some of the conservative media.
[01:35:51.650 --> 01:36:11.486]  And called you a bum, and a joke, and a slob, and a delusional idiot, and all these things, which if that's true, that makes all of us even bigger morons to then at the same time, like 1984, hold it in our mind that all these other people are entitled to free stuff.
[01:36:11.486 --> 01:36:18.312]  I think that you shouldn't have people who need things like food and shelter in your own communities.
[01:36:18.312 --> 01:36:19.533]  I don't think it's something that you want.
[01:36:22.318 --> 01:36:24.180]  I'm just saying, just look at the red light, yeah.
[01:36:24.180 --> 01:36:24.701]  Oh, I'm sorry.
[01:36:24.701 --> 01:36:25.822]  Doing great.
[01:36:25.822 --> 01:36:27.463]  Yeah, I don't think it's a good thing to have.
[01:36:27.463 --> 01:36:42.019]  I don't think that even if it costs more, even if you have to raise taxes to get these people food and housing, I don't think it's something that you would wish to forgo because then you have hungry people and crime's going to go up.
[01:36:43.527 --> 01:36:45.028]  Isn't that going to contribute to crime, don't you think?
[01:36:45.028 --> 01:36:49.893]  That's one of the historically more reasonable arguments to that equation.
[01:36:49.893 --> 01:36:51.294]  So, you know, nobody wants that.
[01:36:51.294 --> 01:36:52.736]  Nobody wants crime.
[01:36:52.736 --> 01:37:05.828]  No one wants to have to use a firearm and then have themselves get attacked by the liberal media from that and then start the whole, you know, take the guns away type of argument, which is not the problem.
[01:37:05.828 --> 01:37:07.590]  And you're calling yourself a conservative.
[01:37:09.258 --> 01:37:13.241]  I have some very conservative views.
[01:37:13.241 --> 01:37:22.129]  I have a lot of very liberal views, but I think that the Founding Fathers had it right when they wrote the Constitution and the Bill of Rights.
[01:37:22.129 --> 01:37:31.997]  I think that if we were following it, I think that both of the ideals of conservatives and liberals could be accommodated.
[01:37:31.997 --> 01:37:33.559]  Well, Michael, here's the bottom line.
[01:37:33.559 --> 01:37:34.700]  I can't get on a high horse.
[01:37:36.044 --> 01:37:51.418]  And say you're the worst person when it comes to the whole welfare society out there, when on a scale of 1 to 10, you're about a 3 or a 4, because one of the most natural ways for people to turn into dependents and to go down this road you're on is with their parents.
[01:37:51.418 --> 01:37:53.359]  And in a lot of cultures, you know, that happens.
[01:37:53.359 --> 01:38:01.847]  Their families live in big houses together, but they all go out and work in the fields together or work in the factories, and it's more of a communal, you know, situation like the Waltons or something.
[01:38:04.520 --> 01:38:08.888]  On the other side of the equation, though, what about your parents?
[01:38:08.888 --> 01:38:11.652]  If you don't have a job, what about them?
[01:38:11.652 --> 01:38:17.883]  They become your slave if they've got to pay for the food, the electricity, the house, the transportation.
[01:38:19.362 --> 01:38:20.864]  I would guess the medicine.
[01:38:20.864 --> 01:38:22.586]  I mean, what about them?
[01:38:22.586 --> 01:38:23.507]  What are you going to do?
[01:38:23.507 --> 01:38:25.089]  A, that's one question.
[01:38:25.089 --> 01:38:29.574]  B, what are you going to do when your parents can no longer pay for anything?
[01:38:29.574 --> 01:38:34.399]  What are you going to do when they have to go to the nursing home or God forbid, you know, have a stroke or heart attack or die?
[01:38:35.976 --> 01:38:54.224]  Um, I've been trying to leave the home, uh, for years, and it's as a result of that, that, um, I felt as though I would be able to in about three months from now, which was the, the case, well, the case I made was for six months, because that was what... So, so you agree it's a form of slavery to make them take care of you?
[01:38:54.224 --> 01:38:57.125]  To make, yeah, I don't want to make them take care of me.
[01:38:58.249 --> 01:39:00.231]  But they've been trying to get you out for six years.
[01:39:00.231 --> 01:39:01.032]  No.
[01:39:01.032 --> 01:39:01.793]  Where is that coming from?
[01:39:01.793 --> 01:39:03.154]  I saw that on the news, is that not right?
[01:39:03.154 --> 01:39:04.616]  That's not right.
[01:39:04.616 --> 01:39:06.458]  Do you have that handy?
[01:39:06.458 --> 01:39:11.703]  On the news said that you lost your job eight years ago, six years ago, that they've been trying to get you out for years, is that not true?
[01:39:11.703 --> 01:39:13.164]  No, first part's true, second part's false.
[01:39:13.985 --> 01:39:23.710]  So, I've been there for eight years, but they've only tried to get me out since October of this past year.
[01:39:23.710 --> 01:39:29.733]  My first hearing of their decision for me to leave was the February 2nd notice.
[01:39:31.394 --> 01:39:48.306]  Well, I did think the media made this all one-dimensional to make fun of you and to laugh at you, and I also said some, you know, derogatory things that I've said to your face here, just being honest with you, because I want to have a man-to-man talk with you, on-air and off-air.
[01:39:48.306 --> 01:39:55.392]  I'm tempted to offer you a job as a reporter, and even get you a crew.
[01:39:56.317 --> 01:39:57.097]  Okay.
[01:39:57.097 --> 01:40:01.119]  In New York, but you'd have to actually go out and do the shoots and do the reports.
[01:40:01.119 --> 01:40:03.639]  You know, Howard Stern hired some interesting people.
[01:40:03.639 --> 01:40:14.023]  And I think, you call yourself a conservative, I think we could, I'll just say it, we could turn you into a formidable individual.
