[00:00:10.245 --> 00:00:14.268]  You are listening to an InfoWars.com Frontline Report.
[01:21:58.787 --> 01:22:01.428]  Now this is a while back, but again, it shows the hypocrisy here.
[01:22:01.448 --> 01:22:09.250]  It says, Rappaport, who was featured in Mighty Aphrodite and Beautiful Girls, again, never heard of those, don't know what they are, was dating Taylor for months.
[01:22:09.270 --> 01:22:11.151]  So he was dating this Lily Taylor woman.
[01:22:12.196 --> 01:22:16.417]  And it says the diminutive 30-year-old is best known for her roles in Mystic Peace and I Shot Andy Warhol.
[01:22:16.957 --> 01:22:18.998]  So they were frequently seen around New York.
[01:22:19.038 --> 01:22:19.738]  They were dating.
[01:22:20.278 --> 01:22:24.899]  Eventually, Taylor, the girl, wanted out of the relationship.
[01:22:25.279 --> 01:22:29.640]  But after she broke up with the actor, he continued to haunt her.
[01:22:30.220 --> 01:22:33.901]  New York City police confirm that Rappaport was arrested May 18th.
[01:22:35.057 --> 01:22:45.422]  The victim, Lily Taylor, made a report May 17th, saying that the suspect repeatedly telephoned her, alarmed her, annoyed her, and banged on her apartment window.
[01:22:46.482 --> 01:22:47.303]  What a creep!
[01:22:47.823 --> 01:22:48.903]  What a piece of crap!
[01:22:50.604 --> 01:22:58.648]  According to Police Officer Kathy Kelly, he banged on her apartment window, he's calling her, telephoning her, repeatedly stalking her, after she dumped him!
[01:23:00.211 --> 01:23:05.655]  Quote, he was subsequently arrested by the Six Squad and charged with two counts of aggravated harassment.
[01:23:06.336 --> 01:23:24.909]  So you have a vile nobody, who's literally a harasser of women, charged with aggravated harassment, getting up there and spewing the most vile invective against Laura Ingram, because Laura Ingram dared tell LeBron James to shut up with his Trump derangement syndrome.
[01:23:25.891 --> 01:23:30.536]  She didn't engage in any kind of attack based on his appearance or his identity or his skin colour.
[01:23:30.896 --> 01:23:32.018]  She attacked his argument.
[01:23:32.438 --> 01:23:39.245]  This creep, this piece of crap that nobody's ever heard of or cares about, Michael Rappaport, attacked Laura Ingraham's appearance.
[01:23:39.606 --> 01:23:42.048]  And we all joke about feminists being fat or whatever.
[01:23:42.389 --> 01:23:43.070]  It's banter.
[01:23:43.150 --> 01:23:44.231]  It's tongue-in-cheek, okay?
[01:23:44.983 --> 01:23:51.764]  There's a level that you get to where it just becomes a little bit too intense, a little bit vile, a little bit creepy.
[01:23:52.345 --> 01:23:55.665]  And he passed that red line, as you heard in that clip.
[01:23:55.685 --> 01:24:02.367]  Let's go to that video clip again of this nobody, Michael Rapoport, viciously attacking Laura Ingraham.
[01:24:02.707 --> 01:24:07.128]  Not on her argument, but on her appearance and the fact that she's a woman.
[01:24:07.168 --> 01:24:07.848]  Let's go to the clip.
[01:24:08.817 --> 01:24:10.158]  I'm apologizing in advance.
[01:24:10.238 --> 01:24:13.640]  I know this is going to offend some women, but I had to do it.
[01:24:14.201 --> 01:24:23.907]  This is for Laura Ingraham, the cock-eyed Fox News commentator with the Bobby Brown jaw who said that KD and LeBron James should just shut up and dribble.
[01:24:24.248 --> 01:24:26.449]  No, Cluckhead, you shut up and dribble.
[01:24:26.709 --> 01:24:27.410]  These nuts!
[01:24:28.871 --> 01:24:33.914]  You mayonnaise eating, Melba toast, no seasoning on your chicken, cracker.
[01:24:34.375 --> 01:24:38.577]  Your butt is so flat that when you stand up, you can see your entire asshole.
[01:24:38.758 --> 01:24:39.598]  I'm sorry, ladies.
[01:24:39.858 --> 01:24:40.759]  I warned you at the top.
[01:24:41.319 --> 01:24:42.440]  You little stunt you.
[01:24:42.820 --> 01:24:46.743]  Your lord and savior, Donald Trump, wouldn't even grab you by the pussy.
[01:24:46.923 --> 01:24:49.625]  And if he did, he'd probably get his fingers caught in a mousetrap.
[01:24:50.225 --> 01:24:52.366]  You went to college, Laura, and you're proud of that?
[01:24:52.566 --> 01:24:53.686]  And what do you got to show for it?
[01:24:53.926 --> 01:25:02.108]  A mouth full of fake teeth, a face full of Botox, and some dry-ass hair extensions, and you still never got f***ed right, you little jump-off, shut-up-and-dribble.
[01:25:02.128 --> 01:25:02.988]  F*** outta here.
[01:25:04.549 --> 01:25:16.171]  What kind of individual engages- that's like a minute-long invective vicious rant about her appearance, about the fact that she's white, he's white, he's racist on top of being sexist.
[01:25:16.852 --> 01:25:18.332]  Absolutely disgraceful!
[01:25:19.460 --> 01:25:25.443]  And of course it turns out that he actually sexually harassed a woman and was charged with two cases of aggravated assault.
[01:25:25.723 --> 01:25:27.224]  What a piece of crap!
[01:25:27.624 --> 01:25:28.765]  What they're all worshipping in.
[01:25:29.105 --> 01:25:33.487]  All the same people who talk about Me Too every single day until they're blue in the face.
[01:25:33.887 --> 01:25:34.948]  All love this guy!
[01:25:35.608 --> 01:25:36.809]  What an absolute creep!
[01:25:37.689 --> 01:25:43.372]  Moving on from that, talking about the divisive climate in America right now, we have this story up on InfoWars.com.
[01:25:44.528 --> 01:25:49.832]  Of course we had the NRA banner hang, the billboard which said basically kill NRA members.
[01:25:49.852 --> 01:25:55.496]  We had the Facebook group calling on people to kill Republicans as revenge for the Florida high school attack.
[01:25:55.976 --> 01:25:57.998]  Now I have this video up on Infowars.com.
[01:25:58.518 --> 01:26:02.121]  Native American gets beat down after assaulting Trump voter.
[01:26:02.924 --> 01:26:04.744]  This is a video on Infowars.com.
[01:26:04.784 --> 01:26:09.385]  A self-described Native American got his butt handed to him after he assaulted a Trump supporter.
[01:26:09.785 --> 01:26:20.307]  So he basically got triggered by the fact that one of the guys in the clip was wearing a Make America Great Again hat, which he said, quote, that effing hat caused genocide.
[01:26:21.427 --> 01:26:23.528]  It was unclear what genocide he was referring to.
[01:26:23.568 --> 01:26:30.289]  The Native American then knocked the hat off the cameraman's friend who promptly defended himself, much to the shock of the Native American.
[01:26:31.061 --> 01:26:34.003]  Who whined, what the F, as he took a barrage of fists.
[01:26:34.023 --> 01:26:39.988]  So he was so shocked that this guy, who he was assaulting, actually fought back.
[01:26:40.928 --> 01:26:50.395]  The article continues, it appears that Trump derangement syndrome is now leading to Popeye syndrome, in which wimps think they're invincible and capable of starting confrontations despite never taking a punch to the face.
[01:26:51.096 --> 01:26:56.620]  And you look at this clip, and again, it's another odious little blob who thinks he's a tough guy.
[01:26:57.583 --> 01:26:59.004]  Quickly proven otherwise.
[01:26:59.044 --> 01:27:04.526]  But again, Trump supporters are getting attacked on the streets simply for wearing a MAGA hat.
[01:27:04.866 --> 01:27:13.150]  And yet the entire narrative in the news media, again, is that all the hate, all the resentment is being directed from Trump supporters towards the left.
[01:27:13.530 --> 01:27:25.696]  When it's all going in the opposite direction, most of the hate crimes or a significant portion of the hate crimes that they blame on, you know, the Trump era, have been completely proven to be false in many cases.
[01:27:26.593 --> 01:27:33.376]  We have these incidents on a weekly basis almost, more in some cases, no media attention whatsoever.
[01:27:33.476 --> 01:27:37.597]  It'll get on YouTube, it'll get a few thousand views, it won't go beyond that.
[01:27:37.657 --> 01:27:39.498]  This is the climate we're living in.
[01:27:40.318 --> 01:27:47.781]  Now talking about the sexual harassment of women, of course the actual problem, the actual virulent problem with the sexual harassment of women
[01:27:48.382 --> 01:28:01.691]  Which is migrants coming into Europe and the West in general and treating women as second-class citizens continues not only to get very little media attention but to be openly decried by the left when anyone points it out.
[01:28:02.392 --> 01:28:08.997]  This headline is up on Breitbart.com activists against migrant violence towards women protest at Berlin Film Festival.
[01:28:10.157 --> 01:28:18.003]  This 120 DB group has been formed in Germany to protest against migrant violence of course violent crime through the roof in Germany after the importation of
[01:28:18.934 --> 01:28:23.597]  Almost two million, I think it was, by the end of it Muslim migrants continues to happen.
[01:28:23.737 --> 01:28:37.067]  Now activists from the anti-migrant violence women's movement 120 DB stormed a panel on harassment and violence against women in film and television industry at the Berlin Film Festival, holding a banner reading the voice of forgotten women.
[01:28:38.087 --> 01:28:47.050]  And guess what happened when they got up on the stage and tried to protest against the assault of women at this Berlin Film Festival event.
[01:28:47.090 --> 01:28:49.231]  We'll tell you what happened after the break.
[01:28:49.551 --> 01:28:53.353]  This is the Alex Jones Show live, breaking news at Infowars.com.
[01:28:53.373 --> 01:29:02.536]  We'll be back, don't go away.
[01:29:03.076 --> 01:29:05.297]  Mike in Arizona, you're on the air worldwide, go ahead.
[01:29:06.224 --> 01:29:08.106]  Oh, Alex, you can rant any day of the week.
[01:29:08.146 --> 01:29:17.554]  Thank you, sir, for doing what you do and being a patriot and doing your best to save America and encouraging us as fellow patriots to do that in our local areas as well.
[01:29:18.655 --> 01:29:22.018]  And as a longtime InfoWars listener, I want to say thanks.
[01:29:22.538 --> 01:29:24.901]  Thank you so much Alex for the InfoWars Life products.
[01:29:25.101 --> 01:29:25.762]  They are quality.
[01:29:25.782 --> 01:29:27.003]  I can't wait to get some more.
[01:29:27.083 --> 01:29:29.485]  And thank you so much for doing that for us to keep us healthy.
[01:29:45.241 --> 01:29:58.147]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's bigger problems going on, and if we can get our houses in order and be good to each other and ourselves, we can take our country back.
[01:30:04.440 --> 01:30:11.145]  Dr. Mark Faber is an amazing individual, a lot of great economic predictions and laurels under his belt.
[01:30:11.646 --> 01:30:15.369]  He's Mark Faber, editor and publisher of the Gloom, Boom and Doom Report.
[01:30:15.389 --> 01:30:20.232]  I could ask a lot of questions, but I want him to cover the waterfront from the Gloom, Boom, Doom Report.
[01:30:20.593 --> 01:30:22.314]  Thank you so much for joining us, doctor.
[01:30:22.414 --> 01:30:23.635]  Well, my pleasure, Alex.
[01:30:23.875 --> 01:30:24.936]  What should we tackle first?
[01:30:25.016 --> 01:30:26.017]  So much is going on.
[01:30:26.177 --> 01:30:26.437]  Yes.
[01:30:26.737 --> 01:30:32.482]  Well, we can talk about the global economy, which is kind of strengthening somewhat.
[01:30:33.262 --> 01:30:40.629]  But as you know, a lot of this strength is due to government deficits and to money printing.
[01:30:40.689 --> 01:30:49.658]  In other words, the expansion of balance sheets of central banks and, of course, of credit growth, which is very strong.
[01:30:50.558 --> 01:30:54.242]  So it's kind of a mixed recovery.
[01:30:55.211 --> 01:30:57.333]  It's been very good for assets.
[01:30:57.994 --> 01:31:06.462]  Asset prices since 2009 have not only recovered, but they've gone and made new highs.
[01:31:07.142 --> 01:31:11.486]  Funds, stocks, dollar was strong until a year ago.
[01:31:12.828 --> 01:31:17.112]  Commodities have also done quite well over the last 12 months.
[01:31:19.571 --> 01:31:24.094]  So the real estate has equally gone up around the world.
[01:31:24.794 --> 01:31:32.959]  We had a really an exceptional kind of a asset recovery asset bubble, I would say.
[01:31:34.060 --> 01:31:41.865]  And that has led to a stronger economic growth that looks reasonably good on the surface.
[01:31:41.945 --> 01:31:43.466]  But if you dig deeper,
[01:31:44.501 --> 01:31:47.502]  It's, of course, unstable economic growth.
[01:31:47.682 --> 01:32:01.887]  If you look at the last 20-30 years, wealthy people, in other words, the asset holders, have become immensely rich as a result of money printing and credit growth.
[01:32:02.807 --> 01:32:11.930]  And the average household, the typical household in the US, the typical household in Western countries in Europe,
