[00:00:23.232 --> 00:00:27.943]  Yeah, I think.
[01:16:57.071 --> 01:17:00.693]  Who has the only raw living whole plant hemp CBD extract in the world?
[01:17:00.693 --> 01:17:01.773]  MetaHemp Solutions.
[01:17:01.773 --> 01:17:04.974]  A radically innovative approach to hemp CBDs for exceptional results.
[01:17:04.974 --> 01:17:05.414]  Why?
[01:17:05.414 --> 01:17:08.696]  Because they contain absolutely all the elements present in the original plant.
[01:17:08.696 --> 01:17:14.098]  All our hemp CBD products are independently lab tested for potency and purity and manufactured in our FDA registered facility.
[01:17:14.318 --> 01:17:14.899]  Try it today.
[01:17:14.899 --> 01:17:17.281]  10% off with coupon code GCM10.
[01:17:17.281 --> 01:17:17.802]  Call 833-858-7500.
[01:17:17.802 --> 01:17:19.124]  That's 833-858-7500.
[01:17:19.124 --> 01:17:25.091]  Or buy MetaHempSolutions today at metahempsolutions.com.
[01:17:25.091 --> 01:17:27.013]  That's metahempsolutions.com.
[01:17:27.013 --> 01:17:30.897]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:17:30.897 --> 01:17:31.558]  What if I told you
[01:17:31.578 --> 01:17:31.958]  We're good to go.
[01:17:58.499 --> 01:18:04.763]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[01:18:04.763 --> 01:18:09.106]  This powerful combo is perfect for supporting your thyroid and health.
[01:18:09.106 --> 01:18:16.391]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[01:18:16.391 --> 01:18:18.592]  Our super high quality nascent iodine
[01:18:18.832 --> 01:18:25.039]  Is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[01:18:25.039 --> 01:18:32.807]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[01:18:32.807 --> 01:18:39.735]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[01:18:40.075 --> 01:18:46.319]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[01:18:46.319 --> 01:18:50.141]  Take control of your chemistry today with this super combo.
[01:18:50.141 --> 01:18:57.185]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com
[01:18:58.450 --> 01:19:05.577]  Nourish a probiotic-friendly environment in your gut with Prebiotic Fiber by InfoWars Life.
[01:19:05.577 --> 01:19:17.948]  Help the good bacteria thrive and support overall digestive health with our specially formulated Prebiotic Fiber, a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[01:19:18.669 --> 01:19:29.741]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients, and even support your immune system.
[01:19:29.741 --> 01:19:36.508]  InfoWars Life's cutting-edge formula only brings you the highest quality, organic, and clinically studied ingredients.
[01:19:37.108 --> 01:19:51.754]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[01:19:51.754 --> 01:19:54.375]  Head to infowarslife.com or call 1-888-253-3139.
[01:19:54.375 --> 01:19:55.916]  You're listening to the Alex Jones Show!
[01:20:16.841 --> 01:20:21.844]  It's 11.59 at Radio Free America, and this is Uncle Sam with music and the truth until dawn.
[01:20:21.844 --> 01:20:25.867]  Right now, I've got a few words for some of our brothers and sisters in the occupied zone.
[01:20:25.867 --> 01:20:27.928]  The chair is against the wall.
[01:20:27.928 --> 01:20:30.130]  The chair is against the wall.
[01:20:30.130 --> 01:20:32.131]  John has a long mustache.
[01:20:32.131 --> 01:20:34.172]  John has a long mustache.
[01:20:34.172 --> 01:20:37.034]  It's 12 o'clock, Americans, another day closer to victory.
[01:20:37.034 --> 01:20:41.157]  And for all of you out there on or behind the lines, this is your song.
[01:20:47.031 --> 01:20:48.932]  But they took a lot of people away.
[01:20:48.932 --> 01:20:51.053]  People that they thought were gonna make trouble for them.
[01:20:51.053 --> 01:20:54.254]  People that had guns and things they wanted, they just took them away.
[01:20:54.254 --> 01:20:55.635]  Where?
[01:20:55.635 --> 01:20:57.876]  Re-education camps, that's what they call it.
[01:20:57.876 --> 01:21:05.679]  So part of it is we have to break through our kind of private idea that kids belong to their parents, or kids belong to their families, and recognize that kids belong to whole communities.
[01:21:05.679 --> 01:21:09.841]  I have decided we really need camps for adults.
[01:21:11.607 --> 01:21:16.350]  And we need a good cast that you all run.
[01:21:16.350 --> 01:21:17.190]  I mean, really.
[01:21:17.190 --> 01:21:20.552]  All persons of Japanese descent were required to register.
[01:21:20.552 --> 01:21:25.635]  Now they were taken to racetracks and fairgrounds where the army almost overnight had built assembly centers.
[01:21:25.635 --> 01:21:27.756]  I'm a sovereign citizen.
[01:21:27.756 --> 01:21:29.337]  I refuse to recognize you guys.
[01:21:29.637 --> 01:21:31.439]  What kind of a situation in the U.S.
[01:21:31.439 --> 01:21:32.459]  would you see that happening?
[01:21:32.459 --> 01:21:37.103]  We've got a lot of constitutionless and a lot of people that stockpile weapons.
[01:21:37.103 --> 01:21:47.052]  Plus you have a lot of people that are coming out of the military that have the ability and the knowledge to build IEDs and to defeat law enforcement techniques.
[01:21:47.052 --> 01:21:53.077]  These people are radicalized and they don't support the United States and they're disloyal to the United States.
[01:21:53.077 --> 01:21:57.621]  It's our right and our obligation to segregate them from the normal community.
[01:22:04.400 --> 01:22:06.962]  That's what we're doing here, and let's not kid about it.
[01:22:06.962 --> 01:22:12.025]  We're building a domestic army because the government is afraid of its own citizens.
[01:22:12.025 --> 01:22:15.208]  Put your gun down, really?
[01:22:15.208 --> 01:22:20.211]  Rallying patriots worldwide in defense of human liberty.
[01:22:20.211 --> 01:22:22.032]  It's Alex Jones.
[01:22:22.032 --> 01:22:23.994]  Are you some kind of a constitutionalist?
[01:22:26.710 --> 01:22:32.253]  So these people who hold themselves out to be patriots are not.
[01:22:32.253 --> 01:22:35.014]  They're nothing more than domestic terrorists.
[01:22:35.014 --> 01:22:39.496]  If you are receiving this transmission, you are the resistance.
[01:22:39.496 --> 01:22:40.977]  I always thought
[01:22:57.100 --> 01:22:59.981]  Folks came to take over the country, Americans would stand up.
[01:22:59.981 --> 01:23:02.002]  It's not being done militarily.
[01:23:02.002 --> 01:23:14.025]  It's being done with propaganda.
[01:23:14.025 --> 01:23:25.609]  So imagine the parallels of a Red Dawn and a re-education camp where they were showing, based on reports, what would go on in Soviet or Chinese re-education camps, bad-mouthing
[01:23:26.758 --> 01:23:28.941]  The previous system, the previous government.
[01:23:28.941 --> 01:23:30.223]  That's what they teach at universities.
[01:23:30.223 --> 01:23:31.584]  America sucks.
[01:23:31.584 --> 01:23:33.387]  It's horrible.
[01:23:33.387 --> 01:23:34.268]  It's bad.
[01:23:34.268 --> 01:23:38.193]  And so Cuomo and CNN and MSNBC all come out and say, we hate America.
[01:23:38.193 --> 01:23:39.374]  You know, America was never great.
[01:23:39.374 --> 01:23:41.137]  It's never going to be great because you're not great.
[01:23:42.708 --> 01:23:44.929]  Because they want full control of everything.
[01:23:44.929 --> 01:23:46.149]  They want to overthrow it.
[01:23:46.149 --> 01:23:46.969]  They want to dominate.
[01:23:46.969 --> 01:23:49.229]  It's a classic playbook they're playing.
[01:23:49.229 --> 01:23:56.871]  So I thought we'd play a few clips just to remind folks from the original 1980s Red Dawn, which now you see it.
[01:23:56.871 --> 01:23:58.091]  The enemy didn't come from without.
[01:23:58.091 --> 01:24:03.413]  As our founder said, the enemy came from within.
[01:24:03.413 --> 01:24:06.253]  And we've got, under the Democrats and Obama, leaked Army document.
[01:24:06.253 --> 01:24:08.114]  They admit it was real.
[01:24:08.114 --> 01:24:08.954]  That came out, what?
[01:24:10.054 --> 01:24:14.798]  Six years ago, that Obama was training the military to confiscate guns and put Americans in camps.
[01:24:14.798 --> 01:24:17.120]  But that woke our military up.
[01:24:17.120 --> 01:24:20.963]  The fact that even top brass, who were globalists, saw that and said, we're not doing this.
[01:24:20.963 --> 01:24:27.408]  That began to get it to where Infowars was so listened to, because I was saying this on the outside, it was happening on the inside.
[01:24:28.680 --> 01:24:30.461]  So now we have a beachhead to take the government back.
[01:24:30.461 --> 01:24:40.667]  We're seeing the full forces of the CHICOMs, the EU, Hollywood, the big banks, trying to maintain control over America, trying to force us back into submission.
[01:24:40.667 --> 01:24:42.828]  And they'll never get away with it now.
[01:24:42.828 --> 01:24:44.749]  It can still get really bad.
[01:24:44.749 --> 01:24:47.851]  They're going to stage some false flags clearly and blame me and blame Trump.
[01:24:47.851 --> 01:24:48.412]  That's very clear.
[01:24:49.292 --> 01:24:50.653]  But it's not going to work.
[01:24:50.653 --> 01:24:52.295]  This is not 1995.
[01:24:52.295 --> 01:24:53.857]  That dog won't hunt.
[01:24:53.857 --> 01:25:00.183]  But if I worked at one of these big tech companies or federal buildings or mainstream media, you need to be watching very careful.
[01:25:00.183 --> 01:25:08.551]  You need to be, you know, you pick up on something, you need to warn people and get out of there quickly because, let me tell you, right now you are, there's 81 days left till this election.
[01:25:09.790 --> 01:25:10.991]  And this is the most important in U.S.
[01:25:10.991 --> 01:25:11.951]  history.
[01:25:11.951 --> 01:25:13.892]  Our beachhead has to be secured.
[01:25:13.892 --> 01:25:15.153]  And they're making their moves.
[01:25:15.153 --> 01:25:16.674]  And this is an incredible time to be alive.
[01:25:16.674 --> 01:25:20.836]  But let's play a few of these clips with the whole re-education situation they're pushing.
[01:25:20.836 --> 01:25:22.937]  Our colleges are already re-education camps.
[01:25:22.937 --> 01:25:23.257]  Here it is.
[01:25:41.860 --> 01:25:43.021]  So that's once they're in the camp.
[01:25:43.021 --> 01:25:44.602]  We're going to go to that in a moment.
[01:25:44.602 --> 01:25:48.505]  But for congruency, first in the movie, they go into a store, they talk to the girl.
[01:25:48.505 --> 01:25:50.206]  That's the clip we're going to play.
[01:25:50.206 --> 01:25:51.788]  She talks about where folks went.
[01:25:51.788 --> 01:25:53.909]  Well, we're already in a digital camp.
[01:25:53.909 --> 01:26:01.215]  They've already sent the conservatives, the Christians, the patriots, the pro-military, the pro-Constitution, the pro-Second Amendment people have already been shadow banned.
[01:26:01.215 --> 01:26:02.496]  Now we're being banned everywhere.
[01:26:02.496 --> 01:26:08.041]  And so that's how this works, as Matt Drudge warned two and a half years ago of DrudgeReport.com, God bless him.
[01:26:09.008 --> 01:26:19.253]  They was worn by high-level government officials and a Supreme Court Justice, the one conservative that's still around, and that this was all coming.
[01:26:19.253 --> 01:26:21.054]  And it's down here.
[01:26:21.054 --> 01:26:23.755]  So, here it is.
[01:26:23.755 --> 01:26:26.256]  Look, have you seen my father?
[01:26:26.256 --> 01:26:27.316]  I called, there was no answer.
[01:26:27.316 --> 01:26:28.517]  I went by the station, it was empty.
[01:26:28.517 --> 01:26:31.798]  Okay, listen.
[01:26:31.798 --> 01:26:35.100]  I'm gonna tell you something I'm not supposed to talk about.
[01:26:35.100 --> 01:26:36.120]  Nobody is.
[01:26:36.120 --> 01:26:37.201]  But... But what?
[01:26:38.789 --> 01:26:40.670]  Look, they took a lot of people away.
[01:26:40.670 --> 01:26:42.790]  People that they thought were gonna make trouble for them.
[01:26:42.790 --> 01:26:46.011]  People that had guns or things they wanted, they just took them away.
[01:26:46.011 --> 01:26:47.391]  Where?
[01:26:47.391 --> 01:26:50.472]  Re-education camps, that's what they call it.
