[00:00:00.886 --> 00:00:02.994]  We are drugged out!
[01:58:08.257 --> 01:58:16.303]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms, there's no better product to help your body fight back.
[01:58:16.303 --> 01:58:25.270]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:58:25.450 --> 01:58:37.295]  Powered by an impressive list of ingredients, including Grapefruit Seed Extract, Pau Darko Bark, and Grape Seed Extract, our formula is fueled by ingredients that stood the test of time as powerful micro-balancing properties.
[01:58:37.295 --> 01:58:42.117]  Pick up a bottle of the new and improved Micro ZX Plus today at InfoWarsLife.com.
[01:58:42.117 --> 01:58:43.778]  That's InfoWarsLife.com.
[01:58:48.140 --> 01:58:55.082]  President Trump gave a speech on Friday at the Naval Academy for their commencement and said, America is back.
[01:58:55.082 --> 01:58:57.603]  Hollywood does not have the megaphone anymore.
[01:58:57.603 --> 01:59:03.865]  The patriots that believe in real Americana are back in charge and the world is taking notice.
[01:59:04.825 --> 01:59:18.828]  Ladies and gentlemen, to celebrate Memorial Day and the great sacrifices of our veterans, we are offering free shipping at InfoWarsTore.com and 50% off on more than 20 best-selling items like Brain Force, the amazing nootropic.
[01:59:18.828 --> 01:59:27.990]  Help support the information war, get great products at the same time, and continue to fund an operation that is a thorn in the side of the globalists and is continuing to back President Trump
[01:59:28.610 --> 01:59:30.091]  You're listening to the Alex Jones Show!
