[00:00:12.310 --> 00:00:18.576]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:56:02.946 --> 01:56:05.849]  I just went through a 7.0 earthquake in Alaska.
[01:56:05.849 --> 01:56:07.891]  And the biggest message for us in Alaska is...
[01:56:08.451 --> 01:56:10.332]  Within three days, we were all up and running.
[01:56:10.332 --> 01:56:14.634]  Before the afternoon was done, the grocery stores were opening and the gas stations were running.
[01:56:14.634 --> 01:56:16.615]  And within a week, people were back in school.
[01:56:16.615 --> 01:56:20.737]  Because we know what trauma is in this realm, and we can overcome it.
[01:56:20.737 --> 01:56:23.659]  Just like people with hurricanes in the South and other places.
[01:56:23.659 --> 01:56:30.302]  But we are in... And notice the globalists try to create... they try to remove overt trauma, but covert trauma to control us.
[01:56:30.302 --> 01:56:31.603]  They don't want people to...
[01:56:32.183 --> 01:56:33.424]  No, they don't want to connect.
[01:56:33.424 --> 01:56:35.045]  And here's what happens in those traumas.
[01:56:35.045 --> 01:56:37.226]  We connect with one another.
[01:56:37.226 --> 01:56:44.350]  All of a sudden, all the political stuff goes away and we recognize each other on our foundational, who we are as divine humans and we begin to help each other.
[01:56:44.350 --> 01:56:46.931]  By the way, I tried three times during the break to get you to plug.
[01:56:46.931 --> 01:56:47.672]  You won't.
[01:56:47.672 --> 01:56:49.013]  We sell them at InfoWars4.com.
[01:56:49.013 --> 01:56:53.655]  People can go to EarthPulse.com and get your DVDs, your books, all of it.
[01:56:53.655 --> 01:56:54.736]  It's amazing information.
[01:56:54.736 --> 01:56:56.197]  We want the real science, mind control.
[01:56:56.877 --> 01:57:00.118]  When you come back this week, they just declassified more mind control.
[01:57:00.118 --> 01:57:00.579]  Right.
[01:57:00.579 --> 01:57:01.079]  MKUltra.
[01:57:01.079 --> 01:57:03.420]  So we're proving right yet again.
[01:57:03.420 --> 01:57:06.601]  Hey, I appreciate being on with you and I appreciate everything you guys do.
[01:57:06.601 --> 01:57:09.222]  Hey, let me hear a prediction.
[01:57:09.222 --> 01:57:11.043]  Are they going to take Trump out or is it up to us?
[01:57:11.969 --> 01:57:19.577]  I think it's up to us to continue to support this man as much as we can, to try and get him the information he needs.
[01:57:19.577 --> 01:57:23.961]  I think that's the biggest thing because he's got a lot of feed coming in and he needs information.
[01:57:23.961 --> 01:57:28.866]  What you just said, the enemy, they most fear our information getting to them.
[01:57:28.866 --> 01:57:29.227]  That's right.
[01:57:30.286 --> 01:57:33.607]  They say, God, he sees him for... he just goes with... because he already knows.
[01:57:33.607 --> 01:57:37.089]  Yep, and because it hits him in his core.
[01:57:37.089 --> 01:57:42.751]  He's someone who acts on what he knows and sometimes it's like, okay, it's all over the map.
[01:57:42.751 --> 01:57:44.371]  But once he knows, he acts.
[01:57:44.371 --> 01:57:44.971]  That's right.
[01:57:44.971 --> 01:57:52.354]  We need to go back and revisit the foundations of our freedom.
[01:57:54.085 --> 01:57:57.208]  Our freedoms don't consist of the things that are enumerated on a piece of paper.
[01:57:57.208 --> 01:57:59.870]  It consists of the things that we're willing to fight for.
[01:57:59.870 --> 01:58:04.174]  The First Amendment, the Bill of Rights, the rest of the Bill of Rights are prohibitions.
[01:58:04.174 --> 01:58:11.541]  They're prohibitions against powerful organizations and individuals taking those God-given rights from us as individuals.
[01:58:11.541 --> 01:58:14.083]  You better understand that because they're taking them right now.
[01:58:17.518 --> 01:58:19.739]  We have seen what they want to do.
[01:58:19.739 --> 01:58:20.779]  They called it U.N.
[01:58:20.779 --> 01:58:22.240]  Agenda 21, now they call it the U.N.
[01:58:22.240 --> 01:58:22.760]  2030 Agenda.
[01:58:22.760 --> 01:58:34.684]  They want everybody off of the rural lands, they want people out of the suburbs, they want to pack everybody into the cities, because that's where it is easiest for them to control everyone.
[01:58:34.684 --> 01:58:37.025]  It's the David Knight Show!
[01:58:37.025 --> 01:58:39.706]  Never miss your show, any day.
[01:58:39.706 --> 01:58:41.226]  I mean, what?
[01:58:41.226 --> 01:58:43.067]  I mean, never!
[01:58:43.067 --> 01:58:46.068]  At infords.com forward slash show.
[01:58:48.636 --> 01:58:54.577]  I don't have to tell our listeners and viewers how important InfoWars is in the fight against the anti-human globalists.
[01:58:54.577 --> 01:58:56.418]  So I'll say it short and sweet.
[01:58:56.418 --> 01:58:58.758]  We need your support now, more than ever.
[01:58:58.758 --> 01:59:01.599]  You've come through a thousand times, so I'm not bitching at you.
[01:59:01.599 --> 01:59:04.600]  I'm just simply telling you, we are in the thick of the battle now.
[01:59:04.600 --> 01:59:08.421]  The attacks on InfoWars have become absolutely exponential.
[01:59:08.421 --> 01:59:10.241]  And down the road, we probably will get destroyed.
[01:59:11.081 --> 01:59:23.509]  But I know and God has really put it on my heart that we've got to maintain the fight as hard as possible and go through as much as we can to be an example to others and carry out critical operations ahead of whatever happens.
[01:59:23.509 --> 01:59:25.430]  But I want to be strong in this fight.
[01:59:25.430 --> 01:59:31.133]  I need to be provisioned and I'm willing to stand against Hillary and Soros and the Rothschilds and all these devil worshippers.
[01:59:31.133 --> 01:59:31.994]  But I need your prayers.
[01:59:31.994 --> 01:59:33.875]  I need you to spread the articles and videos.
[01:59:33.875 --> 01:59:35.836]  I need you to give us financial support right now.
[01:59:35.836 --> 01:59:36.597]  We make it easy.
[01:59:37.137 --> 01:59:43.906]  Do your Christmas shopping with us, not with the Globalists and not with Bezos and Amazon, and you'll help provision us.
[01:59:43.906 --> 01:59:50.775]  We've got a bunch of huge deals in fourstore.com, so please take action right now.
[01:59:50.775 --> 01:59:53.378]  You're listening to the Alex Jones Show.
