[00:00:10.893 --> 00:00:12.954]  ["Ramblin' Man"]
[01:12:11.349 --> 01:12:15.411]  Now Kim Jong-un says President Trump will pay dearly for those words.
[01:12:19.333 --> 01:12:20.193]  Getting a good picture?
[01:12:27.668 --> 01:12:31.149]  North Korea now committing to complete denuclearization.
[01:12:33.189 --> 01:12:35.269]  I mean, it's truly remarkable what he's doing.
[01:12:35.289 --> 01:12:40.310]  He has done more than any president in recent history, certainly in the last half century.
[01:12:44.951 --> 01:12:46.152]  He's not a politician.
[01:12:46.992 --> 01:12:47.592]  He's one of us.
[01:12:52.000 --> 01:12:54.181]  Never, ever, ever give up!
[01:12:56.882 --> 01:13:01.884]  Never stop fighting for what you believe in and for the people who care about you.
[01:13:02.604 --> 01:13:05.165]  Carry yourself with dignity and pride.
[01:13:08.986 --> 01:13:11.487]  Relish the opportunity to be an outsider.
[01:13:12.207 --> 01:13:20.030]  Embrace that label because it's the outsiders who change the world and who make a real and lasting difference.
[01:13:21.141 --> 01:13:26.626]  Treat the word impossible as nothing more than motivation.
[01:13:27.787 --> 01:13:30.149]  Three American hostages are back home.
[01:13:30.630 --> 01:13:35.114]  I am asking all citizens to embrace this renewal of the American spirit.
[01:13:35.754 --> 01:13:36.755]  Seize this moment.
[01:13:37.136 --> 01:13:38.237]  Believe in yourselves.
[01:13:38.697 --> 01:13:39.798]  Believe in your future.
[01:13:40.319 --> 01:13:42.781]  And believe once more in America.
[01:13:47.501 --> 01:13:56.026]  I will fight for you with every breath in my body, and I will never ever let you down.
[01:13:56.487 --> 01:14:01.130]  The forgotten man and the forgotten woman.
[01:14:01.170 --> 01:14:03.471]  You're not forgotten anymore.
[01:14:06.513 --> 01:14:11.316]  If you are receiving this transmission, you are the resistance.
[01:14:12.665 --> 01:14:19.967]  See, the globalists call themselves and their hordes of paid agitators and bureaucrats and college professors, they call themselves the resistance.
[01:14:20.688 --> 01:14:28.390]  And they bully everybody in their system, in corporate systems, in government, you name it, to submit to them.
[01:14:30.631 --> 01:14:32.131]  They think they've broken your back.
[01:14:32.191 --> 01:14:34.772]  They think they've got control of your life.
[01:14:34.832 --> 01:14:37.553]  They think that they run and govern your destiny.
[01:14:40.913 --> 01:14:47.159]  And if you look at DrudgeReport.com, we're going to play when we come back, where he warned two and a half years ago of what was coming.
[01:14:47.820 --> 01:14:50.042]  He has it as the main link, Alex Jones Live.
[01:14:51.323 --> 01:14:53.445]  How dare Drudge defile them?
[01:14:53.485 --> 01:15:00.972]  How dare he challenge Google, Facebook, Twitter, and their subsidiaries, YouTube, and all the rest.
[01:15:02.253 --> 01:15:05.016]  Like iTunes, that have all banned me in the last day.
[01:15:06.411 --> 01:15:09.592]  So that you can't actually hear what we're here saying.
[01:15:10.292 --> 01:15:12.852]  So that you can't hear what we're actually doing.
[01:15:13.833 --> 01:15:17.373]  They don't want you to see the success that Trump has had.
[01:15:17.413 --> 01:15:20.314]  They don't want you to understand how much success we can have.
[01:15:20.994 --> 01:15:24.015]  And they don't want you to know, and I'm going to cover, we've got to back the guest off.
[01:15:24.755 --> 01:15:25.655]  Because I have to cover this.
[01:15:25.675 --> 01:15:28.016]  Because we need to communicate with the White House and everybody else right now.
[01:15:28.800 --> 01:15:31.742]  The globalists think they're going to break your back, they think they're going to break your will.
[01:15:32.122 --> 01:15:34.083]  But when I come back, I'm going to brief the world.
[01:15:34.563 --> 01:15:38.445]  And I'm going to brief the White House on what they already know to be true and what needs to happen.
[01:15:38.905 --> 01:15:47.950]  This is communist China with the EU and Juncker openly saying that they are manipulating, that they are controlling our elections in America.
[01:15:48.230 --> 01:15:49.711]  This is the true election meddling.
[01:15:50.211 --> 01:15:59.493]  As Congressman Gates and others have said, contributions in kind when conservative voices are regulated and shut down over 90% right now.
[01:16:05.614 --> 01:16:11.215]  Together we're going to restore safety to our streets and peace to our communities.
[01:16:11.716 --> 01:16:17.997]  And we're going to destroy the vile criminal cartel MS-13 and many other gangs.
[01:16:19.212 --> 01:16:22.214]  But MS-13 is particularly violent.
[01:16:22.975 --> 01:16:25.517]  They don't like shooting people because it's too quick.
[01:16:26.278 --> 01:16:27.158]  It's too fast.
[01:16:27.999 --> 01:16:33.564]  I was reading one of these animals was caught and explaining they like to knife them and cut them.
[01:16:34.591 --> 01:16:40.057]  And let him die slowly because that way it's more painful and they enjoy watching that much more.
[01:16:40.097 --> 01:16:40.838]  These are animals.
[01:16:41.138 --> 01:16:43.020]  Did you hear him call MS-13 animals?
[01:16:43.120 --> 01:16:43.801]  Yes, I did.
[01:16:43.821 --> 01:16:44.682]  What did you think about that?
[01:16:44.962 --> 01:16:45.803]  I think he's a pig.
[01:16:45.823 --> 01:16:47.405]  An animal.
[01:16:47.445 --> 01:16:48.927]  I mean, you know, you smell your own, I guess.
[01:16:48.947 --> 01:16:50.969]  Maybe not all people in that group are animals.
[01:16:51.289 --> 01:16:52.430]  No, they're not animals at all.
[01:16:52.470 --> 01:16:53.851]  They're human beings just like all of us.
[01:16:54.152 --> 01:16:55.032]  I think he's a pig.
[01:16:55.313 --> 01:17:01.158]  He's just using that as an excuse to, I don't know, justify his being such a racist.
[01:17:01.318 --> 01:17:04.000]  And then this week Trump made the comment about MS-13 being animals.
[01:17:04.020 --> 01:17:04.621]  Did you hear about that?
[01:17:04.641 --> 01:17:05.362]  I did.
[01:17:05.382 --> 01:17:06.322]  What do you think about that?
[01:17:06.342 --> 01:17:10.286]  I think he's criticizing his own American people.
[01:17:10.406 --> 01:17:11.647]  What can you say about this guy?
[01:17:11.727 --> 01:17:12.348]  He's the animal.
[01:17:13.206 --> 01:17:15.468]  Would you agree that not all MS13 members are animals?
[01:17:15.748 --> 01:17:16.248]  Absolutely.
[01:17:16.268 --> 01:17:16.909]  Cool.
[01:17:16.929 --> 01:17:18.370]  And then, um, it kind of, yeah, exactly.
[01:17:18.390 --> 01:17:21.092]  It's just like a negative, always negative in the news, always negative in the news.
[01:17:21.112 --> 01:17:24.215]  The guys that are running around gangbanging, killing people, they're animals.
[01:17:24.775 --> 01:17:25.015]  You know?
[01:17:25.496 --> 01:17:28.118]  But the rest of the gang, it's a big gang, you know?
[01:17:28.458 --> 01:17:32.061]  I can't decide whether I should laugh at this or it's like a punch to my gut.
[01:17:33.409 --> 01:17:34.810]  Yeah, I feel the same way.
[01:17:35.030 --> 01:17:38.513]  And I feel like it's a punch to the gut a lot of times.
[01:17:38.773 --> 01:17:46.539]  And people with that last video, a lot of them say, oh, you probably interviewed a ton of people and picked the five people that actually supported MS-13.
[01:17:47.059 --> 01:17:50.962]  And Owen, I swear to you, those are the five people I interviewed.
[01:17:51.243 --> 01:17:52.504]  Those were the five reactions.
[01:17:52.584 --> 01:17:53.624]  I went five for five.
[01:17:53.824 --> 01:17:56.747]  Every single person I asked, MS-13, are they animals?
[01:17:57.307 --> 01:17:59.509]  Every single person I asked in West Hollywood said no.
[01:18:00.209 --> 01:18:01.090]  So it's scary.
[01:18:01.130 --> 01:18:10.881]  We're in a really weird spot right now where the left, just to spite Trump, is doubling down on things that are in no way at all American or American values.
[01:18:10.921 --> 01:18:20.351]  And I think one of the only reasons the left is able to get away with these ridiculous stories, these ridiculous claims, is because their base audience has such a short attention span.
[01:18:20.991 --> 01:18:24.493]  So they basically engineered like the perfect resistor in a way.
[01:18:24.513 --> 01:18:28.614]  It's people with short attention spans, people that don't actually pay attention to politics.
[01:18:28.695 --> 01:18:36.298]  A lot of times they think they're educated because they went to college and are in debt, and for that reason they feel like they're oppressed and they know more than everybody.
[01:18:36.978 --> 01:18:40.560]  And a lot of what we're seeing now, I think, is going beyond politics.
[01:18:40.620 --> 01:18:43.141]  I think it's basically coming down to good versus evil.
[01:18:43.161 --> 01:18:46.863]  And I think it's coming down to establishment versus anti-establishment.
[01:18:47.263 --> 01:18:58.509]  And it's scary to see the left head in this direction because not too long ago, liberals were the ones who were for free speech, who were against censorship, who wanted to expose government corruption.
[01:18:58.869 --> 01:19:01.090]  And now we're seeing them side with things that
[01:19:01.750 --> 01:19:07.312]  I don't think anyone should ever side with, and it's just at a base level, anti, you know, un-American, anti-American.
[01:19:07.352 --> 01:19:27.021]  But I think the good news is, every time the left takes a stand and supports MS-13, or, you know, promotes the Me Too movement, meanwhile they're all sexual predators in Hollywood, and every time they take a stand and contradict themselves, I think their audience shrinks just a little bit, and it's the people in the middle, the rational people, the centrists,
[01:19:27.501 --> 01:19:34.764]  The independents, the maybe even classical liberals, who are now looking around and saying, wait, why is my party defending MS-13?
[01:19:35.204 --> 01:19:38.285]  Why are we pretending that Hollywood isn't a toxic culture?
[01:19:38.645 --> 01:19:42.827]  And these are the people that are going to start heading to the right, just like we're seeing, you know, across the board.
[01:19:43.287 --> 01:19:51.790]  So while the far left will always be the far left and the protesters will always be pretty much brainwashed and convinced that Trump is the devil himself,
[01:19:52.370 --> 01:19:58.897]  Everyone else in the middle who is somewhat rational will start waking up and their audience I think is shrinking by the day for that reason.
[01:20:06.205 --> 01:20:08.808]  You're listening to the Alex Jones Show!
[01:20:14.076 --> 01:20:14.656]  We've got it.
[01:20:14.696 --> 01:20:21.141]  This transmission is coming to you.
[01:20:21.221 --> 01:20:23.322]  Waging war on corruption.
[01:20:25.604 --> 01:20:31.328]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[01:20:33.870 --> 01:20:37.112]  Well, so far, only Tucker Carlson
[01:20:39.255 --> 01:20:47.460]  Rush Limbaugh, Sean Hannity, some, and of course Matt Grudge, big time, have said, look, the left is trying to shut down Alex Jones.
[01:20:47.500 --> 01:20:48.981]  They're demonizing what he's said and done.
[01:20:49.021 --> 01:20:50.161]  They're taking it out of context.
[01:20:50.241 --> 01:21:01.068]  But regardless, once big tech organizes in a monopoly and tries to de-platform somebody everywhere, that is to set a precedent to do it officially to conservatives ahead of the midterms.
[01:21:02.318 --> 01:21:10.206]  Now, since they've got big sites now, and Congressman Gates reported on this two weeks ago, finally, we tried to get the info to him, that they have sites that track shadowbanning.
[01:21:10.646 --> 01:21:15.091]  The average conservative, we put up the graph earlier, is shadowbanned 93%.
[01:21:15.211 --> 01:21:22.158]  Even Facebook even admitted a few months ago that they were shadowbanned 80% on average.
[01:21:24.614 --> 01:21:27.595]  I had told you that number as well because we can look at it in Google Analytics ourselves.
[01:21:27.615 --> 01:21:28.595]  I'm just giving you numbers here.
[01:21:29.115 --> 01:21:30.436]  Okay, that's why they keep being accurate.
[01:21:31.156 --> 01:21:33.797]  Now Paul, they really fear Paul Watson even more than me.
[01:21:34.157 --> 01:21:36.998]  He's really good looking, young people like him even more.
[01:21:38.178 --> 01:21:40.379]  I have a young audience, but also a bigger, older audience.
[01:21:41.759 --> 01:21:43.200]  Paul doesn't really have a big old audience.
[01:21:44.140 --> 01:21:48.341]  We have a big military audience, but he has new potential millennium voters.
[01:21:50.322 --> 01:21:51.122]  Paul is 97% banned.
[01:21:56.137 --> 01:21:56.958]  97% banned.
[01:21:57.019 --> 01:22:02.366]  Now, Candace Owens is also really hot with black voters, women, and young people.
[01:22:02.967 --> 01:22:09.817]  She retweeted what the New York Times writer put out, saying white people are subhuman, and she was banned.
[01:22:11.414 --> 01:22:12.535]  Now they're saying it's an error.
[01:22:13.156 --> 01:22:17.861]  That's what they did to me at first, too, just to get the idea out with a popular personality.
[01:22:18.562 --> 01:22:20.144]  Oh, that it's an accident.
[01:22:20.264 --> 01:22:22.507]  Oh, we accidentally banned Trump's Twitter.
[01:22:22.747 --> 01:22:24.709]  We accidentally banned Sean Hannity's Twitter.
[01:22:24.909 --> 01:22:26.852]  And then later, oh, we're going to give him a strike.
