[00:00:05.885 --> 00:00:08.086]  Hitler took the guns.
[01:28:37.896 --> 01:28:41.819]  Missing FBI text messages include threats of violence against Trump.
[01:28:43.137 --> 01:28:44.559]  This is dangerous territory.
[01:28:44.559 --> 01:28:45.361]  Thank you, Jason.
[01:28:45.361 --> 01:28:45.982]  Great points.
[01:28:45.982 --> 01:28:49.547]  I'm going bam, bam, bam through your calls on the other side.
[01:28:49.547 --> 01:28:53.714]  Then, live from Switzerland, Dan Lyman and much more.
[01:28:53.714 --> 01:28:54.095]  We'll be back.
[01:28:57.406 --> 01:28:58.307]  It's a no-brainer.
[01:28:58.307 --> 01:29:00.708]  A Big Berkey water filter is the one you need, period.
[01:29:00.708 --> 01:29:08.854]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA, and other endocrine disruptors, pesticides, bacteria, viruses, and much more, right?
[01:29:08.854 --> 01:29:10.795]  And does it all at only two cents per gallon.
[01:29:10.795 --> 01:29:14.497]  Get the original and most trusted name in gravity water filtration, Big Berkey.
[01:29:14.497 --> 01:29:19.221]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[01:29:19.221 --> 01:29:23.684]  Call or click 1-877-99-BERKEY or bigberkeywaterfilters.com.
[01:29:23.684 --> 01:29:24.324]  That's 1-877-99-BERKEY.
[01:29:27.626 --> 01:29:29.367]  Hawaii was a wake-up call.
[01:29:29.367 --> 01:29:31.889]  Don't be caught without a disaster shelter.
[01:29:31.889 --> 01:29:39.354]  Atlas makes an all-disaster shelter that will protect your family from fallout, tornadoes and hurricanes for only $99.99.
[01:29:39.354 --> 01:29:45.998]  That also includes the NBC air filtration system, solid steel construction with an airtight bulletproof door.
[01:29:45.998 --> 01:29:48.339]  That's right for $99.99 and up.
[01:29:48.339 --> 01:29:52.542]  Call 1-855-4-BUNKER or go to iwantthatshelter.com.
[01:29:52.542 --> 01:29:54.243]  Atlas Survival Shelters.
[01:29:54.243 --> 01:29:56.485]  The world leader in fallout shelters.
[01:29:59.050 --> 01:30:00.491]  You developed Living Defense for us.
[01:30:00.491 --> 01:30:01.811]  It took you over a year to do it.
[01:30:01.811 --> 01:30:03.011]  Why is this so good?
[01:30:03.011 --> 01:30:08.313]  Because people are actually waking up to the problem that pretty much scares me the most.
[01:30:08.313 --> 01:30:21.836]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[01:30:21.836 --> 01:30:23.217]  Right now with all the refugees,
[01:30:23.997 --> 01:30:25.638]  Uh, spreading disease around.
[01:30:25.638 --> 01:30:28.199]  We have biological warfare going on everywhere.
[01:30:28.199 --> 01:30:29.520]  These are all parasites.
[01:30:29.520 --> 01:30:30.621]  Tell us about all the stuff that's in it.
[01:30:30.621 --> 01:30:31.961]  There's so many things that are in it.
[01:30:31.961 --> 01:30:36.444]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[01:30:36.444 --> 01:30:39.625]  I recommend doing a parasite cleanse at least twice a year.
[01:30:39.625 --> 01:30:42.807]  Alright, well, I'm glad we've got some back in because I'm going back on it today.
[01:30:42.807 --> 01:30:43.848]  It just came back in yesterday.
[01:30:43.848 --> 01:30:44.668]  Living Defense.
[01:30:44.668 --> 01:30:45.769]  Infowarslife.com.
[01:30:45.769 --> 01:30:46.809]  And folks, you can't lose.
[01:30:46.809 --> 01:30:49.511]  It's full of stuff that's great for your body, period.
[01:30:49.511 --> 01:30:49.631]  And...
[01:30:50.372 --> 01:30:51.415]  You support the broadcast.
[01:30:51.415 --> 01:30:52.759]  Infowarslive.com.
[01:30:52.759 --> 01:30:55.006]  Thank you, Dr. Group from the Global Healing Center.
[01:30:55.006 --> 01:30:56.972]  Thank you so much for all your work, sir, on this great product.
[01:30:58.450 --> 01:31:06.694]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[01:31:06.694 --> 01:31:07.914]  A 360 win.
[01:31:07.914 --> 01:31:14.477]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at infowarshore.com.
[01:31:14.477 --> 01:31:22.001]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[01:31:22.401 --> 01:31:27.082]  Number three, we're giving you free shipping on all orders above $50.
[01:31:27.082 --> 01:31:33.584]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:31:33.584 --> 01:31:41.386]  Just go to InfoWarsStore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[01:31:41.386 --> 01:31:47.888]  As you know, I coined the term 360Win, and with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[01:31:47.888 --> 01:31:49.388]  10% off on AutoShip.
[01:31:49.548 --> 01:31:51.990]  Win-win-win at Infowarslife.com.
[01:31:51.990 --> 01:31:53.971]  Free shipping on orders above $50.
[01:31:53.971 --> 01:31:58.215]  And all out-of-stock items are never out of stock when you sign up for auto-ship.
[01:31:58.215 --> 01:32:01.697]  Infowarslife is bringing you a breakthrough in modern medicine.
[01:32:01.697 --> 01:32:13.186]  We have found an extraordinary new natural way to help alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory health, and normal breathing.
[01:32:13.186 --> 01:32:14.106]  This is pollen blood.
[01:32:15.087 --> 01:32:27.753]  In the 1960s, researchers in France noticed that people who ate certain quail eggs from specific farms experienced less seasonal distress symptoms like runny nose, itchy watery eyes, and excessive mucous production.
[01:32:27.753 --> 01:32:32.075]  They began studying the effects in published trials.
[01:32:32.075 --> 01:32:36.077]  Now we are introducing the fruit of the research, a fast-acting chewable tablet
[01:32:36.557 --> 01:32:46.643]  Just chew two tablets at the first sign of seasonal distress and Fast-Acting Pollen Block starts working in about 15 minutes to help alleviate seasonal distress.
[01:32:46.643 --> 01:32:49.764]  Enjoy the air you breathe naturally with Fast-Acting Pollen Block.
[01:32:49.764 --> 01:32:53.887]  Available now at InfoWarsLife.com or by calling toll free.
[01:32:53.887 --> 01:32:55.728]  888-253-3139 You're listening to the Alex Jones Show.
[01:33:28.891 --> 01:33:29.774]  There he is!
[01:33:29.774 --> 01:33:33.366]  Crashing through the lies and disinformation.
[01:33:33.366 --> 01:33:34.690]  It's Alex Jones.
[01:33:43.125 --> 01:33:59.474]  Ladies and gentlemen, if you're watching on television, you can see our HD footage shot today on the plateau right beneath the mountain there in Davos, the town of Davos, Switzerland, with our own Dan Lyman shooting Marine One coming in for a landing, the President getting out.
[01:34:00.481 --> 01:34:03.322]  Military on the roofs with sniper rifles.
[01:34:03.322 --> 01:34:05.603]  Dan Lyman's coming up in the next segment.
[01:34:05.603 --> 01:34:09.605]  We'll continue with your calls right in to the next hour as well.
[01:34:09.605 --> 01:34:12.886]  And I'm going back to your calls as we speak right now.
[01:34:12.886 --> 01:34:16.787]  You can see a very clear, beautiful, sunny day there in Davos.
[01:34:16.787 --> 01:34:23.470]  A little bit better than it was with all the global warming, the record snow that I guess just stopped falling yesterday.
[01:34:23.470 --> 01:34:27.031]  But it's gotten nice and sunny for the president to arrive.
[01:34:27.031 --> 01:34:28.032]  And again, am I gloating?
[01:34:29.227 --> 01:34:31.428]  Am I very thankful for Trump?
[01:34:31.428 --> 01:34:33.289]  Yeah, we don't have Hillary Clinton.
[01:34:33.289 --> 01:34:35.250]  The globalists are pulling their hair out.
[01:34:35.250 --> 01:34:40.872]  We're exposing deep state criminal cabals that protected the Clinton crime network.
[01:34:40.872 --> 01:34:44.814]  Yeah, they want to make everybody secretly support the president.
[01:34:44.814 --> 01:34:46.075]  You know, those of us that do.
[01:34:46.075 --> 01:34:51.537]  They want to make us secretly do it so they can run around terrorizing everybody and intimidating everybody.
[01:34:51.537 --> 01:34:55.159]  So the more they attack, the more they bully, the more I support the president.
[01:34:59.326 --> 01:35:01.226]  Alright, let's go right back to your phone calls here.
[01:35:01.226 --> 01:35:04.367]  Let's talk to Brendan in New Jersey.
[01:35:04.367 --> 01:35:07.688]  Brendan, thank you so much for calling today.
[01:35:07.688 --> 01:35:08.968]  Hey Alex, how's it going today?
[01:35:08.968 --> 01:35:10.949]  Good brother, thanks for calling.
[01:35:10.949 --> 01:35:14.190]  Yeah, I just wanted to call and talk about the memo.
[01:35:14.190 --> 01:35:21.152]  The other day, when you, I think it was Monday or something, when you had that, when you leaked that full 199 page memo,
[01:35:23.510 --> 01:35:28.574]  I probably took about a good 20-30 minutes out of my day to go ahead and read that.
[01:35:28.574 --> 01:35:44.245]  I only read about halfway through it, and now I also heard your report on certain news networks are saying, or certain congressmen are saying that, you know, the public isn't educated enough to understand what's in the memo.
[01:35:44.245 --> 01:35:46.907]  I don't have a high school diploma.
[01:35:46.907 --> 01:35:48.108]  I don't have any type of degree at all.
[01:35:48.712 --> 01:35:52.093]  Reading through that memo, man, are you right dead on.
[01:35:52.093 --> 01:36:07.538]  It definitely doesn't uncover who did what, but definitely uncovers some shadiness where the FISA courts are saying, hey, you know, there's there's certain things you can't be doing and people are just turning away blind eye.
[01:36:07.538 --> 01:36:14.680]  And by God, I really hope something comes out of this because, you know, Trump, Trump's doing a wonderful job in office.
[01:36:14.680 --> 01:36:17.801]  You know, you can't you can't you can take shots at him where you want, but
[01:36:18.800 --> 01:36:23.525]  What he's doing for the economy, what he's doing for the country itself is incredible.
[01:36:23.525 --> 01:36:24.506]  Incredible, man.
[01:36:24.506 --> 01:36:27.709]  I just love every second of it.
[01:36:27.709 --> 01:36:29.551]  The surgeons come back in the economy.
[01:36:29.551 --> 01:36:32.494]  You can just feel it walking around.
[01:36:32.494 --> 01:36:36.919]  You go to a shopping center, it feels like we're coming back to life.
[01:36:38.968 --> 01:36:39.548]  Absolutely.
[01:36:39.548 --> 01:36:41.209]  God bless you and I appreciate your call.
[01:36:41.209 --> 01:36:42.710]  This is just out.
[01:36:42.710 --> 01:36:46.251]  DOJ says the release of the memo would be reckless and dangerous.
[01:36:46.251 --> 01:36:48.112]  They're already saying don't release it this morning.
[01:36:48.112 --> 01:36:49.673]  This is new.
[01:36:49.673 --> 01:36:53.615]  And they're now saying Representative King says memo will be voted on Monday.
[01:36:53.615 --> 01:36:56.036]  What did I say first hour for my sources?
[01:36:56.036 --> 01:36:58.397]  They said it looked like there'd be a vote on Monday.
[01:36:58.397 --> 01:37:00.238]  That's what I got from my congressional source.
[01:37:02.515 --> 01:37:06.296]  And I've got to get Roger Stone on today.
[01:37:06.296 --> 01:37:12.417]  He wasn't scheduled today, but he's got a meeting I'm trying to get him to cancel to come on and get into the news he has on this front.
[01:37:12.417 --> 01:37:25.261]  But to be specific, we came on and said he's got a compendium of info from Secret FISA memo and other things to expose Obama's involvement, McCabe's involvement, the whole illegal thing.
[01:37:25.261 --> 01:37:26.281]  And that's now come out in the news.
[01:37:27.921 --> 01:37:40.725]  Then, Benny goes, I just got a call, they're saying the secret parts or the excise parts of this memo, but this is the general memo, and he said, look at page 15, look at page 19, like the caller said.
[01:37:40.725 --> 01:37:47.827]  By the time he got 20 pages in, it's FISA court saying, hey, this is illegal what you're doing, and you're doing, this is illegal.
[01:37:47.827 --> 01:37:51.468]  The warrant doesn't say you can do this, and the way you got the warrant's bad.
[01:37:51.468 --> 01:37:53.409]  That's the point, it was illegally done.
[01:37:54.807 --> 01:37:56.589]  So we know what's in the memo.
[01:37:56.589 --> 01:38:05.738]  It just further damns them with all the text messages and all the cover-ups and the secret society and the insurance policy and everything.
[01:38:05.738 --> 01:38:07.780]  So what do they do?
[01:38:07.780 --> 01:38:10.062]  They go, Nunes doesn't have anything.
[01:38:10.062 --> 01:38:12.845]  That was Monday.
[01:38:12.845 --> 01:38:17.149]  Then on Tuesday, Adam Schiff goes, okay, but it's too complex for you to understand it.
[01:38:18.308 --> 01:38:21.030]  And now, on Wednesday, they say don't release it.
[01:38:21.030 --> 01:38:24.312]  On Thursday, it's damaging, it's deadly, it's horrible.
[01:38:24.312 --> 01:38:25.092]  No, no, no!
[01:38:25.092 --> 01:38:26.553]  Don't release it, whatever you do!
[01:38:26.553 --> 01:38:28.194]  No, no, no!
[01:38:28.194 --> 01:38:31.696]  And that's what I was told from my sources.
[01:38:31.696 --> 01:38:35.258]  And I'm talking Fox News sources, I'm talking congressional sources.
[01:38:35.258 --> 01:38:37.539]  They've been told Monday, probably.
[01:38:37.539 --> 01:38:39.560]  That's what I said at the start of the show today.
[01:38:39.560 --> 01:38:42.742]  So, there you go, and there's an article just came out.
