[00:00:01.668 --> 00:00:03.073]  We are drugged out!
[01:16:03.234 --> 01:16:06.517]  We have a guy in the White House, I'm not even gonna say his **** name.
[01:16:06.537 --> 01:16:10.180]  It was a defining moment.
[01:16:13.223 --> 01:16:15.084]  It was not just Americans for the world.
[01:16:17.206 --> 01:16:28.396]  And that mother **** was giving a chance to say we're about love and not hate.
[01:16:29.657 --> 01:16:30.198]  And that mother ****
[01:16:31.823 --> 01:16:43.432]  Did not denounce the mother****** Klan, the alt-right, and those Nazi mother******.
[01:16:44.653 --> 01:16:53.419]  It was a defining moment, and he could have said to the world, not the United States, that we were better than that.
[01:16:55.441 --> 01:16:58.423]  The so-called mother****** Creole democracy, that's some bull****.
[01:17:00.698 --> 01:17:08.188]  United States of America was built upon the genocide of native people and slavery.
[01:17:09.810 --> 01:17:14.336]  That is the fabric of the United States of America.
[01:17:15.598 --> 01:17:17.360]  As my broken brother Jay-Z would say,
[01:17:18.172 --> 01:17:18.552]  Facts.
[01:17:37.049 --> 01:17:38.831]  Spike Lee has to come out and say that.
[01:17:39.151 --> 01:17:47.698]  If Spike Lee was to be honest and identify with the successes of Donald Trump, he will literally be, you know, thrown out of the community.
[01:17:47.978 --> 01:17:49.580]  No one would want to watch his movies.
[01:17:49.600 --> 01:17:51.602]  They'll call him an Uncle Tom and a sellout.
[01:17:51.982 --> 01:17:55.665]  So with that mentality, it's very difficult for people who don't
[01:17:55.725 --> 01:17:56.305]  I don't know.
[01:18:14.378 --> 01:18:16.360]  Those are the individuals that go to these rallies.
[01:18:16.400 --> 01:18:17.962]  Those are the individuals that go out and vote.
[01:18:17.982 --> 01:18:20.144]  So I'm disappointed in Spike Lee.
[01:18:20.224 --> 01:18:24.369]  I'm disappointed in Snoop Dogg and these other people who I would consider to be cowards.
[01:18:24.789 --> 01:18:30.115]  I'm disappointed in their approach because they're killing the minds of young people who would otherwise be more successful.
[01:18:30.455 --> 01:18:31.236]  But I'm telling you this.
[01:18:31.836 --> 01:18:32.976]  It is going to change.
[01:18:33.177 --> 01:18:34.197]  The tide is going to turn.
[01:18:34.257 --> 01:18:41.239]  They can only talk stupid and make up lies and be emotional for only so long before the facts are revealed and people start really changing.
[01:18:41.299 --> 01:18:43.800]  I'm telling you, these individual people can see.
[01:18:44.240 --> 01:18:44.900]  They've been there.
[01:18:44.940 --> 01:18:45.800]  They went to the rallies.
[01:18:45.820 --> 01:18:54.083]  And the mainstream tells you one thing, and they have their polls and everything, and they suggest one thing, but the voters come out and do something different.
[01:18:54.363 --> 01:18:57.004]  And I'm telling you, as sure as I'm sitting here, is that
[01:18:57.874 --> 01:18:59.095]  It's going to be a change.
[01:18:59.135 --> 01:19:02.216]  There's a lot of people that do not agree with these mainstream folks.
[01:19:02.576 --> 01:19:07.839]  And when voting time comes, when 2020 comes around, we're going to see a landslide in voting.
[01:19:08.059 --> 01:19:11.161]  They just cannot verbalize it right now because they'll be shunned.
[01:19:11.581 --> 01:19:14.102]  But, you know, I think the cream rises to the top.
[01:19:14.262 --> 01:19:19.365]  Donald Trump should have never been president with all the stuff that they did against him and all of the above.
[01:19:19.645 --> 01:19:22.326]  But see, he's the cream of the crop and he will rise to the top.
[01:19:22.426 --> 01:19:23.387]  And I'll say this one thing.
[01:19:23.707 --> 01:19:34.016]  I watched him at that ceremony where that young lady got killed, that police officer, and he was holding hands with her 90-year-old grandmother and with all of these people showing so much love.
[01:19:34.236 --> 01:19:38.039]  Literally, I started tearing up because of how genuine that man is.
[01:19:38.640 --> 01:19:40.221]  And the world can see that.
[01:19:40.842 --> 01:19:45.226]  And we're going to start, and people are going to start exercising what they see and not what they hear.
[01:19:46.098 --> 01:19:53.702]  Wow, man, you're really making me get tears in my eyes because I can feel it spiritually, this evil spirit of us hating each other and being all afraid.
[01:19:53.782 --> 01:19:57.184]  Trump is, and we together, we're breaking that spirit right now.
[01:20:04.068 --> 01:20:06.670]  You're listening to the Alex Jones Show.
[01:20:26.673 --> 01:20:30.757]  I get whiskey bent, and hell bound.
[01:20:55.396 --> 01:20:57.077]  Article up on Infowars.com.
[01:20:58.198 --> 01:20:59.799]  More powerful info from the president.
[01:21:00.299 --> 01:21:05.323]  Yesterday he said, I'm not going to let all these American haters, the media, sell out the country, the globalists, and bankrupt it.
[01:21:05.523 --> 01:21:06.704]  It's over, you American haters.
[01:21:06.724 --> 01:21:07.545]  You're sick.
[01:21:07.645 --> 01:21:08.245]  You're crazy.
[01:21:08.645 --> 01:21:10.186]  The country makes you wealthy and powerful.
[01:21:10.226 --> 01:21:11.087]  Why are you out to get it?
[01:21:11.127 --> 01:21:11.928]  You're just dumb.
[01:21:14.069 --> 01:21:14.950]  He's back at it again.
[01:21:14.990 --> 01:21:17.191]  A Steve Watson article on Infowars.com.
[01:21:17.251 --> 01:21:18.933]  So critical to get this out.
[01:21:19.893 --> 01:21:22.235]  Trump slams very,
[01:21:24.122 --> 01:21:25.783]  Unpatriotic and fake journalist.
[01:21:26.444 --> 01:21:34.288]  He says, I will not allow our great country to be sold out by anti-Trump haters in the dying newspaper industry.
[01:21:35.549 --> 01:21:46.096]  When the media, driven insane by their Trump derangement syndrome, reveals internal deliberations of our government, it truly puts the lives of many, not just journalists, at risk.
[01:21:46.796 --> 01:21:47.697]  Very unpatriotic.
[01:21:47.797 --> 01:21:52.360]  Freedom of the press also comes with a responsibility to report the news, like the economy.
[01:21:56.374 --> 01:22:01.996]  Over 90% of the media coverage of the administration is negative, despite tremendously positive results we're achieving.
[01:22:02.556 --> 01:22:05.697]  It's no surprise that confidence in the media is at an all-time low.
[01:22:05.717 --> 01:22:09.418]  I will not allow our great country to be sold out by anti-Trump haters.
[01:22:09.958 --> 01:22:20.101]  Yeah, they got the publisher of the New York Times, the owner is Carlos Slim, but they don't have him do it, they have the token New Yorker.
[01:22:22.011 --> 01:22:23.132]  Go, please stop attacking us.
[01:22:23.192 --> 01:22:23.893]  It's very dangerous.
[01:22:23.933 --> 01:22:26.175]  Hell, you punched Trump a million times in the face.
[01:22:26.195 --> 01:22:27.356]  He says you're a bunch of liars.
[01:22:27.376 --> 01:22:29.077]  And you go, how dare you?
[01:22:29.097 --> 01:22:30.598]  I mean, there's no logic there.
[01:22:31.719 --> 01:22:32.860]  Let me get back to the imam.
[01:22:35.282 --> 01:22:37.064]  Because I can show you the imam of Jerusalem.
[01:22:37.124 --> 01:22:38.745]  I can show you top imams in the U.S.
[01:22:38.765 --> 01:22:40.166]  It's not like we're cherry picking here.
[01:22:40.547 --> 01:22:41.287]  And hell, the U.N.
[01:22:41.347 --> 01:22:42.609]  says it's an invasion of Europe.
[01:22:43.509 --> 01:22:45.711]  They're allowed to rape women, do whatever they want.
[01:22:45.771 --> 01:22:46.572]  They don't get in trouble.
[01:22:50.629 --> 01:22:51.909]  But then you criticize it.
[01:22:53.650 --> 01:22:54.930]  In Germany, they arrest you.
[01:22:56.230 --> 01:23:00.511]  Facebook hired former members of the Stasi three years ago to police it.
[01:23:04.152 --> 01:23:08.153]  And Facebook's just selling the idea to Americans with me now and YouTube.
[01:23:08.393 --> 01:23:10.573]  Oh, well, he bullied a baby.
[01:23:10.593 --> 01:23:11.694]  We won't show you the baby.
[01:23:11.974 --> 01:23:12.734]  Won't show you the child.
[01:23:12.774 --> 01:23:13.434]  But he bullied him.
[01:23:14.594 --> 01:23:16.315]  And then he did this and that.
[01:23:16.355 --> 01:23:17.835]  And finally, we just got to ban him.
[01:23:19.076 --> 01:23:21.457]  Other conservatives will go, well, he is a bad guy.
[01:23:21.677 --> 01:23:24.817]  We're going to virtue signal and go along with the dying corporate media.
[01:23:26.078 --> 01:23:26.858]  And then you'll be next.
[01:23:27.138 --> 01:23:27.838]  Which has already happened.
[01:23:29.998 --> 01:23:32.359]  Congressman Gates was sitting there going, well, you're a private corporation.
[01:23:32.419 --> 01:23:33.459]  Google, Facebook, Twitter.
[01:23:33.679 --> 01:23:34.859]  You can censor wherever you want.
[01:23:35.119 --> 01:23:36.740]  Just don't let people threaten to kill Republicans.
[01:23:37.420 --> 01:23:38.680]  They went, this guy's a schmuck.
[01:23:39.300 --> 01:23:40.781]  They totally banned him the next day.
[01:23:41.241 --> 01:23:42.041]  Total shadow ban.
[01:23:42.461 --> 01:23:42.041]  100%.
[01:23:42.481 --> 01:23:44.822]  Then he went, I feel violated!
[01:23:45.942 --> 01:23:46.922]  You feel violated, huh?
[01:23:51.707 --> 01:23:53.408]  Here, let's go back to our little Lee Mom friend.
[01:23:53.669 --> 01:23:54.789]  Then I'll give the number out.
[01:23:54.809 --> 01:23:55.190]  The number's 877-789-2539.
[01:23:55.210 --> 01:23:55.350]  877-789-Alex.
[01:23:55.370 --> 01:23:55.450]  877-789-2539.
[01:23:55.490 --> 01:23:56.211]  First-time callers.
[01:23:56.231 --> 01:23:57.211]  First-time callers.
[01:23:57.251 --> 01:23:57.712]  Good phones.
[01:23:57.752 --> 01:23:59.113]  Love you to call.
[01:23:59.133 --> 01:24:01.034]  On topic of censorship, how do we fight back?
[01:24:11.869 --> 01:24:14.030]  What is it they're planning big ahead of the censorship?
[01:24:14.431 --> 01:24:15.831]  What are they going to pull in the 2018 midterms?
[01:24:15.851 --> 01:24:23.836]  Because internal documents, internal polls, numbers just like I told you last time show that they're not going to retake the House or Senate, but they're going to try.
[01:24:24.517 --> 01:24:27.278]  They're legalizing illegal aliens voting all over the place.
[01:24:27.939 --> 01:24:30.921]  So, something big's coming.
[01:24:30.941 --> 01:24:31.741]  They're making their move.
[01:24:31.761 --> 01:24:32.461]  What do you think it is?
[01:24:32.481 --> 01:24:34.022]  What do you think of all the censorship?
[01:24:34.042 --> 01:24:34.743]  How do we counter it?
[01:24:37.370 --> 01:24:42.534]  877-789-ALEX, 877-789-A-L-E-X, on this Monday, Global Edition.
[01:24:43.114 --> 01:24:48.018]  But right now, let's go back to the EMOM.
[01:24:48.058 --> 01:24:51.121]  The story is on Infowars.com.
[01:24:52.762 --> 01:24:53.743]  Copenhagen, Denmark.
[01:24:54.163 --> 01:25:00.408]  There's another EMOM saying the same stuff out of Stockholm, Sweden, and another one that was, I mean, all these countries are saying it.
[01:25:02.669 --> 01:25:03.050]  EMOM
[01:25:04.551 --> 01:25:05.991]  Well, just hear it from him.
[01:25:06.031 --> 01:25:07.632]  He said, we must conquer all of Europe.
[01:25:07.652 --> 01:25:08.352]  We tried before.
[01:25:08.372 --> 01:25:09.392]  This time we will succeed.
[01:25:09.432 --> 01:25:09.792]  Here it is.
[01:25:12.453 --> 01:25:19.715]  We must have new Ottomans who will enter the Balkans and restore them to the bosom of Islam.
[01:25:19.935 --> 01:25:20.415]  Hit pause.
[01:25:20.995 --> 01:25:25.216]  Because he had over 100 invasions there and got kicked out a couple times.
[01:25:26.505 --> 01:25:38.408]  So, just like Albania was with the Clintons and was allowed to take over a third of Serbia, even though they admit that the Muslims started the war, the Serbs were the bad guys, we heard that on the news, and so here he is.
[01:25:38.528 --> 01:25:38.908]  Continue.
[01:25:40.669 --> 01:25:53.673]  We must have a proud and pious army of believers who will march from North Africa and conquer Rome, Allah willing.
[01:26:03.466 --> 01:26:07.327]  Thus we will be fulfilling our religious duty to jihad for the sake of Allah.
[01:26:07.808 --> 01:26:14.130]  They can put hijabs on all the women too.
[01:26:15.611 --> 01:26:21.493]  In order to glorify his word, to elevate his banner, and to institute his law throughout the world.
[01:26:25.310 --> 01:26:27.511]  Jihad necessitates the conquest of Europe.
[01:26:27.851 --> 01:26:29.792]  Jihad necessitates the conquest of Europe.
[01:26:31.432 --> 01:26:34.813]  The Quran says, fight them until... Back it up, you talk too fast.
[01:26:35.513 --> 01:26:38.254]  Fight them until... Let's have this loving religion of peace.
[01:26:39.454 --> 01:26:44.976]  Fight them until there is no more fitna.
[01:26:45.396 --> 01:26:48.477]  Look up fitna in Arabic for me, and what was the other term?
[01:26:50.154 --> 01:26:51.475]  So no more fitna.
[01:26:51.535 --> 01:26:52.836]  Search engine fitna for me.
[01:26:52.876 --> 01:26:57.539]  Before we go back, let's just definition fitna in Islam.
[01:27:00.061 --> 01:27:03.464]  We'll come back to that in a moment.
[01:27:03.604 --> 01:27:06.226]  Let's continue.
[01:27:06.506 --> 01:27:08.107]  A religion belongs to Allah alone.
[01:27:08.147 --> 01:27:08.547]  Hit pause.
[01:27:08.587 --> 01:27:09.088]  Wait, wait, wait.
[01:27:09.588 --> 01:27:10.088]  Back that up.
[01:27:10.388 --> 01:27:13.311]  I thought we just all live in peace.
[01:27:13.371 --> 01:27:16.733]  You come in and you always let us live in peace, except that isn't true ever.
