[00:00:12.597 --> 00:00:13.960]  Yeah, we're good.
[01:55:42.407 --> 01:55:51.654]  And I'm sick of these people that have no integrity and no soul pointing at me and telling me, can we queue up to close out the broadcast?
[01:55:52.175 --> 01:55:52.935]  If not, it's okay.
[01:55:53.276 --> 01:55:58.500]  That clip I wanted to play, it's Maxine Waters at a rally saying, he's a traitor.
[01:55:58.580 --> 01:55:59.781]  Americans are awake to it.
[01:55:59.821 --> 01:56:05.826]  And you know, Trump's being mean and people are bullying his secretaries.
[01:56:07.651 --> 01:56:11.955]  Oh my God, our forefathers fought Hitler and got killed, but we gotta get booed.
[01:56:11.975 --> 01:56:13.557]  We're so scared, Maxine Waters.
[01:56:13.577 --> 01:56:17.020]  We have the... It's alright.
[01:56:18.021 --> 01:56:20.763]  The point is, the video's on Infowars.com.
[01:56:20.783 --> 01:56:22.184]  It's on PrisonPlanet.com.
[01:56:22.965 --> 01:56:26.528]  And it's just the mindset and the way they operate.
[01:56:26.548 --> 01:56:27.629]  Yeah, there's the article.
[01:56:28.190 --> 01:56:29.771]  And just how stupid it is.
[01:56:29.831 --> 01:56:31.993]  And you wonder, how are people buying into this show?
[01:56:32.814 --> 01:56:40.176]  You've got a bunch of discredited former CIA directors and people that think they run the government saying they're about to remove Trump and threatening his cabinet.
[01:56:40.836 --> 01:56:50.798]  You've got all these people trying to go around and harass and terrorize and make up lies when Trump has fixed Obama's issues with the border that he triggered by saying, come up here.
[01:56:51.279 --> 01:56:55.700]  And then even when Trump says, fine, we'll try to not separate the few percentage of kids that do get separated.
[01:56:55.920 --> 01:57:00.841]  And they double down and say, no, we want totally open borders, which is world government at the end of the country.
[01:57:03.277 --> 01:57:07.578]  So, it's totally clear what's going on, and so it's a choice.
[01:57:07.678 --> 01:57:09.798]  Are you an idiot of these people, or do you want a future?
[01:57:09.818 --> 01:57:19.040]  It's not that me and Trump are perfect, it's that we're pro-human, we want a pro-human future, and we've gone over that crossroads, and the system's calling back saying, hey, are you sure you don't want to come back here?
[01:57:19.720 --> 01:57:21.500]  And I'm like, no, I'm not turning into a pillar of salt.
[01:57:21.681 --> 01:57:23.241]  I'm moving on to the promised land.
[01:57:23.681 --> 01:57:27.922]  It's a long haul, it's not a utopia, but we don't want to be under your control anymore.
[01:57:28.482 --> 01:57:29.182]  It's that simple.
[01:57:30.540 --> 01:57:34.422]  And that's why I'm very, very thankful for all of you and why I appreciate you all because this is history.
[01:57:34.662 --> 01:57:39.544]  And the fact that we're just together talking, the fact that we're here aware of all this, that's the real issue.
[01:57:39.564 --> 01:57:40.985]  They say the journey is the destination.
[01:57:41.886 --> 01:57:43.626]  We're all here together learning the truth together.
[01:57:43.727 --> 01:57:44.447]  That's what's beautiful.
[01:57:52.065 --> 01:57:54.707]  We're going to continue to stand up for America.
[01:57:55.127 --> 01:58:00.251]  We are going to call BS on the mainstream media when they lie.
[01:58:00.931 --> 01:58:03.873]  This is the essence of InfoWars.
[01:58:04.293 --> 01:58:07.816]  This is why your trip to the InfoWars store is so vitally important.
[01:58:08.436 --> 01:58:19.723]  You see, we don't have any right-wing industrialists or multi-billionaires standing in the wings writing big checks to Alex Jones to subsidize our work here at InfoWars.
[01:58:20.343 --> 01:58:31.089]  We have to depend on the individual InfoWarrior, on men and women out there who believe in freedom, who believe in liberty, and believe in the message that we are delivering.
[01:58:31.390 --> 01:58:36.813]  You can support us by going to the InfoWars store and loading up on some of these terrific products.
[01:58:37.153 --> 01:58:40.416]  Take a look at our t-shirts, our books.
[01:58:40.956 --> 01:58:42.378]  It's a 360 win.
[01:58:42.758 --> 01:58:48.063]  When you buy the Super Blue Silver Moon Gargle, you're helping the fight for freedom.
[01:58:48.343 --> 01:58:49.704]  So please go to the site now.
[01:58:50.145 --> 01:58:51.786]  We need your support.
[01:58:52.306 --> 01:58:57.571]  Climb to the top of the food chain with Alpha Power by InfoWars Life.
[01:58:58.312 --> 01:58:59.533]  For those who want to increase
