[00:00:00.109 --> 00:00:01.310]  Agenda 2030.
[01:01:23.801 --> 01:01:29.204]  That came out days ago, and the FBI is now blocking congressional subpoenas for more documents.
[01:01:29.785 --> 01:01:33.787]  The FBI refuses to give Congress informant follow-up.
[01:01:33.807 --> 01:01:35.488]  Biden took bribes as vice president.
[01:01:35.709 --> 01:01:40.712]  We have the damn recordings and his text messages talking about the payments, talking about the bribes.
[01:01:41.032 --> 01:01:42.273]  It's all open and shut.
[01:01:45.715 --> 01:01:50.218]  But they're setting the precedent to commit whatever crime they want, whenever they want.
[01:01:51.448 --> 01:01:52.269]  However they want.
[01:01:53.391 --> 01:01:58.520]  And we are supposed to just sit here and absolutely take it.
[01:02:00.100 --> 01:02:01.320]  But don't let them break your will.
[01:02:01.340 --> 01:02:05.021]  This is about you giving up, about it being so overwhelming you think you can't stop it.
[01:02:05.302 --> 01:02:07.042]  They're turning the whole world off to what they're doing.
[01:02:07.462 --> 01:02:10.503]  People are having really awakenings of conscience.
[01:02:11.103 --> 01:02:13.624]  More information is coming out, and they are grinding to a halt.
[01:02:14.004 --> 01:02:15.285]  They're imploding the universities.
[01:02:15.305 --> 01:02:16.765]  They're destroying the blue cities.
[01:02:17.265 --> 01:02:22.327]  They're destroying the borders, doing everything they can to bring us down because they believe they'll be on top of that collapse.
[01:02:23.367 --> 01:02:29.349]  But in the end, the pit they've dug for us will be the pit that they themselves fall into.
[01:02:30.498 --> 01:02:33.459]  Now, I want to get into the manipulation of statistics.
[01:02:33.499 --> 01:02:34.360]  We all know they do it.
[01:02:36.741 --> 01:02:41.623]  But starting with J. Edgar Hoover and his problems, modern statistics began to be kept.
[01:02:41.643 --> 01:02:45.945]  And he was one of the top statisticians in the world, at least the system he set up was.
[01:02:46.865 --> 01:02:48.826]  And you could really go off FBI statistics.
[01:02:50.307 --> 01:02:51.927]  Cities famously would cover up crime.
[01:02:52.228 --> 01:02:53.828]  The FBI would give you a pretty accurate number.
[01:02:54.949 --> 01:02:57.510]  No statistics perfect, but they were seen as some of the best numbers in the world.
[01:02:58.749 --> 01:03:01.031]  By insurance companies, you name it, who have to bet on those numbers.
[01:03:01.812 --> 01:03:11.520]  Well, starting two and a half years ago when Biden stole the election and got in, they started manipulating numbers and not counting numbers, but now they've ordered the FBI not to use crime statistics.
[01:03:11.560 --> 01:03:15.163]  Well, you use crime statistics to know where crime's happening and how to stop it.
[01:03:15.183 --> 01:03:15.963]  I mean, everybody knows that.
[01:03:16.504 --> 01:03:18.966]  This is, again, beyond defunding the police.
[01:03:20.316 --> 01:03:23.218]  And it's bigger than just censoring us and surveilling us.
[01:03:23.298 --> 01:03:26.680]  It's about censoring the reality of what's going on to feed us lies.
[01:03:26.700 --> 01:03:32.563]  We're going to come back, talk about that, and then Owen Schroyer joins us from the Texas-Mexico border straight ahead.
[01:03:33.444 --> 01:03:34.244]  Please share the link.
[01:03:34.484 --> 01:03:35.385]  You are the Paul Reveres.
[01:03:36.065 --> 01:03:37.126]  Band.video.
[01:03:37.166 --> 01:03:37.746]  We'll be right back.
[01:03:38.787 --> 01:03:42.009]  Yes, every free nation on earth, and there's not many, is under attack.
[01:03:42.109 --> 01:03:48.072]  Yes, the corporations see us as animals that are coming after our very lives.
[01:03:49.795 --> 01:03:53.077]  But humanity is waking up now more than ever.
[01:03:54.258 --> 01:03:55.278]  All right, here's the article.
[01:03:55.318 --> 01:03:58.620]  It's on Infowars.com from InformationLiberation.com.
[01:03:59.140 --> 01:04:05.384]  DOJ seeks to ban FBI agents from using crime stats in law enforcement.
[01:04:06.084 --> 01:04:13.909]  Attorney General Merrick Garland wants to ban FBI agents from using crime statistics to guide or inform law enforcement activities.
[01:04:14.946 --> 01:04:21.770]  The Daily Caller exclusive DOG proposal would ban FBI agents from using community crime statistics in law enforcement doc shows.
[01:04:22.490 --> 01:04:34.296]  A Justice Department draft proposal for updated anti-discrimination guidelines would prevent FBI agents and other federal law enforcement from using crime statistics in law enforcement activities, documents obtained exclusively from the Daily Caller show.
[01:04:34.776 --> 01:04:41.500]  Now there's obviously a thousand angles to this, but imagine not being able to have crime maps of where to put police.
[01:04:43.401 --> 01:04:49.617]   I mean, Again, ladies and gentlemen, this is about total information control.
[01:04:49.697 --> 01:04:54.199]  Not just censorship of you, but censorship of the real data that can be put in computers.
[01:04:54.899 --> 01:04:56.700]  These are the people programming the AI.
[01:04:57.360 --> 01:04:58.281]  It's why it's so woke.
[01:05:01.329 --> 01:05:01.890]  So dangerous.
[01:05:01.910 --> 01:05:07.394]  The documents were provided by a source familiar with the proceedings who requested anonymity due to fear of professional retaliation.
[01:05:07.414 --> 01:05:10.536]  Again, the good news is tens of thousands of whistleblowers now.
[01:05:11.117 --> 01:05:21.765]  The DOJ's new policy would expand restrictions against the use of protected characteristics in law enforcement activities, including the use of facially neutral factors as proxy.
[01:05:21.925 --> 01:05:25.688]  That's why the media, when a brown person commits a crime, won't say what color they were.
[01:05:25.908 --> 01:05:28.070]  We're looking for a man, but we won't say what color he is.
[01:05:28.090 --> 01:05:30.672]  If it's a white guy, they say it's a white guy, but they won't if they're black.
[01:05:32.128 --> 01:05:48.614]  For certain protected characteristics, FBI agents and other federal law enforcement officers would be banned from using a person's actual or perceived race, ethnicity or gender, nationality, national origin, religion, sexual orientation, sexual characteristics, disability status, or gender identity in any degree the documents show.
[01:05:48.915 --> 01:05:59.999]  So, if it's literally a black or brown person who just robbed a bank and you have 10 witnesses, they cannot put out in an APB that it's a 6'2 black man wearing a purple shirt.
[01:06:01.980 --> 01:06:03.841]  Now, you've already seen the media do this for decades.
[01:06:03.861 --> 01:06:09.824]  You've already seen it build a crescendo, but now it's being codified into the documents that the Daily Caller got.
[01:06:09.864 --> 01:06:11.205]  In fact, I meant to print those documents.
[01:06:11.565 --> 01:06:16.227]  You guys linked through and printed me the documents, so I forgot this morning when I sent you to do that.
[01:06:16.247 --> 01:06:21.270]  A specific example cited in the document is high crime areas typically subject to aggressive law enforcement.
[01:06:21.910 --> 01:06:29.714]  Directly or indirectly using protective characteristics to find suspects reflects and invites bias, making it prohibited by the proposed DOJ guidelines.
[01:06:31.360 --> 01:06:35.562]  They go on to say tattoos that certain groups like to have.
[01:06:35.642 --> 01:06:36.302]  Don't look at that.
[01:06:36.342 --> 01:06:37.343]  So MS-13.
[01:06:38.463 --> 01:06:45.887]  Officers and agents should not use statistics about arrest rates, particular communities, when making decisions about where and how to focus on their activities.
[01:06:46.167 --> 01:06:55.432]  So let's not tell officers when they're being told to serve warrants by a federal or state court, this is the most dangerous zone in the city or the state.
[01:06:56.392 --> 01:06:58.193]  This is where the most police get shot.
[01:06:59.997 --> 01:07:02.199]  Two police officers got killed here last week.
[01:07:02.700 --> 01:07:08.706]  You're not supposed to say that when you go into this no-go zone, Islamic area, whatever it is, that's like in Europe.
[01:07:10.568 --> 01:07:12.670]  England did this like, what, the UK did this a few years ago.
[01:07:12.690 --> 01:07:14.932]  They said, we're banning statistics in these areas.
[01:07:14.952 --> 01:07:20.718]  Because it came out that 98% of the kidnappings and rapes were being done by Asian men.
[01:07:22.168 --> 01:07:26.509]  But they weren't Asian men, they were Pakistani men who do it as a business.
[01:07:26.529 --> 01:07:37.393]  And I'm not saying all Pakistanis do this, but it's a fact that they don't respect women as a culture on average, and that sex trade goes on there, and that the majority in many towns, 90 plus percent, was Pakistani men.
[01:07:37.653 --> 01:07:38.953]  It wasn't Saudi Arabian men.
[01:07:40.034 --> 01:07:41.194]  It wasn't all the Muslims doing it.
[01:07:41.654 --> 01:07:42.795]  It was Pakistani men.
[01:07:43.175 --> 01:07:43.935]  As a business.
[01:07:46.096 --> 01:07:46.856]  As a business.
[01:07:49.992 --> 01:07:51.253]  So, it just goes on.
[01:07:51.273 --> 01:07:52.514]  That is propaganda.
[01:07:52.534 --> 01:07:53.315]  That is brainwashing.
[01:07:53.335 --> 01:07:53.955]  And look at this.
[01:07:53.816 --> 01:07:58.936]   and unreliable and using them reproduces the very discrimination the DOJ policy
[01:07:58.936 --> 01:08:06.296]   is designed to eliminate. The documents continue. That is propaganda. That is
[01:08:06.296 --> 01:08:11.006]  brainwashing. And look at this, another article on Infowars.com.
[01:08:11.006 --> 01:08:15.945]   Elites manufacture hate crimes as pretext for mass spying, blacklist,
[01:08:15.945 --> 01:08:27.547]   and They say in these documents, whether it's in New Zealand, Germany, or the U.S., all the same ADL propaganda, that white people committing racial crimes is the number one crime.
[01:08:27.947 --> 01:08:29.589]  When you go to the statistics, they won't give it to you.
[01:08:29.789 --> 01:08:31.049]  And of course, it's all made up in lies.
[01:08:32.590 --> 01:08:35.472]  But in two and a half years, we haven't gotten new statistics because Biden's blocked them.
[01:08:35.712 --> 01:08:37.874]  But up until two and a half years ago, we had the statistics.
[01:08:39.531 --> 01:08:42.213]  But I'll ask everybody out there, it's not about tackling anybody.
[01:08:44.775 --> 01:09:01.906]  Do you really believe white people, per capita, per 10 white people versus 10 black people, per 1,000 white people versus 10,000 black people, do we really believe the FBI that the majority of crime per capita is committed by white people and that it's racially motivated?
[01:09:02.166 --> 01:09:03.988]  That is preposterous!
[01:09:08.090 --> 01:09:08.531]  I'll say it.
[01:09:09.855 --> 01:09:10.575]  Go around the country.
[01:09:12.596 --> 01:09:22.101]  Most of the white people that are young and of the age to be committing crimes are video game heads and couldn't pick up a bowling ball with both hands.
[01:09:22.822 --> 01:09:38.730]  The idea that there is a scourge of white people running around raping, murdering, and killing black people is preposterous, but they're blocking the numbers and putting out fake numbers that it is an epidemic and the number one crime in America is a wave of white supremacist killings.
[01:09:40.080 --> 01:09:44.966]  Yeah, last year or two years ago, some lunatic went into a black grocery store and killed a bunch of people.
[01:09:45.667 --> 01:09:49.572]  Terrible person, working with FBI informants and former feds and all this.
[01:09:49.632 --> 01:09:50.272]  I mean, it's terrible.
[01:09:50.813 --> 01:09:56.540]  You had a guy five, six, seven years ago, whatever it was, go into that church in South Carolina and kill a bunch of black people.
