[00:00:00.029 --> 00:00:00.509]  Guess what?
[01:05:14.981 --> 01:05:18.563]  We've had fields set fire around my home.
[01:05:18.643 --> 01:05:27.407]  Just the other day, I went live with a fire that broke out just a few yards from my house spontaneously in the middle of the day.
[01:05:27.767 --> 01:05:30.269]  On that particular day, the alarms went off.
[01:05:30.609 --> 01:05:32.290]  Chinook helicopters came in.
[01:05:32.550 --> 01:05:37.510]   We got text messages, so it's almost like, like see, we can, we, they're trying to show
[01:05:37.510 --> 01:05:41.350]   that they're competent now, but back when the big fire broke out
[01:05:41.350 --> 01:05:45.530]   and there was multiple fires, it wasn't just a fire in Kula that broke out,
[01:05:45.530 --> 01:05:48.909]   but also a fire in the Haina, but there was multiple different places
[01:05:48.909 --> 01:05:50.589]  where this thing broke out.
[01:05:50.589 --> 01:05:54.470]   On that particular day, everything that could have gone wrong went wrong.
[01:05:54.317 --> 01:05:56.778]  For example, there was no sirens.
[01:05:57.138 --> 01:06:00.659]  Hawaii has the most sophisticated siren system.
[01:06:01.059 --> 01:06:02.060]  It did not go off.
[01:06:02.380 --> 01:06:10.563]  And they tried to spin it by saying that we're trained as the people here to run uphill because it's a tsunami warning.
[01:06:10.643 --> 01:06:12.383]  But their own website says it's not.
[01:06:12.423 --> 01:06:13.423]  It's for emergencies.
[01:06:13.944 --> 01:06:18.065]  And when the alarm goes off, you're supposed to tune in to find out what the danger is and act accordingly.
[01:06:18.545 --> 01:06:22.687]  But to this day, they haven't retracted their statement that's saying it's for tsunamis only.
[01:06:23.107 --> 01:06:26.308]  Even if it was, people would not run uphill into a fire.
[01:06:26.728 --> 01:06:28.809]  So the sirens did not go off.
[01:06:29.209 --> 01:06:32.950]  The text messages, we received text messages all the time for emergencies.
[01:06:33.230 --> 01:06:35.871]  Those text messages also were not sent out.
[01:06:36.752 --> 01:06:42.034]  And we were able to receive text messages throughout this entire breakdown of communication.
[01:06:42.294 --> 01:06:43.734]  Text messages always worked.
[01:06:43.774 --> 01:06:45.895]  We could never respond to them.
[01:06:46.335 --> 01:06:47.756]  But the text messages didn't go out.
[01:06:48.076 --> 01:06:51.899]  There was water was not provided in the area of the fire.
[01:06:51.939 --> 01:07:01.045]  I have eyewitness accounts of people that came home that morning and they couldn't take a shower or they couldn't turn on their washer at home because there was no water.
[01:07:01.846 --> 01:07:12.055]  So the firemen had no water to fight this fire, and then they try to say it was because of some kind of water rights issue, which is ridiculous because either the water works or the water doesn't work.
[01:07:12.075 --> 01:07:13.316]  So why was the water turned off?
[01:07:13.656 --> 01:07:17.139]  That day at 4.30 in the morning, there was no power.
[01:07:17.739 --> 01:07:20.482]  Power was turned off on the entire west side of Maui.
[01:07:20.942 --> 01:07:28.969]  So later on in the day, you'll find out they were trying to redirect cars around downed power lines as if the downed power lines were dangerous because of electricity.
[01:07:29.289 --> 01:07:36.492]  But there's no electricity running through those downed power lines, so they could have quickly, you know, moved those poles or sawed them or done something.
[01:07:36.812 --> 01:07:43.715]  But instead, you saw people getting corralled, literally, into the town of Lahaina in the direct path of the fire.
[01:07:44.075 --> 01:07:46.576]  And that is irrefutable.
[01:07:47.237 --> 01:07:48.557]  I have many, many accounts.
[01:07:48.597 --> 01:07:51.738]  And I don't mean to interrupt you, but you're the expert, but I've been following this very closely.
[01:07:51.758 --> 01:07:55.060]  Some of the main power lines out on the highway were turned off.
[01:07:56.067 --> 01:08:03.696]  But the particular power lines in the town, we've seen the footage, and they've admitted, even the Wall Street Journal and the Washington Post, that indeed they left those on.
[01:08:03.996 --> 01:08:05.959]  We've seen those falling down and starting fires.
[01:08:06.319 --> 01:08:07.541]  So can you explain that to us?
[01:08:09.096 --> 01:08:29.007]  Well I can only go from what I've heard personally and talking to people is that the power was lost at 4.30, the morning of the fire, 4.30am by other people that have reported that there were certain, I guess there's websites where you can see where there was pulsing, there was different pulsing through the electrical system, but we did not have any power.
[01:08:29.747 --> 01:08:39.790]  The silver lining in all this is because there was no power, the restaurants were closed that morning, the shops were closed that morning because no one could obviously transact business.
[01:08:39.830 --> 01:08:48.432]  So, in a sense, that was a godsend because the Lahaina town wasn't full of all the normal hustle and bustle because there was no power that morning.
[01:08:48.672 --> 01:08:50.453]  There was definitely no cell communication.
[01:08:50.493 --> 01:08:54.254]  You could not call anybody, you could not get on the internet that morning.
[01:08:54.654 --> 01:08:58.774]  It was a complete communications blackout.
[01:08:58.774 --> 01:09:03.413]   And then on top of it, you have absolutely no support on the ground from people going
[01:09:03.413 --> 01:09:05.654]  door to door, knocking or bullhorns.
[01:09:05.654 --> 01:09:08.974]  The people were warned by word of mouth.
[01:09:09.017 --> 01:09:14.919]  The only warning that they had with this blowtorch coming at them was word-of-mouth warning.
[01:09:15.279 --> 01:09:23.921]  Also, I noticed at 1030 in the morning a massive black cloud of smoke that looked like the 9-11 towers.
[01:09:24.402 --> 01:09:30.123]  And so there was a small brush fire that occurred that morning and a message went out for that saying 100% contained.
[01:09:31.884 --> 01:09:36.889]  So they actually put everybody at rest saying that the fire was contained that morning.
[01:09:37.189 --> 01:09:42.694]  So there was even misinformation happening trying to make people feel like they were safe when in fact they weren't.
[01:09:43.415 --> 01:09:51.743]  But the fact that people were guided into the fire and then got trapped and were going in circles in this small little Lahaina town, it's incomprehensible.
[01:09:51.763 --> 01:09:57.188]  Alright, I want to keep making your points but let's walk through this.
[01:09:59.221 --> 01:10:02.284]  The government is now saying only some of the power was turned off.
[01:10:02.324 --> 01:10:06.027]  The Washington Post is reporting that it wasn't turned off.
[01:10:06.127 --> 01:10:12.933]  I'm not wedded to the idea that power lines did it, even though we have footage of power lines falling and causing fires and transformers blowing up.
[01:10:13.914 --> 01:10:14.814]  But clearly...
[01:10:15.595 --> 01:10:17.636]  Something massive burned that town down.
[01:10:18.076 --> 01:10:20.077]  I'm not poo-pooed directed energy weapons.
[01:10:20.117 --> 01:10:20.857]  I know they're real.
[01:10:21.257 --> 01:10:23.378]  Like one of the biggest bases of them is based in Maui.
[01:10:23.798 --> 01:10:27.900]  They could have drones go up and do it and no humans could be involved other than those that launched the attack.
[01:10:28.600 --> 01:10:33.282]  But regardless, for folks that don't know, we'll pull up a map of Lahaina.
[01:10:35.720 --> 01:10:37.321]  They're in Maui.
[01:10:37.361 --> 01:10:39.481]  They're in what, Western Maui.
[01:10:40.602 --> 01:10:48.484]  Describe the roads coming in for people and what has now been confirmed that police blocked both sides of the main road.
[01:10:48.524 --> 01:10:51.806]  I guess that's Front Street coming through the town from the west and the east.
[01:10:52.106 --> 01:10:52.726]  Is that accurate?
[01:10:54.315 --> 01:10:58.199]  Yeah, so if you look at a map, you'll see that there's basically two different highways.
[01:10:58.219 --> 01:11:02.343]  You have the bypass that comes down and dumps into the north.
[01:11:02.383 --> 01:11:04.746]  We're about the middle part of Lahaina.
[01:11:05.066 --> 01:11:06.347]  That's called the bypass.
[01:11:06.367 --> 01:11:08.730]  They just opened that, you know, four or five years ago.
[01:11:08.750 --> 01:11:12.449]   And then you have the old highway, which is the Honopidilani Highway.
[01:11:12.449 --> 01:11:16.569]   And then on the other side of that, to the west of that, you have basically the town
[01:11:16.569 --> 01:11:17.569]  of Lahaina.
[01:11:17.569 --> 01:11:21.769]   And you've got a number of side streets, but you have Front Street, the world famous Front
[01:11:21.769 --> 01:11:25.729]   Street that's sort of like the PCH, it runs right up the coast.
[01:11:25.729 --> 01:11:30.969]   So ultimately, as people were trying to get in, to just get through town,
[01:11:30.981 --> 01:11:31.922]  Go around town.
[01:11:31.962 --> 01:11:33.483]  They try to go up the bypass.
[01:11:33.523 --> 01:11:34.744]  They're trying to leave town.
[01:11:35.064 --> 01:11:36.125]  They got turned around.
[01:11:36.185 --> 01:11:38.127]  The bypass was closed, so you couldn't.
[01:11:38.387 --> 01:11:40.769]  So if you were leaving town, you just got turned right back around.
[01:11:41.129 --> 01:11:44.992]  If you tried to go south on the highway, you got turned.
[01:11:45.212 --> 01:11:47.914]  Everyone got routed into the town of Lahaina.
[01:11:47.974 --> 01:12:00.963]   And once you got into Lahaina proper, as if you tried to leave to the north or to the south or any of the side streets, Ed Cheney, many different witnesses said that there's two police cars that would block that.
[01:12:01.323 --> 01:12:04.065]  The owners of Island Lock and Safety were just in my home the other day.
[01:12:04.085 --> 01:12:13.710]  They also basically testified to that everywhere you tried to leave, you just kept getting routed back into it under the guise of downed power lines.
[01:12:13.770 --> 01:12:18.292]  However, looking at some of this footage, you can see there was a clear path to the north.
[01:12:18.312 --> 01:12:19.893]  There was a clear path to the south.
[01:12:20.493 --> 01:12:27.617]  And on top of it, the cars that were coming into Lahaina, they didn't block the traffic like, you know, a mile or two away, preventing this.
[01:12:27.877 --> 01:12:41.484]  They had a small blockade and they were allowing this traffic to come into Lahaina because people were trying to get to their kids, they're trying to get to their houses, they're concerned, but they were allowing essentially a traffic jam very close to the north end of Lahaina.
[01:12:41.805 --> 01:12:53.411]   And then on top of it, the people that were coming down to the south, they were getting routed into a neighborhood called Wahikuli that later on burned But they weren't turning people around to go back to the north.
[01:12:53.732 --> 01:12:57.234]  They were putting them into another neighborhood that was getting ready to burn.
[01:12:57.254 --> 01:13:14.726]  So the traffic control during this disaster is incomprehensible that there could be that level of incompetence basically directing people into the path of something extremely dangerous, extremely hot burning, and just a force of nature that we've never seen before.
[01:13:18.103 --> 01:13:20.545]  Now we've still got about six and five minutes to break.
[01:13:20.685 --> 01:13:24.488]  Let's let's talk about something you just mentioned a few minutes ago.
[01:13:26.270 --> 01:13:33.896]  You live there on the edge of town and where you're staying you're saying suddenly fires out of nowhere.
[01:13:34.923 --> 01:13:37.384]  There's no power lines, there's no people, right around your house.
[01:13:37.965 --> 01:13:40.046]  And obviously you're a very outspoken person.
[01:13:40.786 --> 01:13:47.871]  We have weird leftists showing up harassing reporters that are on The War Room with Steve Bannon.
[01:13:48.591 --> 01:13:51.793]  Other reporters are having weird Antifa-type dudes in black show up.
[01:13:52.293 --> 01:13:55.795]  They know where they are, and they threaten them to stop covering it.
[01:13:55.815 --> 01:13:57.876]  We're going to show footage when we come back of you getting manhandled.
[01:13:58.197 --> 01:13:59.738]  There's a 12-mile exclusion zone.
[01:13:59.758 --> 01:14:05.725]   They're putting up big black Divider fences up all around the town.
[01:14:06.205 --> 01:14:10.428]  They don't want people on record, even mainstream media, showing the damage.
[01:14:10.708 --> 01:14:12.689]  So something's being covered up here.
[01:14:12.989 --> 01:14:17.973]  You're there showing cars that are 100 yards from anything, even a fire, that are burned up.
[01:14:18.413 --> 01:14:20.754]  And that does lean towards directed energy or something.
[01:14:20.934 --> 01:14:21.695]  I can't deny it.
[01:14:22.475 --> 01:14:24.176]  And so maybe it's a mix of these things.
[01:14:24.777 --> 01:14:26.018]  But you talked about arson.
[01:14:26.958 --> 01:14:27.799]  Here it is, BBC.
[01:14:29.295 --> 01:14:31.916]  Grease wildfires, 79 people arrested for arson.
