[00:00:00.000 --> 00:00:00.500]  [BEEP]
[00:58:20.802 --> 00:58:23.843]  Defense, of course, is a prerequisite, and I stand for it.
[00:58:23.883 --> 00:58:24.303]  I promote it.
[00:58:24.624 --> 00:58:27.465]  But we should not offensively launch any attacks.
[00:58:27.545 --> 00:58:46.786]   In fact, we should work Incredibly hard in the information war with the truth to expose the enemies of freedom and to engage in civil disobedience, to sue them, to legally and lawfully surveil them, to track them, and to really spotlight these cockroaches, as Ted Nugent says.
[00:58:47.327 --> 00:58:52.693]  So I want to thank you all for your support over the years, for letting us be one of the biggest spotlights out there against tyranny.
[00:58:53.033 --> 00:58:56.077]  The globalists recognize we're one of the most powerful forces against them.
[00:58:56.577 --> 00:59:01.042]  We together, the viewers, the listeners, my crew, our guests, myself, all of us are a family.
[00:59:01.483 --> 00:59:02.985]  And we can't do this without you.
[00:59:03.405 --> 00:59:08.230]  So much of what we warned of has come true exactly as we said the enemy would carry it out.
[00:59:08.971 --> 00:59:13.954]  But now we certainly don't want the rest of the globalist plan to be put into place just to prove I'm right.
[00:59:14.335 --> 00:59:15.656]  We want to stop it now.
[00:59:16.016 --> 00:59:23.001]  How much of their program do you have to see manifest in your face before you realize that only resistance will save us?
[00:59:23.661 --> 00:59:25.822]   Only through God's Intervention.
[00:59:26.463 --> 00:59:27.963]  Will we be set free from this?
[00:59:28.003 --> 00:59:29.624]  But God wants to see us take action.
[00:59:30.284 --> 00:59:31.725]  So please spread the word about the broadcast.
[00:59:31.765 --> 00:59:32.605]  Please spread the broadcast.
[00:59:32.885 --> 00:59:35.566]  And please go to MFORESTORE.COM right now.
[00:59:35.946 --> 00:59:38.627]  So many great products are back in stock and discounted.
[00:59:38.847 --> 00:59:42.089]  BrainForce Plus, BrainForce Ultra together, 50% off.
[00:59:42.449 --> 00:59:44.710]  And so much more at MFORESTORE.COM.
[00:59:44.950 --> 00:59:46.250]  And I thank you for your support.
[00:59:46.290 --> 00:59:48.911]  Now please go to MFORESTORE.COM and get great products.
[00:59:49.091 --> 00:59:50.112]  We'll keep fitness on the air.
[00:59:50.152 --> 00:59:52.152]  I'm counting on you.
[00:59:52.152 --> 00:59:54.152]  [Music]
[00:59:54.152 --> 00:59:56.152]  [Music]
[00:59:56.152 --> 00:59:58.152]  [Music]
[00:59:58.152 --> 01:00:00.152]  [Music]
[01:00:00.152 --> 01:00:02.152]  [Music]
[01:00:02.152 --> 01:00:04.152]  [Music]
[01:00:04.152 --> 01:00:06.152]  [Music]
[01:00:06.152 --> 01:00:08.152]  [Music]
[01:00:08.152 --> 01:00:12.152]   And it's time for humanity to stand up in the info war and say
[01:00:12.152 --> 01:00:16.152]   I don't know what's going to happen at the end of this but you want to fight, you better believe
[01:00:16.152 --> 01:00:18.152]  you've got one!
[01:00:18.152 --> 01:00:25.152]   From the front lines of the Information War, it's Alex Jones.
[01:00:25.152 --> 01:00:43.152]  [Music]
[01:00:43.152 --> 01:00:44.911]  [MUSIC PLAYING]
[01:00:44.931 --> 01:00:48.673]  Master Windu, I take it General Grievous has been destroyed then?
[01:00:50.193 --> 01:00:52.234]  I must say you're here sooner than expected.
[01:00:53.295 --> 01:00:58.248]   In the name of the Galactic Senate of the Republic, You're under arrest, Chancellor.
[01:00:58.788 --> 01:01:00.869]  Are you threatening me, Master Jedi?
[01:01:01.329 --> 01:01:02.749]  The Senate will decide your fate.
[01:01:03.510 --> 01:01:05.390]  I am the Senate.
[01:01:05.450 --> 01:01:06.850]  Not yet.
[01:01:06.850 --> 01:01:14.650]  It's treason, then.
[01:01:15.650 --> 01:01:17.650]  (SCREAMING)
[01:01:18.650 --> 01:01:20.650]  (GRUNTING)
[01:01:21.649 --> 01:01:23.649]  (SCREAMING)
[01:01:24.649 --> 01:01:26.649]  (GUNSHOTS)
[01:01:26.649 --> 01:01:28.649]  (GROANING)
[01:01:28.649 --> 01:01:50.650]  (GRUNTING)
[01:01:50.650 --> 01:01:52.650]  (GUNSHOTS)
[01:01:52.650 --> 01:01:54.650]  (GROANING)
[01:01:55.650 --> 01:01:57.650]  (SCREAMING)
[01:01:58.650 --> 01:02:00.650]  (GROANING)
[01:02:01.650 --> 01:02:03.650]  (GROANING)
[01:02:04.650 --> 01:02:06.650]  (SCREAMING)
[01:02:06.650 --> 01:02:08.650]  (SCREAMING)
[01:02:08.650 --> 01:02:10.650]  (SCREAMING)
[01:02:10.650 --> 01:02:12.650]  (GRUNTING)
[01:02:13.650 --> 01:02:15.650]  (GRUNTING)
[01:02:15.650 --> 01:02:41.650]  (GRUNTING)
[01:02:41.650 --> 01:02:43.650]  (GRUNTING)
[01:02:43.650 --> 01:02:45.650]  (GRUNTING)
[01:02:45.650 --> 01:02:47.650]  (GRUNTING)
[01:02:48.650 --> 01:02:50.650]  (ROARING)
[01:02:50.650 --> 01:02:53.309]  (ominous music)
[01:02:53.878 --> 01:02:56.559]  You are under arrest, my lord.
[01:02:56.579 --> 01:03:01.782]  Anakin, I told you it would come to this.
[01:03:01.822 --> 01:03:02.343]  I was right.
[01:03:03.283 --> 01:03:04.624]  The Jedi are taking over!
[01:03:05.244 --> 01:03:07.345]  The oppression of the Sith will never return.
[01:03:08.006 --> 01:03:09.306]  You have lost.
[01:03:09.326 --> 01:03:10.547]  No.
[01:03:10.407 --> 01:03:11.407]  No...
[01:03:11.407 --> 01:03:12.907]  No...
[01:03:12.907 --> 01:03:13.907]  No...
[01:03:13.907 --> 01:03:14.907]  You are...
[01:03:14.907 --> 01:03:15.907]  No!
[01:03:15.907 --> 01:03:20.407]  You traitor!
[01:03:21.204 --> 01:03:22.325]  He is the traitor!
[01:03:22.345 --> 01:03:29.551]  I have the power to save the ones you love!
[01:03:30.912 --> 01:03:32.373]  You must choose!
[01:03:33.955 --> 01:03:35.916]  Don't listen to him, Anakin!
[01:03:37.918 --> 01:03:39.680]  You better kill me!
[01:03:43.483 --> 01:03:45.325]  I can't hold it any longer!
[01:03:47.395 --> 01:04:02.206]  I... I... I... I can't... I... I... I can't hold on any longer.
[01:04:02.866 --> 01:04:05.448]  I am going to end this once and for all.
[01:04:06.149 --> 01:04:06.649]  You can't.
[01:04:08.270 --> 01:04:09.371]  He must stand trial.
[01:04:10.748 --> 01:04:12.990]  He has control of the Senate and the courts.
[01:04:13.350 --> 01:04:15.312]  He's too dangerous to be left alive.
[01:04:15.772 --> 01:04:17.153]  I'm too weak.
[01:04:17.574 --> 01:04:18.835]  Oh, don't kill me.
[01:04:19.355 --> 01:04:19.876]  Please.
[01:04:19.976 --> 01:04:21.277]  It's not the Jedi way.
[01:04:22.378 --> 01:04:23.099]  He must live!
[01:04:23.119 --> 01:04:27.102]  Please, don't.
[01:04:27.863 --> 01:04:28.543]  I need him!
[01:04:28.603 --> 01:04:30.845]  Please, don't!
[01:04:31.025 --> 01:04:32.025]  No!
[01:04:32.025 --> 01:04:59.025]  Well, there's Merrick Garland and the indictments of Trump.
[01:04:58.787 --> 01:04:59.627]  Ah.
[01:04:59.627 --> 01:05:02.267]  [BLANK_AUDIO]
[01:05:02.267 --> 01:05:12.267]  [MUSIC]
[01:05:12.267 --> 01:05:22.267]  [MUSIC]
[01:05:23.034 --> 01:05:26.915]  And so, you know, I try to exercise, eat well, take good vitamins.
[01:05:26.975 --> 01:05:32.176]  But the one thing that I have really found that makes a difference is brain force.
[01:05:32.536 --> 01:05:40.198]  I'll take brain force in the morning right before I go to my computer and I'm good for the next four or five hours writing a whole lot of stuff.
[01:05:40.238 --> 01:05:45.880]  So it really is true that brain force is something I use every day and it helps me with my writing.
[01:05:46.440 --> 01:05:47.042]  All right, we love you.
[01:05:47.082 --> 01:05:47.643]  We'll be right back.
[01:05:47.683 --> 01:05:52.712]  Get your BrainForce Plus, BrainForce Ultra, and TurboForce at InfowarStore.com.
[01:05:52.552 --> 01:05:54.552]  We'll be right back with our number two.
[01:05:54.552 --> 01:05:57.552]  [MUSIC PLAYING]
[01:05:57.552 --> 01:06:00.552]  [MUSIC PLAYING]
[01:06:01.552 --> 01:06:04.552]  [MUSIC PLAYING]
[01:06:05.552 --> 01:06:08.552]  [MUSIC PLAYING]
[01:06:08.552 --> 01:06:14.552]  [MUSIC PLAYING]
[01:06:14.552 --> 01:06:26.552]  [MUSIC PLAYING]
[01:06:27.552 --> 01:06:30.552]  [MUSIC PLAYING]
[01:06:30.552 --> 01:06:44.552]   Well, the great Gavin McInnes is our guest, ladies and gentlemen, in studio.
[01:06:44.148 --> 01:06:49.195]  And he's at the Vulcan Gas Company tonight on 6th Street.
[01:06:50.337 --> 01:06:53.682]  And a little bird told me that somebody else might be popping up.
[01:06:54.238 --> 01:06:56.419]  And that's right next to Joe Rogan's club.
[01:06:56.819 --> 01:07:00.741]  So a lot of fun stuff is going to be going on tonight in downtown Austin.
[01:07:01.182 --> 01:07:03.943]  Gab McInnes is here with us, ladies and gentlemen.
[01:07:04.363 --> 01:07:13.208]  And of course, he hosts his own Censored TV transmission, which is at Censored.TV and Censored.TV.
[01:07:13.868 --> 01:07:14.788]  And he is here with us.
[01:07:14.848 --> 01:07:16.709]  It is great to have him in studio.
[01:07:17.050 --> 01:07:17.970]  Very excited to be here.
[01:07:18.250 --> 01:07:18.890]  Very excited.
[01:07:19.991 --> 01:07:21.012]  I just feel your energy.
[01:07:21.052 --> 01:07:23.213]  I feel like I'm on drugs or something.
[01:07:23.233 --> 01:07:23.873]  I'm high on cocaine.
[01:07:26.033 --> 01:07:28.155]  I'm, I'm, I'm, I'm high on the times.
[01:07:28.255 --> 01:07:29.316]  I'm really freaked out right now.
[01:07:30.237 --> 01:07:34.582]  Well, it is, it's, it's getting so apocalyptic that it's kind of good.
[01:07:35.302 --> 01:07:42.470]  Like, I was talking to someone in South Africa, uh, recently, and they said they're doing stuff like they're trying to furanize us with these chips, right?
[01:07:43.130 --> 01:07:45.673]  But there's no electricity, so they can't use the chips.
[01:07:47.506 --> 01:07:48.767]  And it's getting that way in New York.
[01:07:49.147 --> 01:07:57.212]  In New York now, there's such total and utter lawlessness that if you're having a beer in a bar and someone goes, let's go, and you go, I have a full beer, just take it with you.
[01:07:57.672 --> 01:07:58.793]  Drink it in front of a cop.
[01:07:59.053 --> 01:07:59.734]  No one cares.
[01:07:59.794 --> 01:08:00.254]  There's no law.
[01:08:00.274 --> 01:08:03.676]  Well, that's the thing is, right-wingers are not out beating left-wingers up.
[01:08:03.736 --> 01:08:04.617]  It's them attacking us.
[01:08:04.697 --> 01:08:08.579]  But lately, leftists start fights and right-wingers just beat the hell up.
[01:08:08.599 --> 01:08:09.340]  The police don't even come.
[01:08:09.740 --> 01:08:09.940]  Yeah.
[01:08:10.040 --> 01:08:10.821]  It's just like, okay.
[01:08:11.761 --> 01:08:14.204]  Don't you think right-wingers would be better at anarchy than leftists?
[01:08:14.784 --> 01:08:15.565]  Oh, absolutely.
[01:08:15.845 --> 01:08:16.326]  And they are.
[01:08:16.486 --> 01:08:17.207]  They're prepared.
[01:08:17.687 --> 01:08:18.768]  They're armed.
[01:08:19.009 --> 01:08:19.649]  They have water.
[01:08:19.890 --> 01:08:26.897]  Have you ever, like, when you fight Antifa, especially in New York, where they're just over-educated in academics, it feels like fighting peanut brittle.
[01:08:26.937 --> 01:08:28.579]  Like, you start to feel guilty after a while.
[01:08:29.099 --> 01:08:31.800]  Well, I love how they'll punch you and then wait to see what the hit did.
[01:08:32.060 --> 01:08:35.081]  Yeah, and when you punch them, they always say the same thing.
[01:08:35.101 --> 01:08:35.781]  They gasp.
[01:08:36.241 --> 01:08:37.302]  And they go, oh my god!
[01:08:37.422 --> 01:08:40.843]  And you realize, oh, that's your first punch of your whole life.
[01:08:41.463 --> 01:08:42.063]  And I did it.
[01:08:42.203 --> 01:08:43.024]  I broke your cherry.
[01:08:43.084 --> 01:08:43.884]  I popped your cherry.
[01:08:44.264 --> 01:08:44.784]  That is true.
[01:08:44.824 --> 01:08:48.986]  I've seen it when they get hit, and like, especially like when a really big guy breaks their ribs or something.
[01:08:49.266 --> 01:08:52.807]  Like, they'll hit you with a baton, and then a big guy breaks their ribs, and they start crying.
[01:08:52.827 --> 01:08:54.247]  They go, why did you do that?
[01:08:54.627 --> 01:08:56.208]  It's like, well, you're in a man's world now, Bubba.
[01:08:56.508 --> 01:08:57.350]  Yeah, you started it.
[01:08:57.590 --> 01:08:58.532]  Didn't you have a big brother?
[01:08:58.872 --> 01:09:00.495]  You don't know what it feels like to get punched?
[01:09:00.796 --> 01:09:01.317]  Come on!
[01:09:01.898 --> 01:09:02.539]  It's good for you.
[01:09:03.314 --> 01:09:10.260]  Yeah, so it came out that Alex Soros, now the head of the $25 billion war chest at least, is really the head of Antifa.
[01:09:10.300 --> 01:09:11.040]  It came out in documents.
[01:09:11.060 --> 01:09:11.961]  He funds it, he runs it.
[01:09:12.422 --> 01:09:13.102]  That's amazing.
[01:09:13.202 --> 01:09:16.765]  And I always hated when people said, I can't wait until George Soros dies.
[01:09:17.165 --> 01:09:18.787]  And you're like, you think that's the end?
[01:09:19.587 --> 01:09:21.309]  The ding-dong, the witch is dead?
[01:09:21.729 --> 01:09:23.310]  Of course his son is going to continue it.
[01:09:23.331 --> 01:09:25.672]  Of course this virus will continue.
[01:09:25.712 --> 01:09:27.754]  It's not about ending George Soros.
[01:09:27.774 --> 01:09:30.637]  It's about ending this entire globalist mentality.
[01:09:31.479 --> 01:09:32.099]  Well, absolutely.
[01:09:32.119 --> 01:09:34.121]  I mean, the spirit just crawls to the next person.
[01:09:34.321 --> 01:09:34.581]  Yes!
[01:09:35.482 --> 01:09:38.404]  Yeah, and he's... Alex has been heavily involved since he's been 18.
[01:09:38.824 --> 01:09:38.924]  No.
[01:09:39.424 --> 01:09:47.109]  I've seen pictures of him with Bono, and going to the UN, and... In every photo, he looks, like, completely psychotic.
[01:09:47.670 --> 01:09:47.830]  Yeah.
[01:09:47.850 --> 01:09:52.713]  At least he doesn't have those weird scrotums under his eyes, like George Soros.
[01:09:54.586 --> 01:10:00.988]  Hey, getting serious here, right before we went live, this always happens, usually we're remote, but we're live, what do you want to hit?
[01:10:01.008 --> 01:10:02.008]  There's too much to hit.
[01:10:02.809 --> 01:10:16.373]  The war in Ukraine, they're quote counter-offensive, running into a steel wall of death, our media trying to suppress it, but I've gone and watched even third-party media, they've destroyed thousands of armored vehicles and tanks, they just basically slaughtered the whole group in the last two weeks.
