[00:00:00.000 --> 00:00:02.480]  [BEEPING]
[00:53:47.171 --> 00:53:47.891]  What is coming?
[00:53:48.231 --> 00:54:03.442]  When we recognize we have terror cells in all 50 states, when we recognize that we ourselves, with our own eyes, and Anthony Rubin reporting as well, you have Syrians, Hezbollah, Hamas, and Chinese of military age men coming across the border that hate Americans.
[00:54:03.862 --> 00:54:05.263]  They hate you, okay?
[00:54:05.303 --> 00:54:07.365]  They hate you, Mr. and Mrs. America.
[00:54:07.605 --> 00:54:15.991]  They want to see you extinct, and they've already been doing everything they possibly can with the chemical jihad being waged by the CCP, with the fentanyl crisis killing 100,000 Americans per year.
[00:54:17.572 --> 00:54:20.095]  The food crisis, the food poisoning, and on and on and on.
[00:54:20.135 --> 00:54:22.658]  Of course the chemical spills that happen when trains derail.
[00:54:22.999 --> 00:54:34.462]   Again, I've reported on the Chinese that have been there cutting train tracks with blowtorches that the FBI scooped up and told the railroad workers You never saw this, we were never here kind of stuff.
[00:54:34.742 --> 00:54:35.983]  Covering it all up.
[00:54:36.263 --> 00:54:40.446]  Because again, the FBI is part of the globalist machine to take down America.
[00:54:40.526 --> 00:54:42.348]  Look at what they're doing to Owen Schroer.
[00:54:42.368 --> 00:54:44.049]  Look at what they're doing to the J6ers.
[00:54:44.469 --> 00:54:46.791]  This is a globalist takedown right now.
[00:54:47.231 --> 00:54:51.474]  And if you don't want to stand up, then please step aside and let somebody else stand up.
[00:54:51.735 --> 00:54:54.397]  This is our moment in time to take back our country.
[00:54:54.457 --> 00:54:57.499]  To stand up for the God-given rights and the God-given freedoms.
[00:54:57.879 --> 00:55:11.930]  So, I mean, you know, I know we've got to go to break here in about three minutes, Michael, but, you know, this is that moment in time right now when America is faced with the unthinkable, that we are now going to be the fathers and daughters and mothers of the American Revolution.
[00:55:12.050 --> 00:55:12.630]  I already am.
[00:55:12.650 --> 00:55:13.511]  I'm a D.A.R.
[00:55:13.571 --> 00:55:16.593]  My great-great-grandfather fought in the American Revolutionary War in 1776.
[00:55:16.654 --> 00:55:17.314]  I'm proud to say it.
[00:55:18.809 --> 00:55:20.230]  As did two of my grandfathers.
[00:55:20.290 --> 00:55:20.831]  There you go.
[00:55:20.911 --> 00:55:22.792]  So you're a son of the American Revolution.
[00:55:22.832 --> 00:55:27.196]  You've got two right here and there are millions of us out there because, you know, that's just how it is.
[00:55:27.236 --> 00:55:30.238]  We're genetically predisposed to our forefathers that were here.
[00:55:30.679 --> 00:55:33.501]  So where are you in all of this right now, America?
[00:55:33.561 --> 00:55:34.201]  Where are you?
[00:55:34.261 --> 00:55:38.104]  Because this is that moment in time where you have to ask yourself, the lights are going to go out.
[00:55:38.265 --> 00:55:39.626]  Communications are going to go down.
[00:55:39.666 --> 00:55:40.466]  This isn't a drill.
[00:55:40.506 --> 00:55:41.247]  This isn't a threat.
[00:55:41.287 --> 00:55:42.368]  This isn't fear porn.
[00:55:42.788 --> 00:55:43.569]  This is the reality.
[00:55:43.609 --> 00:55:44.370]  They poisoned us.
[00:55:44.830 --> 00:55:46.271]  They're poisoning the skies right now.
[00:55:46.291 --> 00:55:47.532]  They're poisoning the water, the food.
[00:55:47.592 --> 00:55:47.852]  Go ahead.
[00:55:47.872 --> 00:55:50.555]  Tell them what we saw yesterday at Walmart in Mexico.
[00:55:51.055 --> 00:55:54.258]  We're in Belize now, but... Yeah, we drove across the border in Mexico.
[00:55:54.278 --> 00:55:59.823]  So Mr. and Mrs. Globalist at Walmart, you walk in, they worship, it's called Santa Muerta.
[00:55:59.843 --> 00:56:01.004]  They have an altar to Muerta.
[00:56:01.064 --> 00:56:02.525]  It's the altar to remember the dead.
[00:56:02.945 --> 00:56:04.646]  That's our holiday yesterday, okay?
[00:56:04.986 --> 00:56:07.568]  And right next to the altar, they're celebrating death.
[00:56:07.608 --> 00:56:07.908]  How?
[00:56:08.168 --> 00:56:08.749]  The Day of the Dead.
[00:56:08.909 --> 00:56:09.869]  The Day of the Dead, yes.
[00:56:10.089 --> 00:56:11.470]  And how are they celebrating the Day of the Dead?
[00:56:11.750 --> 00:56:12.431]  Right next door.
[00:56:12.511 --> 00:56:16.894]  Walmart is sponsoring free COVID and flu shots with the mRNAs.
[00:56:17.174 --> 00:56:19.475]  Not right next door, 15 feet away.
[00:56:19.495 --> 00:56:20.716]  Yeah, you can't even make it up.
[00:56:20.756 --> 00:56:25.939]  I mean, literally in the same 15 feet, you've got someone taking the poison death shot next to the altar of death.
[00:56:25.979 --> 00:56:26.459]  There you go.
[00:56:26.499 --> 00:56:27.860]  This is in the Walmart yesterday.
[00:56:28.180 --> 00:56:30.282]  And we're sitting there, and sure enough, there they are.
[00:56:30.302 --> 00:56:31.022]   Yeah, that's That's it.
[00:56:31.042 --> 00:56:31.462]  That's it.
[00:56:31.522 --> 00:56:32.643]  That's the vaccine crew.
[00:56:32.683 --> 00:56:35.365]  That's the vaccine death police right there in a Walmart.
[00:56:35.405 --> 00:56:36.405]  Mr. and Mrs. Global.
[00:56:36.445 --> 00:56:36.725]  That's it.
[00:56:36.785 --> 00:56:37.306]  There you go.
[00:56:37.326 --> 00:56:39.407]  I mean, you honestly can't make this stuff up.
[00:56:39.667 --> 00:56:42.108]  And while so many people look at this and go, Oh, this is so innocent.
[00:56:42.148 --> 00:56:43.129]  It's a, it's a holiday.
[00:56:43.149 --> 00:56:44.930]  We're painting our faces again.
[00:56:45.170 --> 00:56:53.174]  Think about the paganism in which you're supporting and the paganism that you are supporting when you worship Halloween and you can't find a Christmas decoration anywhere.
[00:56:53.274 --> 00:56:53.475]  So.
[00:56:53.715 --> 00:56:53.915]  Yeah.
[00:56:54.015 --> 00:56:59.718]  Well, if you want to make a fortune, just open a free vac shop and a funeral home and a florist right next to each other.
[00:57:00.137 --> 00:57:00.997]  Yeah, that's right.
[00:57:01.597 --> 00:57:02.818]  It's not funny, but it's funny.
[00:57:02.878 --> 00:57:03.778]  I mean, this is what I mean.
[00:57:03.798 --> 00:57:06.879]  We have to have a laugh here every now and then because it's so serious what we're talking about.
[00:57:07.259 --> 00:57:10.800]  And for us, it feels like, you know, the Bible says not everybody gets to go.
[00:57:11.240 --> 00:57:14.981]  And so sometimes I think, Michael, maybe that we've woken up as many people as we're going to wake up.
[00:57:15.021 --> 00:57:19.922]  I just hope we have enough to stand up and defend so that we can honor what God gave us in this second covenant nation.
[00:57:19.942 --> 00:57:29.156]   So we're out talking with people like Mennonites now because, you know, Listen, if you have Mennonites or Amish or those sorts of people around you, it's time to start getting to know how they live.
[00:57:29.276 --> 00:57:29.616]  That's right.
[00:57:29.636 --> 00:57:33.617]  Because if the lights go out for the Amish and the Mennonites, they're not even going to notice.
[00:57:33.717 --> 00:57:34.197]  They won't notice.
[00:57:34.237 --> 00:57:36.618]  I mean, they're just going to be like, it's just another day, right?
[00:57:36.658 --> 00:57:37.158]  It's just another day.
[00:57:37.178 --> 00:57:38.318]  Because they know how to live.
[00:57:38.778 --> 00:57:40.219]  All right, we've got to go to break, everybody.
[00:57:40.259 --> 00:57:45.000]  When we come back, I believe we're going to have Colonel Doug McGregor at some point calling in with a knee lock.
[00:57:45.040 --> 00:57:45.780]  He's a busy guy.
[00:57:45.800 --> 00:57:46.440]  But stick with us.
[00:57:46.460 --> 00:57:50.821]  Hear more on InfoWars with Alex Jones, Michael Yon, and Ann Vanderstil on this transmission.
[00:57:54.096 --> 00:57:55.917]  All right, we got a great sponsor.
[00:57:55.997 --> 00:58:04.584]  InfowarStore.com has the full catalog of my pantry of supply of food at the lowest prices you're going to find in this crazy world, where you could actually beat inflation by buying the food now.
[00:58:04.624 --> 00:58:08.126]  It lasts more than 10 years, tastes great, hundreds and hundreds of different products.
[00:58:09.467 --> 00:58:15.512]  You'd be smart to get a three-month, six-month supply of food right now that's about a quarter of the price you're going to pay for similar stuff at the grocery store.
[00:58:16.032 --> 00:58:19.154]  At InfowarStore.com, you'd be insane to not get Alexa Pure.
[00:58:20.632 --> 00:58:21.513]  Water filtration systems.
[00:58:21.553 --> 00:58:23.315]  You can take pond water, lake water, you name it.
[00:58:23.335 --> 00:58:27.360]  Makes it completely healthy, clean, and safe to drink during total collapse.
[00:58:28.321 --> 00:58:30.523]  And you don't just need one for you, you need a couple more to help folks.
[00:58:31.698 --> 00:58:36.240]  Also, we've got back-in-stock RainForce Ultra, an amazing, clean, fast-acting.
[00:58:36.260 --> 00:58:37.401]  It also wears off quick.
[00:58:37.421 --> 00:58:39.842]  That's why I like it, because I can take it at night and still sleep later.
[00:58:40.383 --> 00:58:42.103]  RainForce Ultra, 60% off.
[00:58:42.604 --> 00:58:43.764]  Immune Support, 50% off.
[00:58:43.824 --> 00:58:45.305]  Organic Green Fiber, 50% off.
[00:58:45.465 --> 00:58:46.706]  Vitamin D3 Guide, 40% off.
[00:58:47.026 --> 00:58:48.507]  Down On Sleep Support, 40% off.
[00:58:48.547 --> 00:58:49.747]  Whole Food Multivitamin, 40% off.
[00:58:50.108 --> 00:58:51.688]  Threshold Vitality, 40% off.
[00:58:52.389 --> 00:58:58.272]  And all of those are great products, but going into this fall and winter, you should be boosting your immune system right now.
[00:58:59.756 --> 00:59:03.477]  Absolutely imperative with all the crap they're releasing, and it supports the broadcast.
[00:59:03.497 --> 00:59:10.679]  So do your shopping at infowarestore.com while you still can, or call toll-free at 888-253-3139.
[00:59:11.140 --> 00:59:12.140]  You can call our operators.
[00:59:12.180 --> 00:59:15.381]  They can walk through all the different food packages and items and things and answer your questions.
[00:59:15.401 --> 00:59:18.402]  If you'd like to order over the phone, it's great to order online.
[00:59:18.422 --> 00:59:21.043]  One of the best places to really hear your questions answered is calling 888-253-3139.
[00:59:21.063 --> 00:59:21.103]  888-253-3139.
[00:59:21.163 --> 00:59:22.363]  I'm at Brain Force Ultra.
[00:59:22.383 --> 00:59:22.643]  Pack of stock.
[00:59:22.483 --> 00:59:28.483]   3139. Triple A, 253-3139. The Brain Force Ultra, Pack of Stock, my book, The Great Awakening.
[00:59:28.483 --> 00:59:30.963]  Yeah, there's an opportunity in all this tyranny.
[00:59:31.109 --> 00:59:33.110]  There's going to be a reverse action against that.
[00:59:33.470 --> 00:59:35.071]  That's why we are the answer to the tyranny.
[00:59:35.331 --> 00:59:36.551]  Get the book signed or unsigned.
[00:59:36.972 --> 00:59:38.292]  The signed copy, again, is a fundraiser.
[00:59:38.312 --> 00:59:40.633]  We want to thank you for your support at InfoWarsTore.com.
[00:59:41.214 --> 00:59:43.895]  The Great Awakening, defeating the globalists and launching the next great renaissance.
[00:59:44.315 --> 00:59:45.416]  InfoWarsTore.com.
[00:59:45.876 --> 00:59:46.536]  We'll be right back.
[00:59:46.596 --> 00:59:46.996]  Stay with us.
[00:59:46.836 --> 00:59:53.836]  us hour number two straight ahead.
[00:59:53.836 --> 01:00:04.836]  [Music]
[01:00:04.836 --> 01:00:11.836]  [Music]
