[00:00:00.149 --> 00:00:01.670]  So this is now in our country, folks.
[01:21:29.822 --> 01:21:33.405]  How did the lone wolf attackers get into the United States of America?
[01:21:33.825 --> 01:21:34.445]  Oh, that's right!
[01:21:34.525 --> 01:21:38.027]  Democrat open border policies and Democrat sanctuary city policies.
[01:21:41.789 --> 01:21:42.350]  That's how!
[01:21:42.950 --> 01:21:43.951]  So, again, it's...
[01:21:45.083 --> 01:21:51.906]  Democrat Party policy, foreign policy and domestic policy that has led to the threat of terror attacks in the United States of America.
[01:21:53.806 --> 01:22:01.529]  And now they're saying that this Friday is going to be a day of bloodshed for Jihad, for radical Islam.
[01:22:01.569 --> 01:22:12.514]  Hamas leader and founding member of Khaled Mashaal calls for global Muslim uprising, asking for Muslims' blood and souls to be sacrificed for Palestine this upcoming Friday.
[01:22:13.490 --> 01:22:15.191]  Of Al-Aqsa flood.
[01:22:16.551 --> 01:22:22.814]  Now, I have Christians that reach out to me and say, oh, oh, and this is biblical, and this is why we have to support the Jews.
[01:22:25.295 --> 01:22:28.356]  Well, I disagree.
[01:22:29.016 --> 01:22:35.879]  And I'm not saying that it's not biblical, and that this isn't biblical prophecy, or that biblical prophecy won't be fulfilled.
[01:22:37.420 --> 01:22:40.621]  But again, I'm a Christian American.
[01:22:42.168 --> 01:22:58.777]  I don't want to see bloodshed of innocent people and I don't want to see a holy war in my country from a holy war centuries, years old on the other side of the planet over a holy site that is not mine!
[01:23:01.319 --> 01:23:04.941]  And now they say this Friday is going to be a global Muslim uprising.
[01:23:06.061 --> 01:23:06.862]  And how could it be?
[01:23:09.883 --> 01:23:10.584]  Oh, the irony!
[01:23:11.992 --> 01:23:12.272]  U.S.
[01:23:12.313 --> 01:23:15.837]  lawmakers introduced a bill to provide $2 billion for Israel's air defense.
[01:23:15.877 --> 01:23:19.661]  So, Israel gets $2 billion for their air defense.
[01:23:19.761 --> 01:23:22.424]  Israel gets $2 billion from the United States of America.
[01:23:23.846 --> 01:23:26.049]  You know, the Israeli lobby probably has billions of dollars.
[01:23:26.069 --> 01:23:27.170]  That's how they buy Congress.
[01:23:27.210 --> 01:23:29.353]  Why don't they support their own air defense?
[01:23:30.612 --> 01:23:33.573]  No, they buy Congress and then they steal our money to support their own air defense.
[01:23:34.353 --> 01:23:36.734]  But okay, Israel gets a strong air defense.
[01:23:36.854 --> 01:23:38.274]  Israel gets a strong border.
[01:23:38.634 --> 01:23:39.875]  Israel's sovereignty matters.
[01:23:40.095 --> 01:23:40.695]  What about ours?
[01:23:41.595 --> 01:23:45.877]  Biden welcomed 4 million illegal immigrants in the last 26 months.
[01:23:45.897 --> 01:23:49.798]  4 million illegal immigrants in the last 26 months under Joe Biden.
[01:23:50.298 --> 01:23:51.818]  $2 billion to secure our border?
[01:23:52.099 --> 01:23:52.539]  No.
[01:23:52.559 --> 01:23:55.580]  $2 billion to secure Israel's border?
[01:23:55.780 --> 01:23:56.360]  Yes.
[01:23:57.884 --> 01:24:05.871]  Border Patrol confirms significant numbers of Syrians and Pakistanis, amongst others from the Middle East, pouring into Arizona, Texas, New Mexico.
[01:24:06.672 --> 01:24:11.936]  Illegal aliens robbed by fellow illegal immigrants during multiple attacks near New York City migrant shelters.
[01:24:12.236 --> 01:24:21.604]  So now we've got an illegal immigrant invasion with criminals on our streets, and we've got Palestinians and pro-Israel protesters squaring off in the streets.
[01:24:22.645 --> 01:24:43.188]   In a Christian nation of America, we now have the ancient Jews vs. Arabs, Islam vs. Judaism, Israel vs. Palestine, whatever you want to slice it and dice it, now that's in our streets, a Christian nation of America, that took them all in and said, you want peace and prosperity, you can come here, and then they bring their holy war to our country.
[01:24:44.188 --> 01:24:47.449]  We'll get into what you're seeing on the screen here in a second, but first, you don't believe me?
[01:24:48.849 --> 01:25:00.423]   Here's longtime war monger, and likely blackmailed politician, Lindsey Graham, World War 3 alert.
[01:25:01.044 --> 01:25:05.025]  Neocons Lindsey Graham, Liz Cheney all call for Biden to bomb Iran.
[01:25:05.365 --> 01:25:07.386]  Listen to what Lindsey Graham says here in clip 14.
[01:25:07.426 --> 01:25:10.147]  We're in a religious war here.
[01:25:10.167 --> 01:25:11.148]  I am with Israel.
[01:25:11.388 --> 01:25:13.829]  Do whatever the hell you have to do to defend yourself.
[01:25:14.189 --> 01:25:15.069]  Level the place.
[01:25:17.250 --> 01:25:19.891]  We are in a holy war, says Lindsey Graham.
[01:25:20.191 --> 01:25:21.772]  And then level the Gaza Strip?
[01:25:22.512 --> 01:25:25.193]  So okay, you call for genocide against Palestinians.
[01:25:25.514 --> 01:25:27.915]  So what happens when somebody calls for genocide against Americans?
[01:25:27.955 --> 01:25:28.835]  Is that not equal play?
[01:25:30.902 --> 01:25:36.429]  What happens when the people in Palestine that you call to be genocided say they want to genocide the Jews?
[01:25:36.489 --> 01:25:37.931]  Is that not equal play, Lindsey Graham?
[01:25:38.232 --> 01:25:40.154]  And Lindsey Graham says, we are in a holy war.
[01:25:40.515 --> 01:25:42.618]  Are you a Christian in a holy war right now?
[01:25:46.141 --> 01:25:49.063]  Do you, a Christian, have any hate in your heart for any other religious group?
[01:25:49.804 --> 01:25:53.146]  Do you want to be fighting or bombing any religious group?
[01:25:53.166 --> 01:25:55.708]  Do you want to be engaged in any genocide against a religious group?
[01:25:56.168 --> 01:25:57.770]  I didn't know Christians were in a holy war.
[01:25:58.090 --> 01:26:00.251]  I didn't realize the United States of America was in a holy war.
[01:26:00.412 --> 01:26:01.652]  But according to Lindsey Graham, we are!
[01:26:02.453 --> 01:26:03.354]  So I got an idea.
[01:26:03.374 --> 01:26:05.135]  Hey, Lindsey, why don't you go over and fight?
[01:26:05.655 --> 01:26:07.156]  I love all these big talkers.
[01:26:08.578 --> 01:26:11.500]  You sit in the peace and prosperity of the United States of America.
[01:26:12.458 --> 01:26:15.420]  And you talk a big game and you want other people's sons and daughters to die.
[01:26:15.540 --> 01:26:16.460]  It's like Ben Shapiro.
[01:26:16.861 --> 01:26:18.702]  Hey Ben, why don't we fight?
[01:26:18.762 --> 01:26:20.483]  I know Ben Shapiro, you got plenty of money.
[01:26:20.883 --> 01:26:25.866]  Hey Ben, why don't you and Lindsey Graham hop on a private jet and you go fight the holy war then?
[01:26:26.807 --> 01:26:27.527]  No, you won't do it.
[01:26:28.108 --> 01:26:29.588]  Because you're cowards, you're big mouths.
[01:26:30.389 --> 01:26:31.950]  You want other people to fight your war.
[01:26:31.990 --> 01:26:35.012]  You want other people to die for your holy war.
[01:26:36.308 --> 01:26:40.510]  By the way, there are people that are going over to Israel right now that are trying to flee the other hostages.
[01:26:41.110 --> 01:26:46.953]  There are people that are flying over, like Corey Mills, who are in Israel now trying to free the hostages that Hamas has.
[01:26:47.313 --> 01:26:48.153]  Is it Ben Shapiro?
[01:26:48.393 --> 01:26:48.714]  No.
[01:26:49.734 --> 01:26:50.615]  Is it Lindsey Graham?
[01:26:50.435 --> 01:26:56.935]  No.
[01:26:56.935 --> 01:26:58.295]  border, Israel does.
[01:26:58.195 --> 01:27:01.297]  You don't get a secure border, Ukraine does.
[01:27:02.217 --> 01:27:08.280]  You get your economy devastated as we pay... I mean, Ukraine is basically a proxy state of the United States at this point.
[01:27:08.480 --> 01:27:13.383]  We pay their government, we pay all their politicians, we're paying for everything!
[01:27:14.023 --> 01:27:15.804]  And now it's going to be the same situation in Israel?
[01:27:17.164 --> 01:27:20.086]  And Lindsey Graham wants us to be involved in a holy war?
[01:27:22.602 --> 01:27:23.402]  It's disgusting.
[01:27:23.702 --> 01:27:29.143]  How much stock in Raytheon or Lockheed Martin or General Dynamics or Boeing does Lindsey Graham have?
[01:27:29.423 --> 01:27:30.183]  I'd like to know that.
[01:27:30.223 --> 01:27:30.564]  Would you?
[01:27:32.564 --> 01:27:33.224]  I'd like to know.
[01:27:34.384 --> 01:27:35.584]  That's an interesting one for me.
[01:27:37.205 --> 01:27:39.525]  And now, and you guys can play some of the clips.
[01:27:39.685 --> 01:27:40.825]  I've gone long in this segment.
[01:27:41.146 --> 01:27:46.146]  You've got massive pro-Palestine demonstrations happening in Michigan.
[01:27:46.166 --> 01:27:50.961]   You've got massive pro-Israel Demonstrations happening in New York.
[01:27:50.981 --> 01:27:53.586]  You got both groups calling for the genocide of the other group.
[01:27:55.129 --> 01:28:00.137]  All from the peace and prosperity of the Christian nation of the United States of America.
[01:28:03.277 --> 01:28:04.799]  I just, I can't get over this one.
[01:28:04.999 --> 01:28:05.660]  I gotta be honest.
[01:28:05.780 --> 01:28:06.641]  I just can't get over it.
[01:28:07.161 --> 01:28:11.386]  You flee your war-torn countries because you don't want to live in war-torn countries.
[01:28:11.226 --> 01:28:17.636]   You come for peace and prosperity in the United States of America and you bring your same culture, holy war to our
[01:28:17.636 --> 01:28:21.226]  country and the Americans just go along for the ride.
[01:28:21.226 --> 01:28:35.226]  [Music]
[01:28:35.226 --> 01:28:40.226]   Why do you think the globalists are desperately trying to censor everybody?
[01:28:40.130 --> 01:28:43.293]  Why are they attacking myself and Donald Trump and Elon Musk and everybody else?
[01:28:43.693 --> 01:28:48.156]  Because they can't get through this giant, megalomaniacal power grab if we're here exposing them.
[01:28:48.797 --> 01:28:50.918]  But we're not just exposing their operation.
[01:28:51.239 --> 01:28:59.225]  In my new book, we give you the solutions to build a new, better world, an alternative to Klaus Schwab's, you will eat the bugs.
[01:28:59.845 --> 01:29:05.570]  This is The Great Awakening, the plan to defeat the globalists and launch the second great renaissance.
[01:29:06.030 --> 01:29:09.572]  It's a companion to my last book that was a number one worldwide bestseller.
[01:29:09.833 --> 01:29:12.354]  And this book is even thicker and even more powerful.
[01:29:12.715 --> 01:29:17.138]  Get your copy of The Great Awakening today at InfoWarsTore.com.
[01:29:17.438 --> 01:29:20.920]  Either signed as a fundraiser, and I thank you for the support, or unsigned.
[01:29:21.120 --> 01:29:23.242]  But whatever you do, take action now.
[01:29:23.582 --> 01:29:26.724]  We're fighting for you, but we can't keep on if you don't support us.
[01:29:27.004 --> 01:29:29.166]  So please get the historic book now.
[01:29:29.546 --> 01:29:33.068]  Go now to InfoWarsTore.com and get The Great Awakening.
[01:29:33.329 --> 01:29:34.990]  The Great Awakening at InfoWarsTore.
[01:29:35.993 --> 01:29:37.053]  I've been shadowbanned.
[01:29:37.854 --> 01:29:39.114]  I've been called a liar.
[01:29:39.874 --> 01:29:43.335]  I've been silenced on virtually every platform created by man.
[01:29:43.996 --> 01:29:46.296]  My life has been threatened, repeatedly.
[01:29:46.897 --> 01:29:49.477]  They've tried to destroy me, but I survived.
[01:29:50.618 --> 01:29:53.099]  And that's why I'm joining Mug Club.
[01:29:54.599 --> 01:29:57.100]  The re-platforming begins now!
[01:29:57.320 --> 01:30:14.649]   Join Mug Club to get one month free with promo code ALEX at jonescrowder.com Alright, we're about to be joined in studio by FBI whistleblower Kyle Serafin to talk about a very important Dinesh D'Souza film he was a part of, Police State.
[01:30:16.150 --> 01:30:19.732]  And very much looking forward to this in-studio interview coming up next.
[01:30:19.972 --> 01:30:23.174]  Let me show you some of these videos that I ran along in the last segment.
