[00:00:00.369 --> 00:00:01.290]  FBI report?
[01:10:31.150 --> 01:10:32.891]  They're just, McCarthy's just nothing.
[01:10:34.572 --> 01:10:38.434]  I'm, I'm thinking a way to get out of this because Carlin says you can't vote.
[01:10:38.454 --> 01:10:40.255]  If voting mattered, they wouldn't let you do it.
[01:10:40.815 --> 01:10:47.219]  So I'm thinking send Davos or Bilderberg a nice big fat juicy scud next time they meet and that'll get their attention.
[01:10:48.300 --> 01:10:49.961]  What do you think?
[01:10:50.021 --> 01:10:51.442]  Well, you're putting me on the spot there.
[01:10:52.023 --> 01:10:54.505]  Does Bill Gates deserve to go to prison?
[01:10:54.525 --> 01:10:56.166]  Does Klaus Schwab deserve to go to prison?
[01:10:56.966 --> 01:10:58.568]  Does Barack Obama deserve to go to prison?
[01:10:58.608 --> 01:10:58.908]  Yes.
[01:10:58.988 --> 01:11:03.611]  But I can't sit here and call for violence when I'm not the one doing it.
[01:11:04.272 --> 01:11:07.294]  And so I'm going to work as hard as I can to fix this peacefully.
[01:11:07.995 --> 01:11:12.278]  And at the point that we move to violence means we've really not done our job.
[01:11:15.049 --> 01:11:26.512]  Yeah, the Republican leadership, you know, there are a lot of people like Josh Hawley and even Ted Cruz, though I don't trust him, and Senator Paul and a lot of others that are actually telling the truth.
[01:11:26.533 --> 01:11:28.473]  They're just not getting magnified what's happening.
[01:11:28.953 --> 01:11:30.714]  They have been exposing a lot of things in hearings.
[01:11:30.774 --> 01:11:33.255]  But yeah, it's, you're right, it's not strong enough.
[01:11:36.204 --> 01:11:41.051]  I would say if the globalists did have the fear of God in them, they would stop doing what they're doing.
[01:11:41.091 --> 01:11:43.775]  They're doing all this because they feel like there's no repercussions.
[01:11:43.815 --> 01:11:50.093]   The problem is, is that I mean, who's going to make these decisions?
[01:11:50.334 --> 01:11:50.954]  Who's going to do this?
[01:11:50.974 --> 01:11:58.522]  Because if we had a Hitler that could be taken out, like they tried in Operation Valkyrie, then I would say take Hitler out.
[01:11:58.862 --> 01:12:04.768]  But it's a bureaucracy, it's a mindset, it's a spirit, it's a system, it's an oligarchy.
[01:12:05.428 --> 01:12:11.734]  And so you have to ideologically fight it and also not support it, because let me tell you, you know shark teeth.
[01:12:12.608 --> 01:12:15.630]  They got six, seven rows growing when the one row goes up.
[01:12:16.171 --> 01:12:17.492]  And more teeth are always growing.
[01:12:18.172 --> 01:12:21.455]  And so you take out one row of teeth, they got another row of teeth.
[01:12:21.855 --> 01:12:23.116]  You gotta kill the shark.
[01:12:23.156 --> 01:12:24.237]  You gotta kill the idea.
[01:12:24.297 --> 01:12:26.899]  You gotta expose the whole satanic system.
[01:12:26.919 --> 01:12:27.860]  Does that make sense?
[01:12:28.580 --> 01:12:29.761]  That makes perfect sense.
[01:12:29.781 --> 01:12:31.783]  So does the scud on top of Devo's.
[01:12:32.423 --> 01:12:38.788]  Well, I'll say this, and I don't want anybody to carry anything offensive or violent, because they'll spit it against us, probably do it to themselves as opposed to saviors.
[01:12:39.589 --> 01:12:40.510]  I would not cry.
[01:12:41.850 --> 01:12:44.392]  If God struck all of them with a bolt of lightning.
[01:12:44.833 --> 01:12:47.034]  But God says vengeance is mine, so that's where I'm at.
[01:12:48.615 --> 01:12:49.036]  I hear you.
[01:12:49.096 --> 01:12:50.477]  I guess we'll just keep on keeping on.
[01:12:50.497 --> 01:13:03.787]  There's something that I've been doing that other people could do that might help wake the sleeping masses up, is I had cards printed up with your website and, you know, other websites, AE911Truth, GeoengineeringWatch, that kind of stuff.
[01:13:04.348 --> 01:13:10.813]  I ordered some cards from GeoengineeringWatch, and I just hand them out, put them in gas pumps, leave them in stores.
[01:13:11.215 --> 01:13:14.236]  Give a bundle of them to my friends and stuff and have them do it.
[01:13:14.876 --> 01:13:15.257]  I don't know.
[01:13:15.457 --> 01:13:17.558]  It's something to get the name and get stuff out there.
[01:13:19.098 --> 01:13:20.159]  Well, let me say this, brother.
[01:13:20.879 --> 01:13:22.620]  I'm not poo-pooing what you're saying, Steve.
[01:13:23.060 --> 01:13:28.102]  They've well past the line of where we have a right defensively to defend ourselves.
[01:13:28.842 --> 01:13:32.683]  Obi-Wan Kenobi says the force is for defense and knowledge, never for attack.
[01:13:34.144 --> 01:13:41.271]  We've got to be wise as serpents, peaceful as doves, and realize that anything we do, they're going to spit against us.
[01:13:41.731 --> 01:13:44.374]  And they've got ten deep people ready to take their place.
[01:13:44.854 --> 01:13:51.481]  We have to pull out of their system, not comply, expose it every day, and believe me, it's not going well for them.
[01:13:51.841 --> 01:13:53.623]  I mean, they plan to keep the lockdowns going.
[01:13:53.963 --> 01:13:55.485]  They already plan to have force injections.
[01:13:55.505 --> 01:13:56.526]  They've had to back off that.
[01:13:56.886 --> 01:13:58.207]  They hurt a lot of people in the process.
[01:13:59.338 --> 01:14:07.644]  As bad as it is, because the people like you, Steve, on the grassroots, on the ground, who aren't astroturf, we've got a fighting chance.
[01:14:07.664 --> 01:14:09.506]  So keep up what you're doing and God bless you.
[01:14:10.626 --> 01:14:17.632]  And look, I don't know what I'd do if I saw Bill Gates on the street.
[01:14:20.033 --> 01:14:21.234]  And that's a decision for you to make.
[01:14:22.455 --> 01:14:26.638]  But, here's a microcosm, okay?
[01:14:29.053 --> 01:14:40.981]  If Joe Biden goes out to talk at some union somewhere and somebody smuggles a handgun in and shoots him twice in the chest, would it be good that Joe Biden was shot and died on the podium or bad?
[01:14:42.181 --> 01:14:42.582]  No, no.
[01:14:43.022 --> 01:14:44.683]  Kind of let the Jeopardy music play.
[01:14:44.703 --> 01:14:50.367]  Doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo.
[01:14:50.427 --> 01:14:51.387]  Isn't that the Jeopardy music?
[01:14:51.667 --> 01:14:52.548]  See if you guys can pull it up.
[01:14:54.258 --> 01:14:54.999]  Would it be good?
[01:14:55.019 --> 01:14:56.060]  Maybe I should ask that question.
[01:14:56.100 --> 01:14:57.061]  I'm not calling for it.
[01:14:57.101 --> 01:14:58.102]  Don't spin that media.
[01:14:58.803 --> 01:15:09.914]  Would it be good if Joe Biden or if somebody got in the crowd behind him and smote him with a knife and jumped on him from behind and stabbed him right in the back of the neck and killed him?
[01:15:10.654 --> 01:15:12.654]  Would it be good?
[01:15:12.654 --> 01:15:17.654]  [Humming]
[01:15:17.654 --> 01:15:19.654]  Come on, you know the answer!
[01:15:19.582 --> 01:15:26.285]  It would turn that cryptkeeper, that blob, that hated monster, that person turning everybody off against them.
[01:15:27.226 --> 01:15:28.386]  They wanted a puppet, they got one.
[01:15:29.407 --> 01:15:31.308]  That would turn him into a martyr.
[01:15:32.108 --> 01:15:33.569]  That would turn him into a victim.
[01:15:34.690 --> 01:15:41.713]  In fact, if I was on a stage with Joe Biden, and somebody pulled a gun out to shoot him, I would jump in front of the bullets.
[01:15:41.853 --> 01:15:42.174]  I would.
[01:15:43.354 --> 01:15:44.415]  But I wouldn't be on a stage with Biden.
[01:15:45.123 --> 01:15:46.204]  Not because I like Biden.
[01:15:46.505 --> 01:15:47.406]  I hate him.
[01:15:48.007 --> 01:15:49.549]  I want to politically destroy him.
[01:15:49.829 --> 01:15:52.993]  I want to politically, non-violently assassinate his ideas.
[01:15:55.677 --> 01:16:02.746]  And so, I would jump in front of bullets for Joe Biden because I don't want that sack of pedophilic garbage to be a victim.
[01:16:05.086 --> 01:16:11.427]  I want to take the system back, I want to indict him, I want to see him in prison, and I want to see his son in prison, and I want to see his controllers in prison.
[01:16:11.667 --> 01:16:15.128]  And if the jury gives him the death penalty for human trafficking and all of it, hey, great!
[01:16:15.808 --> 01:16:29.851]  Once they're convicted, and once they've had their appeal, I will volunteer to release the poison gas, or to pull the lever on the electric chair, or to give the order for the firing squad.
[01:16:30.891 --> 01:16:33.772]  But not until they're convicted due process, because we're not like them.
[01:16:34.807 --> 01:16:35.647]  But he's a puppet.
[01:16:36.108 --> 01:16:43.852]  We don't want a hair on his pedophile head harmed, because that's how they will grab victory from the jaws of defeat.
[01:16:44.892 --> 01:17:02.422]  Ask yourselves, if Joe Biden was driving in his motorcade, and some right-winger, you know, be the feds, planted 20 pounds of explosives in the road, and it blew the car up, it's armored, it wouldn't go through it, but it would blow the car up, and it falls and he breaks his neck.
[01:17:03.809 --> 01:17:07.512]  Would it be good if Joe Biden got blown off a highway or bad?
[01:17:08.452 --> 01:17:09.253]  It would be bad.
[01:17:09.934 --> 01:17:12.175]  Pray that he doesn't get assassinated.
[01:17:12.976 --> 01:17:17.399]  Pray they don't use that as the igniter to take over society.
[01:17:19.000 --> 01:17:19.260]  Pray.
[01:17:20.001 --> 01:17:21.842]  Don't go out and start anything, folks.
[01:17:22.483 --> 01:17:23.904]  And don't go out and kill anybody.
[01:17:25.049 --> 01:17:27.730]  We are destroying Bill Gates and Klaus Schwab and George Soros.
[01:17:27.750 --> 01:17:29.430]  In fact, I got a George Soros story.
[01:17:29.470 --> 01:17:29.810]  Where is it?
[01:17:29.830 --> 01:17:30.370]  I got it right here.
[01:17:31.050 --> 01:17:32.830]  About this exact subject when we come back.
[01:17:33.050 --> 01:17:33.771]  And then your phone call.
[01:17:33.791 --> 01:17:34.151]  Stay with us.
[01:17:35.131 --> 01:17:35.911]  Michael Young coming up.
[01:17:36.571 --> 01:17:42.332]  Folks are having a lot of fun online with George Soros and what he tweeted yesterday.
[01:17:42.872 --> 01:17:44.733]  Last time I checked it had 4 million views.
[01:17:44.913 --> 01:17:45.573]  That was last night.
[01:17:45.593 --> 01:17:47.453]  It's probably a lot more today.
[01:17:48.193 --> 01:17:49.694]  But he said, I've not had a heart attack.
[01:17:50.574 --> 01:17:51.594]  Here's a little clip of Soros.
[01:17:54.139 --> 01:18:15.918]  So, uh, it's a tragic, uh, role that they are playing because of the tremendous, uh, pain.
[01:18:20.662 --> 01:18:21.563]  It's quite the metaphor.
[01:18:22.503 --> 01:18:25.786]  All right, so I saw this yesterday and had like four billion views.
[01:18:25.806 --> 01:18:31.231]  We can put the tweet up right now and see what it has now, but I shouldn't do this, but it's a guilty pleasure.
[01:18:31.251 --> 01:18:32.652]  I was not driving myself.
[01:18:32.672 --> 01:18:36.916]  I had a great security guy with me after I was on Crowder's show yesterday that I hosted my own show.
[01:18:37.397 --> 01:18:40.239]  Then we got in the car and drove back to three and a half hours from Dallas.
[01:18:41.020 --> 01:18:43.783]  And so I took about an hour nap because I barely got any sleep the night before.
[01:18:44.163 --> 01:18:46.125]  Got in Dallas about midnight, got up about 6 a.m.
[01:18:47.941 --> 01:18:48.661]  Hadn't slept too well.
[01:18:49.542 --> 01:18:55.485]  But for about an hour I got online and I read, as a guilty pleasure, hundreds of the 10,000 comments.
[01:18:56.285 --> 01:18:57.046]  That's how many were there.
[01:18:58.006 --> 01:19:01.948]  And 99% of them were anti-George Soros.
[01:19:02.369 --> 01:19:05.090]  Which shows, even on Twitter, how's it going for the New World Order?
[01:19:05.670 --> 01:19:06.591]  And what was his tweet?
[01:19:06.631 --> 01:19:07.711]  What were they responding to?
[01:19:07.771 --> 01:19:08.412]  I'll show it to you.
[01:19:09.532 --> 01:19:12.574]  Twitter users disappointed, George Soros still alive.
[01:19:12.954 --> 01:19:14.575]  Here's the InfoWars.com article.
[01:19:16.089 --> 01:19:18.791]  He said, rumors that I had a heart attack are completely false.
[01:19:19.031 --> 01:19:20.892]  I am alive and healthy.
[01:19:20.912 --> 01:19:22.933]  I think that's a lie, that he's healthy.
[01:19:23.353 --> 01:19:26.115]  Soros wrote in response to the rumors of his demise.
[01:19:27.155 --> 01:19:30.657]  And again, it's 5.5 million views right now, so it was 4 million yesterday.
[01:19:31.298 --> 01:19:33.699]  So, tens of thousands of comments.
[01:19:33.819 --> 01:19:40.323]  I spent probably 30 minutes I didn't have reading them, and I think I saw one comment that was friendly out of hundreds.
[01:19:41.670 --> 01:19:49.852]  So, all his PR isn't going too well for all the crimes that he has, all the crimes that he's committed.
[01:19:50.532 --> 01:19:53.373]  But I think Mark Twain said it best.
[01:19:53.413 --> 01:19:59.254]  He said, I've never wished a man dead, but I have read some obituaries with great pleasure.
[01:20:03.195 --> 01:20:09.197]  Yeah, don't worry, old Satan's got hell in his little red pajamas heated up really nice for you, Baba.
[01:20:10.100 --> 01:20:14.383]  So you can run, but you can't, you can't hide.
[01:20:15.604 --> 01:20:25.810]  Overthrown so many countries, stole so many pension funds, was a Nazi collaborator, ADL King, and he can try whatever he wants, but nobody is going along with what you're doing.
[01:20:27.951 --> 01:20:29.733]  Nobody is buying into your garbage.
[01:20:30.613 --> 01:20:33.315]  Yeah, so while we take calls, let's just scroll through the tweets.
[01:20:35.770 --> 01:20:40.051]  about George Soros and his untimely death that did not happen.
[01:20:41.672 --> 01:20:43.412]  And so, see, he's living a living death.
[01:20:43.572 --> 01:20:44.753]  Almost everyone hates him.
[01:20:45.293 --> 01:20:46.433]  He's seen and reviled.
[01:20:47.253 --> 01:20:49.534]  And so, what would it do if somebody killed George Soros?
[01:20:49.554 --> 01:20:52.375]  He's already dead, spiritually.
[01:20:52.395 --> 01:20:53.215]  It would make him a victim.
[01:20:54.255 --> 01:20:55.555]  No, we don't want to kill George Soros.
[01:20:55.595 --> 01:20:57.176]  He's already got his empire, his system.
[01:20:58.216 --> 01:20:58.996]  It's like Black Rock.
[01:20:59.497 --> 01:21:03.867]   We don't want to kill Larry Fink That has quadrillions under management.
[01:21:04.267 --> 01:21:10.193]  We want to kill his operation with the State Attorney General's other leaders saying you're not going to bring in SEGs and U.N.
[01:21:10.233 --> 01:21:12.515]  control and social credit scores, which is happening.
[01:21:13.976 --> 01:21:15.398]  We kill their operation.
[01:21:15.678 --> 01:21:16.659]  We kill their program.
[01:21:16.699 --> 01:21:17.360]  We pull out of it.
[01:21:17.640 --> 01:21:18.421]  We don't support it.
[01:21:18.461 --> 01:21:19.201]  We don't submit.
[01:21:20.262 --> 01:21:24.386]  They got plenty of evil people lined up behind them ready to cover the, you know, carry this out.
[01:21:24.767 --> 01:21:26.909]  We kill their operation.
