[00:00:00.169 --> 00:00:00.910]  It's official.
[01:07:13.577 --> 01:07:16.058]  They've always gotten away with however big the scam is.
[01:07:16.878 --> 01:07:19.099]  And because the scam is so big, people can't comprehend it.
[01:07:19.760 --> 01:07:23.342]  They believe they are about to successfully carry this out.
[01:07:23.682 --> 01:07:31.125]  But in 1949, the CIA put Mao Zedong in power.
[01:07:32.106 --> 01:07:35.968]  In the early 1970s, they were officially opened up and built up to replace America.
[01:07:37.682 --> 01:07:39.125]  Xi Jinping double-crossed him.
[01:07:39.165 --> 01:07:39.887]  He's a bad guy.
[01:07:40.307 --> 01:07:41.931]  But he's just like them, but another predator.
[01:07:42.412 --> 01:07:43.935]  He double-crossed him, broke with him.
[01:07:46.780 --> 01:07:50.519]  Russia was under their vassal control in the early 90s.
[01:07:50.519 --> 01:07:52.119]  They broke with them in '99.
[01:07:52.119 --> 01:07:53.600]  The Russians got back in control.
[01:07:53.600 --> 01:07:56.559]   Doesn't mean they're perfect either, but they're another power structure.
[01:07:56.559 --> 01:08:00.360]   So just like Hitler and Stalin had a deal in the first years of World War II,
[01:08:00.360 --> 01:08:01.840]  they then turned on each other.
[01:08:01.840 --> 01:08:05.959]   And Hitler knew Stalin was about to attack, and Stalin knew Hitler was about to attack,
[01:08:05.959 --> 01:08:08.659]  so Hitler launched it first with Operation Barbarossa.
[01:08:08.659 --> 01:08:11.798]  And we're here again.
[01:08:11.798 --> 01:08:15.600]  They don't even see you as existing.
[01:08:15.482 --> 01:08:18.105]  You're like bugs when you're walking through a parking lot at night.
[01:08:18.125 --> 01:08:19.927]  You step on a roach or a cricket, you don't care.
[01:08:20.948 --> 01:08:27.515]  They have less concern for you than when you're walking through a parking lot and you've got a bag of food you're taking home to the family.
[01:08:28.116 --> 01:08:29.437]  Mom's not cooking tonight, you're picking up dinner.
[01:08:29.758 --> 01:08:32.040]  You're walking out of the restaurant, crunch, crunch, oh, that's a cricket.
[01:08:32.761 --> 01:08:33.862]  You're like, okay, cricket's dead.
[01:08:35.896 --> 01:08:37.877]  I'm going out of my way to kill a cricket, but it's okay, it's dead.
[01:08:38.177 --> 01:08:42.760]  They actually want you dead because they see you as a roach in their food, in their house at night.
[01:08:43.340 --> 01:08:46.062]  They see you as a roach getting their resources.
[01:08:46.082 --> 01:08:46.902]  They're done with you.
[01:08:47.202 --> 01:08:48.263]  They don't need you.
[01:08:48.503 --> 01:08:49.603]  There's too many of you.
[01:08:49.884 --> 01:08:55.767]  The decisions made just get rid of you, but have a big crisis where the globalists are the saviors while they get rid of everybody.
[01:08:57.059 --> 01:08:57.960]  They're Team Demon.
[01:08:58.380 --> 01:08:59.141]  They're Team Death.
[01:08:59.621 --> 01:09:00.662]  Versus Team Humanity.
[01:09:00.943 --> 01:09:01.423]  Team Human.
[01:09:01.764 --> 01:09:03.185]  You notice I've been hammering Team Human.
[01:09:03.465 --> 01:09:04.086]  I'll say it again.
[01:09:04.446 --> 01:09:05.407]  I coined Team Human.
[01:09:05.848 --> 01:09:07.169]  Been saying it for over a decade.
[01:09:07.549 --> 01:09:08.590]  Elon Musk is saying it.
[01:09:08.630 --> 01:09:09.231]  Mike Adams.
[01:09:10.632 --> 01:09:11.133]  Skip the break.
[01:09:12.194 --> 01:09:13.094]  Jack Posobiec.
[01:09:13.195 --> 01:09:13.575]  Everybody.
[01:09:13.675 --> 01:09:18.320]  So, hey, not about bragging, but it's about you knowing you bet on the right horse if you're Team Humanity.
[01:09:20.161 --> 01:09:21.282]  It's all God, through me.
[01:09:22.301 --> 01:09:29.833]  To me, I see globalists saying we're gonna depopulate, humans suck, hate yourself, roll over and die, self-harm yourself, you know, take all these poison drugs.
[01:09:29.873 --> 01:09:31.375]  And I'm like, I don't agree with that.
[01:09:31.876 --> 01:09:33.519]  They're Team Demon.
[01:09:36.664 --> 01:09:37.425]  We're Team Freedom.
[01:09:41.528 --> 01:09:44.931]  I think people aren't going to want to go along with this, and I sure as hell don't want to join them.
[01:09:45.251 --> 01:09:50.695]  I had Henry Kissinger try to get me up there to New York in front of my producer with the head of the Kissinger Group to hire me on.
[01:09:50.715 --> 01:09:53.357]  They're like, you don't want to, but you're being given an offer almost no one's given.
[01:09:53.677 --> 01:09:55.398]  You know, we're going to take over.
[01:09:55.418 --> 01:09:58.640]  And I'm like, well, I don't feel good about being part of this and killing everybody.
[01:10:00.642 --> 01:10:01.883]  I said, I wouldn't trust you guys.
[01:10:01.923 --> 01:10:06.906]  Even though I was a psychotic, which I'm not, once you think they're going to stop 100% of people, you think that's going to end?
[01:10:06.926 --> 01:10:06.966]  No.
[01:10:09.696 --> 01:10:21.062]  So Team Human, Team Freedom, Team Humanity, the Human Supremacist Movement, is unstoppable.
[01:10:22.382 --> 01:10:23.383]  And it's being adopted.
[01:10:24.303 --> 01:10:26.224]  And I'm here to tell you, listen to me.
[01:10:26.464 --> 01:10:27.925]  You see my predictions all come true.
[01:10:28.625 --> 01:10:31.387]  Within 10 years, half of you are going to be dead.
[01:10:32.507 --> 01:10:35.689]  Within 25 years, all of you are dead under their plan.
[01:10:36.709 --> 01:10:38.170]  I intend to stop them with you.
[01:10:40.290 --> 01:10:42.871]  And yeah, admitting this is stressful and takes a toll on your body.
[01:10:43.351 --> 01:10:49.412]  Well, the wear and tear on my body is a sign of my vigor and my resistance to this.
[01:10:49.752 --> 01:10:50.672]  Not a sign of weakness.
[01:10:51.012 --> 01:10:51.913]  It's a sign of the opposite.
[01:10:51.933 --> 01:10:54.473]  It's somebody totally committed to our species.
[01:10:55.193 --> 01:10:58.334]  Because my ancestors were great people and they fought hard to get us here.
[01:10:58.614 --> 01:11:03.215]  And I'm sure as hell not going to get and sit out on the job here and go along with this crap.
[01:11:05.401 --> 01:11:10.723]  Because I've been around globalist folks, high-level ones, they are empty, they're alone, they're disempowered.
[01:11:10.984 --> 01:11:17.367]  When I'm with the people, and I'm fighting for our future, God's on my side, I can feel it, I can feel the spiritual approval.
[01:11:18.707 --> 01:11:22.369]  And we're going to win this, and you can already see humanity beginning to rise.
[01:11:26.731 --> 01:11:28.512]  But that's why they're starting World War III.
[01:11:29.532 --> 01:11:38.654]   That's why they've got all these slaves and all these minions like Jack Smith, And I just say to all you out there, people that even serve the system, you can see this is going to a very bad place very quickly.
[01:11:39.815 --> 01:11:45.977]  And your cells, your spirit, your soul, your very flesh wants to live and survive and build something better.
[01:11:46.237 --> 01:11:47.817]  You don't want to sign on to this.
[01:11:50.018 --> 01:11:51.759]  So that's why this is all happening.
[01:11:52.739 --> 01:11:57.280]  It's because we're at the end of their system and their fraud, and they don't want to give up and go away.
[01:11:57.300 --> 01:11:59.541]  They're going to go ahead and double down.
[01:12:01.752 --> 01:12:03.133]  And I'm not just blaming the Rothschilds.
[01:12:03.313 --> 01:12:04.653]  That's a simplification.
[01:12:04.673 --> 01:12:19.438]  There are a lot of other power groups, but they're the central one that ran the biggest empire and crashed the British stock market by getting news back early that Napoleon had won the war, which he hadn't, and they bought up everything for less than a penny on the dollar, or a penny on the pound.
[01:12:21.599 --> 01:12:22.519]  A penny on the shilling.
[01:12:25.681 --> 01:12:27.681]  And so...
[01:12:27.681 --> 01:12:34.721]  This is where we are.
[01:12:34.721 --> 01:12:44.720]  [BLANK_AUDIO]
[01:12:36.395 --> 01:12:39.021]  And they intend to kill all of us.
[01:12:40.313 --> 01:12:42.274]  And I know that's a scary statement, but it's true.
[01:12:42.795 --> 01:12:43.915]  And you know deep down it's true.
[01:12:44.616 --> 01:12:44.896]  You know.
[01:12:45.196 --> 01:12:45.797]  You can see it.
[01:12:45.837 --> 01:12:46.237]  You know it.
[01:12:46.457 --> 01:12:48.178]  You intellectually know it, if you've researched.
[01:12:48.198 --> 01:12:50.920]  But even if you're a new listener, you know there's a great danger.
[01:12:51.320 --> 01:12:55.523]  And the danger is not American right-wingers, that they've got promos and clips.
[01:12:55.603 --> 01:13:02.067]  Obama put out a new Netflix show where right-wingers and power outages and race war, and there's all these other movies.
[01:13:02.087 --> 01:13:03.748]  I'm going to cover it after we take calls.
[01:13:03.809 --> 01:13:06.991]  We've got another sickening trailer I'm going to get to in some news.
[01:13:08.052 --> 01:13:10.474]  But, this is where you're tested right now.
[01:13:10.754 --> 01:13:25.484]  I'm going to go to your phone calls, Bree, and Tyler, and Randy, and Mountain Patriot, and Robert, and Raymond, and Wild Bill, Eric, Kevin, Ryan, and others here in a moment.
[01:13:25.504 --> 01:13:33.590]  But let me do this, because I did a 30-second plug in the last hour, and if we do that, we're not going to be on air.
[01:13:33.750 --> 01:13:37.193]  Other talk radio plugs every segment, because that's where the real listeners are, not during the commercials.
[01:13:38.244 --> 01:13:39.844]  Ultra 12 is amazing.
[01:13:39.864 --> 01:13:41.345]  It's the highest quality B12 you're going to find.
[01:13:41.385 --> 01:13:42.285]  So great for your whole body.
[01:13:42.625 --> 01:13:44.145]  The foundational system.
[01:13:44.505 --> 01:13:46.546]  B12 is really just a hormone base in your body.
[01:13:46.786 --> 01:13:47.246]  You gotta have it.
[01:13:47.466 --> 01:13:48.726]  It's essential, just like iodine.
[01:13:49.207 --> 01:13:53.027]  But winter sun is the two best types, the scientists say, of vitamin D3.
[01:13:53.047 --> 01:13:55.168]  80% of one, 20% of another.
[01:13:55.468 --> 01:13:57.128]  They say it's the best formula for synergistic.
[01:13:57.348 --> 01:13:58.069]  They're both organic.
[01:13:58.089 --> 01:13:59.349]  They're the highest rated out there.
[01:14:00.129 --> 01:14:01.710]  Winter sun's been sold out for almost a year.
[01:14:02.070 --> 01:14:03.031]  The winter is here.
[01:14:03.051 --> 01:14:04.752]  A few drops out of the tongue every day.
[01:14:05.452 --> 01:14:09.955]  Almost all the viral deaths we've seen across the board are vitamin D3 deficiencies.
[01:14:10.235 --> 01:14:12.237]  And if you take synthetic D3, it doesn't do anything.
[01:14:12.977 --> 01:14:15.499]  Sunshine is what everybody needs, but you don't get it in the winter.
[01:14:16.561 --> 01:14:17.923]  Particularly people with dark skin.
[01:14:18.364 --> 01:14:19.445]  You need even more D3.
[01:14:19.886 --> 01:14:25.354]  Get Winter Sun at infowarestore.com for 40% off right now.
[01:14:25.895 --> 01:14:28.259]  Everybody gets deficient in this in the winter.
[01:14:28.838 --> 01:14:35.918]   Get your high quality D3 and from the InfoWar at infowarestore.com and we make it even easier.
[01:14:35.918 --> 01:14:41.158]   Storewide free shipping, double pay-through points, only going until 18th or 19th,
[01:14:41.158 --> 01:14:47.358]   'cause then we can't guarantee your shipments to you before Christmas on the 18th or 19th,
[01:14:47.358 --> 01:14:49.158]  depending on where you live in the US.
[01:14:49.158 --> 01:14:52.958]  We have Turbo Force sold out for a very long time, 10.
[01:14:53.266 --> 01:15:02.070]  10 hour, strongest, most powerful, healthy, good, stimulant, system full of vitamins, minerals, and all those other natural things that turbo charge you.
[01:15:02.591 --> 01:15:04.652]  Turbo Force back in stock discounted.
[01:15:05.252 --> 01:15:06.993]  X2 selling out, still discounted.
[01:15:07.793 --> 01:15:10.194]  All the great products are there.
