[00:00:00.029 --> 00:00:01.792]  Drudge Report captured operation.
[00:56:34.158 --> 00:56:36.580]  Well, Roger went through kangaroo trials.
[00:56:36.600 --> 00:56:37.320]  I went through them.
[00:56:38.321 --> 00:56:44.806]  Leticia James just said last week, we'll cue it back up, that Trump was found guilty in New York before the trial began.
[00:56:45.386 --> 00:56:46.147]  That's what the judge said.
[00:56:46.987 --> 00:56:47.468]  No jury.
[00:56:48.820 --> 00:56:54.683]  So we forced them to take the mask off, and even Frank Luntz came out and said, this will just turbocharge Trump.
[00:56:54.823 --> 00:56:56.884]  I hope the Supreme Court overturns it.
[00:56:57.364 --> 00:57:06.568]  But great political analyst back to the days of Nixon, Ronald Reagan, right through Trump, got Trump to run, is the consummate Trumpian, Roger Stone.
[00:57:07.068 --> 00:57:09.529]  Roger, this is really brazen.
[00:57:09.909 --> 00:57:11.030]  This is next level.
[00:57:11.090 --> 00:57:13.631]  This is really blowing up in their face.
[00:57:15.050 --> 00:57:16.291]  Alex, you're absolutely right.
[00:57:16.311 --> 00:57:20.412]  I mean, first of all, I think it's important to note that this was not unexpected.
[00:57:21.372 --> 00:57:29.516]  So this idea that the Trump campaign has been rocked or that there's some shock or we've been caught by surprise, that's entirely false.
[00:57:29.616 --> 00:57:47.406]   In fact, I'd have to tell you, as a veteran of 13 national Republican presidential campaigns, The Trump campaign is the leanest, most efficient, most effective, best organized, tightest presidential campaign I've ever been involved with.
[00:57:47.486 --> 00:57:51.409]  And by the way, you were being honest when he first ran six, seven, eight years ago.
[00:57:51.469 --> 00:57:52.710]  You said that this is a problem.
[00:57:52.730 --> 00:57:53.771]  This is not being run well.
[00:57:54.251 --> 00:57:56.153]  You're saying right now, this is eye of the tiger.
[00:57:57.250 --> 00:58:00.271]  Yeah, he really has excellent people and they know what they're doing.
[00:58:00.311 --> 00:58:06.152]  We're supremely well organized in Iowa, New Hampshire, South Carolina, Nevada.
[00:58:06.313 --> 00:58:09.273]  We have excellent organizations in the works.
[00:58:09.333 --> 00:58:15.135]  I say we as a supporter and the campaign doesn't leak above all.
[00:58:15.235 --> 00:58:23.437]   So once the lower court in Colorado rejected this, but laid the groundwork for the state
[00:58:23.437 --> 00:58:24.576]  Supreme Court.
[00:58:24.576 --> 00:58:29.436]   Basically that judge at the trial court level saying, well, Trump was guilty of
[00:58:29.436 --> 00:58:36.277]   insurrection, but because of the way the statute is worded in the 13th amendment,
[00:58:36.277 --> 00:58:40.597]   but perhaps it doesn't apply to Trump, it's kind of obvious that this was coming.
[00:58:40.905 --> 00:58:42.566]  Now we understand a couple of things.
[00:58:42.606 --> 00:58:50.292]  First of all, this decision is essentially toothless, meaning Trump's name remains on the ballot.
[00:58:50.612 --> 00:58:53.995]  The Trump campaign will file an immediate appeal to the U.S.
[00:58:54.035 --> 00:59:02.081]  Supreme Court and the court in Colorado, which is all 100% appointed by a Democrat governor.
[00:59:02.460 --> 00:59:06.140]   Every member of the court is a Democrat, but this still only
[00:59:06.140 --> 00:59:08.940]  passed on a four, three decision.
[00:59:08.940 --> 00:59:13.940]   This is basically a toothless ruling, meaning the only way for President
[00:59:13.940 --> 00:59:19.060]   Trump's name to be taken off the ballot is for the Supreme Court to decline, to
[00:59:19.060 --> 00:59:23.260]  hear the appeal, extraordinarily unlikely, or if it reaffirms.
[00:59:23.181 --> 00:59:29.227]  I'm going to give you the floor to walk through the technicals.
[00:59:29.287 --> 00:59:30.048]  We appreciate being here.
[00:59:30.088 --> 00:59:36.375]  But for me, big picture is, yeah, it's toothless, but it shows the recklessness and the escalation curve.
[00:59:36.855 --> 00:59:37.856]  So where do they go next?
[00:59:37.876 --> 00:59:47.723]  To me, the craziness of this, the wildness of this, not convicted of something, the law says you have to be convicted, the law is very clear, a five-year-old can read it, and they do this.
[00:59:47.804 --> 00:59:51.867]  It shows that these people are panicking, they are in total paranoia.
[00:59:52.927 --> 00:59:54.369]  There's no question about this.
[00:59:54.389 --> 00:59:59.372]  Look, I think that they are apoplectic, they're near hysterical, because it's not just this.
[00:59:59.853 --> 01:00:03.722]   Everything they have tried Has backfired exponentially.
[01:00:03.822 --> 01:00:17.852]  In other words, this effort to destroy Donald Trump through a tsunami of lawfare has backfired very badly, has actually turbocharged his campaign in a way that nobody could have foreseen.
[01:00:17.872 --> 01:00:20.154]  I mean, Alex, look, I've been around a long time.
[01:00:20.174 --> 01:00:21.575]  I've studied a lot of polling.
[01:00:21.975 --> 01:00:26.638]  I try to be dispassionate about it, even though I'm a strong supporter of the president.
[01:00:27.699 --> 01:00:29.979]  Reagan, he was one of our greatest presidents.
[01:00:29.979 --> 01:00:35.458]   He was also extraordinarily popular, very popular at the grassroots, but even he
[01:00:35.458 --> 01:00:39.699]  never enjoyed this level and intensity of support.
[01:00:39.699 --> 01:00:45.119]   Back when the president first announced that he was running, I was on board, but I
[01:00:45.119 --> 01:00:50.019]   was concerned that there would not be the kind of enthusiasm, the kind of intensity
[01:00:50.019 --> 01:00:54.217]   that it takes to pull off one of the greatest political miracles in the country.
[01:00:54.217 --> 01:00:59.778]   Remember, we've only had one president who was elected, then cheated out of
[01:00:59.778 --> 01:01:03.019]  reelection, and then came back to serve as president again.
[01:01:03.019 --> 01:01:06.179]  That was Grover Cleveland, a conservative Democrat.
[01:01:06.179 --> 01:01:09.458]  Interestingly enough, like Trump, a native New Yorker.
[01:01:09.458 --> 01:01:15.659]   So the left has solved that problem and everything they throw at
[01:01:15.659 --> 01:01:17.898]  Trump just makes him stronger.
[01:01:18.676 --> 01:01:36.502]  Now this recent appeal to the Supreme Court over the question of presidential immunity and essentially executive privilege to leapfrog the circuit court in D.C., which would have been stacked against Trump anyway, and go directly to the U.S.
[01:01:36.542 --> 01:01:46.585]   Supreme Court, Combined with this action yesterday, and therefore a new appeal to the Supreme Court, demonstrates that this is a growing hysteria.
[01:01:47.285 --> 01:02:03.251]  The special counsel, Jack Smith, is desperate to have an election, pardon me, a conviction, or at least a trial, and presumably in a favorable jurisdiction, a conviction prior to this election in order to try to wound President Trump.
[01:02:03.371 --> 01:02:04.271]  It's not working.
[01:02:04.211 --> 01:02:07.991]   It's really not working. But let's be realist. They are everywhere now saying
[01:02:07.991 --> 01:02:13.150]   Trump supporters are Confederates, mayors, Democrats, senators. They're saying Civil
[01:02:13.150 --> 01:02:17.550]   War. They've got an Obama produced movie coming out about Civil War. A bunch of
[01:02:17.550 --> 01:02:20.951]   movies about Civil War. They're running around saying we're all
[01:02:20.951 --> 01:02:24.711]   about to start killing each other. It's very easy to see the next move. False
[01:02:24.711 --> 01:02:30.191]  flags, assassination attempts on Trump.
[01:02:28.238 --> 01:02:30.860]  I mean, they are beyond hysterical.
[01:02:31.181 --> 01:02:33.522]  So we should really sit back and say, okay, we're winning.
[01:02:33.943 --> 01:02:35.263]  What is this entrenched?
[01:02:36.238 --> 01:02:43.643]  Unelected, crazed, bureaucratic system that thinks it's insulated from any type of culpability.
[01:02:43.763 --> 01:02:44.924]  What are they going to pull next, Roger?
[01:02:44.944 --> 01:02:46.525]  I mean, let's do tomorrow's news today.
[01:02:46.905 --> 01:02:47.846]  What are they going to pull next?
[01:02:48.627 --> 01:02:50.328]  Alex, I think anything is possible.
[01:02:51.128 --> 01:02:52.289]  I've said this on your show.
[01:02:52.349 --> 01:02:54.251]  I say it on my own daily show every day.
[01:02:54.271 --> 01:03:00.415]  It's essential that patriots not be goaded into doing something stupid or illegal.
[01:03:00.495 --> 01:03:02.336]  No, we don't support civil war.
[01:03:02.376 --> 01:03:03.457]  We're not for that.
[01:03:03.997 --> 01:03:08.438]  And at every step of the way, Donald Trump has worked within the legal system.
[01:03:08.478 --> 01:03:11.359]  Now, technically he doesn't have to prove his innocence.
[01:03:11.779 --> 01:03:13.099]  They have to prove his guilt.
[01:03:13.599 --> 01:03:25.522]  But in the court of public opinion, where there is a Democrat mainstream media cabal, I think we all know the effort here is to sully his name and further destroy his chances.
[01:03:25.682 --> 01:03:28.423]  Oh, Trump is going to be an authoritarian dictator.
[01:03:28.703 --> 01:03:29.003]  Really?
[01:03:29.384 --> 01:03:32.306]  Who is it who's trying to lock up their chief political opponent?
[01:03:32.726 --> 01:03:42.274]  Who is it who uses the intelligence services to work closely with social media companies to censor any political point of view that they disagree with?
[01:03:42.855 --> 01:03:59.847]   Who is it that tapped into the 702 database millions of times to spy on average American citizens at the same time they use 278 No, I totally agree, Roger, so let's pull back here, because everybody else is talking about how it's unconstitutional, he wasn't convicted, and it's a fraud, we know that.
[01:04:00.827 --> 01:04:06.110]  Let's get in their sick little minds, because they keep escalating from little baby steps to huge jumps now.
[01:04:06.310 --> 01:04:08.171]  What, like Tucker Carlson has said, you've said...
[01:04:09.355 --> 01:04:17.842]  All they got left is assassination or blowing up a black college and saying a Trump supporter did it.
[01:04:18.343 --> 01:04:20.064]  I mean, they're not going to give up.
[01:04:20.084 --> 01:04:21.305]  So let's just get that straight.
[01:04:21.826 --> 01:04:25.649]  They claim Trump supporters are going to hack with Russia the power grid and bring it down.
[01:04:25.749 --> 01:04:26.450]  No evidence of that.
[01:04:26.490 --> 01:04:27.931]  I mean, preposterous stuff.
[01:04:27.951 --> 01:04:32.875]  And then a bunch of movies produced by Obama and Hollywood saying that exactly is going to happen.
[01:04:32.895 --> 01:04:33.916]  So I'm not dumb.
[01:04:33.936 --> 01:04:44.530]   When I see three movies come out in one week, Saying Trump supporters are going to cut the power off of the Russia and race war and then they're saying it at the FBI with no evidence that they're pre-programming that move.
[01:04:46.099 --> 01:04:59.071]  I don't disagree with that, Alex, but notice yesterday there was a leaked story and sources said that former President Barack Obama is increasingly concerned about Joe Biden's ability to win re-election.
[01:04:59.551 --> 01:05:02.994]  They are greasing the skids to switch out Joe Biden.
[01:05:03.034 --> 01:05:04.095]  That's what I was going next.
[01:05:04.315 --> 01:05:05.376]  You said it over a year ago.
[01:05:05.877 --> 01:05:10.020]  Clearly they've allowed the indictments now and everything against Hunter to put pressure on Joe.
[01:05:10.060 --> 01:05:12.162]  But as you said, Joe and Jill want to stay.
[01:05:12.202 --> 01:05:12.923]  So what's going to happen there?
[01:05:13.900 --> 01:05:26.266]  I think you have internecine warfare going on in the Democratic Party, but at the end of the day, Barack Obama has more influence on the next Democratic National Convention than Joe Biden does.
[01:05:26.306 --> 01:05:40.092]  The use of these superdelegates, which were used to kneecap Bernie Sanders, could be threatened to be used to kneecap Joe Biden if he insists on trying to hang in and stay as a candidate.
[01:05:40.732 --> 01:05:42.073]  I've kind of revised my view.
[01:05:42.193 --> 01:05:46.657]  I don't think there's any circumstance under which Joe Biden will resign.
[01:05:47.577 --> 01:05:57.585]  But that's because I think he wants to retain the authority to pardon himself and his brother and his son and other key members of the Biden crime family.
[01:05:58.225 --> 01:06:00.667]  But at the end of the day, he's not a viable candidate.
[01:06:00.987 --> 01:06:03.629]  They know he can't stand up in a presidential debate.
[01:06:04.010 --> 01:06:05.591]  Hell, he can barely stand up, period.
[01:06:06.832 --> 01:06:13.915]  These efforts to knock Trump off the ballot are part and parcel of this current level of hysteria.
[01:06:13.935 --> 01:06:25.341]  Let me point out, they tried this in Michigan, they tried it in Minnesota, they tried it in Florida, they tried it in Rhode Island, they tried it in Arizona, they tried it in New Hampshire, and legally it has fallen short.
[01:06:25.641 --> 01:06:28.883]  This effort in Colorado will fall short as well.
[01:06:29.443 --> 01:06:33.405]  I predict that the Supreme Court will reverse this decision.
[01:06:35.226 --> 01:06:42.809]  Once that is done, this gambit, which is largely the brainchild of Norm Eisen and the people at CREW, will be over.
[01:06:43.149 --> 01:06:45.390]  This will be a failed gambit.
[01:06:45.450 --> 01:06:46.010]  What's next?
[01:06:46.090 --> 01:06:47.470]  Could we have another pandemic?
[01:06:47.870 --> 01:06:48.691]  Most definitely.
[01:06:49.431 --> 01:06:54.153]  Could there be a terrorist attack on American interests on our own soil?
[01:06:54.853 --> 01:07:03.736]  Given how many millions of illegals we have allowed into the country and our inability to track who they are and where they are, that's entirely possible.
[01:07:04.116 --> 01:07:05.617]  Will it be real?
[01:07:05.798 --> 01:07:07.379]  Will it be a false flag?
[01:07:07.959 --> 01:07:10.041]  I suspect there'll be no way to know.
[01:07:10.802 --> 01:07:15.906]  But the lesson of history, of course, is that people rally around a wartime president.
