[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[00:52:34.335 --> 00:52:46.139]  But no matter how hard they try, they will fail because the people of Texas and the people of America will never surrender our freedom to those people right there.
[00:52:47.961 --> 00:52:49.102]  You know, it is kind of funny.
[00:52:49.342 --> 00:52:52.065]  He points out, you know, they have like 15 cameras back there.
[00:52:52.105 --> 00:52:53.286]  They're not there to record Trump.
[00:52:53.306 --> 00:52:55.788]  They're there to just say they were there and then try to destroy Trump.
[00:52:56.409 --> 00:52:59.492]  Yeah, they'll pick out the most terrible soundbite they can twist.
[00:52:59.532 --> 00:53:03.656]  We will stand strong for family, faith, God, and for country.
[00:53:03.736 --> 00:53:06.278]  No network carries an entire Trump rally anymore.
[00:53:09.041 --> 00:53:11.063]  Yeah, Fox wasn't even airing them until the last one.
[00:53:12.196 --> 00:53:12.416]  Right.
[00:53:12.436 --> 00:53:12.696]  Right.
[00:53:12.796 --> 00:53:15.677]  So you've got InfoWars and OAN.
[00:53:15.857 --> 00:53:17.758]  And that's about it.
[00:53:17.818 --> 00:53:19.199]  That's the end of him in this state.
[00:53:20.019 --> 00:53:27.219]   pledged to revoke the tax-exempt status of many churches and religious charities.
[00:53:27.219 --> 00:53:38.499]   And by the way, that was after a few weeks ago he said, "Excuse me, we're going to take your guns away."
[00:53:38.726 --> 00:53:39.726]  That doesn't work well.
[00:53:44.366 --> 00:53:45.466]  And I called him right.
[00:53:45.546 --> 00:53:46.947]  Remember the flailing arms?
[00:53:47.007 --> 00:53:47.827]  Nobody noticed it.
[00:53:47.907 --> 00:53:48.528]  I noticed it.
[00:53:50.088 --> 00:53:50.729]  The flailer.
[00:53:52.169 --> 00:53:54.250]  You remember he was flailing all over the place.
[00:53:54.330 --> 00:53:55.931]  I said, why is this guy hot?
[00:53:56.031 --> 00:53:59.932]  John Cornyn's gonna win so easily, just like Ted Cruz won.
[00:54:00.032 --> 00:54:00.713]  He's gonna win.
[00:54:02.493 --> 00:54:03.394]  No matter what happens.
[00:54:06.895 --> 00:54:17.110]   But John Cornyn is not talking about Beto anymore because Beto In a few short weeks, got rid of guns and got rid of religion.
[00:54:17.170 --> 00:54:19.431]  Those are not two good things in Texas to get rid of.
[00:54:22.553 --> 00:54:28.236]  And I will never allow the federal government to be used to punish Americans for their religious beliefs.
[00:54:33.059 --> 00:54:41.184]  And I will never allow the IRS to be used as a political weapon, except in the case of myself where they use it against me.
[00:54:44.397 --> 00:54:48.779]  By the way, the IRS literally apologized under the Obama administration for targeting patriots.
[00:54:48.819 --> 00:54:49.859]  They came out and apologized.
[00:54:49.959 --> 00:54:51.680]  It permits no opposition.
[00:54:51.720 --> 00:54:52.400]  That's not fake news.
[00:54:52.540 --> 00:54:54.361]  It accepts no compromise.
[00:54:54.381 --> 00:54:55.582]  These people are crazy.
[00:54:56.902 --> 00:55:01.644]  And it has absolutely no respect for the will of the American people.
[00:55:03.465 --> 00:55:04.946]  First, it was the Russia hoax.
[00:55:09.465 --> 00:55:18.495]  And then it was the smearing, which continues, that disgraceful, disgusting smearing of a fine man, Justice Kavanaugh.
[00:55:22.039 --> 00:55:26.364]  And now they continue the outrageous impeachment witch hunt.
[00:55:27.465 --> 00:55:28.206]  With nothing.
[00:55:29.367 --> 00:55:30.028]  With nothing.
[00:55:31.518 --> 00:55:37.436]   They come after me, but what they're really doing is they're coming after the Republican Party,
[00:55:37.436 --> 00:55:43.436]   and what they're really, really doing is they're coming after and fighting you, and we never lose.
[00:55:43.436 --> 00:55:50.077]  [Applause]
[00:55:50.077 --> 00:55:51.197]  There's a story, folks.
[00:55:51.422 --> 00:55:54.043]  IRS apologizes for aggressive scrutiny of conservative groups.
[00:55:54.063 --> 00:55:55.243]  That was actually two years ago.
[00:55:55.263 --> 00:55:57.564]  Oh, I just saw it today.
[00:55:57.584 --> 00:55:59.444]  Thanks, IRS, for screwing us over again.
[00:56:00.128 --> 00:56:02.991]  We are far greater now than ever before.
[00:56:02.851 --> 00:56:09.451]   You go back four years, you go back seven, six, eight, even you go back into another
[00:56:09.451 --> 00:56:14.971]   administration, you go back ten and twelve years, where were you compared to where you
[00:56:14.971 --> 00:56:23.611]  are right now?
[00:56:23.611 --> 00:56:27.971]   So we must hold the Democrats accountable for their lies and their corruption.
[00:56:27.999 --> 00:56:29.079]  They are corrupt people.
[00:56:29.899 --> 00:56:36.881]  And we must show and vote and we have to go out and we have to win this election coming up.
[00:56:37.081 --> 00:56:41.081]  It's going to be a landslide and we have to make it a landslide.
[00:56:41.081 --> 00:56:53.320]  Today's do-nothing Democrats, they don't do anything.
[00:56:53.530 --> 00:56:55.250]  Where's the USMCA?
[00:56:55.491 --> 00:56:56.471]  Everybody wants it.
[00:56:57.191 --> 00:56:58.651]  The Democrats even want it.
[00:56:59.011 --> 00:57:02.052]  And crazy Nancy won't let anybody vote on it.
[00:57:03.072 --> 00:57:03.733]  She's nuts.
[00:57:04.593 --> 00:57:09.134]  Today's Democrats believe anyone who opposes them must be crushed.
[00:57:09.594 --> 00:57:10.995]  It's not just like, let's win.
[00:57:11.215 --> 00:57:12.155]  You know, I have to say this.
[00:57:12.915 --> 00:57:16.956]  The Republicans said, I'm not sure I like this because my life hasn't been this way.
[00:57:17.496 --> 00:57:19.737]  But the Republicans play a much softer game.
[00:57:19.777 --> 00:57:20.337]  They really do.
[00:57:21.653 --> 00:57:30.398]  When all of our stars, and we have great stars, when they went to our Speaker of the House at the time, and they asked for subpoenas.
[00:57:31.038 --> 00:57:32.319]  Oh, let's take it easy.
[00:57:32.779 --> 00:57:33.320]  Let's stand.
[00:57:33.900 --> 00:57:34.420]  Okay.
[00:57:34.640 --> 00:57:35.821]  I mean, I get that too.
[00:57:37.322 --> 00:57:39.783]  She hands them out like it's cookies.
[00:57:40.564 --> 00:57:41.264]  Here, subpoena.
[00:57:42.205 --> 00:57:51.190]  I heard a commentator who happens to be standing right there the other day, doesn't like us at all, but said, I've never seen anyone hand out so many subpoenas.
[00:57:52.512 --> 00:57:54.754]  I have people getting subpoenas I never heard of.
[00:57:54.894 --> 00:57:56.015]  I said, who are those people?
[00:57:58.877 --> 00:57:59.998]  Never saw anything like it.
[00:58:00.038 --> 00:58:02.020]  It's a disgrace what they're doing to our country.
[00:58:02.440 --> 00:58:16.452]  And we became, because of what they do, not the Republicans and not what we've done, because what they've done and what they see... So is it me or did Trump just admit he was trying to subpoena all these Democrats and Paul Ryan stopped him from doing it?
[00:58:16.612 --> 00:58:18.513]  Did everybody else just hear that?
[00:58:18.553 --> 00:58:19.294]  Is that what he just said?
[00:58:19.815 --> 00:58:21.436]  Presidents, prime ministers...
[00:58:21.977 --> 00:58:23.058]  Wow.
[00:58:23.098 --> 00:58:27.439]  More or less confirmed that Paul Ryan was constantly saying, no, no, no, we got to worry about this.
[00:58:27.520 --> 00:58:29.520]  If we play nice with them, they'll play along.
[00:58:29.881 --> 00:58:32.342]  Now we know that he was stabbing Trump in the back constantly.
[00:58:32.482 --> 00:58:34.903]  I mean, I've never seen that published anywhere.
[00:58:34.983 --> 00:58:38.925]  Trump asked to subpoena all these Democrats and got stonewalled by Republicans.
[00:58:38.985 --> 00:58:39.205]  Wow.
[00:58:40.660 --> 00:58:47.563]  Right now China would be by far the number one nation from an economic standpoint in the world.
[00:58:47.923 --> 00:58:53.203]   We've gone up trillions of dollars, they've gone down trillions of dollars, and we are
[00:58:53.203 --> 00:59:16.923]   so far number one, so far, that they'll never catch us if we are smart right here.
[00:59:16.923 --> 00:59:22.282]   But the do-nothing Democrats believe anyone who opposes them has to be crushed.
[00:59:22.545 --> 00:59:23.506]  They don't want to just beat them.
[00:59:24.586 --> 00:59:25.527]  They don't want to just beat them.
[00:59:25.587 --> 00:59:26.607]  These are sick people.
[00:59:26.647 --> 00:59:27.948]  They want to crush these people.
[00:59:28.008 --> 00:59:34.891]  The anger, the hatred, and that any lie or crime or corruption is justified.
[00:59:34.951 --> 00:59:37.652]  So Schiff gets up and makes up my statement.
[00:59:38.012 --> 00:59:39.753]  He makes it up a hundred percent.
[00:59:40.646 --> 00:59:44.007]  And then he said he didn't speak to the whistleblower.
[00:59:44.067 --> 00:59:45.588]  No, we didn't see the whistleblower.
[00:59:45.608 --> 00:59:46.888]  And what about the whistleblower?
[00:59:47.168 --> 00:59:48.949]  The whistleblower got it all wrong.
[00:59:49.309 --> 00:59:51.690]  Who's the whistleblower?
[00:59:51.970 --> 00:59:53.350]  Who's the whistleblower?
[00:59:54.391 --> 00:59:55.651]  Who is the whistleblower?
[00:59:55.691 --> 00:59:56.512]  We have to know.
[00:59:58.032 --> 00:59:59.813]  Is the whistleblower a spy?
[01:00:00.173 --> 01:00:02.114]  And who is the IG that did this?
[01:00:02.514 --> 01:00:05.615]  All he had to do is look at the- Michael Atkinson.
[01:00:07.312 --> 01:00:09.473]  The transcribed version of the phone call.
[01:00:09.813 --> 01:00:15.074]  Compare that to the whistleblower's account, and you see it had nothing to do with it.
[01:00:15.334 --> 01:00:20.056]  So why does the IG allow a thing like this to happen to our country?
[01:00:20.276 --> 01:00:20.616]  Why?
[01:00:20.796 --> 01:00:21.076]  Right.
[01:00:21.176 --> 01:00:21.336]  Why?
[01:00:21.356 --> 01:00:25.377]  And why don't we ask why Ukraine helped Hillary Clinton's campaign in the 2016 election?
[01:00:25.397 --> 01:00:27.958]  A lot of bad people out there, but one by one, we're inventing it.
[01:00:27.978 --> 01:00:29.979]  Wait, was Trump listening to our coverage?
[01:00:30.019 --> 01:00:31.919]  Did he know we were talking about Michael Atkinson?
[01:00:31.939 --> 01:00:33.760]  So we identified the guy he won't name.
[01:00:33.840 --> 01:00:34.780]  It's Michael Atkinson.
[01:00:37.256 --> 01:00:42.318]  Sometimes it's tomorrow's news today, sometimes it's 45 minutes from now's news today.
[01:00:43.079 --> 01:00:44.699]  I hate to talk about him, you know why?
[01:00:44.719 --> 01:00:46.380]  Sometimes we just scoop the president, I don't know.
[01:00:46.400 --> 01:00:47.200]  I don't think he's got a chance.
[01:00:47.220 --> 01:00:48.441]  Sleepy Joe, I don't think he's got a chance.
[01:00:49.642 --> 01:00:50.702]  I don't see it, I don't know.
[01:00:50.762 --> 01:00:53.023]  I've got these great, brilliant senators over here.
[01:00:53.823 --> 01:00:55.504]  I have all these congressmen over here.
[01:00:55.544 --> 01:00:56.985]  Fellas, I don't think he has a chance.
[01:00:57.965 --> 01:00:58.766]  I'd like him to.
[01:01:01.147 --> 01:01:02.047]  I'd like him to.
[01:01:02.067 --> 01:01:06.369]  You know, I thought Pocahontas was gone, left in embers.
[01:01:07.551 --> 01:01:08.691]  You gotta give her credit.
[01:01:08.731 --> 01:01:10.952]  Those embers, they kept going, going, going.
[01:01:10.992 --> 01:01:12.473]  Now it looks like she's doing better.
[01:01:13.954 --> 01:01:15.634]  But I don't think Joe has a chance.
[01:01:16.215 --> 01:01:23.998]  But did you see the other night where CNN, in a totally unsubstantiated statement, the president said this about you.
[01:01:24.218 --> 01:01:25.639]  We're so sorry he said that.
[01:01:26.239 --> 01:01:29.460]  His son walked out with a billion and a half dollars from China.
[01:01:30.280 --> 01:01:33.742]  These were not the same Chinese people I just dealt with, I will tell you that.
[01:01:35.489 --> 01:01:52.718]  But Joe Biden was in charge of Ukraine policy while his son, with absolutely no energy experience, just got thrown out of the Navy like a dog, was paid massive sums of money by a Ukrainian energy company.
[01:01:52.738 --> 01:01:53.639]  You know what that's called?
[01:01:53.779 --> 01:01:55.820]  It's called a payoff, folks.
[01:02:00.506 --> 01:02:03.308]  He didn't know energy at all, knew nothing about energy.
[01:02:03.668 --> 01:02:10.674]  They hired him, paying him massive amounts of money, much more than the $50,000 a month you heard about.
[01:02:10.694 --> 01:02:11.274]  That's a lot.
[01:02:12.355 --> 01:02:14.497]  That's a lot, but much more.
[01:02:14.557 --> 01:02:21.262]  Joe Biden made them go out and fire the prosecutor on tape, but they don't want to show the tape.
[01:02:21.682 --> 01:02:24.184]  I had to put it up on a social media site.
[01:02:25.165 --> 01:02:28.767]  They don't want to show the tape where he was bragging.
[01:02:29.721 --> 01:02:33.043]  They're not going to get this money, unless they get rid of it.
[01:02:33.063 --> 01:02:34.984]  And boo, they got rid of the prosecutor.
[01:02:36.745 --> 01:02:40.547]  He was investigating the son and the son's company, got rid of them.
[01:02:41.147 --> 01:02:44.689]  Now that's what you call quid pro quo.
[01:02:47.430 --> 01:02:50.652]  I believe what the president meant to say was that's what you call mafia gangsterism.
[01:02:50.672 --> 01:02:52.913]  Which of course is what they accuse him of.
[01:02:55.259 --> 01:02:59.881]  CNN failed to ask him, Joe Biden, about the video.
[01:02:59.941 --> 01:03:03.683]  Well, you say that, sir, but there is a video of you out there.
[01:03:03.703 --> 01:03:04.823]  They didn't do that.
[01:03:04.903 --> 01:03:08.705]  They didn't go that far to actually have journalistic integrity.
[01:03:08.805 --> 01:03:12.387]  The most China ever did was $16 billion for our farmers.
[01:03:12.487 --> 01:03:13.987]  OK, we're just talking about the farmers.
[01:03:14.027 --> 01:03:14.668]  We did banking.
[01:03:14.708 --> 01:03:15.288]  We did everything.
[01:03:15.588 --> 01:03:16.508]  But we're talking about them.
[01:03:16.788 --> 01:03:19.990]  The most they ever did was $20 billion of product.
[01:03:21.308 --> 01:03:27.812]  From our farmers, our great farmers, our patriot farmers, our farmers that never left us even though they were being targeted by China.
[01:03:28.733 --> 01:03:30.733]  They never left me.
[01:03:30.733 --> 01:03:35.733]  [Cheering]
[01:03:35.733 --> 01:03:37.733]  So they wanted 20 and China agreed.
[01:03:38.350 --> 01:03:39.891]  And I said, nope, no good.
[01:03:40.211 --> 01:03:42.653]  I want 50 billion, not 20 billion.
[01:03:42.673 --> 01:03:42.653]  50!
[01:03:43.394 --> 01:03:45.496]  So my guys say, sir, we have a problem, sir.
[01:03:46.376 --> 01:03:48.098]  Our farmers cannot produce that much.
[01:03:48.158 --> 01:03:48.538]  It's true.
[01:03:49.359 --> 01:03:52.201]  I said, tell them to go out and get bigger tractors, right?
[01:03:54.483 --> 01:03:56.804]  John Deere, Case, Caterpillar.
[01:03:57.525 --> 01:03:58.205]  All American.
