[00:00:00.029 --> 00:00:00.571]  Oh, no!
[01:02:18.695 --> 01:02:23.558]  You didn't have to work as a clerk for CVS or Walmart or Rite Aid.
[01:02:24.499 --> 01:02:31.564]  People used to be able to open up their own mom-and-shop stores, clothing stores for men and women.
[01:02:32.204 --> 01:02:38.028]  You didn't have to go to Walmart, which controls 10% of the action, and be a clerk for them.
[01:02:39.218 --> 01:02:44.364]  People in this country used to be able to start their own businesses and be their own entrepreneurs.
[01:02:45.104 --> 01:02:49.929]  And now what they've done, they've taken over every, virtually every industry in this country.
[01:02:50.670 --> 01:02:52.672]  Under Clinton with the broadcasting.
[01:02:52.993 --> 01:02:55.075]  Putting it in the power of the hands of a few.
[01:02:55.595 --> 01:02:56.696]  Clear channel.
[01:02:56.997 --> 01:02:58.418]  You know, give me a break.
[01:02:58.498 --> 01:02:59.319]  Clear channel.
[01:02:59.660 --> 01:03:00.621]  Clear rip-off.
[01:03:01.301 --> 01:03:02.601]  One after another.
[01:03:03.022 --> 01:03:05.042]  They've deregulated this country.
[01:03:05.122 --> 01:03:12.084]  Laws that were put in place at the turn of the other century to stop the robber barons from robbing us.
[01:03:12.784 --> 01:03:19.966]  So what I'm saying is the MF Global is only part of a much bigger picture.
[01:03:20.266 --> 01:03:22.006]  So you ask me what can we do?
[01:03:22.026 --> 01:03:28.948]  There's only one thing I believe, a couple of things we could do, but one of them is break the chains.
[01:03:29.748 --> 01:03:40.732]  All you cops out there that keep eating donuts, and you have pension plans, and you have these wonderful retirement plans, you wanna see your money when you retire?
[01:03:41.152 --> 01:03:41.832]  Guess what?
[01:03:41.892 --> 01:03:42.952]  You're not gonna get it.
[01:03:43.572 --> 01:03:48.214]  Because it's going to go under, most likely, like mine did.
[01:03:48.574 --> 01:03:53.916]  So instead of going to Dunkin' Donuts, go to your local coffee shop.
[01:03:54.736 --> 01:04:18.180]  What people need to understand, Alex, is that these huge companies, and the MF Global is the perfect example, are so leveraged that you take away a little bit, like 700 million, to the entire CME group, and you start seeing the whole thing collapse.
[01:04:18.940 --> 01:04:22.281]  The whole thing begins to collapse.
[01:04:23.221 --> 01:04:36.657]  All you need to do is everybody, if you do your share and stop supporting the chains, we could bring this country back to an entrepreneurial country.
[01:04:36.797 --> 01:04:41.623]  Another thing, I keep hearing it all the time, you know they blame labor for everything.
[01:04:42.537 --> 01:04:44.901]  You want everyday low prices?
[01:04:45.542 --> 01:04:51.332]  You have everyday low quality with everyday low quality jobs.
[01:04:51.953 --> 01:04:53.195]  You gotta stay there, Gerald.
[01:04:53.516 --> 01:04:54.016]  Gotta go break.
[01:04:54.037 --> 01:04:54.477]  Sorry to interrupt.
[01:04:54.497 --> 01:04:55.158]  We'll be right back.
[01:04:55.178 --> 01:04:55.559]  Stay with us.
[01:04:55.579 --> 01:04:56.380]  TrendsResearch.com.
[01:04:59.824 --> 01:05:04.067]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:04.367 --> 01:05:04.987]  Number one.
[01:05:05.287 --> 01:05:08.429]  New climate legislation could easily double or triple your electric bill.
[01:05:08.710 --> 01:05:09.290]  Number two.
[01:05:09.570 --> 01:05:14.133]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:05:14.473 --> 01:05:14.914]  It's true.
[01:05:15.214 --> 01:05:19.777]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:20.077 --> 01:05:20.637]  Number three.
[01:05:20.917 --> 01:05:24.199]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:24.500 --> 01:05:28.182]  And now, new socialist legislation is only compounding the problem.
[01:05:28.402 --> 01:05:28.962]  Number four.
[01:05:29.182 --> 01:05:31.563]  Dangerous weather is always a threat to local grids.
[01:05:31.943 --> 01:05:35.345]  Every year, thousands of families lose their power from weather-related outages.
[01:05:35.625 --> 01:05:36.165]  Number five.
[01:05:36.425 --> 01:05:40.327]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:40.567 --> 01:05:45.329]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:45.629 --> 01:05:49.650]  You can get more information at www.mysolarbackup.com.
[01:05:49.790 --> 01:05:51.351]  That's mysolarbackup.com.
[01:05:51.591 --> 01:05:56.193]  Remember, the government doesn't own the sun, so go to mysolarbackup.com, or call 1-866-422-9000.
[01:05:56.573 --> 01:06:00.775]  A very wealthy U.S.
[01:06:00.815 --> 01:06:07.479]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[01:06:07.739 --> 01:06:10.041]  He says it will change everything about our lives.
[01:06:10.301 --> 01:06:15.504]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[01:06:15.664 --> 01:06:18.466]  Now this man has made some outrageous predictions over the years.
[01:06:18.726 --> 01:06:20.767]  The crazy part is, he's usually right.
[01:06:21.027 --> 01:06:26.952]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[01:06:27.272 --> 01:06:30.475]  In fact, Barron's called his work a dire prophecy.
[01:06:30.655 --> 01:06:36.180]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[01:06:36.440 --> 01:06:37.741]  And it's a real eye-opener.
[01:06:38.082 --> 01:06:39.303]  I can't stress this enough.
[01:06:39.383 --> 01:06:41.925]  You should at least watch this free video online today.
[01:06:42.065 --> 01:06:46.109]  He explains everything you need to know, including simple steps you can take to protect yourself.
[01:06:46.289 --> 01:06:47.990]  You can find the video at www.
[01:06:49.051 --> 01:06:50.755]  End of America 3.com.
[01:06:50.875 --> 01:06:53.341]  That's End of America, the number 3.com.
[01:06:53.461 --> 01:06:57.190]  Watch the free video at www.EndOfAmerica3.com.
[01:06:57.351 --> 01:06:58.433]  That's EndOfAmerica3.com.
[01:07:01.206 --> 01:07:04.827]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:07:05.167 --> 01:07:13.289]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:07:14.030 --> 01:07:18.071]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:07:18.651 --> 01:07:29.474]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:07:30.114 --> 01:07:39.116]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless loyal silver with the Silver Lungs Generator.
[01:07:39.616 --> 01:07:44.657]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:07:45.038 --> 01:07:52.219]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:07:52.539 --> 01:07:55.280]  That's www.SilverLungs.com.
[01:08:00.097 --> 01:08:05.003]  Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:08:05.343 --> 01:08:07.626]  Because there's a war on for your mind.
[01:08:10.811 --> 01:08:14.413]  Alright folks, Alex Jones here reporting from Arizona.
[01:08:14.573 --> 01:08:19.775]  I'm traveling across the Southwest filing video reports at InfoWars Nightly News.
[01:08:19.795 --> 01:08:24.957]  We're going to have a bunch of video tonight of some of the police state activity we've witnessed.
[01:08:24.977 --> 01:08:27.658]  7 o'clock central at PrisonPlanet.tv.
[01:08:28.339 --> 01:08:30.760]  Of course, Gerald Cilente is with us for the rest of this segment.
[01:08:31.060 --> 01:08:32.821]  TrendsResearch.com.
[01:08:32.841 --> 01:08:37.083]  He heads up the Trends Research Institute and he really helped break
[01:08:38.303 --> 01:08:38.563]  I think?
[01:08:58.239 --> 01:09:00.702]  That was illegal before, but now it's a new system.
[01:09:00.762 --> 01:09:04.045]  We've got to do this, the Wall Street Journal says, to save things.
[01:09:04.125 --> 01:09:08.570]  And Bloomberg Radio, CNBC, TV, I've heard them all say.
[01:09:10.074 --> 01:09:10.694]  Over and over again.
[01:09:10.714 --> 01:09:12.175]  Well, we've got to get rid of freedom in Europe.
[01:09:12.595 --> 01:09:13.636]  That'll fix the system.
[01:09:13.676 --> 01:09:18.339]  If you take everything and raise taxes and cut benefits, that will prop up the world system.
[01:09:18.679 --> 01:09:21.100]  It's the banksters that destroyed the world system.
[01:09:21.600 --> 01:09:26.463]  And they're using this, they're riding this tiger as they destroy the system to gain all the power.
[01:09:27.083 --> 01:09:28.784]  Now, Gerald Cilente is our guest.
[01:09:29.505 --> 01:09:32.807]  We're also top-linked on Drudge, DrudgeReport.com.
[01:09:33.707 --> 01:09:37.251]  Sprint launches, soon to be mandatory, emergency alert messages.
[01:09:37.692 --> 01:09:43.279]  Again, I've seen them activating all the stuff now that they've been getting ready for martial law for decades.
[01:09:43.579 --> 01:09:47.964]  That's how I've been able to come on air in the last few years and say, we're getting close, this is going to happen next.
[01:09:48.225 --> 01:09:49.766]  They're going to call it a technocracy.
[01:09:50.327 --> 01:09:53.809]  Remember that ad I cut three months ago saying a global banking technocracy?
[01:09:54.149 --> 01:09:55.010]  What does all the news say?
[01:09:55.230 --> 01:09:57.411]  Thank God the technocrats are going to save us.
[01:09:57.652 --> 01:10:02.435]  Technocrat is an authoritarian system, meaning a faceless technological bureaucrat.
[01:10:03.055 --> 01:10:05.877]  It's like, you know, calling Hitler a fascist.
[01:10:05.917 --> 01:10:07.618]  Well, this is a form of fascist
[01:10:08.138 --> 01:10:14.382]  Creepy behind-the-scenes, not ostentatious, but little, you know, like a bed bug that creeps out at 3 a.m.
[01:10:14.402 --> 01:10:15.603]  and sucks your blood.
[01:10:15.823 --> 01:10:20.186]  This is not a big frontal assault like Hitler, Stalin, Mao, okay?
[01:10:20.386 --> 01:10:22.327]  This is a creeping, snaky attack.
[01:10:22.687 --> 01:10:23.988]  And Gerald Cilente is our guest.
[01:10:24.048 --> 01:10:31.913]  After he leaves us, coming up here in about 10-15 minutes, we're going to go to your phone calls with Aaron Dykes and follow my report here on air next hour dealing with the U.N.
[01:10:31.933 --> 01:10:32.313]  takeover.
[01:10:32.554 --> 01:10:34.275]  Gerald, it's all coming true, as you said.
[01:10:35.536 --> 01:10:37.619]  A, because you're a guy who never plugs himself.
[01:10:37.919 --> 01:10:41.204]  How do people get your incredible weekly trends blast?
[01:10:41.584 --> 01:10:42.766]  I know a lot's on the website.
[01:10:42.806 --> 01:10:51.457]  How do they also get the big quarterly report that is so in-depth that you really craft and polish like a sculptor with such precision?
[01:10:51.497 --> 01:10:52.318]  How do they find out more?
[01:10:53.001 --> 01:10:53.341]  Thank you.
[01:10:53.882 --> 01:10:56.544]  TrendsJournal.com, TrendsJournal.com.
[01:10:56.964 --> 01:11:02.408]  And again, I want to say, Alex, that we do our best to make the Trends Journal available to everyone.
[01:11:03.069 --> 01:11:06.191]  So we know people are having a difficult time out there, believe me.
[01:11:06.771 --> 01:11:09.373]  And so we have a discount request form.
[01:11:09.854 --> 01:11:13.336]  If you can't afford the full price and you're having problems, just fill out the form.
[01:11:13.677 --> 01:11:15.398]  Nothing in-depth or personal.
[01:11:16.139 --> 01:11:20.162]  And we will do our very best to make sure that you get it because
[01:11:21.403 --> 01:11:25.004]  It's very important that people prepare for what was coming ahead.
[01:11:25.444 --> 01:11:32.327]  And if you can't see what's going to come ahead, if you're going to be blinded by the news, and you're not prepared for it, you better be.
[01:11:32.487 --> 01:11:34.027]  Because the worst is yet to come.
[01:11:34.067 --> 01:11:37.228]  We are about to enter the winter of discontent.
[01:11:37.768 --> 01:11:40.169]  And I have one thing to say, Alex.
[01:11:41.129 --> 01:11:42.690]  Stop using the word bankers.
[01:11:42.730 --> 01:11:44.090]  I don't believe it's appropriate.
[01:11:44.550 --> 01:11:45.631]  They're loan sharks.
[01:11:46.653 --> 01:11:48.674]  The loan sharks are in control.
[01:11:49.334 --> 01:11:49.614]  Yes.
[01:11:49.754 --> 01:11:50.794]  That's all they are.
[01:11:50.814 --> 01:12:04.838]  And by the way, that other word that they use, commodities brokers, stock brokers, the reason they call them brokers is because you're broker than you were before you started!
