[00:00:00.009 --> 00:00:00.780]  Radio Network.
[01:03:22.480 --> 01:03:26.682]  They have the raw potassium iodine, 200 doses for an adult.
[01:03:26.802 --> 01:03:30.123]  That's 20 adults for 10 days.
[01:03:30.983 --> 01:03:34.084]  And we held back some until everything was shipped out to make sure that we had enough.
[01:03:34.424 --> 01:03:40.306]  We've got limited vials of potassium iodine in the original form that basically lasts forever.
[01:03:40.366 --> 01:03:41.446]  In the pills, it degrades.
[01:03:41.926 --> 01:03:42.046]  Yes.
[01:04:02.517 --> 01:04:02.657]  I don't
[01:04:19.238 --> 01:04:24.439]  Third largest brand of the pills, the only distributor of the raw potassium iodine out there, and the only U.S.
[01:04:24.459 --> 01:04:27.700]  distributor, directly from the factory, of the RAD stickers.
[01:04:27.760 --> 01:04:29.080]  And we've got a limited supply of those.
[01:04:29.440 --> 01:04:32.681]  I expect them to be gone in hours, if it's anything like a few weeks ago.
[01:04:33.181 --> 01:04:37.262]  And so this is it, because the RAD stickers are sold out everywhere.
[01:04:38.022 --> 01:04:41.463]  Well, from the supplier of the potassium iodine is sold out.
[01:04:41.603 --> 01:04:42.383]  Infowars.com.
[01:04:43.763 --> 01:04:45.125]  Or 888-253-3139.
[01:04:45.165 --> 01:04:52.616]  We're limiting these to five per person because the supplies are so limited and we wanted to get out to everybody.
[01:04:52.976 --> 01:04:57.022]  So again, 888-253-3139 or InfoWars.com.
[01:04:57.042 --> 01:04:59.326]  We'll be right back with Dr. Webster Griffin Tarpley.
[01:04:59.406 --> 01:05:00.107]  I'm Alex Jones.
[01:05:02.679 --> 01:05:06.621]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[01:05:06.861 --> 01:05:12.905]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[01:05:13.265 --> 01:05:20.369]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[01:05:20.649 --> 01:05:25.192]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[01:05:25.512 --> 01:05:34.015]  Get a free, detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[01:05:34.175 --> 01:05:37.897]  Let's talk to the owner of 5 Star Soap, Marty Schachter, and see what he has to say.
[01:05:38.450 --> 01:05:44.615]  As founder and owner for over 63 years, people keep asking me, how's business?
[01:05:45.216 --> 01:05:48.639]  I'm happy to say our business is going down the drain.
[01:05:49.119 --> 01:05:56.425]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying a 1-2 month soap sampler.
[01:05:56.525 --> 01:05:56.986]  Thank you.
[01:06:03.356 --> 01:06:17.820]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:06:18.820 --> 01:06:22.501]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:06:23.516 --> 01:06:35.527]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:06:36.288 --> 01:06:43.554]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:06:44.235 --> 01:06:53.846]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:06:54.607 --> 01:06:57.891]  As well, we are always ready to answer any questions you may have.
[01:06:58.532 --> 01:07:01.655]  That's www.SilverLungs.com
[01:07:02.256 --> 01:07:06.497]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:07:06.797 --> 01:07:07.417]  Number 1.
[01:07:07.717 --> 01:07:10.878]  New climate legislation could easily double or triple your electric bill.
[01:07:11.138 --> 01:07:11.698]  Number 2.
[01:07:11.998 --> 01:07:16.559]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:07:16.899 --> 01:07:17.339]  It's true.
[01:07:17.639 --> 01:07:22.200]  Total government control of electricity in the name of smart grid technology is coming.
[01:07:22.500 --> 01:07:23.040]  Number 3.
[01:07:23.340 --> 01:07:26.621]  In some areas of the country, the power grid is dangerously overloaded.
[01:07:26.921 --> 01:07:30.622]  And now, new socialist legislation is only compounding the problem.
[01:07:30.822 --> 01:07:31.383]  Number 4.
[01:07:31.623 --> 01:07:33.986]  Dangerous weather is always a threat to local grids.
[01:07:34.386 --> 01:07:37.770]  Every year, thousands of families lose their power from weather-related outages.
[01:07:38.070 --> 01:07:38.270]  Number 5.
[01:07:38.851 --> 01:07:42.775]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:07:43.016 --> 01:07:47.761]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:07:48.041 --> 01:07:52.085]  You can get more information at www.mysolarbackup.com.
[01:07:52.225 --> 01:07:53.786]  That's mysolarbackup.com.
[01:07:54.006 --> 01:07:56.088]  Remember, the government doesn't own the sun.
[01:07:56.248 --> 01:07:58.870]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:07:59.071 --> 01:08:07.778]  Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:08.098 --> 01:08:10.380]  Because there's a war on for your mind.
[01:08:19.790 --> 01:08:38.624]  Aaron Dykes and I have spent the last two days in deep research, codifying all of our previous research and the latest developments, putting it into a detailed report, Al Qaeda 100% Pentagon Run, at Infowars.com, PrisonPlanet.com.
[01:08:38.664 --> 01:08:47.992]  Now that doesn't mean that there aren't real jihadi Al Qaeda psychopaths, criminals, dupes,
[01:08:50.211 --> 01:08:57.055]  Miscreants, misfits, misguided loons that are attacking.
[01:08:57.075 --> 01:09:01.859]  But Al Qaeda, according to Brzezinski, who founded them in 79 under the Taliban,
[01:09:02.978 --> 01:09:20.163]  It is the name of a CIA database of jihadi fighters from all over the Middle East and Central Asia, who then are funded and financed through spy handlers like Amaral Allaki, who was brought up in the U.S., Pentagon-trained, secretly hanging out at the Pentagon, Associated Press, Fox News, Reuters.
[01:09:20.343 --> 01:09:20.944]  It's all there.
[01:09:22.144 --> 01:09:29.626]  So I wanted Webster Griffin Tarpley, who's been doing a stunning job and is the true omnibudsman of understanding this, to go through their history.
[01:09:29.666 --> 01:09:31.027]  And we'll take the whole hour if we have to.
[01:09:31.718 --> 01:09:34.261]  To go through their whole history, who they are, what they are.
[01:09:34.301 --> 01:09:38.044]  But yes, when they suicide bomb someone, it's real.
[01:09:38.205 --> 01:09:39.406]  Those guys believe in what they're doing.
[01:09:39.706 --> 01:09:43.430]  When they go into a CIA base in Pakistan and blow up a bunch of people, it's real.
[01:09:44.231 --> 01:09:49.055]  And you notice that guy last year that blew up a bunch of CIA people in Pakistan, he'd been one of their double agents.
[01:09:49.896 --> 01:09:58.641]  Many of them are trained, they're picked up in different areas of the world, they're taken to torture centers, then they're recruited and put out as commanders.
[01:09:59.341 --> 01:10:11.827]  The Reuters and others, and BBC, it's just all over the news now, are reporting one of the main rebel leaders admits there's a thousand Al-Qaeda fighters under him, and that he was picked up years ago and taken to a U.S.
[01:10:11.867 --> 01:10:12.868]  black site, go say.
[01:10:13.388 --> 01:10:14.129]  And then released.
[01:10:14.229 --> 01:10:19.653]  Many of these leaders, it turns out, were picked up, then released, and then go out as double agents to lead.
[01:10:20.634 --> 01:10:40.650]  The SWAT guy, it came out in the London Telegraph and BBC in 2006, a year after the 7-7 bombings, that he was the guy who ran the attacks, but then he was allowed to fly in and out of England to Africa and back, and when lower-level Scotland Yard wanted to arrest him, MI6 said, no, he's ours.
[01:10:41.533 --> 01:10:47.915]  The underwear bomber brought on board the plane by the sharp-dressed man, didn't have to have a passport, didn't have to have anything.
[01:10:48.195 --> 01:10:49.696]  He got a visa from the U.S.
[01:10:49.996 --> 01:10:55.998]  When the visa office got in trouble, the Assistant Secretary of State, Mr. Kennedy, said, look, I was ordered by an unnamed U.S.
[01:10:56.038 --> 01:10:58.979]  intelligence agency to give him a visa and help him get on the plane.
[01:10:59.579 --> 01:11:05.441]  Just as Kurt Haskell, the lawyer, and his wife, who witnessed all this, had said on this show first.
[01:11:06.511 --> 01:11:06.831]  Okay.
[01:11:08.132 --> 01:11:13.477]  Amaral Aki, the CIA lackey, handling the Fort Hood shooter, handling the shoe bomber.
[01:11:13.597 --> 01:11:14.878]  On record, the government says it's him.
[01:11:16.800 --> 01:11:23.766]  And they won't release to Congress the hundreds of emails from him and the psychiatrist to sign of Fort Hood infamy.
[01:11:24.286 --> 01:11:33.171]  It's just like the FBI, even mainstream news in the last year has admitted that the FBI, if you just type it into a search engine, FBI creating terror, FBI creating groups.
[01:11:33.731 --> 01:11:35.913]  And it's not even Muslims or Arabs.
[01:11:36.353 --> 01:11:46.979]  It's generally guys with Anglo last names or Hispanic or African Americans who get recruited into Islam in prison and they don't go join some Al Qaeda group.
[01:11:47.019 --> 01:11:48.740]  The FBI comes as Al Qaeda.
[01:11:49.756 --> 01:11:53.877]  Sets them up, gives them dummy bombs to create this perception of terror.
[01:11:54.257 --> 01:11:58.859]  So what the CIA and high-level Pentagon is doing is one level more sophisticated.
[01:11:58.919 --> 01:12:02.000]  Because I saw a comment, and we're going to Webster, but I want to preface this.
[01:12:03.020 --> 01:12:09.042]  I saw a comment on the PrisonPlanet.com version of the posting of Al-Qaeda 100% Pentagon run by Rabbit2000.
[01:12:10.626 --> 01:12:13.848]  And he said, Alex, we're getting it in the pants from Al-Qaeda.
[01:12:13.868 --> 01:12:21.831]  And there's these other military guys saying, we know we're not allowed to catch them or capture them, and there's some truth to this, but why would the Pentagon want to have its own people killed?
[01:12:21.931 --> 01:12:22.812]  Don't they want to win?
[01:12:23.272 --> 01:12:38.299]  The Pentagon wins because it works for the offshore banks by funding the commanders of Al-Qaeda and other groups to attack as a pretext to go in and get the $500 billion a year in opium out of Afghanistan that went from 10% of world production of opium before the takeover in 2001 to over 93% now.
[01:12:40.600 --> 01:12:44.482]  You can type that in, you know, 90 plus percent of opium now coming out of Afghanistan.
[01:12:44.802 --> 01:12:47.583]  To the weapon sales, the pretext to destabilize Pakistan.
[01:12:47.603 --> 01:12:50.684]  I've had the former head of Pakistani intelligence on to break that down.
[01:12:50.984 --> 01:13:06.090]  When 8,000 Taliban and Al-Qaeda, CREAM, Times of London, Newsweek, Airlift of Evil, were captured 2001-2002, they would be ordered to release them, pay them money, gold, the international currency, and fly them out on C-130s to Pakistan.
[01:13:06.911 --> 01:13:10.212]  Okay, and the media tried to spin it like it was Pakistan, but it was our own military doing it.
[01:13:11.806 --> 01:13:13.487]  This is how they're operating this.
[01:13:13.527 --> 01:13:16.328]  This is how the globalists get their wars, their businesses war.
[01:13:16.388 --> 01:13:30.454]  Remember about 15 years ago there was a famous case of a guy in Manhattan who ran an advertising and ran the biggest windshield repair shop and he had a team of four guys who went out every night with ball-peen hammers and busted people's windshields.
[01:13:31.943 --> 01:13:33.824]  And then guess who had billboards and signs up?
[01:13:34.104 --> 01:13:35.705]  Get your windshield fixed for the lowest price.
[01:13:36.165 --> 01:13:37.125]  It's very simple.
[01:13:37.505 --> 01:13:40.467]  The globalist bankers want to take our liberties, they menace us with Al-Qaeda.
[01:13:40.667 --> 01:13:43.368]  They want to overthrow Qaddafi, they put in Al-Qaeda.
[01:13:43.388 --> 01:13:48.190]  They want to overthrow the Serbs, say it's humanitarian when the Serbs fight back, they bring in Al-Qaeda.
