[00:00:00.009 --> 00:00:01.982]  This is Alex Jones.
[01:09:19.364 --> 01:09:21.746]  And now they say, oh, actually, bin Laden didn't fight back.
[01:09:21.826 --> 01:09:23.647]  Actually, bin Laden didn't use his wife as a shield.
[01:09:24.507 --> 01:09:27.569]  Actually, that photo we released Sunday night, it wasn't real.
[01:09:27.589 --> 01:09:28.450]  It was a Photoshop.
[01:09:28.510 --> 01:09:29.730]  We caught him, so they had to admit that.
[01:09:29.951 --> 01:09:31.752]  Now they've got a new Photoshop coming out.
[01:09:32.611 --> 01:09:33.952]  They dump the body in the sea?
[01:09:34.332 --> 01:09:36.093]  Can't you smell the lie here?
[01:09:36.874 --> 01:09:38.615]  The way it's the kickoff of the campaign.
[01:09:38.635 --> 01:09:41.437]  The good news is, the major Tea Party sites are questioning it.
[01:09:41.517 --> 01:09:42.377]  I've got those articles.
[01:09:43.818 --> 01:09:48.461]  Brett Barth, the big spinoff guy from Drudge, the media powerhouse, he's questioning it.
[01:09:48.761 --> 01:09:52.564]  Because if you have any integrity, you cannot buy it.
[01:09:52.764 --> 01:09:56.006]  It is, just on its face, it's cartoonish.
[01:09:57.407 --> 01:09:57.547]  Now,
[01:09:58.806 --> 01:10:00.348]  Here's the Washington Post reporting on it.
[01:10:00.388 --> 01:10:01.209]  Here's the New York Post.
[01:10:01.229 --> 01:10:01.730]  Here's the L.A.
[01:10:01.750 --> 01:10:02.050]  Times.
[01:10:02.651 --> 01:10:05.695]  Literally thousands of articles are attacking us right now.
[01:10:05.715 --> 01:10:12.644]  We're going to Stephen Pachenek coming up in the next hour.
[01:10:12.924 --> 01:10:14.826]  He is the former deputy.
[01:10:16.471 --> 01:10:29.976]  Uh, to, uh, of course, Henry Kissinger, Deputy Secretary of State, CFR, who first broke to the world that Bin Laden was frozen on ice and was going to be rolled out expediently later than two White House sources told me.
[01:10:31.236 --> 01:10:32.197]  Oh, it just goes on and on.
[01:10:32.217 --> 01:10:37.218]  Uh, and then Madeleine Albright came out and then Walter Cronkite came out and then Theresa Hines Carey.
[01:10:37.238 --> 01:10:37.799]  Remember that in 2003?
[01:10:39.963 --> 01:10:42.945]  I mean, it's not like I just said, oh, they claim they killed Bin Laden.
[01:10:43.346 --> 01:10:44.827]  I'm going to say it's a conspiracy theory.
[01:10:44.947 --> 01:10:46.448]  I've been telling you this is coming.
[01:10:46.868 --> 01:10:49.350]  And now we've got fake photos that goes on and on.
[01:10:49.370 --> 01:10:55.155]  But I wanted to read to you before we go to James Corbett what Cindy Sheehan said on her website.
[01:10:55.175 --> 01:10:56.916]  And I want to get her on as well, probably tomorrow.
[01:10:57.376 --> 01:11:00.659]  I'm sorry, but if you believe the newest death of OBL, you're stupid.
[01:11:00.679 --> 01:11:02.100]  That's because there were eight others before that.
[01:11:02.440 --> 01:11:08.505]  Sheehan writes, just think to yourself, they parade Saddam's dead sons around to prove they were dead.
[01:11:09.548 --> 01:11:11.549]  Well, the first time they did it was wax figurines.
[01:11:11.869 --> 01:11:15.750]  For two days they showed these heads and they later said, those are wax figurines.
[01:11:17.651 --> 01:11:19.992]  There it is, they've released the dead Bin Laden photo.
[01:11:20.092 --> 01:11:24.814]  It looks... And they're still saying they can't confirm it.
[01:11:24.854 --> 01:11:27.095]  This is so ridiculous.
[01:11:27.195 --> 01:11:30.556]  Obama, Bin Laden, death photo with a question.
[01:11:32.757 --> 01:11:33.617]  And who's putting this out?
[01:11:33.637 --> 01:11:35.238]  You'd think the White House would put this out.
[01:11:37.406 --> 01:11:38.407]  LiveLeaks put it out.
[01:11:39.147 --> 01:11:42.429]  And notice, it looks like a wax figurine.
[01:11:42.489 --> 01:11:45.731]  Again, the point is, I've got Watson digging up, because I remember it in the news.
[01:11:46.112 --> 01:11:48.213]  For a day, they said, here's the dead sons.
[01:11:48.473 --> 01:11:50.474]  They had all this shrapnel, and their heads were all damaged.
[01:11:50.494 --> 01:11:56.238]  They said, oh, it was wax representations, like the wax museum.
[01:11:57.179 --> 01:12:04.824]  And now you look at that, they have a green light, a supposedly night vision light, so that you can't tell.
[01:12:04.844 --> 01:12:06.745]  And it looks so fake.
[01:12:08.550 --> 01:12:10.011]  He doesn't even have a gray beard!
[01:12:10.071 --> 01:12:12.113]  The guy had a gray beard 12 years ago!
[01:12:12.133 --> 01:12:15.515]  Oh my gosh, I can't handle this.
[01:12:15.555 --> 01:12:16.916]  And there's the smiling troop.
[01:12:17.677 --> 01:12:19.818]  We'll see if this is another fake to even confuse people more.
[01:12:21.739 --> 01:12:25.782]  Continuing, I'm sorry, but if you believe the newest death of OBL, you're stupid, Sheehan writes.
[01:12:26.082 --> 01:12:30.765]  Just think to yourself, they paraded Saddam's dead sons around to prove they were dead.
[01:12:31.186 --> 01:12:35.348]  Why do you suppose they hastily buried this version of OBL at sea?
[01:12:35.669 --> 01:12:36.969]  This lying, murderous empire.
[01:12:38.001 --> 01:12:40.286]  That only exists with your brainwashed consent.
[01:12:40.587 --> 01:12:42.171]  Just put your flags away and think.
[01:12:42.832 --> 01:12:45.759]  That's right, absolutely, what the flag symbolizes is being killed.
[01:12:45.819 --> 01:12:45.979]  Now...
[01:12:47.383 --> 01:13:00.111]  I wanted to get James Corbett on, not only because I saw excellent analysis he was putting out, and the nine other times, you know, he's been killed, or the eight other, now making this nine, but also he's in Japan, and he can report on the rising radiation levels there.
[01:13:00.412 --> 01:13:03.934]  James Corbett is edited and webmastered The Corbett Report.
[01:13:04.294 --> 01:13:12.120]  He also has a new book coming out, Reportage, Essays on the New World Order, CorbettReport.com, and he joins us from Japan.
[01:13:13.060 --> 01:13:14.641]  It's great to have you on, James.
[01:13:15.202 --> 01:13:16.923]  Give us your breakdown on this
[01:13:17.683 --> 01:13:19.864]  Jerry Bruckheimer scripted situation.
[01:13:21.044 --> 01:13:44.009]  Well thank you for having me on today and every bit of that dread that you were talking about earlier that you feel is what I'm feeling right now and that's why I was up until 3 or 4 in the morning last night as well and I'm up at it again tonight because I absolutely see the shift that's going on here and I think what we've seen is really they're discarding the trump card in the war on terror because that trump card is no longer
[01:13:44.609 --> 01:14:02.397]  Useable and so they've they've jettisoned their old CIA asset who wasn't really working as their boogeyman anymore and they're taking this game to a completely different level and I I can't help but think that that means that there is some tectonic shifts coming up and I've been talking for some time now I talked about on your program a couple of months ago about
[01:14:02.857 --> 01:14:17.442]  How this really represents the beginning, pre-stages of a lead up to World War 3 and a confrontation in the long run with China and I think this is another part on that road and I think obviously they're setting up Pakistan for some
[01:14:18.903 --> 01:14:38.626]  Major military action in the very near future and we know that just six days before they rolled out this corpse to tell us that Osama is dead, we know that just six days before the WikiLeaks false flag operation released those documents from Guantanamo which said that of course they've got nukes planted all over
[01:14:38.626 --> 01:14:42.428]  Now when I mention Jerry Bruckheimer, for folks that doubt this, with the private Jessica Lynch story we remember,
[01:15:01.434 --> 01:15:01.574]  That's
[01:15:22.276 --> 01:15:33.249]  We're now going to tell you, and Jerry Bruckheimer and I at the BBC reported it, had written the story that the men wouldn't fight, but she climbed up with a .50 cal on the top and killed dozens of them.
[01:15:33.269 --> 01:15:35.372]  And people are like, man, this is good for women in the military.
[01:15:35.392 --> 01:15:38.936]  And it turned out it wasn't Army PSYOP to sell women in the military.
[01:15:40.057 --> 01:15:41.960]  She hid in the back of the vehicle, cowering.
[01:15:42.460 --> 01:15:43.802]  And later she had to go public.
[01:15:43.822 --> 01:15:45.304]  She said, no, it's not true.
[01:15:46.145 --> 01:15:48.909]  It was actually several Hispanic members of the team.
[01:15:48.949 --> 01:15:50.351]  They ambushed and killed a bunch of folks.
[01:15:50.551 --> 01:15:54.056]  I forget their names, but two Hispanic members of the team.
[01:15:54.076 --> 01:15:56.239]  And it was just a supply detail.
[01:15:57.040 --> 01:16:06.767]  They fought off the Iraqi forces and then five of the team that started saying it wasn't true, they were all killed.
[01:16:06.787 --> 01:16:07.567]  They were drowned.
[01:16:07.787 --> 01:16:08.668]  They died in car wrecks.
[01:16:11.786 --> 01:16:12.726]  Phoenix, Arizona.
[01:16:12.786 --> 01:16:15.987]  They were in a nice neighborhood having a barbecue party for one of them.
[01:16:16.327 --> 01:16:19.548]  And a guy in a black uniform and a mask popped up, double tapped him in the head.
[01:16:19.828 --> 01:16:20.609]  Total black op.
[01:16:21.769 --> 01:16:24.190]  Because they didn't want that story coming out that this was all a black op.
[01:16:24.830 --> 01:16:28.031]  We've got, of course, don't forget, the NFL player.
[01:16:29.651 --> 01:16:56.607]  Who went over there and he wrote letters home Pat Tillman's and saying this is all made up I'm gonna come back and expose it you know the drug dealing all of it this war is fake and they just said look you were a big recruiting tool you die and they shot him a bunch people black ops in his unit they walked up on him the army coroners went public with this he obviously was begging and they just triple-tapped right in the head you're gonna go tell people about the drugs die
[01:17:00.329 --> 01:17:04.031]  So, the point is, Bruckheimer scripted the whole private lynch thing.
[01:17:04.412 --> 01:17:05.672]  She'd been there for three days.
[01:17:06.113 --> 01:17:07.333]  The Iraqis went to the U.S.
[01:17:07.353 --> 01:17:09.435]  forces who'd taken over and said, she's here, come get her.
[01:17:09.995 --> 01:17:11.976]  They knew no Iraqi government was there.
[01:17:12.396 --> 01:17:17.900]  For three days, Bruckheimer got the whole event ready, scripted it, how she was the hero.
[01:17:19.051 --> 01:17:20.312]  And Corbyn, I know I'm ranting.
[01:17:20.972 --> 01:17:21.893]  This is so important.
[01:17:22.453 --> 01:17:23.574]  Well, it is important.
[01:17:23.634 --> 01:17:31.618]  And you bring out some good points earlier about the PSYOP that they staged with the phony flash mob with those poor fluoride-addled college kids.
[01:17:31.758 --> 01:17:38.882]  And I think a lot of people that I've talked to have said, well, wow, that looks exactly like what they were showing on 9-11 with the Arabs partying in the streets.
[01:17:39.622 --> 01:17:54.140]  I think that to me is part of this media psyop because it seems like it's designed to give that reaction so that they're in a way showing the Americans are exactly what they were fighting against and I think that's again part of this whole psyop that's going on right now.
[01:17:54.912 --> 01:17:56.193]  Well, you're absolutely right.
[01:17:56.213 --> 01:18:09.358]  When we come back, I want to get your rundown of what's fishy in the story, in the photos, with Bin Laden supposedly being dead, and the larger geopolitical ramifications.
[01:18:09.398 --> 01:18:17.461]  But in the minute and a half before break, I saw you and RT really rattle off a cornucopia of the history and why you question this.
[01:18:18.900 --> 01:18:37.823]  Right, well, because as I pointed out in my article yesterday and you put up on your site, they have now announced Osama's death on about eight or nine different occasions now that I've been able to count, and that was just a quick count, but going back to President Musharraf and the Afghan Taliban and the FBI counter-terror chief Dale Watson,
[01:18:38.443 --> 01:18:51.777]  And the current president of Pakistan, Benazir Bhutto, again and again, over and over for the past nine years, they've talked about, oh, he's probably dead, he's gone, we got word he died in the Pakistan earthquake in 2005, etc., etc.
[01:18:52.217 --> 01:19:00.786]  So I don't see any reason to take this one any more seriously until they release something resembling evidence that Osama bin Laden actually died.
[01:19:01.547 --> 01:19:10.322]  I think to a certain extent that's a distraction because the real issue here is the geopolitical moves that they're going to be making based on this orchestrated PSYOP.
[01:19:10.825 --> 01:19:12.046]  And that's what's giving me chills.
[01:19:12.066 --> 01:19:14.308]  We'll talk about the larger geopolitical when we come back.
