[00:00:00.049 --> 00:00:01.230]  More on corruption.
[01:12:46.372 --> 01:12:58.523]  And it doesn't matter, Ron Paul in speeches, and Ron Paul in events, and Ron Paul working in inner city hospitals, at charity hospitals, who Ron Paul is, has always stood there.
[01:12:59.406 --> 01:13:02.368]  And he doesn't want all these wars killing brown people everywhere.
[01:13:02.909 --> 01:13:08.873]  So it is this use of race that they always push to divide people.
[01:13:09.473 --> 01:13:17.199]  And they brought this up against Rand, and said he wasn't a medical doctor, kidnapped women, worshipped aqua buddhas, all of it was just made up craziness.
[01:13:17.479 --> 01:13:22.783]  Had people dress up in hayseed outfits, which is insulting to rural people, whether they be black, white, or whatever.
[01:13:23.263 --> 01:13:24.684]  They all pretty much dress the same, folks.
[01:13:24.724 --> 01:13:26.386]  I've been out in the country quite a bit, live there.
[01:13:26.946 --> 01:13:28.228]  You know, family's at a ranch.
[01:13:28.288 --> 01:13:32.431]  I mean, the black folks dress like the white folks, and they're John Deere hats and overalls.
[01:13:33.331 --> 01:13:41.315]  Dress up like that and go out with racist signs, saying racist things, implying white people who wear overalls are a bunch of racists.
[01:13:41.335 --> 01:13:42.135]  They got caught doing that.
[01:13:42.155 --> 01:13:42.795]  The Democrats did.
[01:13:43.476 --> 01:13:45.817]  So you've got all these dirty tricks going on.
[01:13:46.077 --> 01:13:53.780]  You know, Obama unfroze the money for Africa for basically forced abortions, where they tell the women, you want to get a small payment, have an abortion.
[01:13:54.481 --> 01:13:57.342]  So see, killing black babies isn't racist.
[01:13:59.221 --> 01:14:25.794]  But, out of thousands and thousands and thousands, I mean, if you've got newsletters published every week, 14 of them at one time, quite a big franchise, and Ron Paul said, yeah, the company with the 20 or so people was making millions a year, profit, or gross, not profit, but yeah, it was, and I apologize, and it was immoral that I didn't have total control over all this as a full-time practicing obstetrician delivering babies.
[01:14:26.914 --> 01:14:30.095]  And I let it get out of control and I apologize.
[01:14:30.575 --> 01:14:34.336]  And so they only bring it back and bring it back because they first told you he couldn't win.
[01:14:34.697 --> 01:14:36.397]  Now they say he'll discredit the caucuses.
[01:14:36.937 --> 01:14:39.178]  They're gonna cheat him on the black box in New Hampshire.
[01:14:39.218 --> 01:14:39.818]  Be ready for that.
[01:14:39.838 --> 01:14:41.379]  But there's a strategy to beat it.
[01:14:41.419 --> 01:14:43.359]  We got a special guest coming up Sunday.
[01:14:43.619 --> 01:14:45.220]  We'll be on Christmas with a whole new show.
[01:14:45.520 --> 01:14:50.221]  But going to Rinaldo, a police officer in New York, I wanted to preface it because I meant to get to that earlier.
[01:14:50.742 --> 01:14:51.762]  Go ahead and make your point, sir.
[01:14:52.964 --> 01:15:02.530]  Well, I wonder if I was listening to the neocons on radio last week and it was disgusting at how they were bringing up this point about the newsletters.
[01:15:02.910 --> 01:15:05.191]  You could see how all of them had talking points.
[01:15:05.711 --> 01:15:07.773]  You know, they were demonizing.
[01:15:07.853 --> 01:15:09.754]  So, at the end of the day...
[01:15:10.686 --> 01:15:13.547]  Like you said, you know, he didn't have control over the newsletters.
[01:15:14.768 --> 01:15:21.571]  How come Limbaugh can have a thing called Obama the Magic Negro, clearly racist, and it was okay, though?
[01:15:22.031 --> 01:15:24.232]  I mean, that was airing three and a half years ago.
[01:15:24.612 --> 01:15:30.655]  You know, not some thing saying, yeah, the blacks, when they get their welfare check, they'll stop rioting, and then somebody else wrote it.
[01:15:30.675 --> 01:15:31.515]  I mean, what's more?
[01:15:32.535 --> 01:15:38.178]  Obama the Magic Negro, that the neocons are doing, or what Ron Paul didn't do?
[01:15:39.813 --> 01:15:40.853]  Exactly, exactly.
[01:15:40.873 --> 01:15:41.933]  You're right about that, Alex.
[01:15:41.993 --> 01:15:47.854]  But thank you very much for all the work that you're doing, and I'll try my best to, you know, keep spreading your information out.
[01:15:47.894 --> 01:15:50.815]  Well, let me stop ranting, because I cut into what you said, because I get so excited.
[01:15:50.855 --> 01:15:52.515]  Ronaldo, other points about Ron Paul.
[01:15:52.555 --> 01:15:54.736]  You say you're talking to the other police officers.
[01:15:55.576 --> 01:15:57.656]  Is any of this demonization of him working?
[01:15:57.696 --> 01:15:59.557]  Because polls show he's only going up.
[01:15:59.797 --> 01:16:01.057]  Oh, by the way, I have an article right here.
[01:16:01.397 --> 01:16:02.157]  CNN poll.
[01:16:02.217 --> 01:16:05.918]  Ron Paul, most popular Republican amongst non-whites.
[01:16:07.078 --> 01:16:07.298]  I mean,
[01:16:08.179 --> 01:16:09.663]  Is it rhetoric people want?
[01:16:10.024 --> 01:16:13.814]  Or do you want the brown people to stop getting smart bombed by the Predator drones?
[01:16:16.351 --> 01:16:17.131]  Well, you know what?
[01:16:17.291 --> 01:16:36.801]  I keep showing people videos of Ron Paul, like, information on the internet, and a lot of them are starting to believe in him, because they, you know, they've seen that he's consistent, unlike the other candidates who just straight out lie in your face, like Gingrich, um, Bromley, and Michelle Bachman, who won't war when, you know, she was never even a veteran, you know?
[01:16:36.901 --> 01:16:41.843]  But, like I said, thank you very much for the hard work, Alex, and I'll continue to spread the information out there.
[01:16:41.943 --> 01:16:43.685]  Rinaldo, let me just ask you one last question.
[01:16:43.705 --> 01:16:46.168]  You say you've been awake for a while, talking to other police officers.
[01:16:46.589 --> 01:16:47.850]  Are they starting to wake up?
[01:16:49.493 --> 01:16:50.233]  Yes, some of them.
[01:16:50.334 --> 01:16:50.954]  Some of them are.
[01:16:50.994 --> 01:16:53.297]  But, you know, at the end of the day, you can't reach everybody.
[01:16:53.337 --> 01:16:56.782]  And I move on and, you know, put the information out here and there, Alex.
[01:16:57.383 --> 01:16:58.103]  Thank you so much.
[01:16:58.143 --> 01:16:59.024]  I appreciate your call.
[01:16:59.044 --> 01:17:02.566]  Alright, I'm going to go through some more calls and then get into the other news I haven't covered yet.
[01:17:03.166 --> 01:17:04.707]  But I do want to hear from people.
[01:17:04.747 --> 01:17:12.631]  I mean, are you concerned that we now confirm the FEMA camps are going to be Pentagon run and that the American people, period, are designated as an enemy?
[01:17:13.031 --> 01:17:14.312]  That's what NORTHCOM did.
[01:17:14.572 --> 01:17:15.553]  Made this a war zone.
[01:17:16.253 --> 01:17:18.054]  They've said the whole America's a battlefield.
[01:17:18.074 --> 01:17:19.115]  We'll kill whoever we want.
[01:17:20.736 --> 01:17:23.317]  And then you find out it's not even about, quote, Muslim extremists.
[01:17:23.357 --> 01:17:24.838]  It's all about good old boys.
[01:17:25.238 --> 01:17:26.879]  It's all about self-sufficient people.
[01:17:28.527 --> 01:17:30.768]  Freeman in Oklahoma, you're on the air, welcome.
[01:17:32.408 --> 01:17:33.429]  Hey Alex, how are you doing?
[01:17:33.749 --> 01:17:34.289]  Pretty good, sir.
[01:17:35.869 --> 01:17:41.031]  Yeah, I'm a former military, retired, well, disabled vet.
[01:17:41.371 --> 01:17:42.432]  What's your view of all this?
[01:17:43.612 --> 01:17:49.914]  Well, I'm not, uh, this NDAA is a bunch of BS, I think.
[01:17:53.371 --> 01:17:54.071]  Ridiculous.
[01:17:54.731 --> 01:18:06.635]  I mean, I was in all three components of the Army within the first year, and being in the Guard and the Reserve, we were... I mean, they had us out on the streets doing stuff.
[01:18:08.015 --> 01:18:12.356]  And so, I was like, okay, this is a little bit strange.
[01:18:13.797 --> 01:18:19.458]  And now they're talking about imprisonment and set-asides and all this.
[01:18:19.578 --> 01:18:21.979]  It's... It's ridiculous.
[01:18:22.878 --> 01:18:46.650]  Well, they know they're getting ready to collapse the country, but yeah, no, all over the country in the last 10 years, high school football games, random highways, the videos come in almost every week of just troops searching cars, regular army, big army, National Guard, Marines, Air Force MPs, with TSA, and I'm like, hey, if this is going on, you should be concerned, they're getting us ready for it.
[01:18:47.430 --> 01:18:52.033]  And that's the thing, when they bring the military in, they didn't do it for whatever cover story they've got.
[01:18:52.334 --> 01:18:55.216]  They've been getting ready for this for a long time, Freeman, obviously, as you know.
[01:18:56.497 --> 01:18:56.777]  Yeah.
[01:18:57.557 --> 01:18:57.878]  Yeah.
[01:18:58.218 --> 01:19:07.504]  I mean, we've been, they were out, well, when I was in, we were training for minor stuff like that, it seemed like.
[01:19:09.005 --> 01:19:13.208]  And I was like, why are we doing some of this stuff?
[01:19:13.248 --> 01:19:14.129]  This is pointless.
[01:19:15.652 --> 01:19:17.553]  And now I'm starting to see it all fit together.
[01:19:17.874 --> 01:19:23.617]  No, they just have you... You're like, why do we go to a baseball game and stand around and search little kids' purses?
[01:19:24.118 --> 01:19:25.919]  Because you're training that little kid to be a slave!
[01:19:27.400 --> 01:19:29.421]  Yeah, they had us doing stuff like that, too.
[01:19:30.002 --> 01:19:32.643]  And I'm like... No, no.
[01:19:32.743 --> 01:19:33.604]  No, no, I know.
[01:19:33.644 --> 01:19:40.989]  I've gotten countless state guards and national guard videos and photos at high school football games searching little kids.
[01:19:41.649 --> 01:19:45.092]  And it's just, so little kids get trained, men in green uniforms, search me!
[01:19:46.408 --> 01:19:50.052]  Uh, do you want to tell any more of those stories about searching people's bags?
[01:19:50.092 --> 01:19:50.753]  Where'd you do that?
[01:19:50.773 --> 01:20:01.945]  Um, well, we actually did that at a, at a, uh, game we went to up here in, uh, this town called, uh, Chickasha at one time.
[01:20:02.946 --> 01:20:03.266]  Stay there.
[01:20:03.286 --> 01:20:05.548]  I want to hear about this and we'll go to Matt, Mike, Perry, and others.
[01:20:06.567 --> 01:20:12.289]  When the food collapse happens, if trucks stop delivering food to supermarket shelves tomorrow, what will you do?
[01:20:12.770 --> 01:20:15.371]  How well is your family prepared for a food crisis?
[01:20:15.811 --> 01:20:17.192]  How long will you survive?
[01:20:17.852 --> 01:20:25.755]  Getting a biodome which produces food for you and your family year-round, even in the dead of winter, is easy, cheap, and extremely liberating.
[01:20:26.035 --> 01:20:29.437]  Find out how in an all-new webinar at domerevolution.com.
[01:20:30.377 --> 01:20:40.405]  Biodome expert Casper Postavsky shows you the three actions you must start taking right now to start preparing your family for food shortages and survive the economic collapse.
[01:20:40.605 --> 01:20:43.848]  How to quickly and easily build your own geodesic biodome.
[01:20:44.208 --> 01:20:45.829]  DomeRevolution.com.
[01:20:46.070 --> 01:20:52.455]  You'll find out how to use aquaponics to literally have an automated food supply which grows you food year-round.
[01:20:52.575 --> 01:20:59.300]  How to grow extremely nutrient-dense food and use the secrets of biodynamics to restore completely dead soil.
[01:20:59.640 --> 01:21:00.320]  Get prepared.
[01:21:00.460 --> 01:21:02.041]  Watch the Biodome webinar.
[01:21:02.221 --> 01:21:05.602]  Go to domerevolution.com and sign up now.
[01:21:06.242 --> 01:21:10.903]  After work, I just want to plop down on the couch and watch TV alone.
[01:21:11.223 --> 01:21:11.863]  Come on.
[01:21:11.983 --> 01:21:12.824]  Don't be like that.
[01:21:13.064 --> 01:21:13.704]  Who are you?
[01:21:13.984 --> 01:21:21.546]  I'm you, 20 years ago, when you were full of energy, better shape, great attitude, and you didn't do so bad with the ladies.
[01:21:21.866 --> 01:21:26.768]  Now that you're older, your testosterone levels are dropping and, well, you're not the guy you used to be.
