[00:00:01.169 --> 00:00:01.309]  I think.
[00:49:02.862 --> 00:49:06.425]  And I use ProPure in my home and my office.
[00:49:06.725 --> 00:49:10.988]  And I recommend that you check out the information on ProPure at InfoWars.com.
[00:49:11.209 --> 00:49:17.433]  We already have the lowest price at InfoWars.com on the ProPure gravity filter system.
[00:49:18.214 --> 00:49:26.203]  But when you add in the 10% off when InfoWarriors use the product code WATER at InfoWars.com, nobody can top it.
[00:49:26.603 --> 00:49:27.944]  So again, it's a win-win-win.
[00:49:28.004 --> 00:49:29.586]  Stop drinking the poison water.
[00:49:30.367 --> 00:49:32.629]  Checkmate the globalists when it comes to your health.
[00:49:33.210 --> 00:49:36.694]  And support InfoWars.com and the work we're doing here.
[00:49:37.034 --> 00:49:41.316]  You know, many revolutionaries rob banks and things and kidnap people for funds.
[00:49:41.736 --> 00:49:46.317]  We promote in the free market the products we use that are about preparedness.
[00:49:46.637 --> 00:49:53.500]  That's how we fund this revolution against the New World Order in our move to restore our constitutional republic.
[00:49:53.920 --> 00:49:56.821]  And a spirit of 1776 worldwide.
[00:49:57.201 --> 00:49:58.822]  Check it out at InfoWars.com.
[00:49:59.262 --> 00:49:59.882]  ProPure.
[00:50:00.363 --> 00:50:01.283]  Top of the line.
[00:50:01.763 --> 00:50:02.503]  Number one.
[00:50:02.884 --> 00:50:07.906]  Most powerful and effective and economical gravity-fed water system in the world.
[00:50:08.226 --> 00:50:08.806]  ProPure.
[00:50:09.146 --> 00:50:11.947]  Available discounted at InfoWars.com.
[00:50:12.207 --> 00:50:13.448]  Don't forget product code.
[00:50:13.788 --> 00:50:14.428]  Water to save 10%.
[00:50:15.609 --> 00:50:16.769]  It's the latest generation.
[00:50:16.949 --> 00:50:18.250]  Years in development.
[00:50:18.710 --> 00:50:20.871]  ProPure is the name.
[00:50:25.285 --> 00:50:28.569]  Welcome back to this special edition of InfoWars Nightly News.
[00:50:28.709 --> 00:50:34.095]  At the end of this next interview, we've got something really special coming up, so be sure and stay with us.
[00:50:34.616 --> 00:50:37.659]  But right now, we've got something incredibly important.
[00:50:38.700 --> 00:50:44.847]  They call Daniel Ellsberg of the Pentagon Papers the most famous and most important whistleblower in modern U.S.
[00:50:44.887 --> 00:50:45.147]  history.
[00:50:45.788 --> 00:50:59.148]  Well, he just leaked some CIA RAND Corporation documents that the war was being lost in Vietnam, and was really just about war profiteering, and so they wanted it to keep going forever, and the objectives that they had claimed to bring freedom had nothing to do with it.
[00:51:00.640 --> 00:51:02.121]  It was about opium and a lot more.
[00:51:02.602 --> 00:51:15.293]  Quite frankly, what Daniel Ellsberg talked about pales in significance to Seibel Edmonds, a FBI translator going over top security clearance NSA intercepts.
[00:51:16.134 --> 00:51:21.299]  She went to work for him three days after 9-11, and she looked at intercepts from the mid-90s right up until 9-11.
[00:51:22.079 --> 00:51:23.561]  And what she saw blew her away.
[00:51:23.641 --> 00:51:25.963]  She went to Congress and was gagged.
[00:51:27.110 --> 00:51:34.554]  The information that she was able to see confirms everything that we've reverse engineered on the outside.
[00:51:34.594 --> 00:51:38.136]  That 9-11 was a synthetic false flag staged event.
[00:51:38.216 --> 00:51:48.602]  Al Qaeda is a creation of Western intelligence to menace the West so they can take our liberties, but also bring down other regimes in the area that try to be more sensible and build up their society.
[00:51:49.142 --> 00:51:58.127]  The jihadis basically are a group just turned loose by the globalists, the banking interests that dominate our country in Europe, to destroy Arab and Muslim nations that try to build up.
[00:51:58.487 --> 00:51:59.387]  And that's the whole history.
[00:51:59.407 --> 00:52:01.969]  You know, they admit Mujahideen was founded by the CIA.
[00:52:02.449 --> 00:52:04.730]  But it's a lot deeper than that.
[00:52:05.251 --> 00:52:07.672]  Look at how Al-Qaeda has been used.
[00:52:07.712 --> 00:52:11.294]  You know, one thing Bush said was, the terrorists attacked us because they had our freedom.
[00:52:11.954 --> 00:52:17.699]  And the people with Bush and now Obama have destroyed our liberties and our freedoms to a cartoon level.
[00:52:17.760 --> 00:52:19.021]  I mean, it's so off the charts.
[00:52:19.041 --> 00:52:20.482]  It's like a comic book or something.
[00:52:20.822 --> 00:52:27.769]  NDAA, secret arrests, light posts that listen to you, drones in the skies, TSA, you know, molesting people.
[00:52:28.470 --> 00:52:31.052]  I guess the terrorists really did attack us because they hated our freedom.
[00:52:31.312 --> 00:52:33.835]  The military industrial complex controlled by foreign banks.
[00:52:35.120 --> 00:52:40.564]  They attacked us through their proxies that took the blame because they did hate our freedom.
[00:52:41.045 --> 00:52:41.965]  It's actually true.
[00:52:42.526 --> 00:52:43.686]  The terrorists did attack us.
[00:52:43.747 --> 00:52:57.217]  It's the criminal elements of the government and the megacorporations who are the terrorists, and they do hate our freedoms, because our freedoms and our Bill of Rights in due process would put all of them in jail for the insider trading, the trillions in banker bailouts, and the looting and criminality we see right now.
[00:52:57.737 --> 00:53:04.759]  And all over the world, an iron curtain of tyranny is descending over nations under the guise of 9-11 and terrorism.
[00:53:05.459 --> 00:53:15.201]  But, in the front of the paper, not even in the back, they admit, Al-Qaeda are heroes in Libya, funded by NATO, the CIA, Mossad and others, and now in Syria, the U.S.
[00:53:15.241 --> 00:53:23.463]  Ambassador Rice to the U.N., she said two weeks ago, she said, Assad, there'll be more bombings of your government buildings if you don't step down.
[00:53:23.803 --> 00:53:24.544]  And who's bombing them?
[00:53:24.884 --> 00:53:25.324]  Al-Qaeda.
[00:53:26.104 --> 00:53:32.467]  trained in Turkey and other areas and brought in by the United States, the so-called U.S., the criminals that have hijacked us.
[00:53:32.767 --> 00:53:34.828]  And all this is done in our name.
[00:53:35.229 --> 00:53:43.753]  The lady we're about to talk to is an inside whistleblower who witnessed this and they threatened her with jail time for violating national security.
[00:53:43.793 --> 00:53:46.074]  That national security now means their criminal actions.
[00:53:46.454 --> 00:53:50.536]  If she exposes who Al-Qaeda was really working for on 9-11,
[00:53:52.117 --> 00:53:57.300]  And she has a new book out that we're going to be telling you about as well.
[00:53:57.800 --> 00:54:05.945]  But even the ACLU calls her the most classified woman and one of the biggest whistleblowers in history.
[00:54:06.125 --> 00:54:15.411]  And again, we have to pray for and support her and get her book because she is right now facing the potential of them threatening to come arrest her for publishing this book.
[00:54:15.651 --> 00:54:17.032]  Seabell, good to have you on with us.
[00:54:18.046 --> 00:54:20.490]  Thank you for having me on again, Alex.
[00:54:20.851 --> 00:54:28.324]  Well, we had you on the radio yesterday, but now I just want to sit back, and I've got some questions later, but in the next 15 minutes or so, you've got the floor.
[00:54:28.344 --> 00:54:30.507]  Okay.
[00:54:32.044 --> 00:54:35.047]  Go ahead, start with a question and I'll get going.
[00:54:35.067 --> 00:54:36.748]  Well, just tell people how it all began.
[00:54:36.768 --> 00:54:39.110]  I mean, because last time I directed the questions.
[00:54:39.430 --> 00:54:48.277]  In this interview, I want you to be able, you know, if you were addressing millions of people, which you are, I'm asking you, what would you say to them?
[00:54:48.317 --> 00:54:51.339]  What's most important in your huge story that's been confirmed?
[00:54:53.080 --> 00:54:54.762]  Well, the most important thing is
[00:54:55.749 --> 00:54:57.712]  What is our government doing?
[00:54:57.892 --> 00:54:59.193]  What has it been doing?
[00:54:59.794 --> 00:55:04.280]  And why they have been covering up what they have been doing for so long?
[00:55:04.800 --> 00:55:12.790]  Because, you know, if you're not engaged in something really wrong, outrageous, you won't have this need to cover up.
[00:55:13.362 --> 00:55:17.903]  You won't have to classify five million documents every single day.
[00:55:18.563 --> 00:55:19.343]  That's what they do.
[00:55:19.744 --> 00:55:21.544]  There are billions of documents.
[00:55:21.604 --> 00:55:22.984]  These are government documents.
[00:55:23.104 --> 00:55:27.646]  This is supposed to be the government of the people, for the people, by the people.
[00:55:28.286 --> 00:55:41.629]  So if you have billions of documents kept secret, if you have the government who issues gag orders on government insiders who come forward and dare
[00:55:42.150 --> 00:55:50.436]  To report on government's own wrongdoing, criminal operations, criminal activities, waste, fraud, abuse.
[00:55:51.857 --> 00:55:57.141]  How can this government be a government of the people, for the people, by the people?
[00:55:57.521 --> 00:56:00.544]  You have all these classifications, all these cover-ups.
[00:56:00.724 --> 00:56:01.804]  You have gag orders.
[00:56:02.065 --> 00:56:10.011]  We have had, since Obama became president, we have had seven government whistleblowers prosecuted.
[00:56:10.431 --> 00:56:10.591]  Look,
[00:56:11.255 --> 00:56:13.136]  Even Dan Ellsberg didn't go to jail.
[00:56:13.696 --> 00:56:14.316]  And guess what?
[00:56:14.896 --> 00:56:20.438]  Outside Dan Ellsberg, we haven't had a whistleblower that has been indicted.
[00:56:21.318 --> 00:56:21.578]  Ever.
[00:56:22.498 --> 00:56:35.022]  And just in this short period, we have had this president, the so-called liberal president, that has convicted seven, seven government whistleblowers.
[00:56:35.062 --> 00:56:35.642]  Their crime?
[00:56:36.735 --> 00:56:45.299]  Coming out, letting the public know that their government is engaged in criminal activities all over the world and here in the United States.
[00:56:45.860 --> 00:56:58.786]  Whether it's torture, whether billions of dollars, billions of dollars, that all these people who can't afford in our country to pay for their medical bills, okay?
[00:56:59.807 --> 00:57:02.528]  Look at the state of our schools, our libraries,
[00:57:03.163 --> 00:57:14.489]  And our government, with all this deficit that we have, Alex, you know it, I mean, I don't want to be preaching to the choir here, wasting every month billions of dollars.
[00:57:14.549 --> 00:57:15.150]  You know why?
[00:57:15.770 --> 00:57:18.552]  Because it is not accountable.
[00:57:19.292 --> 00:57:27.436]  One of the examples I give people is, if you witness a crime, you know, murder, burglary, what do you do?
[00:57:27.837 --> 00:57:31.999]  Usually you go and take out your cell phone and you call the police.
[00:57:32.893 --> 00:57:38.582]  What if you witness your government, the police, is committing some heinous crime?
[00:57:39.123 --> 00:57:40.064]  Who do you have to call?
[00:57:40.825 --> 00:57:48.597]  If you look at the federal courts since 9-11, find one case where the federal court has not cited
[00:57:49.454 --> 00:58:00.204]  Government and help the government cover up whether by accepting secrecy and state secrets privilege or just plain going and indict a whistleblower.
[00:58:00.264 --> 00:58:03.448]  And they have a name for that it's called it's called tyranny.
[00:58:03.788 --> 00:58:04.509]  Please continue.
[00:58:05.385 --> 00:58:05.825]  It is.
[00:58:06.166 --> 00:58:21.495]  And you know, when we come, whether we the government insiders who have come out and they say we blew the whistle, we basically told the people what we saw being done to our national security, to our welfare, national welfare by our own government.
[00:58:22.435 --> 00:58:27.879]  That if you come out and say, if you say it in your show every day, I say it, right?
[00:58:28.219 --> 00:58:29.880]  They call us the radicals.
[00:58:30.441 --> 00:58:31.442]  The nutcases.
[00:58:31.842 --> 00:58:34.763]  These are the, oh, these are the marginal people.
[00:58:35.404 --> 00:58:36.644]  There are 9-11 cooks.
[00:58:36.924 --> 00:58:39.025]  Oh, the other one is a conspiracy theorist.
[00:58:39.406 --> 00:58:46.309]  They have now put millions of Americans in this bucket with the help of the mainstream media.
[00:58:46.729 --> 00:58:53.133]  And I always add, Alex, with the help of the alternative, quasi-alternative media.
[00:58:53.513 --> 00:58:57.275]  A lot of people think, oh yeah, well, I'm not reading Washington Post or New York Times.
[00:58:57.759 --> 00:58:59.202]  I am reading so-and-so.
[00:58:59.723 --> 00:59:02.307]  Go look who's funding so-and-so.
[00:59:02.347 --> 00:59:03.670]  It's actually on their website.
[00:59:03.930 --> 00:59:06.455]  If it says Rockefeller and Soros and Carnegie.
[00:59:07.316 --> 00:59:10.963]  Are you reading alternative views and news?
[00:59:11.880 --> 00:59:13.741]  Are you under that illusion?
[00:59:14.021 --> 00:59:27.225]  So when I say with the media, because more and more people are waking up, and the number is increasing, the number that our government and our media designate as nutcases, conspiracy theories.
[00:59:27.465 --> 00:59:29.205]  That's what we are, millions of us.
[00:59:29.606 --> 00:59:32.766]  You know, it's like the story of this king and this poisoned well.
[00:59:33.347 --> 00:59:37.548]  And those who refuse to drink the poisoned water and then go crazy,
