[00:00:01.711 --> 00:00:02.272]  We've got it!
[01:50:48.439 --> 01:50:51.622]  It'd be better to smoke ten packs of Camels every day and drink Jack Daniels.
[01:50:51.983 --> 01:50:53.584]  Statistically, I've had top scientists on.
[01:50:53.904 --> 01:50:54.385]  The D.U.
[01:50:54.425 --> 01:50:56.127]  is a death sentence, and they have them use it.
[01:50:56.487 --> 01:50:59.450]  They didn't until 1990, because they don't care anymore.
[01:50:59.770 --> 01:51:01.091]  Psychos are in control!
[01:51:01.572 --> 01:51:03.414]  You can say what you wanted about our government pre-1990.
[01:51:04.875 --> 01:51:06.256]  They really got evil after that.
[01:51:06.697 --> 01:51:08.658]  Let's go ahead and talk to Jamie in Canada.
[01:51:08.818 --> 01:51:09.359]  Let's move quick.
[01:51:09.379 --> 01:51:09.799]  Go ahead.
[01:51:09.819 --> 01:51:11.100]  Hi, Alex.
[01:51:11.400 --> 01:51:12.481]  You're a bulldog, man.
[01:51:12.541 --> 01:51:13.002]  I love you.
[01:51:13.662 --> 01:51:13.983]  Love you.
[01:51:15.464 --> 01:51:16.845]  I wanted to bring something to your attention.
[01:51:16.885 --> 01:51:19.667]  There was a film I watched.
[01:51:19.847 --> 01:51:21.829]  It was called House of Numbers.
[01:51:22.089 --> 01:51:23.210]  I don't know if you've ever heard of it.
[01:51:23.530 --> 01:51:23.931]  I haven't.
[01:51:24.351 --> 01:51:24.671]  Haven't?
[01:51:25.432 --> 01:51:26.373]  Definitely watch it.
[01:51:26.553 --> 01:51:31.177]  I call it the loose change of the AIDS virus or the AIDS epidemic.
[01:51:31.677 --> 01:51:32.678]  If you watch this thing,
[01:51:33.550 --> 01:51:42.397]  I was really blown away by it because it basically shows that HIV has been kind of marketed from about the 1980 on as, you know, it's uncurable.
[01:51:42.897 --> 01:51:47.020]  It's a cover for a wide spectrum bio-attacks.
[01:51:47.361 --> 01:51:49.442]  I just clicked on it and actually found it and was playing it.
[01:51:49.943 --> 01:51:51.684]  Yeah, HouseOfNumbers.com.
[01:51:52.184 --> 01:51:55.827]  My dad in the late 80s was like showing me medical documents and stuff.
[01:51:55.867 --> 01:51:59.130]  He's a physician about how it was all made up and I knew that then.
[01:51:59.190 --> 01:52:00.351]  It's totally made up.
[01:52:00.971 --> 01:52:01.292]  Go ahead.
[01:52:01.953 --> 01:52:04.416]  These people, they're diagnosed with HIV.
[01:52:04.456 --> 01:52:08.081]  They get the scare of their life that stresses them out.
[01:52:08.121 --> 01:52:09.863]  And they kill you with chemotherapy drugs?
[01:52:10.084 --> 01:52:10.805]  Yeah, they shoot them up.
[01:52:10.845 --> 01:52:12.206]  Basically, it's the same as cancer.
[01:52:12.587 --> 01:52:14.169]  Yeah, exactly.
[01:52:14.189 --> 01:52:16.993]  But you notice I've never seen the film, but I already know what's in it.
[01:52:17.133 --> 01:52:18.134]  Because it's totally true.
[01:52:19.775 --> 01:52:25.176]  There are some race-specific viruses separate from HIV that are designed for Africans, and we have the government documents.
[01:52:25.576 --> 01:52:27.677]  That's why you've got African countries with half the population.
[01:52:27.697 --> 01:52:31.597]  They've done medical studies where the girls have never had sex, but they've had a vaccine.
[01:52:32.157 --> 01:52:37.138]  They give them a bioweapon, kill them, but also have HIV in it to say that's what's killing them.
[01:52:37.458 --> 01:52:38.359]  See, it's a cover.
[01:52:38.399 --> 01:52:40.939]  And some argue it's a binary weapon as well.
[01:52:41.279 --> 01:52:42.019]  I appreciate your call.
[01:52:42.059 --> 01:52:42.479]  Great points.
[01:52:43.520 --> 01:52:45.100]  Let's go to Sal in Oklahoma.
[01:52:45.140 --> 01:52:45.880]  Sal, you're on the air.
[01:52:46.966 --> 01:52:48.831]  Hey Alex, it's a pleasure to talk with you.
[01:52:49.232 --> 01:52:50.515]  Pleasure to talk to you brother, go ahead.
[01:52:51.158 --> 01:52:57.243]  Hey, I just wanted to really make this point and hope that you can emphasize on this.
[01:52:57.644 --> 01:53:00.847]  There's going to be a false flag attack in Chicago this month.
[01:53:00.867 --> 01:53:10.035]  You really need to do the research because all the information is there and it's, I mean, I'm sure on the iPad... Well, sir, we may stop them from the false flag.
[01:53:10.075 --> 01:53:11.536]  Yes, it leaked from the Red Cross.
[01:53:11.836 --> 01:53:13.758]  They're preparing for the evacuation of Chicago.
[01:53:13.818 --> 01:53:14.739]  That's CBS News.
[01:53:15.079 --> 01:53:16.120]  We covered it all last week.
[01:53:16.160 --> 01:53:16.881]  You must have missed it.
[01:53:17.561 --> 01:53:21.664]  And yes, they've got martial law prepared, but that doesn't mean they're going to pull the trigger.
[01:53:21.684 --> 01:53:22.204]  You understand?
[01:53:23.064 --> 01:53:24.425]  Yeah, well, not just that.
[01:53:24.525 --> 01:53:29.028]  I mean, if you look at all the propaganda and movies and stuff, it's all Chicago plus.
[01:53:29.168 --> 01:53:37.713]  Well, I know that Larry Silverstein, who owned the World Trade Center, did buy the Sears Tower, so... They suddenly moved the G8, which was supposed to be there.
[01:53:38.453 --> 01:53:39.114]  Cam David?
[01:53:39.978 --> 01:53:46.522]  Yeah, they moved it there, but they're still going to go through with the G20 there, and that's where the attack's going to be, I'm sure of it.
[01:53:48.102 --> 01:53:53.545]  It's all there, and that's why they're moving CISPA fast, so they can censor the web after the fall of Squamish.
[01:53:53.605 --> 01:53:54.586]  I hear you, Sal.
[01:53:54.626 --> 01:53:56.807]  That's why they're getting the cybersecurity in place.
[01:53:56.827 --> 01:53:59.088]  They admit to shut down the web or redirect it.
[01:53:59.468 --> 01:54:00.269]  That's all happening.
[01:54:01.403 --> 01:54:09.728]  I said they were going to blow up, I appreciate your call, I said they were going to blow up the World Trade Center before 9-11, I said they'd do it in the next two months, they blame it on Bin Laden.
[01:54:09.828 --> 01:54:18.573]  So, I understand, you know, when you can see the pieces going together, and I think Chicago is, Ron Paul, we talked to Ron Paul last week, he said he's worried about false flag in Chicago.
[01:54:18.834 --> 01:54:21.035]  But because we're talking about it, they may back off.
[01:54:21.855 --> 01:54:22.176]  Okay?
[01:54:22.256 --> 01:54:24.037]  That's all I'm saying, so get the word out, good job.
[01:54:24.437 --> 01:54:25.778]  Henry in Canada, go!
[01:54:25.798 --> 01:54:27.819]  Hola, Sr.
[01:54:27.879 --> 01:54:28.860]  Jones, que paso?
[01:54:29.240 --> 01:54:30.741]  Que paso to you, what's on your mind?
[01:54:31.554 --> 01:54:35.395]  I'm just sitting in the kitchen here, chopping up some dandelion roots from the garden.
[01:54:35.735 --> 01:54:36.635]  Good for what ails you.
[01:54:36.735 --> 01:54:37.896]  That sounds al-Qaeda-ish.
[01:54:38.596 --> 01:54:38.836]  Yep.
[01:54:39.256 --> 01:54:40.676]  That's good for digestion, isn't it?
[01:54:41.657 --> 01:54:44.817]  I just, um, stuff's getting pretty real here.
[01:54:44.857 --> 01:54:46.638]  It's also getting kind of Twilight Zone.
[01:54:46.698 --> 01:54:52.359]  I just posted the coroner story on my Facebook, so who knows, I might be next.
[01:54:52.779 --> 01:54:57.200]  Because, uh... I think they'll get me and Ron Paul along before you, but we're so visible, maybe not.
[01:54:57.220 --> 01:54:58.421]  That's what Jim Garrison taught us.
[01:54:58.781 --> 01:54:59.421]  What's on your mind?
[01:55:00.080 --> 01:55:01.121]  They got some dirt on me.
[01:55:01.161 --> 01:55:02.062]  I'm a bad man.
[01:55:02.102 --> 01:55:04.044]  I gave food to a homeless guy the other day.
[01:55:04.164 --> 01:55:05.486]  Well, they're banning that everywhere.
[01:55:05.526 --> 01:55:06.226]  You don't do that.
[01:55:06.246 --> 01:55:12.913]  Yeah, they might take me up in one of those crappy Sea King helicopters owned by Larry Silverstein.
[01:55:13.814 --> 01:55:14.775]  I appreciate your call.
[01:55:14.795 --> 01:55:15.676]  We're going to jump now.
[01:55:15.696 --> 01:55:17.098]  Who's up next here?
[01:55:17.118 --> 01:55:18.839]  I want to get to everybody before we end, like I said I would.
[01:55:19.180 --> 01:55:20.701]  Barry in Texas, you're on the air.
[01:55:20.741 --> 01:55:21.062]  Go ahead.
[01:55:22.284 --> 01:55:23.665]  Hello Alex, how's it going?
[01:55:23.705 --> 01:55:25.346]  Just real quick, I'll be lighting fast here.
[01:55:25.406 --> 01:55:29.268]  I can speak real quickly to the call about the police pulling people over in the university.
[01:55:29.748 --> 01:55:30.008]  Yes.
[01:55:30.769 --> 01:55:31.669]  I used to do that job.
[01:55:31.689 --> 01:55:36.312]  Basically, security officers on campuses are acting as agents of the property owner.
[01:55:36.932 --> 01:55:41.355]  Yeah, so it's a private property issue, but if it's a state college, I know that's been thrown out in court.
[01:55:42.075 --> 01:55:43.436]  Correct, right, yes, exactly.
[01:55:43.456 --> 01:55:48.879]  There's no Fourth Amendment when it's private security because they're not agents of the government, they're private citizens.
[01:55:49.099 --> 01:55:51.000]  And they're using a citizen's arrest power, correct?
[01:55:51.530 --> 01:55:52.310]  Correct, exactly.
[01:55:52.350 --> 01:55:54.491]  But basically, the question shouldn't be, can they pull you over?
[01:55:54.531 --> 01:55:57.073]  The question should be, what cash do you have to pull over?
[01:55:57.133 --> 01:55:58.953]  Because what are the consequences of not pulling over?
[01:55:58.993 --> 01:56:03.115]  Basically, you can just leave their property and they no longer have authority over you at that point.
[01:56:03.155 --> 01:56:06.537]  But don't be surprised if they give you a trespass warrant and you're not allowed back on the property.
[01:56:08.112 --> 01:56:20.189]  Um, the reason I was calling real quickly is I'm a government employee now and I received an email from the AFGE, American Federation of Government Employees, and they're basically asking us to fill out a survey to tell them who we think they should support.
[01:56:20.209 --> 01:56:24.555]  Um, they're going to support one of the two candidates, they said Romney or Obama.
[01:56:25.055 --> 01:56:40.752]  I basically responded with essentially like a manifesto telling them all the different reasons, basically like a text version of the Obama deception in your movie, how Obama has committed treason, how Romney is so much like him, it's almost like the same person, and basically telling them that we should support Ron Paul.
[01:56:42.353 --> 01:56:49.119]  Let me tell you, Ron Paul, he just won two more states.
[01:56:49.379 --> 01:56:51.481]  He won all the first states, that's now been admitted.
[01:56:52.001 --> 01:56:53.823]  He would have been the guy, they cheated him.
[01:56:54.183 --> 01:57:01.149]  But again, we run, we show there's fraud, we educate, but it shows we're winning, that they had to steal it from him.
[01:57:01.409 --> 01:57:02.690]  People are bummed out about that.
[01:57:03.391 --> 01:57:04.332]  They shouldn't be bummed out.
[01:57:04.952 --> 01:57:06.555]  Because he's really the winner.
[01:57:06.696 --> 01:57:07.718]  It shows we're winning.
[01:57:08.219 --> 01:57:09.602]  Let's talk to Michigan Truther.
[01:57:09.622 --> 01:57:11.065]  You got 30 seconds and the show's over.
[01:57:11.085 --> 01:57:11.405]  Go ahead.
[01:57:11.963 --> 01:57:13.044]  Hey, Alex.
[01:57:13.124 --> 01:57:16.046]  Greetings from Grand Rapids, Michigan, FEMA Region 5.
[01:57:16.647 --> 01:57:17.067]  Yes, sir.
[01:57:17.367 --> 01:57:19.689]  Just want to highlight a couple things.
[01:57:19.769 --> 01:57:24.353]  Recently read Fritz Springmeier's book, Bloodlines and Illuminati.
[01:57:24.593 --> 01:57:24.933]  Yes, sir.
[01:57:24.953 --> 01:57:26.154]  Available at Infowars.com.
[01:57:26.174 --> 01:57:26.594]  Very powerful.
[01:57:26.614 --> 01:57:34.921]  Yeah, and he's got another book that's really a mind-blower called the Illuminati Formula to Create a Totally Undetectable Mind-Controlled Plane.
[01:57:34.941 --> 01:57:36.502]  Yeah, that's out of print or I'd be carrying it.
[01:57:36.542 --> 01:57:36.882]  Yes, sir.
[01:57:36.902 --> 01:57:39.244]  Yeah, it's like $450 and I'm trying to get a copy.
[01:57:40.345 --> 01:57:42.886]  Let's get Fritz back on and help him republish that.
[01:57:42.906 --> 01:57:44.267]  Let's get him on about that book.
[01:57:44.587 --> 01:57:45.528]  Hey, great job.
[01:57:45.548 --> 01:57:48.209]  See you back on the radio tomorrow, 11 a.m.
[01:57:48.249 --> 01:57:49.530]  Central, Infowars.com.
[01:57:49.550 --> 01:57:50.170]  Great job, crew.
[01:57:51.411 --> 01:57:52.651]  Hi, this is Alex Jones.
[01:57:52.711 --> 01:57:58.054]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:57:58.274 --> 01:58:02.916]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:58:03.316 --> 01:58:03.717]  It's true.
[01:58:03.777 --> 01:58:06.318]  Seeds have outperformed even gold and silver before in this country.
