[00:00:00.029 --> 00:00:00.549]  Alex Jones!
[01:17:08.620 --> 01:17:09.560]  Call in to talk radio.
[01:17:09.580 --> 01:17:10.480]  Start an access show.
[01:17:10.500 --> 01:17:11.421]  Start a YouTube channel.
[01:17:11.661 --> 01:17:12.961]  Start a local little newsletter.
[01:17:13.221 --> 01:17:14.002]  Start a magazine.
[01:17:14.042 --> 01:17:15.222]  Start it in your neighborhood.
[01:17:15.502 --> 01:17:16.303]  Start meetings.
[01:17:16.943 --> 01:17:19.224]  Take this article with a video clip surrounding neighbors.
[01:17:20.086 --> 01:17:25.514]  Take our first issue, if you have it, of the magazine that had this printed, and say, hey, you can go to the site here with all the proof.
[01:17:25.714 --> 01:17:26.776]  They say they conquered us.
[01:17:26.836 --> 01:17:28.198]  Are you worried about being conquered?
[01:17:31.082 --> 01:17:31.342]  Come on.
[01:17:31.663 --> 01:17:32.003]  Wake up.
[01:17:32.825 --> 01:17:33.986]  Slap them in the face if you have to.
[01:17:34.587 --> 01:17:34.928]  Verbally.
[01:17:36.459 --> 01:17:37.360]  You know why things are getting bad?
[01:17:38.041 --> 01:17:43.006]  These people said they'd take over, bankrupt us, to make us poor so we'd always be too poor to resist them.
[01:17:43.346 --> 01:17:44.547]  They're worried about freedom.
[01:17:44.567 --> 01:17:45.889]  They're worried about economic freedom.
[01:17:46.109 --> 01:17:47.410]  They want to extinguish it.
[01:17:47.690 --> 01:17:52.115]  So you've got to believe that you've got power like our forebearers did.
[01:17:52.335 --> 01:17:54.958]  You've got to know you're in the right, and you know what?
[01:17:54.998 --> 01:17:56.119]  You're not going to be a slave.
[01:17:56.940 --> 01:17:59.623]  You're either going to live on your feet or you're going to die trying.
[01:18:01.730 --> 01:18:03.272]  That's what you've got to do.
[01:18:03.592 --> 01:18:05.294]  That's what you've got to understand.
[01:18:05.374 --> 01:18:12.743]  That's what you've got to discover, is the fact that you do have value, and you do have strength, and there is good and evil, and there is a choice in this world.
[01:18:14.019 --> 01:18:15.821]  And you've got to understand, there's not half measures.
[01:18:16.141 --> 01:18:24.831]  We're not going to eat around the edges of this and, oh, let's try to get some good people elected to Congress and, oh, let's do this little thing and let's talk about the New World Order and maybe something will happen.
[01:18:25.031 --> 01:18:32.138]  We've got to go in, take our states back, take our courts back at the local level, and we've got to, all of us, just all day, New World Order scum!
[01:18:32.379 --> 01:18:33.380]  New World Order's criminals!
[01:18:33.420 --> 01:18:34.501]  New World Order's killing us!
[01:18:34.801 --> 01:18:35.642]  And it's starting to happen.
[01:18:36.624 --> 01:18:37.344]  We know it's you.
[01:18:37.364 --> 01:18:38.784]  We're not listening to words you say.
[01:18:38.824 --> 01:18:39.785]  We know you're murderers.
[01:18:39.825 --> 01:18:40.705]  We know you're criminals.
[01:18:40.745 --> 01:18:41.605]  Get out of our country.
[01:18:41.825 --> 01:18:42.765]  Get out of our country.
[01:18:42.805 --> 01:18:43.685]  Get out of our country.
[01:18:43.906 --> 01:18:44.366]  Get out.
[01:18:44.426 --> 01:18:44.846]  Get out.
[01:18:44.886 --> 01:18:45.286]  Get out.
[01:18:45.326 --> 01:18:45.666]  Get out.
[01:18:45.966 --> 01:18:47.386]  Death to your New World Order.
[01:18:48.547 --> 01:18:51.307]  And then build the movement for the states to say, this is illegitimate.
[01:18:51.547 --> 01:18:52.987]  Not, hey, the feds are out of control.
[01:18:53.147 --> 01:18:54.708]  The feds aren't even there anymore.
[01:18:54.948 --> 01:18:56.828]  They bragged they were taken over by foreign banks.
[01:18:57.088 --> 01:18:59.189]  Our military is now under UN control.
[01:18:59.429 --> 01:19:02.990]  And they're announcing the internet, kill switch, cyber security, secret order.
[01:19:03.210 --> 01:19:04.830]  Just gave everything over to the UN!
[01:19:07.469 --> 01:19:08.992]  Do you understand that?
[01:19:09.092 --> 01:19:10.696]  Do you understand that?
[01:19:10.776 --> 01:19:11.738]  Do you read me?
[01:19:13.260 --> 01:19:15.261]  The states aren't totally taking over.
[01:19:15.622 --> 01:19:22.006]  They gotta pull out, get that movement going, and just continually say, the federal government's not the federal government.
[01:19:22.286 --> 01:19:27.149]  Bypass the whole secession movement from the angle they're gonna sell it north-south, all this other bull.
[01:19:27.630 --> 01:19:28.771]  Toll-free number to join us, 800-259-9231.
[01:19:28.791 --> 01:19:28.831]  800-259-9231.
[01:19:28.851 --> 01:19:30.412]  We are all warriors for the republic.
[01:19:30.432 --> 01:19:31.452]  Spread the word like Paul Revere!
[01:19:40.310 --> 01:19:43.091]  Have you ever wanted to generate your own supply of electrical power?
[01:19:43.371 --> 01:19:45.031]  Even save money on your electric bill?
[01:19:45.311 --> 01:19:48.612]  If so, this could be one of the most important messages you will ever hear.
[01:19:48.932 --> 01:19:50.992]  Solar power generators are now available.
[01:19:51.112 --> 01:19:54.513]  These emergency backup systems provide life-saving electrical power.
[01:19:54.713 --> 01:20:00.494]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:20:00.754 --> 01:20:04.115]  It's like having an electrical power plant running quietly in your own home.
[01:20:04.435 --> 01:20:09.036]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:20:09.156 --> 01:20:14.838]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[01:20:15.098 --> 01:20:16.138]  And here's the best news.
[01:20:16.358 --> 01:20:19.299]  A remarkable fall truckload sale is going on right now.
[01:20:19.499 --> 01:20:23.280]  It gets you $1,700 in bonuses when you buy a solar generator.
[01:20:23.400 --> 01:20:25.961]  To find out why these solar generators are the best generators,
[01:20:26.181 --> 01:20:30.985]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:20:31.025 --> 01:20:33.967]  I want you to know some very important information.
[01:20:34.007 --> 01:20:40.932]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:20:56.431 --> 01:21:01.373]  Now, 27 years later, carnivore capsules are used around the world to keep people healthy.
[01:21:01.993 --> 01:21:12.956]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:21:13.357 --> 01:21:20.359]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:21:21.039 --> 01:21:25.305]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:21:25.345 --> 01:21:28.509]  That's C-A-R-N-I-V-O-R-A dot com.
[01:21:28.949 --> 01:21:35.898]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[01:21:36.199 --> 01:21:37.200]  Protect your immune system.
[01:21:37.480 --> 01:21:38.522]  It's the only one you've got.
[01:21:39.222 --> 01:21:46.385]  HempUSA.org has a revolutionary wonder food for detoxing the body and rebuilding the immune system.
[01:21:46.565 --> 01:21:54.909]  Microplant powder can help unclog arteries and soften heart valves while removing heavy metals, virus, fungus, bacteria, and parasites.
[01:21:55.089 --> 01:21:58.630]  Plus, it cleans and purifies the blood, lungs, stomach, and colon.
[01:21:58.810 --> 01:22:01.791]  Keep your body clean with Microplant Powder.
[01:22:02.092 --> 01:22:05.313]  Visit us at HempUSA.org or call 908-691-2608 today!
[01:22:08.817 --> 01:22:09.878]  Hi, this is Ted Anderson.
[01:22:10.058 --> 01:22:14.441]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:22:14.621 --> 01:22:20.325]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:22:20.425 --> 01:22:23.847]  Gold has outperformed paper investments, yet no word about IRAs.
[01:22:24.067 --> 01:22:26.689]  If you would like to have gold for your retirement, call 800-686-2237.
[01:22:26.789 --> 01:22:31.712]  Don't get left behind by rising inflation and low returns.
[01:22:31.852 --> 01:22:32.133]  Call 800-686-2237.
[01:22:32.153 --> 01:22:33.494]  Secure your future and call 1-800-686-2237.
[01:22:39.799 --> 01:22:42.643]  What looks good under your Christmas tree and tastes even better?
[01:22:42.943 --> 01:22:44.205]  Big Berkey Water Filters!
[01:22:44.505 --> 01:22:46.108]  Yes, the gift of clean water.
[01:22:46.468 --> 01:22:50.674]  A gift that provides a great foundation for achieving good health in the lives of your loved ones.
[01:22:51.155 --> 01:22:54.760]  A Big Berkey Water Filter gives them protection from bacteria, heavy metals,
[01:22:55.020 --> 01:22:58.522]  Chlorine, fluoride, pesticides and herbicides, VOCs and more.
[01:22:58.782 --> 01:23:04.126]  And best of all, a big Berkey water filter is a gift that lasts for many years with no additional investment.
[01:23:04.366 --> 01:23:08.108]  And that saves time and money in filter replacements that other water filters require.
[01:23:08.429 --> 01:23:13.452]  And are even powerful enough to purify treated, untreated or even stagnant pond water.
[01:23:13.852 --> 01:23:20.196]  As always, all orders over $50 are shipped free, and GCN listeners get 5% off all ceramic filter systems.
[01:23:20.536 --> 01:23:27.921]  Order online at BigBerkeyWaterFilters.com, spelled B-E-R-K-E-Y, waterfilters.com.
[01:23:28.281 --> 01:23:30.883]  Or call 877-99-BERKEY.
[01:23:31.163 --> 01:23:34.726]  That's 877-99-BER-K-E-Y.
[01:23:35.126 --> 01:23:36.307]  Gift well this Christmas.
[01:23:36.527 --> 01:23:37.948]  Give a Big Berkey Water Filter!
[01:23:43.632 --> 01:23:47.354]  It's time to get the globalist shackles off of us, as Jimmy Bond says right here.
[01:23:47.374 --> 01:23:51.136]  Don't want no shackles on me.
[01:23:52.357 --> 01:23:53.938]  Don't want no shackles.
[01:23:55.899 --> 01:23:57.860]  Don't want no shackles on me.
[01:24:02.628 --> 01:24:05.209]  And boy, is this shackles.
[01:24:05.269 --> 01:24:11.933]  It's a scientific, technocratic control system who all write white papers and books that we've sourced here.
[01:24:12.093 --> 01:24:21.819]  How they're enslaving us, how they're poisoning us, how they're going to get us in compact cities and then start using bioweapons on us so the elite can merge with computers and become gods.
[01:24:21.979 --> 01:24:24.760]  I'm not saying that's really going to happen, but that's their plan.
[01:24:24.820 --> 01:24:26.641]  I'm going to be honest.
[01:24:26.721 --> 01:24:28.923]  If we just had corrupt groups running things,
[01:24:30.869 --> 01:24:37.972]  I would be on air criticizing them, but I would not be up here, you know, calling for what they will bill as revolution.
[01:24:38.432 --> 01:24:38.893]  Because it is.
[01:24:38.973 --> 01:24:40.413]  It's time for the Second American Revolution.
[01:24:40.813 --> 01:24:41.914]  America is still here.
[01:24:42.134 --> 01:24:43.475]  We're just occupied by the globalists.
[01:24:43.935 --> 01:24:44.915]  I mean, that's a big deal.
[01:24:45.375 --> 01:24:56.981]  To come out with authority, to start trying to organize serious people like Lou Rockwell, Edwin Vieira, Bruce Fine, Ron Paul, many others.
[01:24:57.001 --> 01:24:59.782]  I mean, I'm moving forward with this, you know, spurring them
[01:25:01.072 --> 01:25:02.593]  To getting you to spur them.
[01:25:02.633 --> 01:25:04.294]  I mean, that's a serious thing to do.
[01:25:04.635 --> 01:25:12.760]  Because, ladies and gentlemen, the people directing this compartmentalized empire want you and your family dead.
[01:25:13.621 --> 01:25:17.544]  Do the police and military and bureaucrats and code enforcers and all of you get that?
[01:25:17.864 --> 01:25:19.125]  I think some of you are getting it.
[01:25:19.225 --> 01:25:20.566]  I understand this sounds crazy.
[01:25:21.146 --> 01:25:22.107]  Tyrants are crazy.
[01:25:22.387 --> 01:25:22.988]  Read a history book?
[01:25:24.998 --> 01:25:34.823]  And I'm begging you, I'm begging you for your family's sake, if you're a new listener, you better go look up eco-science by the White House Science Czar saying they're poisoning your water.
[01:25:35.423 --> 01:25:37.304]  And then go look at how we are being poisoned.
[01:25:38.685 --> 01:25:39.345]  To sterilize you.
[01:25:41.698 --> 01:25:45.139]  I mean, that's just one exhibit of thousands.
[01:25:45.439 --> 01:26:01.844]  It's like a wall of evil and it's trying to normalize us to torture and evil and pedophilia all over TV now with all these, you know, toddlers in tiaras and HBO shows where four-year-olds are doing simulated sex acts and wearing shirts saying, you know, four-year-olds are whores.
[01:26:02.264 --> 01:26:06.705]  I was going to do that report last week but couldn't even bring myself to do it and show these images that are on television.
[01:26:07.245 --> 01:26:09.787]  I mean, they are bombarding us to screw us up.
