[00:00:00.129 --> 00:00:07.975]  So... Big Brother.
[01:04:31.618 --> 01:04:37.079]  I think it goes back to the original statement I made ten years ago on your first show, which said we needed a revolution.
[01:04:37.339 --> 01:04:39.219]  A revolution doesn't have to be violent.
[01:04:39.359 --> 01:04:52.462]  It has to be one which takes down the totally corrupt White House, totally corrupt Congress, totally corrupt judicial system, totally corrupt FBI, Secret Service is totally corrupt.
[01:04:52.502 --> 01:04:54.082]  Time to restore the Republic!
[01:04:54.122 --> 01:04:56.622]  Dr. Pachinik, let me say bye to you during the break.
[01:04:56.642 --> 01:04:58.363]  Thank you so much, dpachinik.com.
[01:04:58.743 --> 01:04:59.043]  Thank you.
[01:04:59.103 --> 01:05:00.603]  I'm Alex Jones of Infowars.com.
[01:05:02.615 --> 01:05:07.858]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:05:08.118 --> 01:05:10.319]  Start purifying your water with ProPure.
[01:05:10.539 --> 01:05:16.062]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure.
[01:05:16.242 --> 01:05:19.484]  And it's available discounted at infowars.com.
[01:05:19.644 --> 01:05:22.825]  Its filters are silver impregnated to prevent bacterial growth.
[01:05:23.085 --> 01:05:24.506]  There's no priming required.
[01:05:24.766 --> 01:05:26.807]  It's NSF-42 certified.
[01:05:27.027 --> 01:05:29.529]  Optional fluoride filters can reduce fluoride up to 95%.
[01:05:30.589 --> 01:05:31.930]  Easy to set up and use.
[01:05:32.130 --> 01:05:33.431]  Doesn't require electricity.
[01:05:33.551 --> 01:05:36.412]  Purify water from lakes, streams, ponds, and wells.
[01:05:36.712 --> 01:05:39.874]  This filter system leaves in beneficial minerals, which is key.
[01:05:40.094 --> 01:05:41.875]  Save money by not buying bottled water.
[01:05:41.995 --> 01:05:44.076]  And avoid BPA that leaches from the plastic.
[01:05:44.236 --> 01:05:46.838]  ProPure is the best gravity-fed filter out there.
[01:05:46.978 --> 01:05:48.279]  It's what my family uses.
[01:05:48.539 --> 01:05:51.760]  Infowars.com already has the lowest price on ProPure.
[01:05:51.861 --> 01:05:54.422]  But if you add the promo code WATER at checkout,
[01:05:54.582 --> 01:05:57.163]  You get an additional 10% off at InfoWars.com.
[01:05:57.223 --> 01:06:00.645]  You can also call to order.
[01:06:00.665 --> 01:06:01.845]  888-253-3139.
[01:06:02.425 --> 01:06:07.287]  Have you ever wanted to generate your own supply of electrical power, even save money on your electric bill?
[01:06:07.448 --> 01:06:10.549]  If so, this is going to be the most important message you will ever hear.
[01:06:10.749 --> 01:06:12.930]  Solar power generators are now available.
[01:06:13.190 --> 01:06:17.732]  These emergency backup systems provide life-saving electrical power when you need it most.
[01:06:17.992 --> 01:06:24.055]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:06:24.335 --> 01:06:27.497]  It's like having an electric power plant running quietly in your own home.
[01:06:27.857 --> 01:06:31.779]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:06:32.040 --> 01:06:37.022]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through painful power outages again.
[01:06:37.282 --> 01:06:38.163]  And here's the best news.
[01:06:38.263 --> 01:06:45.887]  A remarkable fall truckload sale going on right now that gets you $1,700 in bonuses when you buy a solar generator.
[01:06:46.147 --> 01:06:53.097]  To find out why solar generators are the best generators and get $1,700 for doing so, go to falltruckloadsale.com.
[01:06:53.137 --> 01:06:54.939]  That's falltruckloadsale.com.
[01:06:55.180 --> 01:06:57.283]  Generate your own supply of electricity.
[01:06:57.543 --> 01:06:59.526]  Go to falltruckloadsale.com.
[01:06:59.746 --> 01:07:01.609]  That's falltruckloadsale.com.
[01:07:04.156 --> 01:07:11.838]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:07:12.278 --> 01:07:15.899]  Alex and his staff have used these pure soap products for years.
[01:07:16.339 --> 01:07:23.161]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:07:23.641 --> 01:07:27.202]  See them on the web at 5starsoap.com or call 800-340-7000.
[01:07:29.242 --> 01:07:31.183]  Call 800-340-7091 for a free catalog.
[01:07:31.503 --> 01:07:37.166]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:07:37.446 --> 01:07:42.549]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:07:42.849 --> 01:07:44.490]  This is an amazing deal.
[01:07:44.850 --> 01:07:49.433]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:07:50.073 --> 01:07:53.294]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:08:05.386 --> 01:08:11.913]  Defending the Republic from enemies foreign and domestic, it's Alex Jones!
[01:08:34.918 --> 01:08:41.681]  Welcome to another live hour of the Alex Jones Show.
[01:08:43.382 --> 01:08:45.463]  And I think you guessed it, I am Alex Jones.
[01:08:45.483 --> 01:08:51.946]  I know we've got a lot of new listeners tuning in every day as the broadcast continues to explode.
[01:08:52.907 --> 01:08:54.768]  Well, the bugle has sounded.
[01:08:54.848 --> 01:08:56.408]  The charge has begun.
[01:08:56.568 --> 01:08:59.570]  Obama is not facing re-election.
[01:08:59.590 --> 01:09:01.411]  He has the power of the executive order.
[01:09:02.901 --> 01:09:04.982]  He has shown he'll use it like no other president.
[01:09:06.122 --> 01:09:08.443]  And he, as a state senator and a U.S.
[01:09:08.463 --> 01:09:15.306]  senator, we did this in a report last week, read the quotes from the voter guides there in Illinois.
[01:09:15.626 --> 01:09:17.927]  He said he believes in the abolition of private ownership.
[01:09:17.967 --> 01:09:19.448]  He believes in a total ban of guns.
[01:09:20.068 --> 01:09:21.609]  You see Chicago, total ban.
[01:09:21.629 --> 01:09:24.430]  You see New York, total ban for the general public.
[01:09:25.546 --> 01:09:29.148]  If you're kind of the mafia-connected bigwigs that can get, you know, armed guards or whatever.
[01:09:29.168 --> 01:09:31.289]  You know, the mercenaries, they're always allowed to have their guns.
[01:09:31.309 --> 01:09:32.369]  The UN's above the law.
[01:09:32.389 --> 01:09:35.891]  They can rape and kill whoever they want, get diplomatic immunity in any city.
[01:09:36.611 --> 01:09:38.032]  So that's, that's what it's all about.
[01:09:38.092 --> 01:09:42.094]  The government massing weaponry against us private mercenaries, but we can't have anything.
[01:09:43.594 --> 01:09:46.396]  And Obama has said he wants the assault weapons ban back.
[01:09:47.518 --> 01:09:50.979]  And Dianne Feinstein, as you know, has said that means physical.
[01:09:51.039 --> 01:09:54.401]  She wants California-style, where you have to turn them in.
[01:09:54.501 --> 01:09:56.001]  She wants gun shows shut down.
[01:09:57.002 --> 01:10:02.704]  Again, I did a 20-minute special report last week titled, you know, Proof Obama is Coming for Your Guns.
[01:10:03.204 --> 01:10:12.068]  But I thought we should get Larry Pratt on for about 40 minutes or so, and then we'll go to your phone calls, those of you that are holding, and get into some of the economic news that I have not.
[01:10:13.129 --> 01:10:16.431]  Not gotten into yet in any detail that we need to cover.
[01:10:17.111 --> 01:10:24.395]  But I mean, this is just from last year and again this year, ATF to accept public comments prior to outlawing shotguns.
[01:10:24.995 --> 01:10:39.603]  And then you go, they have a link in the Greeley Gazette, it should have been National News, to the ATF and they said, oh, we're going to have a rulemaking saying we're going to ban most shotguns, 60 plus percent made in the last decade, that can take a clip.
[01:10:40.472 --> 01:10:41.874]  That can be converted to take a clip.
[01:10:41.894 --> 01:10:45.640]  Well, that's any gun that is shimmy, auto, or pump that you load in the bottom.
[01:10:45.901 --> 01:10:47.223]  That's pretty much all my shotguns.
[01:10:48.897 --> 01:10:50.318]  So it's not just law.
[01:10:50.919 --> 01:10:54.903]  They're suing gun manufacturers, Bloomberg, who also wants to tell you what you can eat and drink.
[01:10:55.623 --> 01:10:56.624]  These are control freaks.
[01:10:56.644 --> 01:11:04.352]  They want us to live like folks in Chicago and New York, with six, seven locks on our doors, the great people of New York and Chicago, not allowed to defend themselves.
[01:11:04.392 --> 01:11:06.073]  This is mafia government.
[01:11:06.113 --> 01:11:07.855]  We're on the air, by the way, in Chicago.
[01:11:08.215 --> 01:11:10.377]  We've had folks call in saying they wish they could have guns.
[01:11:10.758 --> 01:11:12.159]  Almost impossible to get one.
[01:11:13.440 --> 01:11:15.121]  And they harass people statewide there.
[01:11:15.922 --> 01:11:18.624]  But those cities is where they really restrict it.
[01:11:19.224 --> 01:11:20.705]  California, highly restrictive.
[01:11:21.346 --> 01:11:24.508]  And if you look at a map of the world, most countries have banned guns outright.
[01:11:24.928 --> 01:11:26.390]  And they always follow the same pattern.
[01:11:26.430 --> 01:11:28.791]  So, the plunge is happening now.
[01:11:28.831 --> 01:11:32.094]  And I know Larry Platt doesn't like to be alarmist, but...
[01:11:34.481 --> 01:11:35.882]  What did Barry Goldwater say?
[01:11:36.862 --> 01:11:39.164]  Extremism and defense of liberty is no vice.
[01:11:39.184 --> 01:11:41.926]  So I really want him, pun intended, to hit him with both barrels.
[01:11:41.966 --> 01:11:42.946]  Gunowners.org.
[01:11:43.387 --> 01:11:45.928]  He's the Executive Director of Gun Owners of America for over 30 years.
[01:11:45.988 --> 01:11:47.970]  Needs no introduction.
[01:11:47.990 --> 01:11:49.891]  And again, the NRA's gotten better.
[01:11:50.970 --> 01:11:57.794]  I remember talking to Larry 12 years ago and saying, you've got to go after the NRA for their 68 Gun Control Act support, for their current support.
[01:11:58.355 --> 01:12:03.418]  And he finally started going after them a few years ago when they were basically saying, oh, we can have some restriction.
[01:12:03.738 --> 01:12:08.481]  They've gotten a little better, but still, Gun Owners is the place to keep the NRA honest.
[01:12:08.521 --> 01:12:15.246]  So all I can say is go sign up, become a member, get their free email alerts, gunowners.org, because
[01:12:16.226 --> 01:12:21.688]  We would have our guns basically banned if it wasn't for Gun Owners of America and you supporting them and many others.
[01:12:21.728 --> 01:12:22.928]  And it's just a fact.
[01:12:23.409 --> 01:12:29.971]  Understand folks, we don't have a lot of allies, but the ones we've got are like big junkyard dogs in defense of the Republic.
[01:12:30.371 --> 01:12:31.971]  Larry, how bad is it?
[01:12:32.072 --> 01:12:36.813]  Because we know the former Chief of Staff at the White House said we're going to put you on a no-gun-by list.
[01:12:36.853 --> 01:12:37.994]  We know they're moving towards that.
[01:12:38.574 --> 01:12:40.514]  I mean, they are licking their chops right now.
[01:12:40.594 --> 01:12:41.935]  Obama said in the second debate,
