[00:00:06.038 --> 00:00:07.880]  Ladies and gentlemen,
[01:00:18.080 --> 01:00:22.141]  And now, live from Austin, Texas, Alex Jones.
[01:00:28.502 --> 01:00:34.868]  Ladies and gentlemen, the FBI had warnings about shootings in theaters in Colorado the month before.
[01:00:34.888 --> 01:00:37.911]  They pulled that off their site, their little flyer.
[01:00:37.931 --> 01:00:45.359]  Eerie coincidence, Colorado University had identical drill on same day as Batman massacre.
[01:00:46.059 --> 01:00:49.402]  Exercise revolved around gunmen attacking theater with a smoke bomb.
[01:00:51.314 --> 01:00:56.258]  Just like 9-11, the exact same targets, exact same time, so that NORAD would stand down.
[01:00:56.298 --> 01:01:00.362]  Just like 7-7, exact same targets, exact same drill, exact same time.
[01:01:00.882 --> 01:01:01.203]  Wow!
[01:01:01.303 --> 01:01:02.444]  The nightly news tonight.
[01:01:02.464 --> 01:01:07.248]  We've got to pull up all of those other drill articles and videos where they admit it.
[01:01:07.568 --> 01:01:09.610]  Let's go to your phone calls again.
[01:01:09.630 --> 01:01:11.752]  Just total information overload right now.
[01:01:12.432 --> 01:01:13.053]  How's it going Alex?
[01:01:28.052 --> 01:01:30.613]  Well, basically, just one second here.
[01:01:30.953 --> 01:01:45.560]  Basically, back when I was in the Marine Corps, we went to boot camp, and a lot of people who deny the fact that you can be brainwashed, all you have to do is look at Marine Corps boot camp recruits, and you don't need drugs.
[01:01:45.660 --> 01:01:53.063]  All you need is, you know, 13 weeks in a, you know, boot camp, and you can brainwash people.
[01:01:53.143 --> 01:01:54.624]  So it's very possible to get
[01:01:55.293 --> 01:01:58.295]  Somebody, even on a low level, to do what they're told very quickly.
[01:01:58.915 --> 01:02:00.356]  So, it's not impossible at all.
[01:02:00.416 --> 01:02:11.544]  And I've warned a lot of my friends about this event, and a lot of them are kind of picking up on it and texting me and saying, yeah, this is all lining up to be exactly what you said.
[01:02:11.564 --> 01:02:19.929]  Yeah, I'd say about 90, and the votes show that on YouTube as well, about 95% of people agree.
[01:02:20.329 --> 01:02:23.612]  The 5% or so that say, I'm out of line,
[01:02:25.518 --> 01:02:27.899]  You know, say, oh, is it always government?
[01:02:28.160 --> 01:02:31.822]  Yeah, like I said, the India attack a few years ago at Mumbai was government.
[01:02:32.142 --> 01:02:33.803]  It turned out the CIA ran it.
[01:02:34.664 --> 01:02:39.466]  I mean, you know, I told people months before they were putting Al Qaeda in Libya because we had reporters on the ground.
[01:02:39.546 --> 01:02:40.247]  Was confirmed.
[01:02:40.907 --> 01:02:43.469]  I mean, listen, folks, it's scary.
[01:02:44.653 --> 01:02:45.694]  To go up against these people.
[01:02:46.435 --> 01:02:47.116]  It's not fun.
[01:02:47.696 --> 01:02:49.699]  But I am forced to respond to this.
[01:02:49.819 --> 01:02:51.661]  I am forced to cover this.
[01:02:51.821 --> 01:03:00.992]  And look, when you got all the White House advisers saying, gee, an Oklahoma city would sure pull our bacon out of the fire, and then you have it happen.
[01:03:01.752 --> 01:03:02.333]  I mean, I don't know.
[01:03:02.373 --> 01:03:02.854]  What do you think?
[01:03:04.016 --> 01:03:09.700]  Oh, well, like I said, I warned a bunch of people that they were going to get some crackpot to do something like that.
[01:03:09.760 --> 01:03:10.320]  It's not hard.
[01:03:10.360 --> 01:03:12.842]  It's always the same MO.
[01:03:12.902 --> 01:03:17.946]  It's some guy that nobody knew, and all of a sudden, out of the blue, he goes on a shooting spree.
[01:03:17.966 --> 01:03:27.572]  So it's not hard to get somebody in there, slip them some drugs, do it over a few weeks, get them to talk him into doing something stupid and brainwash him into thinking something he's not.
[01:03:27.592 --> 01:03:30.514]  But real quick, Alex, I've been trying to get in over the last week.
[01:03:30.574 --> 01:03:32.656]  I wanted to throw out a few points.
[01:03:33.132 --> 01:03:37.873]  One other thing is where I've always been warning my friends of what's called a positive effect false flag.
[01:03:38.253 --> 01:03:44.055]  Where they'll actually make an event, they'll save people from something bad so they can pose as the heroes as well.
[01:03:44.075 --> 01:03:48.956]  No, no, no, that's where they go out and find mental patients and get them to build a bomb and then bust them before.
[01:03:48.976 --> 01:03:51.657]  That's a much more humane way to steal all our rights.
[01:03:52.475 --> 01:03:52.875]  Yes, yes.
[01:03:52.955 --> 01:03:54.516]  And so I wanted to throw that out there.
[01:03:54.536 --> 01:03:56.978]  Always look at the gas prices when they go down and stuff.
[01:03:57.018 --> 01:03:58.118]  That's all false flag.
[01:03:58.559 --> 01:03:59.559]  Just, just keep that in mind.
[01:03:59.639 --> 01:04:08.685]  One of the thing is, I always tell your, I want to tell everybody to your audience is that all these drones and all this stuff, and people say our second amendment's outdated.
[01:04:09.105 --> 01:04:11.486]  Well, all you have to do is go to Radio Shack.
[01:04:11.826 --> 01:04:15.527]  Their electronics and all these drones and all this stuff can be hacked.
[01:04:15.587 --> 01:04:25.010]  I tell your audience... Listen, they're only getting all the drones to intimidate you and make you feel like they've got overwhelming force, and so they can sit back cowardly and send them out to attack you.
[01:04:25.331 --> 01:04:29.472]  You just don't face the enemy at the time of their choosing.
[01:04:29.532 --> 01:04:32.113]  If we go into some type of hot war with these people,
[01:04:33.891 --> 01:04:40.013]  I'd rather just engage in a hot info war, then you don't face them at their time of their choosing.
[01:04:40.413 --> 01:04:46.695]  That's just children and childlike minds that say, oh, we're nothing compared to a modern military.
[01:04:47.335 --> 01:04:51.156]  If modern militaries don't have the moral authority, they can't win a war.
[01:04:51.936 --> 01:04:55.477]  I mean, this whole thing couldn't even occupy Baghdad, folks.
[01:04:56.218 --> 01:04:56.578]  Okay?
[01:04:57.478 --> 01:04:58.898]  It's all bark and no bite.
[01:04:59.299 --> 01:05:00.599]  All the troops have been soft killed.
[01:05:02.315 --> 01:05:16.771]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:05:17.792 --> 01:05:21.456]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:05:22.478 --> 01:05:34.469]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:05:35.230 --> 01:05:42.496]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:05:43.177 --> 01:05:52.781]  Be sure to watch our new 7 minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:05:53.562 --> 01:05:56.823]  As well, we are always ready to answer any questions you may have.
[01:05:57.483 --> 01:06:00.585]  That's www.SilverLungs.com
[01:06:01.516 --> 01:06:02.517]  Let me ask you a question.
[01:06:02.757 --> 01:06:03.898]  What does freedom mean to you?
[01:06:04.258 --> 01:06:05.078]  The freedom to choose?
[01:06:05.158 --> 01:06:05.879]  The freedom to vote?
[01:06:06.099 --> 01:06:06.860]  The freedom to worship?
[01:06:07.120 --> 01:06:09.081]  How about the freedom to take control of your own future?
[01:06:09.321 --> 01:06:14.484]  My friends at eFoods Direct are celebrating freedom this month while helping you take control of your greatest dependency, food.
[01:06:14.825 --> 01:06:21.989]  Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[01:06:22.270 --> 01:06:25.932]  The Patriot Pack is a 30-day supply of eFoods Quick Fix Easy-to-Store Food.
[01:06:26.152 --> 01:06:30.835]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[01:06:31.075 --> 01:06:34.657]  Use the extra food for everyday use and save hundreds off your grocery bill.
[01:06:34.897 --> 01:06:40.140]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free.
[01:06:40.380 --> 01:06:46.364]  Call 800-409-5633 or go to efoodsdirect.com forward slash alex and get your free Patriot Pack with purchase.
[01:06:46.664 --> 01:06:47.805]  Operators are standing by.
[01:06:48.005 --> 01:06:52.149]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:06:52.429 --> 01:06:55.652]  eFoods is so affordable, the more you store and eat, the more you save.
[01:06:55.912 --> 01:07:00.677]  Go to efoodsdirect.com forward slash Alex or call 800-409-5633 right now.
[01:07:00.997 --> 01:07:06.262]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:07:06.522 --> 01:07:08.723]  Start purifying your water with ProPure.
[01:07:08.943 --> 01:07:14.466]  My friends, I've done a lot of research, and the best gravity filter out there, bar none, is ProPure.
[01:07:14.646 --> 01:07:17.888]  And it's available discounted at Infowars.com.
[01:07:18.028 --> 01:07:21.229]  Its filters are silver impregnated to prevent bacterial growth.
[01:07:21.469 --> 01:07:22.910]  There's no priming required.
[01:07:23.170 --> 01:07:25.211]  It's NSF-42 certified.
[01:07:25.431 --> 01:07:27.913]  Optional fluoride filters can reduce fluoride up to 95%.
[01:07:28.993 --> 01:07:30.334]  Easy to set up and use.
[01:07:30.534 --> 01:07:31.834]  Doesn't require electricity.
[01:07:31.954 --> 01:07:34.795]  Purify water from lakes, streams, ponds, and wells.
[01:07:35.116 --> 01:07:38.277]  This filter system leaves in beneficial minerals, which is key.
[01:07:38.497 --> 01:07:42.479]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:07:42.639 --> 01:07:45.240]  ProPure is the best gravity-fed filter out there.
[01:07:45.380 --> 01:07:46.700]  It's what my family uses.
[01:07:46.940 --> 01:07:50.162]  Infowars.com already has the lowest price on ProPure.
[01:07:50.262 --> 01:07:55.524]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:07:56.084 --> 01:07:59.066]  You can also call to order 888-253-3139.
[01:07:59.687 --> 01:08:06.272]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:08:06.632 --> 01:08:08.974]  Because there's a war on for your mind.
[01:08:21.353 --> 01:08:30.721]  Ladies and gentlemen, Israel says that Iran is planning to attack the Olympics in London, England, coming up here in just a few weeks.
[01:08:31.962 --> 01:08:34.184]  And so they've got to attack Iran.
[01:08:34.804 --> 01:08:38.167]  Wow, if that happens, get ready for oil prices to at least double.
[01:08:38.728 --> 01:08:42.331]  And we had a guest on, a TV producer, who infiltrated.
[01:08:43.942 --> 01:08:50.406]  Just a few months ago and found that there's no real security and that they were saying an event is going to happen at the end of the Olympics.
[01:08:51.086 --> 01:08:53.067]  So big it's going to change our world forever.
[01:08:53.808 --> 01:08:57.730]  And everything that that guy told us on air is now being confirmed.
[01:08:58.150 --> 01:09:01.812]  Hopefully talking about this will stop something like that from breaking down.
[01:09:02.532 --> 01:09:06.415]  Also, we've got incredible articles up at Infowars.com.
[01:09:07.315 --> 01:09:12.038]  Colorado University held identical drill on same day as Batman massacre.
[01:09:13.820 --> 01:09:17.241]  Well, that's the coup de grace, that's the cherry on top right there.
[01:09:18.001 --> 01:09:25.324]  And later, after I take calls, I'm going to go over the evidence of this being a staged event, where they use a drugged up, mentally ill patsy to take the fall.
[01:09:25.344 --> 01:09:33.387]  Of course, that's just if you believe the memorandum for the Secretary of Defense, unclassified justification for U.S.
[01:09:33.407 --> 01:09:37.408]  military intervention, known as Operation Northwoods.
[01:09:37.708 --> 01:09:39.549]  That tells you how to shoot up the movie theaters.
[01:09:41.872 --> 01:09:45.313]  And even how to frame the Patsy's, isn't that just special?
[01:09:46.394 --> 01:09:48.894]  And then there's the LaVon Affair and all the others.
