[00:00:09.882 --> 00:00:10.362]  Media.
[01:14:51.309 --> 01:14:58.075]  I know you don't believe me now, but maybe then, after those survivors, you will remember
[01:14:59.051 --> 01:15:02.839]  And save these transmissions if we're unable to stop this, because this is the plan.
[01:15:03.580 --> 01:15:05.745]  You're living in a science fiction movie, boys and girls.
[01:15:06.686 --> 01:15:08.690]  So, Obama, here's WorldNetDaily.
[01:15:11.246 --> 01:15:13.128]  Washington's new massive snooping plan.
[01:15:13.188 --> 01:15:14.169]  Biosurveillance.
[01:15:14.589 --> 01:15:15.811]  Scan and discern the environment.
[01:15:15.851 --> 01:15:17.352]  Integrate and identify essential information.
[01:15:17.672 --> 01:15:19.434]  Alert and inform decision makers.
[01:15:19.474 --> 01:15:20.916]  Forecast and advise impacts.
[01:15:21.316 --> 01:15:32.707]  With these snorkel snoops, state, local, federal, tribal governments, private sector, non-governmental organizations, all with taxpayer-paid-for snooping pods everywhere.
[01:15:33.428 --> 01:15:35.189]  And your homes are snooping pods.
[01:15:35.510 --> 01:15:39.712]  And the police stations nationwide, they're getting federal grants for new light bulbs.
[01:15:40.073 --> 01:15:45.797]  And they come in and tell the cops in Minnesota, the first place to get it two years ago, they go, you know what the new wireless system is, officers?
[01:15:45.837 --> 01:15:46.697]  Here's your new computers.
[01:15:46.978 --> 01:15:48.338]  You see that little grid right there?
[01:15:48.999 --> 01:15:51.120]  You now communicate with those lights.
[01:15:51.160 --> 01:15:52.842]  They flicker at a rate you can't see.
[01:15:52.862 --> 01:15:55.083]  Oh, I went and read the patent.
[01:15:55.543 --> 01:15:56.924]  Oh, it also
[01:15:57.845 --> 01:16:04.787]  Can do whatever you want to the human mind, literally turning them into zombies, into biological robots, androids.
[01:16:06.308 --> 01:16:06.928]  Oh, it's 2012!
[01:16:08.409 --> 01:16:14.491]  And the elite are at least 30 to 40 years ahead of us, so it's really... What's 30 years to be conservative ahead?
[01:16:15.951 --> 01:16:16.371]  It's really 2042.
[01:16:16.411 --> 01:16:20.773]  We're in the year 2042, according to globalist operations.
[01:16:26.155 --> 01:16:41.450]  That's why they're now publicly rolling out centralized high-tech hubs that get privileges that aren't real high-tech hubs, but are facsimiles that are really prisons, and they're going to sell it as a status thing to be able to be involved in all of this and to be part of it.
[01:16:43.391 --> 01:16:46.354]  Just thought I'd mention that little giblet for you.
[01:16:46.775 --> 01:16:49.817]  And, oh, they are now announcing what I told you years ago.
[01:16:51.209 --> 01:16:58.671]  The drones are in the skies, there will be 30,000, and they are to be armed, and they are being armed, and you are to be attacked!
[01:17:00.892 --> 01:17:07.074]  And you're going to pay for it as you're replaced, because the elite believe they're going to replace humanity, and they're going to merge with the machines.
[01:17:07.314 --> 01:17:08.434]  Does that mean it's really going to happen?
[01:17:08.454 --> 01:17:09.114]  I don't know.
[01:17:09.134 --> 01:17:15.256]  The Wedgwoods, the Galtons, the Huxleys, the Darwins, all of them are married in the 1850s to create supermen.
[01:17:16.077 --> 01:17:20.818]  By the third generation, almost all the children died or were totally insane or mentally retarded.
[01:17:24.591 --> 01:17:28.172]  So they're probably not, this is not going to work, they're probably just going to destroy everybody.
[01:17:29.473 --> 01:17:31.494]  Which is what their master wants them to do to begin with.
[01:17:32.034 --> 01:17:39.137]  But they're just dancing off the edge of the cliff, la la la la la la la, and the general public is watching stuff like this.
[01:17:40.377 --> 01:17:45.319]  Key Kurt Nimmo article, ABC to run drama, demonizing malicious.
[01:17:45.779 --> 01:17:47.520]  They've bought the show, they intend to produce it.
[01:17:48.493 --> 01:17:51.554]  We're a veteran, an army veteran, three tours in Afghanistan.
[01:17:51.614 --> 01:17:52.534]  Oh, that's the hero.
[01:17:52.594 --> 01:17:54.594]  Of course, in real life, that's the number one enemy of the globalists.
[01:17:54.834 --> 01:17:56.475]  In their own files, they say you're the main enemy.
[01:17:56.995 --> 01:18:04.477]  Comes back to his town like Donnie Brosco in Texas and infiltrates where the locals aren't doing what the government says.
[01:18:04.517 --> 01:18:05.457]  They're calling them militias.
[01:18:05.477 --> 01:18:07.057]  They're really just citizens not being slaves.
[01:18:07.237 --> 01:18:08.258]  Because they've done actuaries.
[01:18:08.278 --> 01:18:09.938]  They know Texas is one of the main threats.
[01:18:11.068 --> 01:18:11.529]  I don't know.
[01:18:27.950 --> 01:18:31.553]  He infiltrates and brings down the whole town that's run by evil patriots.
[01:18:31.833 --> 01:18:32.894]  And guess what the show's called?
[01:18:33.354 --> 01:18:45.424]  You know, I've shown you FEMA footage teaching firemen and police officers in Kansas City that the Founding Fathers are bad, and that we're terrorists, and that the Constitution's evil, and that those that supported it are evil, and I've shown you countless training manuals since then.
[01:18:45.844 --> 01:18:47.005]  Guess what the show's called?
[01:18:48.326 --> 01:18:49.707]  Oh, get ready for this.
[01:18:50.148 --> 01:18:51.449]  Founding Fathers!
[01:18:55.252 --> 01:18:56.273]  Isn't that just sick?
[01:18:57.278 --> 01:19:04.139]  You know, when you watch the movie Red Dawn, that's based on what real re-education camps were like in Eastern European countries, the Soviets took over.
[01:19:06.294 --> 01:19:11.097]  But just tailored to America, they get them all in the local sports stadium, which FEMA has designated as the re-education camp.
[01:19:11.317 --> 01:19:15.780]  That's in the Army documents that have been leaked, and the Army admits are real, but it's no big deal, you know, re-education camp.
[01:19:16.321 --> 01:19:21.364]  It says in there that founding fathers and things like that are bad.
[01:19:21.604 --> 01:19:23.786]  Well, in Red Dawn, that's what they're saying.
[01:19:24.566 --> 01:19:31.411]  The founding fathers are scumbags, private property is bad, America is a racist cesspit.
[01:19:31.731 --> 01:19:35.594]  But instead, people go and turn their TVs on at night to be in the re-education camp.
[01:19:37.142 --> 01:19:45.327]  And they get the popcorn and everything, and, oh, the good guy goes to the town, and there's these folks that don't trust the government, and there's a local talk show host.
[01:19:46.208 --> 01:19:46.668]  How do I know?
[01:19:46.708 --> 01:19:47.448]  It's the same script.
[01:19:47.528 --> 01:19:49.590]  ADL, Southern Primary Law Center, admit they helped write it.
[01:19:50.070 --> 01:19:51.431]  They've had other shows like this before, so I already know.
[01:19:51.451 --> 01:19:57.574]  When the show comes out, there'll be an evil talk show host who is bad and beats his children, I'm sure.
[01:19:57.715 --> 01:19:58.495]  It's always the same.
[01:19:58.515 --> 01:20:01.337]  There'll be people that won't inoculate, and their kids will die.
[01:20:03.356 --> 01:20:06.981]  For more than six years, I've talked on the air about creating a social network.
[01:20:07.261 --> 01:20:09.885]  PlanetInfoWars.com is in its beta phase.
[01:20:10.185 --> 01:20:15.312]  We're just launching, and I want to invite all of you out there to be in on the ground level.
[01:20:15.412 --> 01:20:21.260]  PlanetInfoWars is about people coming together, forming activist organizations.
[01:20:21.560 --> 01:20:22.920]  Getting involved politically.
[01:20:23.120 --> 01:20:24.061]  Hunting and fishing.
[01:20:24.141 --> 01:20:24.641]  Gardening.
[01:20:24.781 --> 01:20:25.181]  Dating.
[01:20:25.261 --> 01:20:32.383]  This is a place for people who love freedom to meet and to talk and to write and to post information.
[01:20:32.723 --> 01:20:33.803]  And I give you this pledge.
[01:20:34.543 --> 01:20:38.364]  We are not going to spy on you and sell your data to the New World Order.
[01:20:38.384 --> 01:20:40.385]  PlanetInfoWars.com is free.
[01:20:40.585 --> 01:20:43.245]  So people who love freedom can get together.
[01:20:43.525 --> 01:20:46.706]  Connect with people who are awake and know what we're facing.
[01:20:46.766 --> 01:20:47.426]  Be active.
[01:20:47.666 --> 01:20:48.306]  Organize.
[01:20:48.606 --> 01:20:49.347]  Take action.
[01:20:49.387 --> 01:20:50.067]  Go viral.
[01:20:50.347 --> 01:20:50.747]  Create.
[01:20:51.027 --> 01:20:51.648]  Contribute.
[01:20:51.888 --> 01:20:52.408]  Resist.
[01:20:52.649 --> 01:20:54.971]  Because resistance is victory!
[01:20:55.371 --> 01:20:56.692]  You are victory!
[01:20:57.073 --> 01:20:59.575]  It's waiting for you to breathe power into it.
[01:20:59.715 --> 01:21:00.756]  PlanetInfoWars.com
[01:21:02.861 --> 01:21:03.261]  Hi there.
[01:21:03.862 --> 01:21:04.922]  My name is Frank Bates.
[01:21:05.383 --> 01:21:08.605]  What I'm about to tell you in the next 60 seconds could get me in a lot of trouble.
[01:21:09.205 --> 01:21:18.011]  I just created a free video presentation at 123coverup.com that exposes the electricity monopolies and government agencies for what they really are.
[01:21:18.371 --> 01:21:24.395]  Incompetent, lying crooks that are counting on your ignorance and fear to keep your power bills criminally high.
[01:21:25.096 --> 01:21:26.657]  Some have called this a conspiracy.
[01:21:27.277 --> 01:21:32.361]  Others have called it a cover-up and you will be shocked to find out how deep the conspiracy goes.
[01:21:33.081 --> 01:21:40.165]  My video at 123coverup.com exposes the truth and shows you the secret of how I beat them and how you can beat them too.
[01:21:41.025 --> 01:21:45.928]  Watch the controversial video that thousands of other smart patriots have already seen in the last three months.
[01:21:46.608 --> 01:21:52.491]  Go to 123coverup.com and discover one weird trick to slash your power bill and protect your home.
[01:21:53.092 --> 01:21:58.434]  Go watch my video now at 123coverup.com before they force me to shut it down.
[01:21:58.815 --> 01:21:59.975]  Again, that's 123coverup.com.
[01:22:01.820 --> 01:22:08.182]  Hey guys, what if I told you that I know how you can improve your libido, enhance your sex life, and even increase sexual desire?
[01:22:08.362 --> 01:22:12.684]  The key is to maintain healthy testosterone levels, and now there's a way you can do it naturally.
[01:22:12.884 --> 01:22:13.544]  Here's the secret.
[01:22:13.805 --> 01:22:15.025]  It's all about T-Gen.
[01:22:15.205 --> 01:22:19.727]  T-Gen is an all-natural formula that contains ingredients proven to boost your own testosterone.
[01:22:19.987 --> 01:22:25.289]  Not only that, but these ingredients were shown to increase your sexual desire, enhance muscle growth with exercise,
[01:22:25.549 --> 01:22:27.151]  And even support a healthy prostate.
[01:22:27.431 --> 01:22:30.955]  And now for the first time, you can try TGen absolutely free for 30 days.
[01:22:31.235 --> 01:22:34.118]  Just pay shipping today and see the incredible results for yourself.
[01:22:34.478 --> 01:22:34.779]  Call 800-577-8644.
[01:22:34.799 --> 01:22:34.879]  800-577-8644.
[01:22:34.919 --> 01:22:35.960]  TGen works, or you simply don't pay.
[01:22:35.980 --> 01:22:37.061]  For your 30 day free trial, call 800-577-8644.
[01:22:37.081 --> 01:22:37.121]  800-577-8644.
[01:22:49.053 --> 01:22:54.516]  In a study of exercising men using the ingredient in TGen, a majority reported an improvement in sexual desire.
[01:22:54.676 --> 01:22:55.096]  Don't wait!
[01:22:55.176 --> 01:22:55.676]  Call now!
[01:22:55.916 --> 01:22:57.617]  Call 800-577-8644.
[01:22:57.637 --> 01:22:58.638]  800-577-8644.
[01:22:59.118 --> 01:23:04.400]  Do you fear losing your home and being on the street?
[01:23:04.741 --> 01:23:05.561]  Can't happen to you?
[01:23:05.861 --> 01:23:06.922]  Well, think again.
[01:23:07.382 --> 01:23:11.344]  Millions of honest, hardworking Americans have had their homes stolen by the banks.
[01:23:11.784 --> 01:23:12.624]  There is an answer.
[01:23:13.165 --> 01:23:15.806]  The answer is MortgageEndgame.com.
[01:23:16.166 --> 01:23:20.168]  Yes, MortgageEndgame.com is the only long-term solution.
[01:23:20.528 --> 01:23:25.990]  We have discovered and possess over 11,000 pages of previously unknown court-admissible evidence.
[01:23:26.270 --> 01:23:29.552]  The banks have created a massive fraud to make you a renter for life.
[01:23:29.972 --> 01:23:30.813]  Paid off your home?
[01:23:31.033 --> 01:23:33.054]  Forget about getting your original paperwork.
[01:23:33.334 --> 01:23:34.855]  On time every month with your payments?
[01:23:35.055 --> 01:23:35.935]  It doesn't matter!
[01:23:36.175 --> 01:23:39.417]  Your title is likely clouded and nobody knows who owns your home.
[01:23:39.817 --> 01:23:40.838]  You are not alone.
[01:23:41.218 --> 01:23:49.643]  Contact mortgageandgame.com for full details and benefits from participating at no legal cost in the massive assault to achieve regress and damages.
[01:23:50.003 --> 01:23:54.232]  MortgageEndgame.com, the only real solution to the mortgage crisis.
[01:23:54.532 --> 01:23:56.055]  Call us at 903-962-9070 or visit us at MortgageEndgame.com.
[01:24:14.204 --> 01:24:17.206]  You can run on for a long time.
[01:24:17.867 --> 01:24:20.129]  Run on for a long time.
[01:24:20.789 --> 01:24:22.931]  Run on for a long time.
[01:24:23.631 --> 01:24:26.073]  Sooner or later gotta cut you down.
[01:24:26.614 --> 01:24:29.076]  Sooner or later gotta cut you down.
