[00:00:00.669 --> 00:00:01.590]  Alex Jones.
[01:01:43.593 --> 01:01:47.655]  And Obama is announcing that he's going to cut the military because we don't have money.
[01:01:48.655 --> 01:01:53.337]  And what they are cutting, and it's small cuts, oh, $100 billion here, oh my gosh, that's huge.
[01:01:54.678 --> 01:02:01.020]  They got $1 trillion, $100 billion on budget, another $800 to $900 trillion off budget.
[01:02:01.320 --> 01:02:02.601]  $800 to $900 billion off budget.
[01:02:02.921 --> 01:02:04.162]  That's right at $2 trillion.
[01:02:04.742 --> 01:02:06.022]  Oh, so you're going to cut $100 billion.
[01:02:06.183 --> 01:02:07.103]  Oh, it's so massive.
[01:02:08.795 --> 01:02:11.436]  And the money they're cutting is just going to bail out the megabanks.
[01:02:11.736 --> 01:02:13.637]  It's just direct taxation to them.
[01:02:15.418 --> 01:02:18.840]  And they're saying, we can no longer fight two wars simultaneously.
[01:02:19.360 --> 01:02:20.280]  Total bull.
[01:02:21.401 --> 01:02:22.341]  This was all planned.
[01:02:23.662 --> 01:02:29.785]  Meanwhile, they're using proxy wars against China and Russia, while the very same banking interests are building up China and Russia.
[01:02:30.045 --> 01:02:31.086]  You're like, well, how does that work?
[01:02:32.066 --> 01:02:33.407]  They fund the Muslim extremists.
[01:02:34.352 --> 01:02:35.713]  They fund the Chinese Communists.
[01:02:36.173 --> 01:02:38.155]  They fund the Russians to a great extent.
[01:02:39.316 --> 01:02:41.437]  They fund the more radical groups in Israel.
[01:02:41.457 --> 01:02:46.641]  That's like those TV ads demonizing Ron Paul where he says Israel founded Hamas.
[01:02:46.661 --> 01:02:51.585]  I mean, they've had debates in the Knesset saying people ought to be arrested for doing it, whoever did it in the 70s.
[01:02:51.625 --> 01:02:55.428]  It was Mossad and Shin Bet.
[01:02:56.957 --> 01:03:00.700]  But that's Jerusalem Post, Haratz, Wall Street Journal, I showed it to you.
[01:03:01.101 --> 01:03:03.162]  But they're counting on you being ignorant.
[01:03:03.442 --> 01:03:11.209]  It's not America against the Muslims, or America against the Chinese, or it's not America against England.
[01:03:11.229 --> 01:03:17.314]  You know, when I criticize the corruption of the British Empire system and its control over the US to a great extent, I'm not saying the Brits are bad people.
[01:03:17.674 --> 01:03:18.635]  Same thing with Israel.
[01:03:19.336 --> 01:03:22.418]  It's not that the Israel runs the US or the US runs Israel.
[01:03:22.779 --> 01:03:24.961]  The same globalists run both.
[01:03:26.735 --> 01:03:29.136]  The same globalists run China to a great extent.
[01:03:29.516 --> 01:03:31.497]  And you're like, well then why are they trying to start these wars?
[01:03:32.137 --> 01:03:34.418]  Because the wars get everybody deeper in debt.
[01:03:34.938 --> 01:03:38.420]  And the Chinese can use wars or conflicts to crack down on their public.
[01:03:41.141 --> 01:03:47.304]  The Mullahs won an attack at many levels because they believe they'll get more political power out of it in Iran.
[01:03:49.725 --> 01:03:54.987]  The name of the game is chaos because that gives criminal enterprise more control.
[01:03:56.513 --> 01:03:59.254]  Now, I've got incredible... I've got to get to this economic news.
[01:03:59.314 --> 01:04:00.954]  I've got to get to the geopolitical news.
[01:04:01.014 --> 01:04:02.955]  I've got to get to the lawless Obama regime.
[01:04:04.015 --> 01:04:13.978]  And all Rush Limbaugh, they're all freaking out over the fact that he is power-grabbing and doing recess appointments nobody's ever done at this level.
[01:04:14.498 --> 01:04:16.499]  Because the Senate's, you know, not in recess.
[01:04:16.539 --> 01:04:17.659]  He didn't bring them forward then.
[01:04:18.140 --> 01:04:19.220]  They're saying it's unconstitutional.
[01:04:19.760 --> 01:04:22.341]  So is Obama launching the Libya war.
[01:04:23.789 --> 01:04:24.709]  Without Congress.
[01:04:25.330 --> 01:04:26.550]  Yeah, that's the whole point.
[01:04:27.050 --> 01:04:31.612]  But you're also too busy talking bad about Ron Paul, who wants a declaration of war.
[01:04:33.692 --> 01:04:38.794]  And who, by the way, is not standing in the way of Israel going after Iran if they think it's in their interest.
[01:04:40.819 --> 01:04:47.062]  When you're out on the road, the last place you want to be is on the road.
[01:04:47.463 --> 01:04:52.245]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[01:04:52.605 --> 01:04:59.409]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[01:05:01.330 --> 01:05:03.632]  They sew pride in every stitch.
[01:05:05.393 --> 01:05:07.714]  Guarantee you'll love the way they fit.
[01:05:09.827 --> 01:05:13.690]  They put a diamond gusset in the crotch where you need it most.
[01:05:14.411 --> 01:05:17.553]  Blue diamond gussets got it.
[01:05:18.254 --> 01:05:19.055]  Others don't.
[01:05:19.495 --> 01:05:21.376]  We turn jeans inside out.
[01:05:21.637 --> 01:05:23.158]  Diamond gusset jeans.
[01:05:23.418 --> 01:05:25.980]  Made in the USA with unparalleled quality.
[01:05:26.300 --> 01:05:32.565]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[01:05:32.926 --> 01:05:35.148]  Order yours at gusset.com.
[01:05:35.628 --> 01:05:37.670]  Diamond gusset jeans got it.
[01:05:38.010 --> 01:05:38.871]  Others don't.
[01:05:44.252 --> 01:05:45.173]  Tyranny is here.
[01:05:45.513 --> 01:05:49.037]  The grim future foretold in 1984 has become reality.
[01:05:49.377 --> 01:05:51.679]  It really says that the state is God.
[01:05:51.839 --> 01:05:57.124]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:05:57.545 --> 01:06:03.791]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:06:04.211 --> 01:06:09.775]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:06:10.195 --> 01:06:13.878]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:06:14.358 --> 01:06:18.361]  Prepare to enter the secretive world of emergency dictatorship.
[01:06:18.661 --> 01:06:24.165]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[01:06:24.606 --> 01:06:27.568]  It's only the beginning of the New World Order's hellish plan.
[01:06:28.168 --> 01:06:29.569]  The police state isn't coming.
[01:06:30.129 --> 01:06:30.570]  It's here.
[01:06:31.230 --> 01:06:38.256]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:06:41.019 --> 01:06:42.500]  Hi folks, this is Alex Jones.
[01:06:42.720 --> 01:06:47.764]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:06:48.025 --> 01:06:49.386]  Saving means to make money.
[01:06:49.566 --> 01:06:58.354]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:06:59.074 --> 01:07:06.176]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:07:06.616 --> 01:07:14.218]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:07:14.618 --> 01:07:19.540]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:07:19.840 --> 01:07:22.000]  Getting a free catalog is easy by calling 800-340-7091.
[01:07:24.761 --> 01:07:26.182]  He's the T-Rex of political talk.
[01:07:26.382 --> 01:07:28.142]  Alex Jones on the GCN Radio Network.
[01:07:49.562 --> 01:07:59.991]  Well, everybody finds a mystery to be intriguing, and that's why I probably spent so much time on it in the last hour, when overall we have a lot bigger issues to deal with.
[01:08:00.492 --> 01:08:11.021]  My friend Jesse Ventura is out of the country, just drove into Mexico yesterday, that's brave, in his RV, and they can't get him on his wife's cell phone that doesn't work down there until he gets to Baja.
[01:08:12.363 --> 01:08:14.424]  To respond to Bill O'Reilly Fox News,
[01:08:15.728 --> 01:08:27.286]  Newspapers all over the country saying that the most lethal sniper Navy SEAL six years ago, in 2006, sucker-punched Jesse Ventura and then ran from him.
[01:08:28.561 --> 01:08:30.503]  I mean, that's so pathetic, it makes you want to believe it.
[01:08:32.065 --> 01:08:35.028]  But you can't believe that he said, I'm glad Navy SEALs are being killed.
[01:08:35.809 --> 01:08:37.591]  That's tailor-made to make Ventura look bad.
[01:08:37.751 --> 01:08:39.473]  I know him well, his son knows him really well.
[01:08:40.134 --> 01:08:43.397]  When Tyrell saw that, and I called him and told him about it yesterday, he couldn't believe it.
[01:08:43.738 --> 01:08:45.319]  The problem is he's in jury duty.
[01:08:45.340 --> 01:08:47.041]  He can't say what the trial is, but it's...
[01:08:47.642 --> 01:08:51.084]  Pretty important there in Minneapolis, and so they're supposed to go at lunch right now.
[01:08:51.124 --> 01:08:53.385]  He's supposed to have called in, but his phone's off.
[01:08:53.866 --> 01:08:54.826]  They're still in the trial.
[01:08:54.846 --> 01:09:01.150]  I had to move Charlotte Isserby back 30 minutes with really important information on skull and bones and its tie-in to
[01:09:03.172 --> 01:09:03.693]  I don't think so.
[01:09:22.714 --> 01:09:23.154]  Okay, great.
[01:09:23.174 --> 01:09:26.978]  Something like a headline like, Charlotte Iserby blows Skull & Bones wide open.
[01:09:27.158 --> 01:09:29.500]  That's a good transcript with the video report for everybody.
[01:09:29.520 --> 01:09:34.784]  I know it's been out for a month or so and has a few hundred thousand views, but first seen by PrisonPlanet.TV viewers.
[01:09:34.824 --> 01:09:41.070]  But it's important, and Charlotte's really proud of the hour-long documentary we did for PrisonPlanet.TV.
[01:09:41.090 --> 01:09:42.471]  She thinks it's one of the best works out there.
[01:09:42.811 --> 01:09:46.955]  She's the lady that released the secret documents on Skull & Bones in the 80s to Anthony Sutton.
[01:09:47.475 --> 01:09:50.778]  She didn't want the credit, but that's what his best-selling book, The Secret Establishment,
[01:09:54.966 --> 01:09:55.247]  Okay.
[01:09:56.251 --> 01:09:56.552]  Okay.
[01:09:56.914 --> 01:10:00.106]  Okay, so it's a transcript on education, not on the skull and bones.
[01:10:02.108 --> 01:10:03.349]  Yeah, put them both out together.
[01:10:03.369 --> 01:10:04.509]  Yeah, put them both out together.
[01:10:04.549 --> 01:10:04.949]  That's good.
[01:10:05.109 --> 01:10:06.010]  And then we'll get her on.
[01:10:06.030 --> 01:10:11.152]  I don't know when we're going to get Ty on because we may have to push her back even more because this is important on the Ventura deal.
[01:10:11.633 --> 01:10:15.614]  I don't even know since this morning when I talked to him again if he's talked to him because I want to know.
[01:10:15.775 --> 01:10:19.656]  I mean, Jesse, if he said it, he's all about saying what he thinks.
[01:10:19.676 --> 01:10:25.579]  You know, if this stuff really happened, I've talked to folks that have called down to the Navy SEAL bar.
[01:10:25.619 --> 01:10:27.060]  They said nobody knows about that.
[01:10:27.500 --> 01:10:28.461]  That would be well known.
[01:10:28.481 --> 01:10:31.182]  You wouldn't keep that secret at a big public event.
[01:10:32.262 --> 01:10:33.223]  This supposedly happened.
[01:10:33.263 --> 01:10:43.514]  We're going to find out, because, you know, they're saying that he went in the bar and said, I'm glad Navy SEALs are dying, and the guy punched him, knocked him down, and then the guy ran away from him.
[01:10:43.995 --> 01:10:46.878]  I mean, if that's true, I mean, the guy might be telling the truth.
[01:10:47.338 --> 01:10:49.320]  I don't want to say he's a liar, because I don't have proof of that, but...
[01:10:49.921 --> 01:10:50.722]  It just doesn't make sense.
[01:10:50.742 --> 01:10:55.345]  But the part about saying, I'm glad Navy SEALs are dead, that has PSYOP written all over it.
[01:10:55.365 --> 01:10:56.566]  Then we looked into this guy.
[01:10:57.247 --> 01:11:08.055]  Turns out he's training police for, quote, to fight domestic extremists and setting up kind of a Halliburton-style diplomatic protection group.
[01:11:09.116 --> 01:11:11.618]  So, and is rolling out a book he's selling right now.
[01:11:13.019 --> 01:11:18.924]  So I wanted to get Ty's take on that, but his phone is still turned off and can't get out of the courtroom, obviously.
[01:11:20.089 --> 01:11:28.628]  So we'll see what happens, but I cannot wait to get Ventura on as soon as we're able to get in touch with him when he gets to the Baja on the next day or two.
[01:11:30.117 --> 01:11:42.688]  But I remember Ventura telling me off-air and on-air last week, that was a few weeks ago, he was on about the disinformation, when they claimed he was road raging and tailgating and the cops pulled him over because he had to go catch his commercial flight.
[01:11:43.388 --> 01:11:44.589]  And I'm like, this happened yesterday?
[01:11:44.609 --> 01:11:46.731]  And he goes, yeah, we talked yesterday.
