[00:00:00.069 --> 00:00:01.109]  The radio starts here.
[01:03:20.489 --> 01:03:21.271]  Are you kidding me?
[01:03:21.912 --> 01:03:23.074]  People are dropping like flies!
[01:03:23.888 --> 01:03:31.053]  I have articles as far back as the 90s saying that a mysterious cause is going around killing people with cancer and brain tumors.
[01:03:31.093 --> 01:03:31.714]  They all know what it is.
[01:03:32.434 --> 01:03:41.201]  And then an article just today that's saying, basically for the first time, which I don't even believe that's necessarily true if you consider the fact that people aren't really living.
[01:03:41.261 --> 01:03:43.422]  They're really on life support for years these days.
[01:03:44.763 --> 01:03:48.966]  But for the first time, children are now going to live shorter than their parents.
[01:03:49.992 --> 01:03:55.937]  So, if we have to wonder why that's happening, we can look to GMOs and every other contaminant in the food supply.
[01:03:55.957 --> 01:04:02.061]  Oh yeah, we've got a story here about a, I think, what was it, an eight-year-old with ovarian cancer?
[01:04:02.561 --> 01:04:11.908]  I mean, we're talking about children being hit with diseases that normally would have only affected adults, and even a hundred years ago, some of those diseases would have been completely unheard of.
[01:04:12.489 --> 01:04:13.550]  And now they're commonplace.
[01:04:14.383 --> 01:04:23.171]  And I don't think it's any coincidence that a French study specifically states that it kills women more quickly than men and causes massive mammary tumors and everything like that.
[01:04:23.251 --> 01:04:30.718]  So it's interesting how it targets a woman's reproductive system as well and kills them off with tumors and everything like that.
[01:04:30.778 --> 01:04:34.302]  So it's amazing when you look at it how it all ties in together.
[01:04:34.662 --> 01:04:36.924]  Well, that's how you kill a species.
[01:04:36.964 --> 01:04:37.925]  You go after the women.
[01:04:38.326 --> 01:04:41.549]  I mean, you kill the women first, and then, you know, the birth rate drops.
[01:04:41.589 --> 01:04:43.130]  And that's the goal of these scientists.
[01:04:43.411 --> 01:04:44.191]  They openly admit it.
[01:04:44.832 --> 01:04:50.477]  And we'll have proof of that in an email that was sent to Anthony when we come back.
[01:04:50.517 --> 01:04:51.238]  So stay with us.
[01:04:51.458 --> 01:04:52.880]  All that and much more straight ahead.
[01:05:06.050 --> 01:05:13.736]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:05:14.176 --> 01:05:17.799]  Alex and his staff have used these pure soap products for years.
[01:05:18.239 --> 01:05:25.064]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:05:25.545 --> 01:05:28.367]  See them on the web at 5starsoap.com.
[01:05:28.567 --> 01:05:33.068]  Or call 800-340-7091 for a free catalog.
[01:05:33.408 --> 01:05:39.070]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:05:39.330 --> 01:05:44.452]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:05:44.752 --> 01:05:46.372]  This is an amazing deal.
[01:05:46.732 --> 01:05:51.274]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:05:51.954 --> 01:05:55.160]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[01:06:03.666 --> 01:06:09.653]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:06:10.194 --> 01:06:12.577]  78% of the Midwest corn belt is in drought conditions.
[01:06:12.777 --> 01:06:17.883]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:06:18.183 --> 01:06:22.869]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:06:23.129 --> 01:06:30.512]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[01:06:30.772 --> 01:06:34.454]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[01:06:34.634 --> 01:06:36.214]  Now is the time to get your supply.
[01:06:36.434 --> 01:06:40.296]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[01:06:40.456 --> 01:06:43.057]  You know about their delicious long-term storable foods.
[01:06:43.357 --> 01:06:45.979]  The fact is, you can eat it anytime to save money today.
[01:06:46.139 --> 01:06:50.561]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food costs.
[01:06:50.681 --> 01:06:51.221]  Don't wait!
[01:06:51.341 --> 01:06:53.202]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[01:06:53.222 --> 01:06:54.783]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:06:54.803 --> 01:06:56.324]  You can bet your life on eFoodsDirect.
[01:07:03.737 --> 01:07:04.498]  Aaron Fullin here.
[01:07:04.778 --> 01:07:16.507]  As the Food Police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[01:07:16.768 --> 01:07:20.731]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[01:07:20.931 --> 01:07:23.533]  But frankly, I'm not sure what the Food Police are so afraid of.
[01:07:23.793 --> 01:07:31.680]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[01:07:31.920 --> 01:07:39.706]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[01:07:39.986 --> 01:07:40.927]  But here's some good news.
[01:07:41.147 --> 01:07:47.172]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[01:07:47.552 --> 01:07:50.697]  Since it's still legal to make these foods as long as you can make them yourself.
[01:07:50.997 --> 01:07:53.761]  For more information check out fermentationfactor.com.
[01:07:53.921 --> 01:07:55.724]  That's fermentationfactor.com.
[01:07:56.024 --> 01:08:02.253]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com.
[01:08:02.353 --> 01:08:03.495]  That's www.fermentationfactor.com.
[01:08:11.314 --> 01:08:13.415]  Waging war on corruption.
[01:08:15.716 --> 01:08:21.278]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[01:08:26.781 --> 01:08:30.025]  Yeah, we're continuing in the second hour.
[01:08:30.045 --> 01:08:30.866]  Thank you for joining us.
[01:08:30.906 --> 01:08:34.330]  This is Mike Adams, the health ranger, filling in for Alex Jones today.
[01:08:34.750 --> 01:08:38.996]  Yes, this is the Alex Jones Show, and it is Monday, September 24th, 2012.
[01:08:40.618 --> 01:08:43.962]  The world is going crazy by the day, and we're here to document it.
[01:08:45.203 --> 01:08:52.410]  And help make sense of it, and possibly even find some solutions, or at least show you how you can avoid being destroyed by it.
[01:08:52.470 --> 01:08:59.956]  That's the ultimate goal here, is so that you survive, you stay informed, you have solutions, and hey, you spread the word.
[01:09:00.257 --> 01:09:07.063]  You know, you help wake up some other people who might want to still exist when the GMOs have killed off everybody else.
[01:09:07.623 --> 01:09:15.850]  So GMOs are the subject for this hour and then in the next hour, by the way, we're going to have Ted Anderson joining us and then a Q&A session taking your calls.
[01:09:16.330 --> 01:09:19.653]  You're welcome to call in on just about any subject that you'd like.
[01:09:19.673 --> 01:09:21.915]  It's going to be an interesting third hour as well.
[01:09:22.795 --> 01:09:24.837]  And I'm feeling great.
[01:09:25.117 --> 01:09:30.161]  It's like I don't even feel like I get really going here until the second hour for some reason.
[01:09:31.022 --> 01:09:34.025]  The first hour is just always warm up for some reason and then I just
[01:09:34.685 --> 01:09:36.005]  I just feel jazzed to be here.
[01:09:36.045 --> 01:09:36.485]  I feel it.
[01:09:36.565 --> 01:09:43.207]  I feel the privilege of being here, the honor of being here, the opportunity to bring you this information.
[01:09:43.247 --> 01:09:58.171]  Now, joining us is Anthony Gucciardi from NaturalSociety.com, who's got this crazy email from GMO scientists who openly admit that, yep, they know that GMOs cause infertility and they know they might kill you, but that's what they want.
[01:09:58.651 --> 01:09:59.251]  They love it.
[01:09:59.871 --> 01:10:01.431]  They want the GMOs to work.
[01:10:01.671 --> 01:10:03.812]  It's like food as a weapon.
[01:10:04.412 --> 01:10:08.834]  In fact, I wrote an article entitled that, I think it's up on Infowars.com right now.
[01:10:09.714 --> 01:10:13.276]  And check this out, an 8-year-old girl battles ovarian cancer.
[01:10:13.336 --> 01:10:14.857]  This from ABC News.
[01:10:15.297 --> 01:10:17.998]  Melinda Cosman of Manchester, Connecticut.
[01:10:18.959 --> 01:10:22.400]  She's 8 years old and she's got ovarian cancer.
[01:10:23.461 --> 01:10:24.721]  You know, how sad is that?
[01:10:25.001 --> 01:10:30.624]  And how crazy is it that we've got little girls getting reproductive cancers?
[01:10:32.246 --> 01:10:32.847]  That's not right.
[01:10:32.907 --> 01:10:33.647]  Something's wrong with that.
[01:10:33.687 --> 01:10:35.888]  Something's wrong with our planet.
[01:10:35.928 --> 01:10:39.730]  And here to help us make sense of that is Anthony Gucciardi joining us by Skype video.
[01:10:39.810 --> 01:10:48.835]  Anthony, what do you think about this 8-year-old girl with ovarian cancer and all the other young children who are being harmed and victimized by all these poisons and the vaccines and the GMOs?
[01:10:49.431 --> 01:10:53.715]  Well it all ties into what we're talking about today, and specifically the French study on GMOs.
[01:10:53.735 --> 01:10:59.601]  You know, with the rats, with the massive tumors they had to drag along on the floor that were just almost bigger than their body.
[01:11:00.702 --> 01:11:04.606]  Specifically, that study found that the GMOs target women.
[01:11:05.066 --> 01:11:05.146]  Yeah.
[01:11:27.108 --> 01:11:27.528]  That's ridiculous.
[01:11:27.548 --> 01:11:37.855]  They're dying five years earlier every couple years now, and it's all linked back to these studies that are ongoing, and which, if we had more, we would conclusively know 100 million percent.
[01:11:38.176 --> 01:11:38.856]  We already do.
[01:11:39.256 --> 01:11:48.843]  But I mean, the world would be in riots if we had these studies coming out in the capacity they should, but Monsanto's censoring it over and over again, making it almost impossible.
[01:11:48.863 --> 01:11:50.184]  That's why it's from France.
[01:11:50.484 --> 01:11:51.805]  One of the major ones from France.
[01:11:52.065 --> 01:11:53.546]  You can never do that in the U.S.
[01:11:53.746 --> 01:12:00.230]  All the studies that I've seen that try to defend GMOs are all funded by Monsanto scientists.
[01:12:00.770 --> 01:12:02.631]  It just looks like straight payola here.
[01:12:02.831 --> 01:12:07.174]  We'll pay you some money, you find that these foods are safe, and then we'll give you more work.
[01:12:07.714 --> 01:12:09.995]  And scientists line up to do that.
[01:12:10.456 --> 01:12:13.237]  And they are betraying humanity as a result.
[01:12:13.537 --> 01:12:17.800]  And you, in particular, Anthony, have called them that, traitors to humanity.
[01:12:18.732 --> 01:12:19.293]  Yes, I have.
[01:12:19.393 --> 01:12:22.616]  And we declared Monsanto the worst company pretty much every year.
[01:12:22.656 --> 01:12:25.258]  I've had my website done massive press releases about it.
[01:12:25.278 --> 01:12:26.479]  I've been threatened with my life.
[01:12:26.799 --> 01:12:30.883]  I've had people send me pictures of my car and my house and tell me they're going to kill me.
[01:12:31.544 --> 01:12:36.748]  But outside of that, you look at the French media versus the United States media, and you look at the difference.
