[00:00:00.169 --> 00:00:01.290]  Serious tax problem.
[01:53:59.363 --> 01:54:03.307]  I mean, when you learn how evil they are and what they're doing to America, I love this.
[01:54:03.587 --> 01:54:06.470]  I'm the guy who starts crying when they sing the Star Spangled Banner.
[01:54:06.490 --> 01:54:07.872]  I love the red, white, and blue.
[01:54:08.746 --> 01:54:19.429]  And I will defend what it really stands for, not some corporate facsimile of fake patriotism, and then they all juxtapose everything against the kook liberals, who we know are a bunch of kooks, and say, well, aren't you with the conservatives?
[01:54:19.569 --> 01:54:20.469]  They're not conservative.
[01:54:20.929 --> 01:54:23.750]  They're there to neutralize you, and most of them are on Pentagon payroll.
[01:54:23.990 --> 01:54:24.630]  Don't know about that?
[01:54:24.670 --> 01:54:27.170]  Type in 1.6 billion in fake news into Google.
[01:54:27.551 --> 01:54:28.751]  Let's take three final calls here.
[01:54:29.191 --> 01:54:29.891]  We can jam them in.
[01:54:29.931 --> 01:54:31.271]  Let's talk to Jeff in Michigan.
[01:54:31.572 --> 01:54:33.832]  You're on the air, Jeff, and we'll go to Lewis in Hello.
[01:54:34.012 --> 01:54:34.332]  Go ahead.
[01:54:34.692 --> 01:54:35.392]  Hi, Alex.
[01:54:35.512 --> 01:54:37.513]  I wanted to thank you, one, for
[01:54:39.051 --> 01:54:43.714]  Telling the people the other day to find out why Starbrawl isn't in office anymore.
[01:54:44.094 --> 01:54:45.714]  I did some search on that and found that.
[01:54:45.775 --> 01:54:46.835]  That was very interesting.
[01:54:46.855 --> 01:54:48.136]  Yeah, we just leave it at that.
[01:54:48.216 --> 01:54:49.116]  Mainstream news.
[01:54:49.456 --> 01:54:53.998]  And we tell you, look at the love novels that Michael Savage Weiner wrote.
[01:54:54.018 --> 01:54:54.919]  We just leave it there.
[01:54:55.819 --> 01:54:57.120]  Very, very interesting.
[01:54:58.060 --> 01:55:01.842]  One thing I am curious about is with Halliburton moving to
[01:55:02.569 --> 01:55:06.732]  Dubai possibly soon and... Well that's what patriots do!
[01:55:07.093 --> 01:55:10.535]  Albertans from Earth!
[01:55:10.635 --> 01:55:14.038]  I'm glad they're getting no good contracts!
[01:55:14.138 --> 01:55:16.100]  If it wasn't for the people's reaction...
[01:55:16.673 --> 01:55:20.054]  They were going to give port control to the United Arab Emirates.
[01:55:20.134 --> 01:55:23.135]  And then Halliburton quote runs that, but really the Arab Emirates do.
[01:55:23.195 --> 01:55:25.456]  Oh, it's a complete... Our whole infrastructure's gone.
[01:55:25.636 --> 01:55:29.678]  That's why they want the dollar low, so all these foreign banks and companies can buy us up.
[01:55:29.838 --> 01:55:35.940]  Man, it's a fire sale, and you got people running around with plastic Chinese-American flags all over their cars feeling good.
[01:55:36.140 --> 01:55:40.582]  Hey, I love America too, but you people out there doing that don't know you've been gamed.
[01:55:40.842 --> 01:55:41.742]  You've been fooled.
[01:55:42.342 --> 01:55:44.223]  Do you like being laughed at by the elite?
[01:55:45.063 --> 01:55:46.805]  Is that what it is?
[01:55:46.905 --> 01:55:54.573]  It's like the United Arab Emirates, they basically like Saudi Arabia where... Yeah, look, look, this is how it works, okay?
[01:55:55.902 --> 01:55:58.444]  The people of the world are treated like whores in a whorehouse.
[01:55:58.905 --> 01:56:01.227]  You've got the rich, British, the Dutch.
[01:56:01.447 --> 01:56:02.227]  This is the hierarchy.
[01:56:02.508 --> 01:56:08.893]  The British, the Dutch, the French, an American elite, a Japanese elite, an Italian elite, a Chinese elite.
[01:56:09.393 --> 01:56:09.694]  Okay?
[01:56:09.914 --> 01:56:10.754]  That's how it works.
[01:56:10.794 --> 01:56:12.196]  And then you've got the Arab elite in there.
[01:56:12.696 --> 01:56:14.517]  And it's all the same.
[01:56:14.558 --> 01:56:16.519]  Power corrupts, absolute power corrupts, absolutely.
[01:56:16.739 --> 01:56:21.163]  They're setting up a world government to oppress the people to ensure their monopoly of power.
[01:56:21.676 --> 01:56:22.937]  Let's go ahead and make another call here.
[01:56:22.977 --> 01:56:25.219]  Let's talk to Luis in San Antonio, Tejas.
[01:56:25.519 --> 01:56:26.400]  You're on the air, Luis.
[01:56:27.040 --> 01:56:27.901]  Hey, how are you doing, Alex?
[01:56:27.921 --> 01:56:28.021]  Good.
[01:56:28.041 --> 01:56:28.681]  We've got to move quick.
[01:56:28.701 --> 01:56:29.202]  What's on your mind?
[01:56:29.582 --> 01:56:30.342]  Excellent.
[01:56:30.543 --> 01:56:34.946]  I just want to tell you that I have a lot of respect for you, for what you're doing.
[01:56:34.966 --> 01:56:38.709]  And another thing, how can I help to awake people?
[01:56:39.789 --> 01:56:44.633]  Because nobody wants to believe in this, and once they believe, they're scared of doing anything.
[01:56:44.913 --> 01:56:53.681]  Okay, tell them when the economy crashes and they tell you the dollar is toilet paper, tell them that that's probably going to happen and that the international bankers did it.
[01:56:53.941 --> 01:56:55.742]  Tell them, look into the private Federal Reserve.
[01:56:56.043 --> 01:56:58.725]  Tell them, learn that Al-Qaeda was CIA-created and funded.
[01:56:58.765 --> 01:57:00.486]  That's mainstream news if they don't know how to look for it.
[01:57:01.327 --> 01:57:02.288]  Just plant seeds.
[01:57:02.348 --> 01:57:03.329]  Call the talk radio.
[01:57:03.569 --> 01:57:04.290]  Plug websites.
[01:57:04.330 --> 01:57:04.950]  Start a blog.
[01:57:04.990 --> 01:57:05.831]  Start a MySpace.
[01:57:06.131 --> 01:57:07.172]  Get copies of my films.
[01:57:07.192 --> 01:57:08.113]  Make copies of them.
[01:57:08.473 --> 01:57:11.236]  I'm going to make copies of it.
[01:57:11.256 --> 01:57:13.158]  Another thing, a very important question.
[01:57:13.198 --> 01:57:15.520]  I got the redemption manual for edition.
[01:57:15.540 --> 01:57:16.841]  I don't know if you know about that book.
[01:57:17.361 --> 01:57:19.063]  How to become a secure party creditor.
[01:57:20.384 --> 01:57:26.410]  There's a lot of information about the credit card companies and about mortgages and stuff that is promoted by some of the Patriot community.
[01:57:26.690 --> 01:57:27.411]  Some of it's real.
[01:57:27.431 --> 01:57:28.392]  Some of it's questionable.
[01:57:28.432 --> 01:57:29.113]  Be very careful.
[01:57:29.873 --> 01:57:30.214]  Okay.
[01:57:30.294 --> 01:57:31.535]  Are you a secure party creditor?
[01:57:33.458 --> 01:57:37.801]  You know, I'm not involved in... Here's the problem.
[01:57:38.041 --> 01:57:39.802]  The banking system is a fraud.
[01:57:40.202 --> 01:57:42.444]  And how they create and factualize their banking is a fraud.
[01:57:42.804 --> 01:57:45.585]  And there's people out there telling you that there are ways to get out of that.
[01:57:45.926 --> 01:57:47.206]  And I'm just not an expert on it.
[01:57:47.727 --> 01:57:49.268]  I've just seen a lot of people get hurt in that, sir.
[01:57:50.228 --> 01:57:51.529]  It's very complex.
[01:57:51.569 --> 01:57:52.630]  Helo in California.
[01:57:52.930 --> 01:57:53.910]  Go ahead, you're on the air.
[01:57:53.930 --> 01:57:56.072]  Hi, how are you doing, sir?
[01:57:56.152 --> 01:57:56.672]  Good, go ahead.
[01:57:57.592 --> 01:58:01.578]  Uh, the reason I'm calling is, uh, have you ever jumped onto, uh, bushflash.com?
[01:58:01.618 --> 01:58:06.025]  It's like a... has a bunch of different editorials, cartoons... Yeah, it's kind of liberal in its view.
[01:58:07.271 --> 01:58:16.241]  Uh, you know that if you jump onto that website right now, the Department of Homeland Security has, uh, shut the site down, citing Section 802 of the U.S.A.
[01:58:16.261 --> 01:58:16.842]  Patriot Act.
[01:58:17.242 --> 01:58:17.803]  You're kidding!
[01:58:18.484 --> 01:58:19.565]  I'm not kidding at all, sir.
[01:58:19.605 --> 01:58:20.786]  I tried to jump on it today.
[01:58:21.027 --> 01:58:23.029]  I'll have to look at that right now when I get off air.
[01:58:23.049 --> 01:58:24.610]  I don't have time on air right now to do it.
[01:58:24.831 --> 01:58:25.752]  That actually wasn't Hilo.
[01:58:25.772 --> 01:58:26.352]  This is Hilo.
[01:58:26.392 --> 01:58:26.953]  I apologize.
[01:58:27.153 --> 01:58:27.854]  Hilo, make it quick.
[01:58:27.874 --> 01:58:28.475]  We're almost out of time.
[01:58:28.915 --> 01:58:41.358]  Yeah, first I want to talk about Freemasonry, how like they had a National Geographic when they talked about there was more Freemasonry in the presidency than there were in the one that they had on Discovery Channel, and the one in the National Geographic said Benjamin Franklin wasn't a Freemason.
[01:58:41.739 --> 01:58:44.559]  The one on Discovery Channel that just came out this year said he wasn't.
[01:58:44.599 --> 01:58:45.380]  Well, here's the deal.
[01:58:45.460 --> 01:58:47.020]  Most Freemasons aren't bad.
[01:58:47.040 --> 01:58:48.400]  They don't know what the top is controlled.
[01:58:48.560 --> 01:58:49.161]  We're out of time.
[01:58:49.181 --> 01:58:51.381]  Call me back during the weekday show or next Sunday.
[01:58:51.401 --> 01:58:52.221]  God bless you all.
[01:58:52.381 --> 01:58:54.342]  Get out there and take on the New World Order.
[01:58:59.329 --> 01:59:03.551]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:59:03.671 --> 01:59:06.492]  Now you can do even more to hear Genesis shows in your area.
[01:59:06.572 --> 01:59:11.013]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:59:11.133 --> 01:59:11.674]  It's easy.
[01:59:11.834 --> 01:59:18.416]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:59:18.456 --> 01:59:19.136]  Make a difference.
[01:59:19.216 --> 01:59:24.578]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:59:24.598 --> 01:59:24.959]  Call today.
[01:59:30.114 --> 01:59:32.595]  Are your Federal Reserve notes looking for a safe haven?
[01:59:33.055 --> 01:59:34.976]  Mine found it in precious metals.
[01:59:35.696 --> 01:59:38.838]  Not paper promises, but actual gold in my possession.
[01:59:39.498 --> 01:59:45.980]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[01:59:46.761 --> 01:59:48.962]  Find your answer at Midas Resources.
[01:59:49.322 --> 01:59:49.782]  That's 1-800-686-2237.
[01:59:49.862 --> 01:59:51.043]  The answer is at 1-800-686-2237.
[02:00:00.134 --> 02:00:09.199]  Now, you can upgrade your existing gravity filter to remove chemicals such as triamethylenes, atrazine, benzene, chlorine, chloroform, and MTVE to below detectable limits.
[02:00:09.459 --> 02:00:20.686]  Black Ferkey elements are so powerful, they remove pathogenic bacteria, cysts, and parasites to non-detectable levels, and transform water, even raw, stagnant pond water, into delicious, crystal-clear drinking water.
[02:00:21.026 --> 02:00:26.729]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum are no problem.
[02:00:26.969 --> 02:00:33.654]  Foul tastes like chlorine and obnoxious sulfur odors are removed without removing the healthful and beneficial minerals that your body needs.
[02:00:33.854 --> 02:00:40.679]  Black Berkey elements flow one and a half to two times faster than ordinary gravity elements, which means it takes much less time to filter your water.
[02:00:40.939 --> 02:00:42.700]  Supercharge your gravity filter today.
[02:00:42.960 --> 02:00:45.222]  Upgrade to Black Berkey Purification Elements Kit.
[02:00:45.382 --> 02:00:46.563]  This is the GCN Radio Network.
