[00:00:00.109 --> 00:00:01.490]  A really good idea.
[01:14:01.750 --> 01:14:06.754]  I mean, you've got trillions missing, admittedly.
[01:14:08.235 --> 01:14:10.077]  And congressional hearings about it.
[01:14:11.338 --> 01:14:12.899]  And the average American's never heard of it.
[01:14:13.560 --> 01:14:16.342]  You've got comprehensive annual financial reports.
[01:14:17.323 --> 01:14:27.471]  Trillions and trillions of dollars, with the thousands of water districts, and the thousands of school districts, and the states, and the feds, and all the agencies.
[01:14:28.752 --> 01:14:29.393]  It's a joke!
[01:14:32.205 --> 01:14:37.927]  Money you hear about that's on the budget is the pension funds, and the expenditures, and the payrolls, and what the government's got to do.
[01:14:38.827 --> 01:14:39.287]  And debts.
[01:14:40.827 --> 01:14:43.988]  The Comprehensive Annual Financial Report is the real set of books.
[01:14:46.929 --> 01:14:58.932]  And on average, a governmental body has more than double the assets off books that the public even is aware of.
[01:15:01.704 --> 01:15:18.556]  An example is, they'll always tell you, there's no money for ambulances, no money to give the cops raises, no money for school teachers, we may have to shut down and only have four days of school this year, and everybody buys it like suckas, and they go and they pass a bond package.
[01:15:19.637 --> 01:15:24.400]  Then not one red cent of that bond package is spent to actually pay for the school.
[01:15:25.061 --> 01:15:26.902]  All of it is immediately invested.
[01:15:29.159 --> 01:15:40.270]  And how this works is city managers go to mafia guilds, it's a few key universities, and they're sent there and it's their job to be a city manager in a small city.
[01:15:40.570 --> 01:15:45.055]  Then they go into private business as their payoff with the companies they made investments with.
[01:15:45.435 --> 01:15:51.501]  Ten years later, they go back into a bigger city, then go back out and make even more money, and that's the payoff.
[01:15:53.579 --> 01:15:55.860]  It's just an absolute total scam.
[01:15:56.280 --> 01:16:18.130]  So we've got all these real examples, all these real examples of government corruption and double sets of books and all this money that has been stolen and it's all publicly available in your face.
[01:16:19.171 --> 01:16:21.492]  Just like all the admissions of concentration camps.
[01:16:22.154 --> 01:16:25.875]  Official Civilian Inmate Labor Program, declassified in 96.
[01:16:28.096 --> 01:16:29.116]  Army.mil.
[01:16:29.676 --> 01:16:31.457]  No one wants to go there and actually read it.
[01:16:32.977 --> 01:16:39.019]  No, we'll talk about, my cousin's brother knew a kid who saw shackles in a train.
[01:16:39.039 --> 01:16:42.100]  Okay.
[01:16:44.781 --> 01:16:46.182]  And it is the same thing.
[01:16:46.302 --> 01:16:50.283]  I mean, if... I just... I have nothing to say.
[01:16:52.106 --> 01:16:58.110]  About the people that put out reports that, you know, it's always the same.
[01:16:59.911 --> 01:17:11.778]  The French Secret Service had a shootout in the subway of Chicago and stopped the Catholic Zionists from blowing up the Sears Tower.
[01:17:12.539 --> 01:17:21.444]  Or, a nuke was going to go off in Houston, but there was a military revolt and they stopped it.
[01:17:24.592 --> 01:17:31.194]  On, and on, and on, and on, and on, and on, and on, and on.
[01:17:31.754 --> 01:17:34.094]  And it's always the same three or four sources.
[01:17:34.794 --> 01:17:36.555]  It's always the same three or four groups.
[01:17:37.135 --> 01:17:38.455]  The same three or four people.
[01:17:39.915 --> 01:17:42.796]  And it's just unbelievable.
[01:17:42.816 --> 01:17:45.557]  It's absolutely unbelievable.
[01:17:47.917 --> 01:17:50.038]  But I mean, the world is a dirty business.
[01:17:50.078 --> 01:17:51.538]  The things that happen in the world.
[01:17:52.786 --> 01:17:54.028]  Let me explain something.
[01:17:54.068 --> 01:18:02.036]  Just because the mainstream media lies, and just because the government's corrupt and bad, that doesn't then mean automatically everything on the alternative is true.
[01:18:04.578 --> 01:18:13.367]  No, the alternative media in many ways, in many respects, more closely resembles the mainstream media.
[01:18:17.282 --> 01:18:18.242]  And it's the same thing.
[01:18:18.282 --> 01:18:20.903]  A lot of it's egos, a lot of it's craziness.
[01:18:21.563 --> 01:18:28.846]  Also, some people go out and they put out a ridiculous baloney story, and they get attention at first, and they think, oh man, this is great, I'll just make more stuff up.
[01:18:30.046 --> 01:18:40.109]  And they do it over and over and over again, and then finally, they have absolutely no credibility, and nobody visits their websites, and nobody respects them or supports them, and they have no effect.
[01:18:44.251 --> 01:18:44.791]  And, uh,
[01:18:48.473 --> 01:18:50.774]  I mean, I don't know what you want me to say here.
[01:18:52.415 --> 01:18:55.015]  But I am not in a good mood today, as you can probably tell.
[01:18:55.896 --> 01:18:58.637]  And I'm apt to just strike out.
[01:18:58.857 --> 01:19:01.758]  Because a lot of times, I bite my tongue, folks.
[01:19:02.938 --> 01:19:07.800]  I mean, I love to talk about some of the jokers we've got here locally in Austin, Texas.
[01:19:09.961 --> 01:19:12.482]  But overall, it's not healthy to do.
[01:19:14.003 --> 01:19:14.823]  So I don't do it.
[01:19:17.284 --> 01:19:17.864]  I don't do it.
[01:19:19.375 --> 01:19:21.536]  But if they can just give me an excuse, I will.
[01:19:22.157 --> 01:19:23.257]  I mean, I'm so close.
[01:19:24.738 --> 01:19:29.701]  Because, uh... It's just incredible.
[01:19:31.982 --> 01:19:33.843]  It's absolutely incredible.
[01:19:35.484 --> 01:19:37.065]  The thing is, people don't respect me.
[01:19:38.066 --> 01:19:40.307]  They think I just fell off a turnip truck or something.
[01:19:41.748 --> 01:19:48.652]  You know, I get up here, and I talk about real issues, real things that are happening.
[01:19:49.449 --> 01:19:50.810]  And a lot of people can't deal with it.
[01:19:51.110 --> 01:19:52.110]  Verifiable stuff.
[01:19:53.771 --> 01:19:54.311]  Certified.
[01:19:54.831 --> 01:19:55.211]  Admitted.
[01:19:55.811 --> 01:19:56.291]  In the open.
[01:19:57.092 --> 01:19:58.012]  That's really what I do.
[01:19:58.052 --> 01:19:59.312]  I mean, I collect information.
[01:19:59.352 --> 01:20:00.353]  I collect what's admitted.
[01:20:00.953 --> 01:20:05.054]  I take things that are hidden in plain view and try to expand on them.
[01:20:06.615 --> 01:20:07.355]  That's what I do.
[01:20:11.097 --> 01:20:14.798]  And, uh, I got a short fuse, folks.
[01:20:17.019 --> 01:20:18.059]  We need to clean house.
[01:20:21.027 --> 01:20:22.608]  Who knows, maybe I'll clean house today.
[01:20:23.529 --> 01:20:26.512]  Let me start writing some notes of the things I want to talk about.
[01:20:33.089 --> 01:20:37.670]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:20:37.890 --> 01:20:42.332]  It provides you with purified water, light, power, and communications ability.
[01:20:42.512 --> 01:20:56.516]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[01:20:56.756 --> 01:21:15.965]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[01:21:16.166 --> 01:21:19.787]  Get the one-stop solution for your emergency and everyday needs.
[01:21:19.927 --> 01:21:22.609]  The Berkey Security Pack, a retail value of $518 for only $399.
[01:21:25.450 --> 01:21:29.173]  By calling New Millennium at 888-803-4438.
[01:21:29.793 --> 01:21:31.635]  Not yet available in Iowa.
[01:21:33.296 --> 01:21:35.798]  David J. Smith for Newswatch Magazine.
[01:21:36.459 --> 01:21:45.045]  Has anyone told you how the Patriot Acts number 1 and 2 is the groundwork to eliminate all of our freedoms guaranteed to us by the Bill of Rights?
[01:21:46.026 --> 01:21:50.970]  Have you been told that they infringe upon the 1st, 2nd, 4th, 5th, and 14th Amendment?
[01:21:52.031 --> 01:21:53.872]  This is minimum infringement.
[01:21:54.252 --> 01:21:55.033]  There may be more.
[01:21:56.215 --> 01:22:02.998]  Is your guaranteed right to freedom of speech, assembly, religion, privacy, and to own a gun important to you?
[01:22:03.698 --> 01:22:11.521]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[01:22:12.361 --> 01:22:13.942]  Just call our toll-free number 1-800-516-8736.
[01:22:13.962 --> 01:22:14.282]  That's 1-800-516-8736.
[01:22:24.130 --> 01:22:24.550]  5-1-6-8-7-3-6.
[01:22:24.570 --> 01:22:27.030]  Call now.
[01:22:27.051 --> 01:22:29.951]  Our operators are standing by to take your order.
[01:22:32.872 --> 01:22:33.912]  Ted Anderson for Midas.
[01:22:33.952 --> 01:22:34.433]  January 2007.
[01:22:34.473 --> 01:22:34.713]  Gold.
[01:22:34.733 --> 01:22:34.773]  6-0-8.
[01:22:34.853 --> 01:22:36.813]  Ounce gold coins are at 6-28-32, 3-16-71 for half, 1-58-35 for quarter ounce.
[01:22:36.853 --> 01:22:37.373]  That's 6-28-32, 3-16-71, and 1-58-35.
[01:22:37.393 --> 01:22:37.373]  1971.
[01:22:37.414 --> 01:22:38.234]  Nixon closes the gold window.
[01:22:49.537 --> 01:23:13.314]  Fiat currency 1920s the German market explodes from 75 to 23 trillion 1995 gold doubles against the Mexican peso 1997 gold increases 82% over the Indonesian rupee 1998 gold jumps two-thirds over the Russian ruble 2002 the Argentine peso loses a fifth of its value to gold 2006 the last superpower the USA's mighty dollar loses over half to gold and other raw goods.
[01:23:13.474 --> 01:23:14.795]  Could government let this happen?
[01:23:14.936 --> 01:23:16.917]  Without immediate backing how much will it lose?
[01:23:17.177 --> 01:23:24.326]  Midas has Nick Bereshef's report covering the loss of purchasing power, fat tail events, bull market economic vulnerabilities, and gold-oil relationship.
[01:23:24.366 --> 01:23:26.148]  You've lost half of your purchasing power.
[01:23:26.188 --> 01:23:27.490]  Call 800-686-2237 before the rest disappears.
[01:23:27.530 --> 01:23:27.710]  That's 800-686-2237.
[01:23:33.166 --> 01:23:37.747]  We at The Bible Says want to alert the world to the topic of the Mark of the Beast.
[01:23:38.147 --> 01:23:41.068]  Soon it will be upon us as an overwhelming surprise.
[01:23:41.388 --> 01:23:43.968]  The world is pressing toward a forced one-world religion.
[01:23:44.328 --> 01:23:49.149]  The real issue behind this is the union of church and state nullifying our First Amendment.
[01:23:49.529 --> 01:23:54.890]  Americans will have to give up their peculiar beliefs and accept what the new world religious leaders prescribe.
[01:23:55.190 --> 01:23:58.151]  In 2005, President Bush signed the Real ID Act.
[01:23:58.351 --> 01:23:59.511]  Which goes into effect May 11, 2008.
[01:24:00.992 --> 01:24:05.713]  Many people believe that this will be the mark of the beast because of the restrictive measures included.
[01:24:05.913 --> 01:24:10.055]  Which seems to parallel the no buying and selling of Revelations 13-17.
[01:24:10.355 --> 01:24:16.637]  In Revelations 14-9, speaking of the mark of the beast, it says, If any man worship the beast, take notice.
[01:24:16.977 --> 01:24:18.597]  It says, worship the beast.
[01:24:18.877 --> 01:24:21.478]  This issue is about worship, not economics.
[01:24:21.758 --> 01:24:26.939]  For a better understanding of this very important topic, and to receive your three free books and a free DVD, call 1-888-211-1715.
[01:24:26.959 --> 01:24:27.300]  That's 1-888-211-1715.
[01:24:27.320 --> 01:24:30.841]  I was a highwayman Along the coach roads I did ride With sword and pistol by my side
[01:24:51.969 --> 01:24:55.231]  Many a young man lost her marbles to my trade.
[01:24:57.873 --> 01:25:01.135]  Many a soldier shed his lifeblood on my blade.
[01:25:03.637 --> 01:25:07.379]  The bastards hung me in the spring of twenty-five.
[01:25:09.080 --> 01:25:10.962]  But I am still alive.
[01:25:12.022 --> 01:25:16.865]  I was a sailor.
[01:25:17.246 --> 01:25:20.348]  I was born upon the tide.
[01:25:22.714 --> 01:25:27.075]  With the sea I did abide.
[01:25:27.296 --> 01:25:32.157]  I sailed a schooner around the Horn of Mexico.
[01:25:33.357 --> 01:25:39.319]  I went aloft and furled a mainsail in a float.
[01:25:39.339 --> 01:25:43.461]  And when the yards broke off they said that I got killed.
[01:25:44.701 --> 01:25:46.382]  But I'm living still.
[01:25:51.184 --> 01:25:53.946]  Alright, let's continue with your phone calls.
[01:25:54.066 --> 01:25:59.849]  I'm going to get into the fake terror alerts, massive mind control.
[01:25:59.949 --> 01:26:04.372]  That's what's going on right now.
[01:26:04.392 --> 01:26:09.135]  Don in Oklahoma, thanks for holding her on the air.
[01:26:09.155 --> 01:26:09.435]  Welcome.
[01:26:18.900 --> 01:26:28.504]  Uh, yeah, Alex, and, uh, uh, Happy New Year, and I hope your family had a Happy New Year, or, and, and Christmas, and all that, and, uh, or the best you could.
[01:26:28.704 --> 01:26:31.666]  Well, it's, um, I hope you're having a great New Year, but do me a big favor.
