[00:00:00.029 --> 00:00:01.021]  Bidding talk rates.
[01:11:45.792 --> 01:11:47.975]  I mean, they tried that with Mark Kornke and everybody else.
[01:11:48.015 --> 01:11:51.959]  They just keep saying, you're going to, you know, you're, you're a, you want to commit suicide, don't you?
[01:11:51.979 --> 01:11:52.839]  We need to drug you.
[01:11:53.520 --> 01:11:57.564]  And that's what they do, but they know he's high profile, so they're being very, very careful.
[01:11:57.905 --> 01:11:59.867]  Well, Sean, thank you for getting the call in to him.
[01:11:59.907 --> 01:12:01.388]  Have you been able to get any other calls in?
[01:12:01.448 --> 01:12:02.189]  Have you been trying?
[01:12:03.628 --> 01:12:05.189]  Well, I haven't tried yet today.
[01:12:05.990 --> 01:12:13.196]  We'll continue trying, and we'll make sure we'll get the lawyers to do whatever needs to be done to make sure we can talk to him on a regular basis.
[01:12:13.576 --> 01:12:18.420]  And we might need your help if they try to block off communications.
[01:12:18.440 --> 01:12:19.761]  We'll need your help to expose it.
[01:12:20.722 --> 01:12:23.184]  But right now we just want to expose how it's being treated.
[01:12:24.445 --> 01:12:28.068]  And we don't even know, by the way, we don't even know if she's been treated in any of the same ways.
[01:12:28.288 --> 01:12:28.849]  That's right.
[01:12:29.049 --> 01:12:29.229]  Ms.
[01:12:29.249 --> 01:12:31.091]  Shine isn't even allowed to talk to her.
[01:12:31.681 --> 01:12:31.841]  Nope.
[01:12:32.361 --> 01:12:32.801]  Nothing yet.
[01:12:33.802 --> 01:12:35.902]  So, something's wrong here.
[01:12:36.502 --> 01:12:40.963]  And we knew that the first week after they picked Ed and Elaine up.
[01:12:42.944 --> 01:12:44.904]  Because we couldn't find out where Ed was.
[01:12:45.044 --> 01:12:48.685]  Well, they didn't get a fair trial to begin with and they're not going to be able to defend themselves now.
[01:12:48.725 --> 01:12:49.985]  That's how these criminals operate.
[01:12:50.285 --> 01:12:51.546]  Sean Craddish, thanks for coming on.
[01:12:52.126 --> 01:12:52.626]  Yeah, thanks Alex.
[01:12:52.986 --> 01:12:53.406]  Thank you.
[01:12:53.426 --> 01:12:55.827]  Alright, let me do some news now.
[01:12:56.327 --> 01:12:57.387]  As focused as I can.
[01:12:58.081 --> 01:13:10.327]  And by focus, I tend to get caught up in each article and go down a rabbit trail, but let me just try to go over the news, and then I'm going to get into vaccines, and then we're going to take calls, and I promise we will for a large portion of the third hour.
[01:13:10.387 --> 01:13:11.908]  We may even get to some this hour.
[01:13:16.290 --> 01:13:18.271]  And I know you think you know everything about vaccines.
[01:13:18.411 --> 01:13:19.212]  Believe me, you don't.
[01:13:19.692 --> 01:13:21.433]  I learn more than I knew before every week.
[01:13:24.835 --> 01:13:25.195]  It's big.
[01:13:26.204 --> 01:13:29.167]  And it's finally breaking out there, so that's coming up at the bottom of the hour.
[01:13:30.888 --> 01:13:33.050]  For those that just joined us, it's a big alert.
[01:13:34.211 --> 01:13:36.113]  If they get our guns, they have their way with us.
[01:13:36.133 --> 01:13:43.319]  Just like his SS captain father running domestic operations, that was his dad, went around arresting people in Austria.
[01:13:43.359 --> 01:13:46.081]  That was his job, taking men, women, and children to death camps.
[01:13:47.582 --> 01:13:50.485]  The man who says he admires Hitler and wants to be Hitler,
[01:13:51.192 --> 01:13:53.273]  So of course the ADL worships him and gives him awards.
[01:13:53.513 --> 01:13:54.793]  That's why I hate the ADL.
[01:13:55.233 --> 01:13:56.934]  I hate you!
[01:13:57.474 --> 01:14:02.135]  You attack our Bill of Rights, our Constitution, our Second Amendment, mainline Christian organizations.
[01:14:02.155 --> 01:14:09.557]  You get the Ten Commandments taken out of the buildings, our monuments, our culture, our history, that our whole common law is based on.
[01:14:10.397 --> 01:14:12.118]  You do nothing but attack this country.
[01:14:13.220 --> 01:14:26.164]  And then every time I turn around, you're caught defending Nazis and secretly always involved with them, just like the Zionists helped fund Hitler and worked with him and wouldn't let Jews get out of Germany unless they paid millions in extortion fees to the Zionists.
[01:14:26.824 --> 01:14:28.145]  I never killed any Jews.
[01:14:30.505 --> 01:14:31.946]  I didn't help ship Jews off.
[01:14:32.766 --> 01:14:35.507]  And let me tell you something, you're disgusting and evil.
[01:14:36.327 --> 01:14:37.688]  You're disgusting and evil.
[01:14:37.908 --> 01:14:41.549]  I'm sick of you using the people you helped kill.
[01:14:42.918 --> 01:14:46.040]  Talking about the Zionists, to then attack America!
[01:14:46.681 --> 01:14:53.225]  And make us feel guilty for Hitler that you and your bosses set up when our forefathers went and fought him!
[01:14:53.745 --> 01:14:56.947]  It's the sickest psychology I've ever heard of!
[01:14:57.608 --> 01:15:03.512]  And then because you can blackmail him, and he pays millions a year in payoffs to the Zionist groups,
[01:15:04.173 --> 01:15:09.502]  He's up there when he's a Hitler-loving gay porno mag star.
[01:15:10.183 --> 01:15:11.565]  Of course the Republicans love that.
[01:15:11.605 --> 01:15:14.209]  You gotta be into gay porn to be a Republican leader.
[01:15:15.291 --> 01:15:16.032]  That's what I mean!
[01:15:16.072 --> 01:15:17.775]  It's so humiliating to us!
[01:15:22.299 --> 01:15:30.964]  And then I got the government COINTELPRO Nazis out there trying to make everybody sound like venomous Jew haters so you can't honestly criticize Israel and be effective.
[01:15:31.184 --> 01:15:37.868]  They want to radicalize any movement against what Israel's doing so it's ineffective, which is in Zionist handbooks from 80 years ago.
[01:15:39.309 --> 01:15:40.790]  So mostly you fall for that trick.
[01:15:46.073 --> 01:15:48.614]  And it's just scam after scam after scam.
[01:15:48.654 --> 01:15:49.715]  And now Schwarzenegger.
[01:15:53.412 --> 01:15:56.254]  Arnold Schwarzenegger has angered America's powerful gun lobbies.
[01:15:56.274 --> 01:15:58.816]  And they always say that to make you think the NRA is good.
[01:15:58.856 --> 01:16:01.679]  They're actually, quote, neutral and standing down on it.
[01:16:01.999 --> 01:16:12.447]  By backing legislation requiring semi-automatic handguns to mark bullets with serial numbers to help police identify casings found at crime scenes, the former Hollywood actor, the Nazi pig,
[01:16:12.987 --> 01:16:13.688]  That's only one problem!
[01:16:13.708 --> 01:16:17.630]  And again, they'll always say they're against it, but then not file briefs, not file suits, not stop it.
[01:16:17.650 --> 01:16:20.532]  Or they'll actually support it like the federal gun law they're trying to pass right now.
[01:16:38.880 --> 01:16:40.361]  The law, the first of its kind in the U.S.
[01:16:40.381 --> 01:16:47.807]  will require all semi-automatic guns made or sold in California to micro-stamp every bullet fired with a weapons make, model, and serial number.
[01:16:47.967 --> 01:17:01.238]  That's a total retooling of all the guns that are sold there that will create the factory machinery, that will create the science, that will demand the seed money to make the major manufacturers adopt for national
[01:17:04.267 --> 01:17:06.729]  Adoption, which was their plan 20 years ago.
[01:17:06.789 --> 01:17:07.690]  Handgun Control, Inc.
[01:17:07.710 --> 01:17:08.530]  said that was their plan.
[01:17:08.711 --> 01:17:09.811]  The micro serial number.
[01:17:09.972 --> 01:17:10.812]  And now they've done it.
[01:17:12.313 --> 01:17:16.857]  One more major heart stab right into the heart of this country.
[01:17:17.177 --> 01:17:21.520]  I mean, if we lose the guns, folks, Schwarzenegger and people like him will have their way with us.
[01:17:21.821 --> 01:17:24.042]  I mean, that piece of... I don't have words for it.
[01:17:25.183 --> 01:17:28.506]  That enemy of everything good
[01:17:29.864 --> 01:17:35.306]  Where is a Nazi skull-and-bones belt buckle on the cover of Time Magazine with that other pig?
[01:17:36.486 --> 01:17:42.948]  Bloomberg, that First Amendment-hating, gun-control-loving enemy of the Republic who's legalized all the illegal aliens in New York.
[01:17:43.028 --> 01:17:43.728]  Bloomberg!
[01:17:46.128 --> 01:17:47.489]  America's most populous state.
[01:17:48.507 --> 01:17:55.653]  Parts of which are plagued by gang violence and leave the nation in drive-by shootings by mainly illegal aliens already as some of the toughest gun laws.
[01:17:56.033 --> 01:17:59.636]  The Republican governor who has broken with the party on issues such as gun control.
[01:17:59.856 --> 01:18:00.356]  No he hasn't!
[01:18:00.376 --> 01:18:01.217]  Republicans are for it!
[01:18:02.037 --> 01:18:07.919]  The Environment and Stem Cell Research has backed previous landmark measures, such as the 2004 ban on a particular type of machine gun.
[01:18:08.260 --> 01:18:13.702]  Gun makers and sellers have until 2010 to comply with the Crime Gun Identification Act.
[01:18:13.982 --> 01:18:16.863]  The measure was supported by the California Police Chief.
[01:18:16.923 --> 01:18:18.424]  Yeah, a bunch of CIA operatives.
[01:18:19.004 --> 01:18:24.066]  I mean, these people will just put you in camp so fast, they'll love it.
[01:18:25.166 --> 01:18:25.907]  You understand?
[01:18:25.947 --> 01:18:27.047]  They're coming for us!
[01:18:27.587 --> 01:18:31.569]  Now, I know you're not going to listen now, but later, when they're raping your wife in front of you,
[01:18:32.623 --> 01:18:36.586]  And right when they put that gun to your head and splattered it all over the wall, just remember, I told you.
[01:18:40.209 --> 01:18:45.633]  We're just overrun by foreigners and America haters, running everything, laughing at us.
[01:18:47.115 --> 01:18:50.577]  Madeline Albright's dad ran the extermination ops in Czechoslovakia.
[01:18:50.697 --> 01:18:52.279]  Arnold's dad's a Nazi pig.
[01:18:53.436 --> 01:18:57.659]  Now we've got all these former commissariats' sons and grandsons running everything.
[01:18:57.719 --> 01:18:59.561]  It's just total evil, folks.
[01:19:00.221 --> 01:19:01.562]  They're putting hardcore killers in.
[01:19:01.602 --> 01:19:04.505]  Are terrorist cells or prime terror targets located near you?
[01:19:04.845 --> 01:19:07.707]  Where are military bases and hazardous waste sites located?
[01:19:07.947 --> 01:19:14.152]  How do you find the best area for solar, average rainfall, fish contamination advisories, and major transportation routes?
[01:19:14.512 --> 01:19:21.822]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[01:19:22.002 --> 01:19:26.148]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[01:19:26.388 --> 01:19:31.896]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[01:19:32.116 --> 01:19:37.339]  Complete with over 3 gigabytes of detailed information on each of the 3,000 plus counties in the U.S.
[01:19:37.499 --> 01:19:45.223]  including 550 high-resolution, full-color maps and full-color photographs as well as detailed information and analysis that you need.
[01:19:45.423 --> 01:19:55.588]  Get this hard-to-find information by ordering Food and Places USA now for only $29 plus shipping and handling by calling New Millennium at 888-803-4438 or order on the web at berkeywater.com.
[01:20:01.158 --> 01:20:04.780]  When making important financial decisions, you should always know the facts.
[01:20:05.080 --> 01:20:08.642]  That's why Midas Resources is willing to pay you to read the facts.
[01:20:08.882 --> 01:20:17.966]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[01:20:18.086 --> 01:20:22.008]  Midas Resources offers a host of services and stands behind their products.
[01:20:22.308 --> 01:20:27.070]  In fact, if you call and order their free MIDAS report, MIDAS Resources will pay you!
[01:20:27.170 --> 01:20:32.693]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[01:20:32.813 --> 01:20:38.135]  If you read the report, MIDAS Resources will send you a free Walking Liberty Silver Half Dollar.
[01:20:38.395 --> 01:20:39.516]  So, what are you waiting for?
[01:20:39.736 --> 01:20:42.837]  Get the facts and call MIDAS Resources toll-free at 888-292-2709.
[01:20:42.897 --> 01:20:43.097]  That's 888-292-2709.
[01:20:48.800 --> 01:20:54.181]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar!
[01:20:54.201 --> 01:21:02.903]  Hi, this is Brother Michael Diamond.
[01:21:03.243 --> 01:21:08.744]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[01:21:09.224 --> 01:21:17.146]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[01:21:17.666 --> 01:21:18.246]  We're good to go.
[01:21:41.213 --> 01:21:45.857]  That's 1-800-275-1126 or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[01:21:45.937 --> 01:21:49.879]  The total cost for this massive package of information is only $10.
[01:21:49.919 --> 01:21:51.701]  $15 for UPS ground or $30 outside the U.S.
[01:22:00.985 --> 01:22:06.469]  Why continue suffering from pain, illness, and disease when natural health and wellness therapies are within your reach?
[01:22:06.909 --> 01:22:11.132]  Hundreds of people report improved health and wellness using Rife Frequency Technology.
