[00:00:00.049 --> 00:00:01.150]  Do Our City Pass.
[01:09:10.178 --> 01:09:10.918]  Yeah, thanks Alex.
[01:09:10.958 --> 01:09:14.800]  Basically the question is, look, 9-11's an inside job, right?
[01:09:14.820 --> 01:09:16.521]  7-7's an inside job.
[01:09:17.162 --> 01:09:17.842]  People know.
[01:09:18.482 --> 01:09:19.483]  A lot of people know.
[01:09:19.583 --> 01:09:20.343]  Many thousands.
[01:09:21.224 --> 01:09:28.088]  Do you think that this was planned, that people would know and find out, and this is just like hubris, as if to say,
[01:09:28.556 --> 01:09:29.136]  Yeah, you know.
[01:09:29.317 --> 01:09:29.817]  So what?
[01:09:29.857 --> 01:09:30.918]  What are you going to do about it?
[01:09:31.138 --> 01:09:31.458]  Yes.
[01:09:31.598 --> 01:09:40.004]  I mean, I think they allowed for the fact that it would probably come out in certain circles, but just like the JFK assassination, they thought that they could contain it.
[01:09:40.924 --> 01:09:41.084]  Right.
[01:09:41.124 --> 01:09:55.394]  Or do you think the amount of people, the number of people that know now, many, many people who generally aren't in, like myself, I mean, I've never been into any of this kind of conspiracy stuff, but, you know, obviously 9-11 and 7-7, these are global
[01:09:57.862 --> 01:10:01.284]  Earth and life-changing things, and important issues.
[01:10:01.344 --> 01:10:17.251]  Now, do you think this knowledge of the fact that, yes, they are inside jobs, they're staged, is that the number of people know this is something that's unplanned, and there's no foresight about the Internet and how people would find out.
[01:10:17.271 --> 01:10:19.952]  Do you think this is something that these guys really didn't plan?
[01:10:20.112 --> 01:10:24.274]  I think they planned for it, but I really think they didn't think it would get this big this fast.
[01:10:25.727 --> 01:10:39.717]  Now the biggest problem, and I appreciate your call, the biggest problem we face though as a society is that the peace movement, the anti-war movement, the 9-11 truth movement is filled with a lot of good people.
[01:10:44.392 --> 01:11:06.598]  But just like you ran into that anti-war person who was trying to keep you away from the mass of the people in their group, it's all about all these little groups and these people and all about their personal egos, because a lot of them don't realize just how serious, I mean, how up against the razor's edge we are.
[01:11:06.678 --> 01:11:08.679]  Like, when I'm thinking about fighting the New World Order,
[01:11:10.302 --> 01:11:11.583]  I'm thinking about surviving.
[01:11:11.903 --> 01:11:14.444]  I'm thinking about trying to stop a war in Iran.
[01:11:15.524 --> 01:11:21.947]  I'm thinking about, you know, how to effectively reach out to the people.
[01:11:22.987 --> 01:11:27.529]  I'm thinking about, you know, is the government going to kill me?
[01:11:28.949 --> 01:11:30.870]  Is the government going to frame me for something?
[01:11:31.691 --> 01:11:35.152]  And when you're thinking about real issues like that, all of the petty stuff
[01:11:37.469 --> 01:11:41.551]  I don't want to say it doesn't get to you, but all it does is make you depressed and shocks you.
[01:11:43.431 --> 01:11:51.815]  And so I'm sorry that you were there trying to talk to some anti-war protesters and that the leader of it was trying to keep you away from them and being mean to you.
[01:11:53.975 --> 01:12:04.759]  That woman's probably not a government agent, but they've been told and warned about 9-11 truth groups and told we're these bad people and so they're just afraid of eventually having their apple cart
[01:12:08.360 --> 01:12:08.760]  Upset.
[01:12:09.881 --> 01:12:11.821]  I mean, it's basically really what it comes down to.
[01:12:11.841 --> 01:12:22.345]  I mean, you ought to see the type of frothing phone calls we get at this office every day just because I don't respond to emails.
[01:12:23.645 --> 01:12:29.007]  And I literally have been out of town for, you know, off and on for, I guess, five, six days.
[01:12:29.447 --> 01:12:32.988]  And while I was out of town, I was working most of the time making phone calls.
[01:12:34.352 --> 01:12:35.693]  Dealing with this, dealing with that.
[01:12:35.733 --> 01:12:37.713]  If you don't call this person back, they'll be mad at you.
[01:12:37.753 --> 01:12:39.614]  If you don't call that person back, they'll be mad at you.
[01:12:39.974 --> 01:12:41.414]  Why didn't you return this email?
[01:12:41.474 --> 01:12:42.295]  Why didn't you do that?
[01:12:42.375 --> 01:12:43.235]  Why didn't you do this?
[01:12:46.196 --> 01:12:56.980]  And it's just, it's because the general public has never experienced what it's like to actually do this 24 hours a day, seven days a week.
[01:12:58.940 --> 01:13:00.961]  Like this show is a platform.
[01:13:02.077 --> 01:13:08.462]  A platform to have activists on, to support and promote activists, and to try to build those people up.
[01:13:09.363 --> 01:13:17.749]  And I have to tell you, in about 50% of the cases or more, the people I've built up have ended up attacking me, and going after us, and hating us.
[01:13:18.510 --> 01:13:29.298]  Because there's some type of perception that I'm like a movie star or something, and that it's all this fame, and there's almost a craziness
[01:13:30.532 --> 01:13:31.953]  That enters into it.
[01:13:34.474 --> 01:13:35.295]  And it's depressing.
[01:13:36.595 --> 01:13:46.160]  I mean, here I am, sad, thinking about the end of the country, the end of the dollar, the dollar still plunging as we speak right now, all these serious things happening.
[01:13:46.200 --> 01:13:47.381]  I'm completely freaked out.
[01:13:47.461 --> 01:13:48.941]  I'm sad every night when I go to bed.
[01:13:50.202 --> 01:13:57.846]  My crew worked so hard just to get materials out to people and just to try to fight the New World Order.
[01:13:58.829 --> 01:13:59.709]  And to be effective.
[01:14:01.370 --> 01:14:03.850]  And just the things I've seen in my own personal life.
[01:14:03.870 --> 01:14:04.970]  Just the things around me.
[01:14:05.731 --> 01:14:11.652]  It's just... Folks don't really, I think, realize how serious things are.
[01:14:13.072 --> 01:14:19.874]  And... We have to get our heads screwed on collectively straight.
[01:14:21.994 --> 01:14:25.135]  We have to get our heads screwed on straight because
[01:14:28.032 --> 01:14:29.914]  Because we really are down to the wire here.
[01:14:31.175 --> 01:14:32.296]  We really are down to the wire.
[01:14:33.336 --> 01:14:34.377]  We have to understand that.
[01:14:34.898 --> 01:14:38.180]  We have to understand that we're having an effect against the New World Order.
[01:14:39.061 --> 01:14:42.043]  But as I've said in many speeches and many talks, this is not a game.
[01:14:42.063 --> 01:14:43.945]  This is not a social club.
[01:14:45.106 --> 01:14:47.468]  This is serious issues.
[01:14:48.789 --> 01:14:52.251]  And that's why I promote PrisonPlanet.com and InfoWars.com a lot.
[01:14:52.952 --> 01:14:54.833]  Because we really see it for what it is.
[01:14:54.874 --> 01:14:56.555]  We've got the clearest perspective
[01:14:57.193 --> 01:15:03.818]  On how the New World Order operates and what its program is than really any other side or any other group out there.
[01:15:04.458 --> 01:15:07.120]  And by the way, we don't have all the answers and we don't do the best job.
[01:15:07.140 --> 01:15:11.664]  I mean, we could do a lot better job, but it's kind of scary to say we're the best.
[01:15:12.444 --> 01:15:13.445]  We're the best there is.
[01:15:14.386 --> 01:15:15.646]  And we've been around the longest.
[01:15:16.727 --> 01:15:20.450]  And it's a daunting responsibility.
[01:15:21.110 --> 01:15:23.472]  And I know it's depressing to
[01:15:28.667 --> 01:15:33.408]  But I mean, you know, the Founding Fathers all fought with each other, and there were problems there.
[01:15:34.068 --> 01:15:35.809]  And a lot of bad things happened there as well.
[01:15:38.469 --> 01:15:41.810]  Alright, let's just go to your calls.
[01:15:41.850 --> 01:15:42.770]  I said I'd go to your calls.
[01:15:42.790 --> 01:15:44.270]  I'm looking for the call list here.
[01:15:45.491 --> 01:15:46.191]  Who's up next?
[01:15:47.331 --> 01:15:48.231]  George in Florida.
[01:15:48.251 --> 01:15:48.751]  You're on the air.
[01:15:48.771 --> 01:15:49.391]  Go ahead, George.
[01:15:51.272 --> 01:15:52.112]  Thank God you're back.
[01:15:52.612 --> 01:15:53.112]  Well, thank you.
[01:15:53.152 --> 01:15:53.732]  What's on your mind?
[01:15:57.853 --> 01:16:09.480]  I got together a great pound and I'm sitting there looking at history and I saw like a lot of police officers about the coming tyranny and they're sitting there going, well, I got a family to support.
[01:16:09.940 --> 01:16:14.303]  And I just told them, I said, I read about the kids in Germany after Adolf Hitler.
[01:16:14.363 --> 01:16:17.965]  I said, they literally cursed their elders for following Hitler.
[01:16:17.985 --> 01:16:20.946]  And I said, your kids will curse you too for allowing it to happen.
[01:16:21.547 --> 01:16:22.607]  Same thing with the adults.
[01:16:23.248 --> 01:16:25.349]  I mean, they'll be cursed for allowing
[01:16:26.178 --> 01:16:34.963]  This tyranny to come upon this land, just like the kids in Germany cursed their adults for not allowing, for allowing Hitler to come to power and do the things he did.
[01:16:36.784 --> 01:16:38.605]  Absolutely, you're absolutely right.
[01:16:38.945 --> 01:16:48.990]  And, I mean, to see it happening again here, but people always expect the new dictatorship or the new evil to look exactly like the last one.
[01:16:49.471 --> 01:16:53.773]  Like they expected Hitler to look like Napoleon, so he didn't look like Napoleon, so he couldn't be the next tyranny.
[01:16:54.500 --> 01:17:02.824]  And now we expect the next tyranny to wear a red armband and, you know, wear a brown suit and riding black riding boots.
[01:17:04.144 --> 01:17:08.486]  I mean, right now, I'm down here, we're getting ready to shoot our own amateur documentary.
[01:17:08.506 --> 01:17:17.710]  We're going to expose the fraud, the lies, and we haven't even covered information about pharmaceutical companies experimenting with drugs on foster kids.
[01:17:18.482 --> 01:17:25.123]  Well, that's been all over the papers of the country, but they don't just experiment on healthy children with experimental drugs that cause liver failure, you name it.
[01:17:25.563 --> 01:17:30.985]  All over the nation, sir, they test... Did you know they have to get a human test on pesticide before they can release it?
[01:17:31.265 --> 01:17:35.125]  Well, they test pesticides on kids, in some cases, till they die.
[01:17:36.846 --> 01:17:41.367]  I mean, in, like, Florida, you just passed a bunch of new laws just to take your kids easier.
[01:17:41.707 --> 01:17:41.947]  I know.
[01:17:41.967 --> 01:17:44.687]  You get a traffic ticket, and your license is suspended.
[01:17:45.007 --> 01:17:47.528]  Instead of calling a relative to come get the kids, they take your kids.
[01:17:48.078 --> 01:17:52.380]  If you and your wife get in an argument and there's no hitting involved, they come take your kids.
[01:17:52.600 --> 01:17:52.880]  I know.
[01:17:54.020 --> 01:17:58.002]  Maximum, maximum enforcement to get everybody into the system.
[01:17:58.882 --> 01:18:06.005]  And also, too, there's like a new bounty hunter bill where a state employee, if he adopts a child out of the DCF system, they get a $10,000
[01:18:07.512 --> 01:18:35.998]  Reward and I know people think it's bad now folks that each phase is only going to get worse and it literally makes my guts not up to think about it and I and you've got your head screwed on straight my friend you're concerned about what really matters and now we're just educating local law enforcement to say you're here to protect the people don't subject the people you sworn to protect especially the children to the horrors that befall them and it's it's a very uphill battle but I'm willing to take it
[01:18:36.707 --> 01:18:38.668]  I hear you, and I appreciate your call, my friend.
[01:18:39.068 --> 01:18:44.390]  Let's talk to Wesley in Tennessee.
[01:18:44.410 --> 01:18:44.990]  You're on the air.
[01:18:45.030 --> 01:18:45.470]  Go ahead.
[01:18:46.411 --> 01:18:47.851]  Thank you for taking my call, Alex.
[01:18:47.951 --> 01:18:49.032]  I appreciate it very much.
[01:18:49.072 --> 01:18:49.412]  No, no.
[01:18:49.452 --> 01:18:50.092]  Thank you for calling.
[01:18:51.373 --> 01:19:02.957]  I actually was going to talk about something else, but as I was sitting here waiting, I saw an ad on television for the next episode of 24.
[01:19:06.693 --> 01:19:29.831]  And I just made up a quick little list of movies and television programs, and I'm sure that I'm missing, I probably only have 10%, but Hollywood is... I get so angry about it, I just... It's full of propaganda.
[01:19:30.151 --> 01:19:30.471]  It is!
[01:19:30.591 --> 01:19:36.296]  I mean, it's just, I'm looking at these television programs, and they give us their central themes,
[01:19:37.492 --> 01:19:50.097]  The torture is acceptable and that lying is okay as long as the end justifies it.
[01:19:50.117 --> 01:19:55.519]  And they have a program called SHARK with James Woods.
[01:19:56.900 --> 01:20:00.281]  He promotes lying in court perjury.
