[00:00:00.149 --> 00:00:00.969]  Dead on.
[01:52:51.432 --> 01:52:54.192]  It says a few people think they're stupid conspiracies.
[01:52:55.053 --> 01:52:56.213]  Just a few people.
[01:52:57.373 --> 01:52:58.053]  Just a few people.
[01:52:58.073 --> 01:53:02.814]  What I know for a fact is that congressman in 2006, Dana Rohrabacher.
[01:53:02.874 --> 01:53:04.014]  I don't know if I pronounced it well.
[01:53:04.214 --> 01:53:11.735]  She mentioned on CNN that there's nothing wrong with adding to a conspiracy theory when there might be a conspiracy fact.
[01:53:11.755 --> 01:53:13.576]  No, he's the guy that... It's a male.
[01:53:13.676 --> 01:53:15.156]  He went and... He's in the affidavit.
[01:53:15.808 --> 01:53:17.209]  He went and interviewed Nichols.
[01:53:17.549 --> 01:53:19.590]  The government shielded us because they're scared to death.
[01:53:20.770 --> 01:53:21.050]  Wow.
[01:53:22.751 --> 01:53:23.671]  I found it interesting.
[01:53:23.711 --> 01:53:30.394]  You know, this Oklahoma bombing sit-in was being broadcast on local television, Amsterdam, on exposure TV.
[01:53:31.577 --> 01:53:31.997]  In 1995.
[01:53:33.058 --> 01:53:37.461]  So we were very fast in exposing all the information that was available then.
[01:53:37.901 --> 01:53:41.083]  So it was on your television then, how there were bombs inside and all that?
[01:53:41.483 --> 01:53:42.083]  Yes, yes.
[01:53:42.143 --> 01:53:45.985]  Including that there were bomb experts explaining there must be two bombs.
[01:53:46.246 --> 01:53:50.408]  The former head of Air Force Weapons Development and countless others.
[01:53:50.428 --> 01:53:58.793]  Look, this all came out in the grand jury and the FBI came to the grand jury foreman's house and put their hands on their guns and said, shut up or it's over for you.
[01:53:59.531 --> 01:54:05.036]  Including that they can actually registrate if there's a tiny earthquake.
[01:54:05.337 --> 01:54:07.359]  It showed the classic demolition.
[01:54:07.399 --> 01:54:08.359]  Boom, boom, boom, boom, boom.
[01:54:09.300 --> 01:54:09.841]  Exactly.
[01:54:10.361 --> 01:54:11.202]  And they can see that.
[01:54:11.242 --> 01:54:12.644]  University of Oklahoma, U.S.
[01:54:12.664 --> 01:54:16.487]  Geological Survey, two separate seismograph systems picked up the same signature.
[01:54:17.028 --> 01:54:20.891]  Yes, and that's what convinced me that there's more going on than only one bomb.
[01:54:21.992 --> 01:54:23.954]  Well, I have the actual seismograph reports.
[01:54:24.054 --> 01:54:24.615]  It's incredible.
[01:54:25.407 --> 01:54:25.627]  Yes.
[01:54:25.847 --> 01:54:33.312]  I still, you know, that was my eye-opener that the media is controlled and, you know, we have to have an alternative media.
[01:54:33.492 --> 01:54:36.914]  I think we have a great slogan that we are the media.
[01:54:37.274 --> 01:54:43.838]  We are the media, the mainstream media is controlled, but the mainstream media is having to let more and more of this come out now because they're becoming obsolete.
[01:54:44.138 --> 01:54:45.599]  They're not even in the game anymore.
[01:54:46.532 --> 01:54:49.394]  Their viewers, their readers, their listeners are imploding.
[01:54:49.654 --> 01:54:51.516]  Alternative media is exploding.
[01:54:52.216 --> 01:54:55.098]  Let's go ahead and take another call here.
[01:54:55.158 --> 01:54:58.981]  Let's talk to Joe in Ohio, then we'll go to Paul.
[01:54:59.021 --> 01:54:59.962]  Go ahead, Joe.
[01:55:00.822 --> 01:55:06.926]  Alex, in less than 60 days, Mexican is going to cut 100 trucking companies to run free in our country.
[01:55:07.086 --> 01:55:11.349]  Yeah, that came out in the AP yesterday, that they're going to have, quote, you know, these companies.
[01:55:13.068 --> 01:55:16.730]  They've had Mexican trucks driving the length and breadth of the country for at least three years.
[01:55:17.010 --> 01:55:18.430]  We're in the North American Union.
[01:55:18.790 --> 01:55:19.391]  It's happening.
[01:55:19.411 --> 01:55:22.192]  The state police have been told, you know, leave them alone.
[01:55:22.592 --> 01:55:24.032]  They're going to be under different rules.
[01:55:24.473 --> 01:55:26.013]  It's just the destruction of our country.
[01:55:26.814 --> 01:55:28.274]  But now they're announcing it to the public.
[01:55:28.594 --> 01:55:31.315]  Kind of like they passed the law of the national ID card two years ago.
[01:55:31.635 --> 01:55:33.436]  Now they're getting around to announcing it on the news.
[01:55:36.818 --> 01:55:37.918]  Go ahead and comment on that if you'd like.
[01:55:40.187 --> 01:55:41.208]  They're driving junk.
[01:55:41.368 --> 01:55:45.410]  The guys are running three drivers to a truck.
[01:55:45.811 --> 01:55:47.452]  They're cutting holes in the bottom of the sleeper.
[01:55:47.612 --> 01:55:50.574]  Well, sir, it's just like Bank of America and Wells Fargo.
[01:55:50.674 --> 01:55:54.136]  No ID needed to get a bank account, but if you're a citizen, three forms of ID.
[01:55:54.556 --> 01:55:58.399]  And the state police, this even came out in Tennessee last year, they were told, leave them alone.
[01:55:58.679 --> 01:55:59.700]  This is the new America.
[01:55:59.960 --> 01:56:04.703]  Okay, if it helps destroy the country and the sovereignty, the police and the system were told, give them a go.
[01:56:05.383 --> 01:56:07.505]  You know, a get-out-of-jail-free card.
[01:56:07.565 --> 01:56:12.130]  American citizens are the fat, dumb, and happy cattle that'll take anything, so we're gonna get it.
[01:56:12.290 --> 01:56:13.251]  We're gonna get anything.
[01:56:13.731 --> 01:56:18.475]  We're gonna have the President sign secret agreements to destroy our country, and we're supposed to all just shut up about it.
[01:56:18.696 --> 01:56:23.240]  And yes, I know how junky these trucks are and the problems they're causing.
[01:56:23.260 --> 01:56:23.940]  It makes me sick.
[01:56:24.621 --> 01:56:25.041]  All right, Alex.
[01:56:25.061 --> 01:56:25.802]  You're doing a great job.
[01:56:25.822 --> 01:56:26.082]  Keep it up.
[01:56:26.102 --> 01:56:26.503]  Thank you.
[01:56:26.543 --> 01:56:27.444]  I appreciate your call.
[01:56:27.484 --> 01:56:29.486]  Let's talk to Paul and Bastrop, final caller.
[01:56:29.726 --> 01:56:30.547]  You're on the air, Paul.
[01:56:30.587 --> 01:56:30.927]  Go ahead.
[01:56:31.847 --> 01:56:32.607]  Good evening, Alex.
[01:56:33.067 --> 01:56:36.588]  You know, a lot of this is becoming so, so transparent.
[01:56:36.648 --> 01:56:42.850]  I mean, it's been transparent to me for years, starting with Waco and a little before that.
[01:56:43.630 --> 01:56:56.373]  Surely we have somebody on the national figure, possibly a presidential candidate, that's willing to blow this all up, because I think we're at
[01:56:56.966 --> 01:57:01.051]  Anywhere between 35 and 60 percent of the people realize this is going on.
[01:57:01.291 --> 01:57:02.593]  They know the open borders.
[01:57:02.833 --> 01:57:04.895]  We know about the North American Union.
[01:57:04.955 --> 01:57:06.297]  We know about Waco.
[01:57:06.677 --> 01:57:08.479]  Oklahoma, we're a little fuzzy on.
[01:57:08.499 --> 01:57:10.242]  9-1-1, we're a little fuzzy on.
[01:57:10.522 --> 01:57:15.387]  But it's so transparent, surely a national figure can rise and
[01:57:17.109 --> 01:57:21.871]  Well, they could kill a national figure, or he could die of a heart attack, or he could be struck by a bolt of lightning.
[01:57:21.911 --> 01:57:24.672]  But an idea, as V says, is bulletproof.
[01:57:25.132 --> 01:57:27.433]  Ideas and the truth cannot be stopped.
[01:57:27.773 --> 01:57:29.194]  You know, here's the analogy.
[01:57:29.334 --> 01:57:33.675]  Twenty dollars of the truth can destroy a trillion dollars, or twenty trillion dollars of lies.
[01:57:34.236 --> 01:57:39.237]  And we're going to win, and this idea of liberty and freedom and reality cannot be defeated.
[01:57:39.277 --> 01:57:42.279]  And thanks to folks like you out there, sir, we're going to win with God's help.
[01:57:42.559 --> 01:57:43.319]  Well, keep up the good work.
[01:57:44.031 --> 01:57:44.631]  Thank you, sir.
[01:57:44.731 --> 01:57:45.372]  I'll try.
[01:57:45.472 --> 01:57:45.972]  Help us.
[01:57:46.052 --> 01:57:50.574]  Go to PrisonPlanet.com, get our Oklahoma City reports, get the documents, get them out of the four winds.
[01:57:50.634 --> 01:57:56.697]  Message boards, MySpace, call the talk radio, call the drugs tonight, call them to be on the Beltway coming up next.
[01:57:56.737 --> 01:57:57.357]  I mean, I want to hear you.
[01:57:57.377 --> 01:57:58.318]  Call them to be on the Beltway.
[01:57:58.798 --> 01:58:00.439]  Whatever subject they're talking about and working in.
[01:58:00.759 --> 01:58:01.379]  Call in.
[01:58:01.419 --> 01:58:02.039]  Get aggressive.
[01:58:02.059 --> 01:58:03.020]  Start your own websites.
[01:58:03.320 --> 01:58:04.781]  Tell everybody about TerrorStorm.
[01:58:04.801 --> 01:58:06.121]  I made a $100,000 film.
[01:58:06.301 --> 01:58:07.462]  Put it out on Google Video for free.
[01:58:08.522 --> 01:58:14.043]  I may not be able to do that with the next one because I'm still broke, but, you know, Terror Storm, history of government sponsored terror, Terror Storm, Google it.
[01:58:14.343 --> 01:58:19.404]  Google, uh, The Road to Tyranny to see the newscast and the footage of them taking the bombs out.
[01:58:19.724 --> 01:58:26.245]  Or go to InfoWars.com and buy the DVDs, the high quality DVDs so you can make copies of those and get them out and support us a little bit.
[01:58:26.945 --> 01:58:29.366]  Alright, we're about to end this transmission, ladies and gentlemen.
[01:58:30.106 --> 01:58:35.247]  It is a real honor to be here, it's scary to do this, it's scary to cover these topics, but I've got to do it.
[01:58:35.914 --> 01:58:37.857]  I mean, I learned about this stuff back in college.
[01:58:37.977 --> 01:58:40.741]  And I'm, for now, 12 years, almost 13 years.
[01:58:41.021 --> 01:58:41.862]  I'm 33 now.
[01:58:42.203 --> 01:58:43.425]  I've been doing this a long time.
[01:58:44.046 --> 01:58:46.769]  And I want my family to grow up and live in a safe, free society.
[01:58:46.849 --> 01:58:49.193]  See you back, same time next week, 4 to 6 central.
[01:58:49.233 --> 01:58:49.934]  God bless you all.
[01:58:57.245 --> 01:59:01.467]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:59:01.587 --> 01:59:04.409]  Now you can do even more to hear Genesis shows in your area.
[01:59:04.489 --> 01:59:08.931]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:59:09.051 --> 01:59:09.572]  It's easy.
[01:59:09.752 --> 01:59:16.335]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:59:16.375 --> 01:59:17.056]  Make a difference.
[01:59:17.136 --> 01:59:22.499]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:59:22.519 --> 01:59:22.879]  Call today.
[01:59:28.047 --> 01:59:30.548]  Are your Federal Reserve notes looking for a safe haven?
[01:59:31.008 --> 01:59:32.909]  Mine found it in precious metals.
[01:59:33.629 --> 01:59:36.790]  Not paper promises, but actual gold in my possession.
[01:59:37.451 --> 01:59:43.913]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[01:59:44.693 --> 01:59:46.894]  Find your answer at Midas Resources.
[01:59:47.274 --> 01:59:47.714]  That's 1-800-686-2237.
[01:59:47.774 --> 01:59:49.195]  The answer is at 1-800-686-2237.
[01:59:57.037 --> 02:00:01.983]  The disciples asked Jesus in Matthew 24, What shall be the signs of thy coming and the end of the world?
[02:00:02.303 --> 02:00:04.165]  You shall hear of wars and rumors of wars.
[02:00:04.385 --> 02:00:07.429]  For nation shall rise against nation, and kingdom against kingdom.
[02:00:07.609 --> 02:00:10.752]  And there shall be famines, disease, and earthquakes in many places.
[02:00:11.053 --> 02:00:12.895]  We are living in this time of Earth's history.
[02:00:13.155 --> 02:00:16.856]  Many people are trying to understand the climactic world events in light of human wisdom.
[02:00:17.136 --> 02:00:19.797]  But without the wisdom of God, this is impossible.
[02:00:19.817 --> 02:00:24.699]  2 Peter says, We have a more sure word of prophecy, and you do well if you take heed.
[02:00:24.919 --> 02:00:29.160]  But first know this, that no prophecy of the Scripture is of any private interpretation.
[02:00:29.600 --> 02:00:33.942]  The Bible says, we'd like you to receive this new offer, Packet B, The Unholy Alliance.
[02:00:34.242 --> 02:00:38.504]  These materials document the global leaders, political and religious, behind the scenes.
[02:00:38.824 --> 02:00:44.707]  You will receive information regarding America in prophecy, tyrants and wars, the new world order, and much more.
[02:00:45.007 --> 02:00:47.448]  As always, these materials are shipped to you at no charge.
[02:00:47.648 --> 02:00:48.469]  Please call 1-888-211-1715.
[02:00:48.489 --> 02:00:49.829]  That's 1-888-211-1715, and ask for Packet B.
[02:00:59.830 --> 02:01:02.060]  This is the GCN Radio Network.
[02:01:02.401 --> 02:01:04.531]  Home to hard-hitting talk radio.
