[00:00:00.209 --> 00:00:01.470]  We're good to go.
[01:08:16.874 --> 01:08:19.956]  We've had scores of guests on, giving you government textbooks, documents.
[01:08:21.858 --> 01:08:22.719]  Hundreds of studies.
[01:08:23.459 --> 01:08:27.722]  We've had EPA, top toxicologists on just a few months ago.
[01:08:28.362 --> 01:08:31.885]  Sodium fluoride does eat holes in your brain at one part per million.
[01:08:32.285 --> 01:08:37.288]  It attacks the kidneys, it attacks every gland, it calcifies the pituitary, the adrenal.
[01:08:38.529 --> 01:08:41.031]  Massively increases every type of cancer known to man.
[01:08:42.441 --> 01:08:47.445]  It is in Pulitzer Prize winning books, about one of them about World War II, one that's Pulitzer Prize winning and a bunch of others.
[01:08:47.786 --> 01:08:56.033]  It came out in the Nuremberg trials that they were putting about two parts per million sodium fluoride in the water to make the people submissive.
[01:08:57.834 --> 01:08:58.975]  And this is going on.
[01:08:59.075 --> 01:08:59.836]  This is happening.
[01:08:59.856 --> 01:09:01.597]  The government is doing this to you.
[01:09:01.718 --> 01:09:02.198]  Period.
[01:09:02.939 --> 01:09:03.939]  Open and shut case.
[01:09:04.140 --> 01:09:05.481]  They know why they're doing it.
[01:09:05.801 --> 01:09:07.803]  They're doing it to make you more submissive.
[01:09:07.823 --> 01:09:09.104]  It is a toxic sedative.
[01:09:10.313 --> 01:09:17.338]  That also then makes you sick and gets you into their own medical-industrial complex.
[01:09:17.939 --> 01:09:19.580]  That doesn't mean the doctors know.
[01:09:19.620 --> 01:09:20.700]  They're compartmentalized.
[01:09:22.061 --> 01:09:23.923]  I mean, take the drug company edge.
[01:09:25.024 --> 01:09:33.950]  They say you're restless at night and have trouble sleeping, so take a drug that causes heart attacks, deaths, dizziness, nosebleeds.
[01:09:35.071 --> 01:09:35.871]  Ask your doctor.
[01:09:35.911 --> 01:09:36.592]  See, it's all
[01:09:37.620 --> 01:09:39.001]  It's insanity is what it is.
[01:09:39.462 --> 01:09:42.724]  It's just open social engineering total craziness.
[01:09:42.744 --> 01:09:49.810]  We're going to go to Mike and Alan and Steve and Galen and Shauna and others here in just a moment.
[01:09:51.271 --> 01:09:52.292]  A few of our sponsors.
[01:09:52.392 --> 01:09:55.434]  One of them is the great folks at efoodsdirect.com.
[01:09:55.854 --> 01:09:57.276]  That's the J. Michael Stevens Group.
[01:09:57.296 --> 01:09:58.617]  27 years.
[01:09:59.197 --> 01:10:02.179]  The longest continually operating storable foods company in the nation.
[01:10:02.580 --> 01:10:05.682]  I've gotten storable foods from them now four separate times.
[01:10:05.702 --> 01:10:06.683]  That's right, I'm beefing up.
[01:10:07.426 --> 01:10:10.889]  Just got a two-year supply for two people last month.
[01:10:12.610 --> 01:10:19.396]  No MSG, no additives, just high-quality freeze-dried and dried foods in big cans.
[01:10:20.096 --> 01:10:26.341]  It stores in very small areas, lasts more than 10 years in climate control, 10 years in non-climate control.
[01:10:27.462 --> 01:10:29.364]  It's an insurance policy you can eat.
[01:10:29.884 --> 01:10:34.588]  With food prices skyrocketing the way they are, you'll make your money back just having this and waiting a year and eating it.
[01:10:35.168 --> 01:10:36.890]  So it's an insurance policy you will use.
[01:10:37.854 --> 01:10:41.695]  Governments always use food as a weapon to control you, make you hand your guns in.
[01:10:42.015 --> 01:10:42.795]  That's in U.N.
[01:10:42.815 --> 01:10:43.595]  handbooks and U.S.
[01:10:43.635 --> 01:10:44.395]  government handbooks.
[01:10:45.295 --> 01:10:46.276]  We've covered that here.
[01:10:46.536 --> 01:10:48.236]  You need to give them a call at 1-800-409-5633.
[01:10:48.256 --> 01:10:49.236]  1-800-409-5633 or efoodsdirect.com.
[01:10:49.276 --> 01:10:52.437]  Big banners at the top of infowars.com and prisonplanet.com.
[01:10:52.457 --> 01:10:53.997]  Also, there's the fine folks at InnerFood.
[01:11:07.404 --> 01:11:08.785]  Inner Health Botanicals.
[01:11:09.485 --> 01:11:14.668]  They have healthy Cocos energized with not vitamins, but with the raw superfood.
[01:11:14.688 --> 01:11:20.011]  So it's a whole food, unpasteurized, so the nutritive value has not been damaged.
[01:11:20.292 --> 01:11:21.432]  In fact, it's been maximized.
[01:11:21.772 --> 01:11:25.755]  They have healthy coffees, but their big one is their inner food.
[01:11:25.775 --> 01:11:31.418]  There's the two little scoops of 20 superfoods, green food, into your juice every morning or evening.
[01:11:32.242 --> 01:11:34.144]  And take it whenever you want, once a day.
[01:11:34.724 --> 01:11:37.567]  And almost all of us are nutrient deficient.
[01:11:37.667 --> 01:11:39.308]  This will give you what you need.
[01:11:39.328 --> 01:11:39.388]  1-866-762-9238.
[01:11:39.408 --> 01:11:39.869]  1-866-762-9238.
[01:11:39.889 --> 01:11:40.949]  Or ENERFOOD.COM.
[01:11:40.969 --> 01:11:44.492]  And if you go to INFOWARS.COM, there is a banner right in the middle of the page.
[01:11:44.592 --> 01:11:48.796]  When you go there, it gives you 10% off on that ENERFOOD subpage at ENERFOOD.COM.
[01:11:48.816 --> 01:11:48.916]  Okay.
[01:11:59.275 --> 01:11:59.935]  I've done okay.
[01:11:59.975 --> 01:12:01.076]  I've taken about seven calls.
[01:12:01.176 --> 01:12:02.937]  That's not getting towards my goal of a hundred.
[01:12:04.658 --> 01:12:07.259]  Because you're asking such good questions and I also want to let you talk.
[01:12:08.240 --> 01:12:12.102]  But we're going to have to hurry through these if I'm going to get anywhere near my goal of a hundred.
[01:12:13.003 --> 01:12:16.204]  Let's go ahead and talk to Mike in Chicago.
[01:12:16.284 --> 01:12:16.805]  Mike, go ahead.
[01:12:17.645 --> 01:12:18.385]  How's it going, Alex?
[01:12:18.425 --> 01:12:20.967]  Just want to say we thank you for your patriotism.
[01:12:21.167 --> 01:12:23.528]  I've got three things to talk about.
[01:12:23.568 --> 01:12:24.229]  Let me stop you.
[01:12:24.269 --> 01:12:24.789]  Let me stop you.
[01:12:26.405 --> 01:12:29.309]  And I'm not being self-deprecating here, I mean this.
[01:12:31.571 --> 01:12:38.239]  This is not patriotism, this is not I've got courage, this is not Alex Jones is a great guy.
[01:12:38.360 --> 01:12:38.920]  I am not.
[01:12:40.042 --> 01:12:41.063]  Okay?
[01:12:42.044 --> 01:12:46.109]  This is an organic, instinctive response by a hillbilly.
[01:12:47.100 --> 01:12:47.500]  Okay?
[01:12:47.941 --> 01:13:10.878]  There are evil people, I found out, that run the world, that control the banking system, that control the currency, that are eugenicists, that funded Hitler, Stalin, and Mao, who openly say they want to, at the bare minimum, make us slave serfs with one-child policies and slow-kill poisonous, and at the extreme, who are going to kill 99% of us, and it looks like they're going toward the extreme.
[01:13:11.239 --> 01:13:15.262]  So, this is the bare minimum what I'm doing.
[01:13:15.282 --> 01:13:15.602]  Go ahead.
[01:13:16.672 --> 01:13:17.693]  I definitely agree.
[01:13:17.733 --> 01:13:19.535]  I agree with what you had to say there.
[01:13:19.955 --> 01:13:29.043]  What I just want to talk about first on Bohemian Grove, Tom Ridge in New Hampshire was confronted on Bohemian Grove by Gary Franchi of Lone Lantern Society.
[01:13:29.103 --> 01:13:31.425]  He spilled his guts and it's absolutely hilarious.
[01:13:32.626 --> 01:13:35.268]  Excuse me, Tom Ridge, the former head of Homeland Security?
[01:13:35.908 --> 01:13:36.249]  Correct.
[01:13:36.649 --> 01:13:37.530]  Where is this video?
[01:13:38.030 --> 01:13:39.451]  It's on YouTube.
[01:13:39.611 --> 01:13:42.053]  Just type in Lone Lantern, you'll see it.
[01:13:42.093 --> 01:13:43.114]  It's really funny.
[01:13:43.194 --> 01:13:43.935]  When did this happen?
[01:13:44.660 --> 01:13:45.941]  Uh, this was really recently.
[01:13:45.981 --> 01:13:47.242]  The video was just released.
[01:13:47.262 --> 01:13:47.942]  Let me call Aaron.
[01:13:47.982 --> 01:13:48.522]  Aaron!
[01:13:49.263 --> 01:13:50.043]  I'm not yelling at Aaron.
[01:13:50.063 --> 01:13:50.824]  He's wearing headphones.
[01:13:51.184 --> 01:13:52.125]  Aaron, come on in here, brother.
[01:13:52.145 --> 01:13:56.667]  He talks about several things and talks about how he keeps being invited to go.
[01:13:56.687 --> 01:13:58.168]  What's the headline?
[01:13:58.408 --> 01:13:59.189]  What's the headline?
[01:14:00.049 --> 01:14:03.571]  It would just be under Tom Ridge and Lone Lantern on YouTube.
[01:14:03.791 --> 01:14:05.172]  Tom Ridge, Lone Lantern, brand new.
[01:14:05.192 --> 01:14:05.993]  Let's get a blurb out.
[01:14:06.333 --> 01:14:07.394]  Get it uploaded to John's.
[01:14:07.414 --> 01:14:08.174]  We can play it, please, sir.
[01:14:09.575 --> 01:14:11.757]  Yes, correct.
[01:14:12.117 --> 01:14:19.724]  The next thing would be on the March happening, RevolutionMarch.com is organizing it and they're getting the permits.
[01:14:20.945 --> 01:14:23.967]  So if anybody wants to attend, that's the place to go.
[01:14:24.007 --> 01:14:25.469]  There's already over 13,000 pledges to be there.
[01:14:28.702 --> 01:14:35.705]  The next thing would be, just a quick plug if I can, because I'm here in Chicago and We Are Change is not here, but the Lone Lantern Society is.
[01:14:36.465 --> 01:14:46.950]  If you find us on MeetUpLoneLantern or LoneLantern.org, we have at least two meetings and one street action every month, along with film screenings of Loose Change and various other things.
[01:14:47.510 --> 01:14:51.992]  And past that, I applaud you and I won't take up any more of your time.
[01:14:52.332 --> 01:14:53.292]  Thank you so much.
[01:14:53.772 --> 01:14:57.354]  Okay, let's go ahead now and talk to Alan in California.
[01:14:59.602 --> 01:15:00.923]  Good morning, Alex.
[01:15:00.983 --> 01:15:01.223]  Hi.
[01:15:01.363 --> 01:15:02.404]  First time, long time.
[01:15:02.544 --> 01:15:02.844]  Thanks.
[01:15:02.924 --> 01:15:04.205]  Pleasure to call you.
[01:15:04.825 --> 01:15:05.385]  Two things.
[01:15:05.945 --> 01:15:17.892]  I sent you an article via Aaron about mercury being admitted by the FDA in one case that it was a contributing factor of autism.
[01:15:17.972 --> 01:15:19.373]  Yeah, that was with a young girl.
[01:15:19.673 --> 01:15:26.537]  They had a blue ribbon panel of epidemiologists, scientists, and toxicologists admitting that it contributed to her autism.
[01:15:27.297 --> 01:15:27.997]  That is correct.
[01:15:29.608 --> 01:15:34.410]  There is an agenda that's called Agenda 21 that's being put on by the elite.
[01:15:34.750 --> 01:15:36.111]  They're planning on starting World War III.
[01:15:36.131 --> 01:15:37.752]  They're putting on something called Codex Alimentarius.
[01:15:49.815 --> 01:15:54.097]  That will outlaw all guns and all nutritional supplements.
[01:15:54.277 --> 01:15:55.037]  You know, that's true.
[01:15:55.137 --> 01:15:55.738]  It ties in.
[01:15:55.778 --> 01:16:00.560]  They say guns are a health menace, and so gun control, gun banning, is in their agenda.
[01:16:01.240 --> 01:16:05.202]  It's going to occur by December 31st of 2009.
[01:16:05.322 --> 01:16:08.763]  That is their set agenda.
[01:16:09.104 --> 01:16:12.285]  They want to start World War III at that time.
[01:16:12.945 --> 01:16:14.386]  This is all on a movie.
[01:16:14.406 --> 01:16:18.848]  It's a six-hour documentary on Google Video called
[01:16:19.344 --> 01:16:23.308]  Esoteric Agendas is a six-hour movie in three parts, two hours apiece.
[01:16:23.548 --> 01:16:24.048]  Thank you, sir.
[01:16:24.068 --> 01:16:24.989]  I appreciate the call.
[01:16:25.570 --> 01:16:27.651]  One plug after another, but that's how we get the info out.
[01:16:28.732 --> 01:16:30.574]  Let's go ahead and talk to Steve in Colorado.
[01:16:30.614 --> 01:16:31.375]  Steve, you're on the air.
[01:16:31.935 --> 01:16:32.936]  Yeah, hey there, Alex.
[01:16:32.976 --> 01:16:38.561]  Well, I'd just like to... Even though you don't necessarily want to hear it, but kudos to you for the job that you're doing.
[01:16:38.601 --> 01:16:39.762]  Sir, I'm trying to survive.
[01:16:39.842 --> 01:16:43.926]  I just... The globalists have sworn to kill me and my family publicly.
[01:16:44.266 --> 01:16:46.068]  A normal person responds to that like this.
[01:16:46.767 --> 01:16:50.610]  I just don't want people to think it's extraordinary to fight back, even though it is.
[01:16:50.770 --> 01:16:52.792]  That's why we're in this situation.
[01:16:53.332 --> 01:17:01.919]  Well, we just appreciate you for kind of being the, I guess, the point guy or whatever, because I don't know of hardly, you know, who else is out there that's got a radio program like you do?
