[00:00:00.089 --> 00:00:00.549]  So much more.
[01:00:10.427 --> 01:00:11.988]  What are you wearing those sunglasses for?
[01:00:12.268 --> 01:00:13.788]  Well, it's bright out there.
[01:00:14.248 --> 01:00:14.868]  I'll bet it is.
[01:00:18.943 --> 01:00:19.663]  Oh my god.
[01:00:20.183 --> 01:00:21.264]  What is that you have there?
[01:00:21.284 --> 01:00:23.705]  Oh, we're going to put info weapons on all of those.
[01:00:23.725 --> 01:00:25.705]  Public access material.
[01:00:26.265 --> 01:00:26.825]  Right here.
[01:00:27.566 --> 01:00:28.426]  Info bombs.
[01:00:28.846 --> 01:00:29.466]  Absolutely.
[01:00:29.806 --> 01:00:30.747]  Well, you're doing a great job.
[01:00:30.847 --> 01:00:32.447]  You know, we've got a big guest next week.
[01:00:32.467 --> 01:00:33.408]  We can't tell people who it is.
[01:00:33.468 --> 01:00:34.388]  Hell, I've got a couple.
[01:00:34.948 --> 01:00:36.568]  And, oh yeah, one of them is really big.
[01:00:36.588 --> 01:00:40.310]  But I forgot to ask you, is that super mega big one confirmed?
[01:00:40.330 --> 01:00:41.290]  I have his number.
[01:00:42.748 --> 01:00:43.548]  Oh, he's going to be at home?
[01:00:43.989 --> 01:00:45.790]  Well, I have our call-in number, so we're set on that.
[01:00:45.830 --> 01:00:48.131]  No, but that's what they told me, is that this time he'd be at home.
[01:00:48.171 --> 01:00:49.652]  Yeah, yeah.
[01:00:49.672 --> 01:00:50.392]  I'll double-check that.
[01:00:50.792 --> 01:00:53.894]  Do you, but I mean, so we're calling him or he's calling us?
[01:00:53.914 --> 01:00:54.534]  We're calling him.
[01:00:54.794 --> 01:00:57.336]  Okay, double-check it all, because you know... Most definitely.
[01:00:57.356 --> 01:00:58.877]  So, what, we have two big guests next week?
[01:00:59.097 --> 01:01:03.399]  Well, we're getting a couple lined up, but we have one solid big guest.
[01:01:04.780 --> 01:01:04.980]  Yes.
[01:01:05.080 --> 01:01:05.900]  Where'd you get that hat?
[01:01:06.461 --> 01:01:07.081]  Got it from Target.
[01:01:11.142 --> 01:01:12.363]  What section was that in?
[01:01:12.383 --> 01:01:13.603]  Just buy all the hats.
[01:01:14.303 --> 01:01:15.424]  Yeah, just the hat section.
[01:01:15.524 --> 01:01:19.365]  I like fedoras, but I was thinking about buying one, but now I can't wear one because you are.
[01:01:19.685 --> 01:01:22.086]  I want to be like Jim Morris, honestly.
[01:01:22.206 --> 01:01:23.206]  I know, he is cool.
[01:01:24.367 --> 01:01:27.568]  When I met him on the JFK film, I wanted to steal his whole wardrobe.
[01:01:28.788 --> 01:01:30.189]  Well, you were wearing a fedora before that.
[01:01:30.580 --> 01:01:34.201]  Well, I had it in my closet, but I didn't have it.
[01:01:34.621 --> 01:01:36.241]  I like that pink trucking hat you got, too.
[01:01:36.261 --> 01:01:36.681]  That's good.
[01:01:36.701 --> 01:01:38.742]  Yeah, I can get you more of those, too.
[01:01:39.342 --> 01:01:40.782]  Hell, I'm going to start dressing like that.
[01:01:41.382 --> 01:01:41.942]  I'm serious.
[01:01:41.962 --> 01:01:44.563]  We'll all be copycat Jim Mars.
[01:01:44.603 --> 01:01:45.323]  I'll grow a beard.
[01:01:45.363 --> 01:01:46.423]  Well, hell, you did grow a beard.
[01:01:46.443 --> 01:01:46.883]  I told you.
[01:01:47.063 --> 01:01:47.603]  I told you.
[01:01:47.623 --> 01:01:50.264]  I want to be Jim Mars.
[01:01:50.484 --> 01:01:52.164]  I'm working on that.
[01:01:52.184 --> 01:01:56.025]  Alright, well, you've got to go out there and get your orders from the Neanderthal Vatican Assassins.
[01:01:56.325 --> 01:01:56.505]  Exactly.
[01:01:56.745 --> 01:01:57.445]  From the Zionists.
[01:01:57.526 --> 01:01:58.126]  Alright, take care.
[01:01:58.726 --> 01:01:59.506]  There he goes.
[01:02:00.967 --> 01:02:01.828]  Alright, I'm going to shut up.
[01:02:01.889 --> 01:02:02.590]  I'm out of control.
[01:02:02.610 --> 01:02:06.116]  Ladies and gentlemen, I probably shouldn't do overdrive when I'm hyper.
[01:02:09.522 --> 01:02:09.802]  But...
[01:02:12.469 --> 01:02:13.109]  I'm not going to say it.
[01:02:13.250 --> 01:02:14.070]  Okay, here we go.
[01:02:14.591 --> 01:02:16.432]  Let's go ahead and take a few calls.
[01:02:16.772 --> 01:02:19.014]  We had folks holding from the network line on to the other lines.
[01:02:19.034 --> 01:02:20.054]  Let's just go in order here.
[01:02:20.855 --> 01:02:25.558]  Mike in Wyoming has been holding like an unbelievable trooper, and I apologize for making Mike hold this long.
[01:02:26.059 --> 01:02:27.800]  While we talk to Eddie Bear, go ahead, Mike.
[01:02:28.240 --> 01:02:28.921]  Yeah, hi Alex.
[01:02:29.741 --> 01:02:39.228]  You had a caller a little earlier who was, I think the first thing out of his mouth was praise for Israel's 60th birthday.
[01:02:40.255 --> 01:02:48.817]  And I couldn't let that one pass, since that's so important to, you know, an important cause to the schizophrenia of our movement.
[01:02:48.997 --> 01:02:50.577]  Was that praise?
[01:02:52.138 --> 01:02:54.518]  That was my understanding, yeah.
[01:02:55.818 --> 01:03:07.621]  Yeah, you know, that's why you've got tens of millions of supposedly Christians out there rooting for endless war in the Middle East, because they believe somehow that blesses Israel to slaughter
[01:03:08.488 --> 01:03:11.729]  Uh, Palestinians and Iraqis and Iranians.
[01:03:12.669 --> 01:03:17.870]  And I just, I would encourage that caller to go to a website.
[01:03:17.990 --> 01:03:25.752]  It's run by a former Baptist deacon who was also a member of the Council of the Birch Society.
[01:03:25.852 --> 01:03:28.533]  So he eventually saw through the nonsense.
[01:03:29.393 --> 01:03:34.896]  And he's dedicated the rest of his life to waking Christians up to the Christian side.
[01:03:34.996 --> 01:03:35.737]  Yo, what's his name?
[01:03:35.797 --> 01:03:37.338]  I've actually heard him on shows.
[01:03:37.358 --> 01:03:37.918]  What's his name?
[01:03:38.338 --> 01:03:39.159]  Charles Carlson.
[01:03:39.759 --> 01:03:40.639]  Charles Carlson.
[01:03:40.679 --> 01:03:41.600]  Maybe I should get him on.
[01:03:41.700 --> 01:03:42.921]  He's down in the Phoenix area.
[01:03:43.501 --> 01:03:44.442]  Yeah, that's him.
[01:03:44.462 --> 01:03:45.342]  We're going to get him on.
[01:03:45.662 --> 01:03:50.025]  Tell Eddie Bear to get Charles Carlson on.
[01:03:50.945 --> 01:03:56.048]  His website is www.whtt.org as in We Hold These Truths.
[01:03:56.999 --> 01:04:02.700]  And I would encourage him to go to the Roots of Christian Zionism link at the upper left.
[01:04:03.562 --> 01:04:09.546]  Also to go to the bookstore and look for... Yeah, he went down and protested Pastor Hagee a while back.
[01:04:09.626 --> 01:04:10.107]  Exactly.
[01:04:10.407 --> 01:04:11.287]  Yeah, that's the same one.
[01:04:11.307 --> 01:04:12.068]  Kind of hurt my feelings.
[01:04:12.088 --> 01:04:14.490]  He was on a radio show and I called him and said, oh, I really agree with you.
[01:04:14.550 --> 01:04:21.534]  And it was almost more important for him, to a certain extent, and the host to be exclusive and only they knew the truth.
[01:04:21.875 --> 01:04:23.836]  And I was like trying to agree and have solidarity.
[01:04:23.856 --> 01:04:25.057]  And it was like, no, you're bad.
[01:04:25.837 --> 01:04:30.981]  I mean, that's what's kind of wrong with our movement, is that it's so sectarian.
[01:04:31.021 --> 01:04:32.302]  Did you hear my rant on that earlier?
[01:04:33.286 --> 01:04:33.866]  Yes, I did.
[01:04:35.387 --> 01:04:36.387]  I don't know what happened there.
[01:04:36.447 --> 01:04:38.587]  He may have misunderstood what you were saying.
[01:04:38.647 --> 01:04:41.388]  He sounds a little more gruff than he really is.
[01:04:41.408 --> 01:04:43.789]  No, it wasn't that.
[01:04:43.809 --> 01:04:50.830]  He was being friendlier than the host, but it was just kind of, well, you can't join us because you're obviously badmen covering us up.
[01:04:54.971 --> 01:05:04.459]  Yeah, but if the caller would go to the bookstore also, any of Dr. Gordon Ginn's books will help him see through the fog.
[01:05:05.259 --> 01:05:08.362]  Well, I mean, Charles Carlson is an eloquent, well-spoken guy, and it is true.
[01:05:08.402 --> 01:05:15.847]  I mean, Hagee sang, I got clips saying, we need to kill more Palestinians, every dead child is wonderful, and Jesus wasn't the Messiah.
[01:05:16.168 --> 01:05:17.809]  I mean, that's how weird all this has gotten?
[01:05:18.089 --> 01:05:25.867]  You know, I called one of his associate pastors and the guy called me back a couple days later and we got to talking for quite a while.
[01:05:26.836 --> 01:05:43.823]  When I started explaining, you know, the roots of modern-day Judaism, how it came directly out of Phariseeism, how most so-called Jews are actually Gentile converts to Pharisaic Judaism, all of a sudden some kind of buzzer goes off, and, oh, I've got to go!
[01:05:44.583 --> 01:05:49.685]  So these guys are brainwashed, I'm afraid, and just don't want to hear the truth.
[01:05:50.045 --> 01:05:50.425]  Absolutely.
[01:05:50.445 --> 01:05:51.826]  Well, we'll get Charles Carlson on.
[01:05:52.446 --> 01:06:04.349]  Yeah, but you know, the bottom line is the Scofield Bible, which is probably the real source of all this nonsense, was a creation of the Oxford University Press.
[01:06:04.649 --> 01:06:05.869]  No, no, I know the whole story.
[01:06:05.969 --> 01:06:13.351]  I know you do, but I don't think he does, which is also the epicenter of globalism, as in the Rhodes Scholarship, etc.
[01:06:13.411 --> 01:06:19.433]  Well, they understand about myth-making and slowly, over time, crafting societies.
[01:06:19.693 --> 01:06:19.953]  Right.
[01:06:20.193 --> 01:06:24.275]  They think multi-generationally, and we don't, unfortunately.
[01:06:24.555 --> 01:06:24.735]  Yep.
[01:06:24.815 --> 01:06:25.216]  Take care.
[01:06:25.276 --> 01:06:25.936]  Good to hear from you.
[01:06:25.996 --> 01:06:26.316]  You too.
[01:06:27.157 --> 01:06:31.799]  Let's go ahead now and take another censored call.
[01:06:31.839 --> 01:06:32.879]  They're all censored.
[01:06:32.939 --> 01:06:33.840]  They're all fake.
[01:06:34.773 --> 01:06:41.058]  Well, you'll see that on YouTube, but you can any day call in 1-800-259-9231 when I'm doing my show.
[01:06:42.799 --> 01:06:46.943]  Or you can call the 512-646-5400 and we just put you on.
[01:06:46.963 --> 01:06:48.284]  You disagree, go to the other line.
[01:06:48.804 --> 01:06:50.846]  You can disprove all those liars right now.
[01:06:51.266 --> 01:06:52.527]  Anytime you want, you'll notice.
[01:06:53.348 --> 01:06:56.170]  But the facts don't matter, do they?
[01:06:56.190 --> 01:06:59.133]  It's just more important that the New World Order win for you, isn't it?
[01:07:01.294 --> 01:07:02.816]  People are jealous of the real McCoy.
[01:07:05.262 --> 01:07:14.227]  Anyways, I work all the time and I'm dedicated because I'm covering up for the secret Neanderthal takeover.
[01:07:14.247 --> 01:07:15.328]  I'm not kidding, folks.
[01:07:15.868 --> 01:07:17.329]  There's a whole group that believes that now.
[01:07:18.890 --> 01:07:22.292]  Let's... I'm just... Oh my gosh.
[01:07:22.372 --> 01:07:23.332]  Who's up next here?
[01:07:23.352 --> 01:07:27.195]  I want to go to Evian in Nashville holding like an incredible trooper.
[01:07:27.235 --> 01:07:27.535]  Go ahead.
[01:07:30.805 --> 01:07:31.545]  I have a question.
[01:07:32.726 --> 01:07:33.706]  I thought you were a woman.
[01:07:33.726 --> 01:07:35.167]  I'm not bashing her name, Evian.
[01:07:36.788 --> 01:07:37.548]  What a pretty name.
[01:07:37.568 --> 01:07:38.568]  It is a pretty name.
[01:07:38.588 --> 01:07:41.870]  Oh, it's fantastic, oh yes.
[01:07:41.910 --> 01:07:48.372]  I read an article earlier that said that the Vatican says it is okay to believe in UFOs.
[01:07:48.733 --> 01:07:51.654]  Yes, I actually have that in my stack today as part of my cover-up.
[01:07:52.116 --> 01:07:53.937]  Yeah, it's fantastic information.
[01:07:53.957 --> 01:07:59.321]  Because that goes, for me, into the suppression of innovation in America, and then to Henry Kissinger.
[01:07:59.721 --> 01:08:07.266]  Because with the suppression of innovation in America, we have this literal future sitting right before our eyes that is sitting in a secret room somewhere.
[01:08:07.286 --> 01:08:10.188]  Well, it's not sitting in a secret room.
[01:08:10.269 --> 01:08:13.311]  You have the... I'm going to draw people a picture.
[01:08:13.331 --> 01:08:14.051]  I'm going to put you on hold.
[01:08:14.071 --> 01:08:14.912]  I'm going to come back to you.
[01:08:15.292 --> 01:08:16.633]  Document cam, please.
[01:08:16.653 --> 01:08:19.435]  I think my controller flew off on the floor over there.
[01:08:21.208 --> 01:08:24.050]  Because I want to go to document cam instead of money bomb cam.
[01:08:24.070 --> 01:08:26.752]  I want to draw a picture for people to explain this to them.
[01:08:29.133 --> 01:08:31.654]  I have a remote control to switch between the video feed off the computer.
[01:08:31.674 --> 01:08:32.575]  I think it's under those papers.
[01:08:32.635 --> 01:08:33.235]  It fell off.
[01:08:33.375 --> 01:08:33.816]  Oh, here it is.
[01:08:33.856 --> 01:08:34.196]  Never mind.
[01:08:34.216 --> 01:08:35.457]  There we go.
[01:08:35.477 --> 01:08:35.737]  Sorry.
[01:08:35.757 --> 01:08:37.478]  Okay, I'm going to draw a picture for everybody.
[01:08:37.538 --> 01:08:38.298]  Okay, you see this?
[01:08:39.579 --> 01:08:45.343]  Here is the general technological plane of existence, okay?
[01:08:46.283 --> 01:08:48.725]  And technology grows very slowly
[01:08:49.927 --> 01:08:56.790]  Even though it appears like it's growing fast, on a decade-by-decade basis, it is growing and developing for the general public.
[01:08:57.291 --> 01:09:09.436]  But, with the national security apparatus that took over in 1947, they have put 90% of government research funding into secret operations, into control, into developing new technologies.
[01:09:09.456 --> 01:09:12.538]  Some of that they farm back out into our society.
[01:09:13.098 --> 01:09:16.299]  So basically, this is the general public's technological level.
[01:09:16.879 --> 01:09:22.300]  And you could argue that some first world nations, like South Korea, is the most technically advanced.
[01:09:22.780 --> 01:09:25.160]  Japan is about as advanced.
[01:09:25.200 --> 01:09:25.621]  The U.S.
