[00:00:00.049 --> 00:00:01.210]  SprayYourPlate.com.
[01:56:38.678 --> 01:56:52.805]  Kudos to Mr. Tarpley, and hopefully Alex, you can bring on Larry Sinclair and the preacher that's had their videos on YouTube with respect to his lying about drug use, since he says he hasn't used drugs since he was in college.
[01:56:53.445 --> 01:56:55.466]  And in fact, he did it in 2000, I believe it was 2001, with Sinclair.
[01:56:59.768 --> 01:57:06.832]  1999.
[01:56:59.929 --> 01:57:06.832]  That would be Reverend James David Manning, one of the biggest black churches in Harlem and New York City, and I strongly recommend him.
[01:57:07.052 --> 01:57:08.293]  Well look, we're out of time.
[01:57:08.333 --> 01:57:24.242]  Go to InfoWars.com, get Tarpley's books, InfoWars.com, go read the article, and you can go read stories with his quotes and videos of him saying ban most types of rifles, and you know the bottom line is I've stayed out of this, but anytime somebody comes on air
[01:57:25.046 --> 01:57:32.011]  And anytime somebody calls the police, and anytime cops come on TV and say, we're going to arrest you for your speech, well, guess what?
[01:57:32.391 --> 01:57:39.297]  A John McCain sticker is about to go on my car right now, unless Barack Obama comes out and denounces all of this.
[01:57:39.737 --> 01:57:42.519]  I have stayed out of this, but I am not putting up with this.
[01:57:42.779 --> 01:57:44.700]  And I'm not going to put up with you Obama zombies either.
[01:57:45.121 --> 01:57:46.402]  Webster, thanks for coming on with us.
[01:57:46.422 --> 01:57:48.063]  Thank you, Alex, and congratulations.
[01:57:48.103 --> 01:57:49.664]  You performed an important public service.
[01:57:49.684 --> 01:57:50.064]  Thank you.
[01:57:50.084 --> 01:57:50.725]  We're out of time!
[01:57:50.925 --> 01:57:51.945]  Hi, this is Ted Anderson.
[01:57:51.965 --> 01:57:53.786]  Did you miss your favorite shows on GCN today?
[01:57:54.106 --> 01:58:01.728]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:58:02.128 --> 01:58:07.810]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:58:08.170 --> 01:58:09.010]  It's simple to use.
[01:58:09.290 --> 01:58:13.451]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:58:13.991 --> 01:58:14.852]  Don't get discouraged.
[01:58:14.952 --> 01:58:16.192]  Get On Demand, free!
[01:58:16.652 --> 01:58:19.273]  Thanks again to the listeners at GCNlive.com.
[01:58:21.758 --> 01:58:22.779]  Looking for profit?
[01:58:22.839 --> 01:58:24.240]  Looking for safety and security?
[01:58:24.580 --> 01:58:27.602]  The $10 Olympic commemorative gold coin offers both.
[01:58:27.822 --> 01:58:35.387]  This low-mintage collector coin with a total series mintage under $600,000 has sold at four times its current price.
[01:58:35.467 --> 01:58:39.189]  Falling dollar values and inflation make this likely to happen again.
[01:58:39.209 --> 01:58:40.730]  Secure your position today.
[01:58:41.050 --> 01:58:42.271]  Call Midas Resources at 1-800-686-2237.
[01:58:42.291 --> 01:58:42.571]  That's 1-800-686-2237.
[01:58:50.774 --> 01:58:56.600]  The pharmaceutical recalls of such products as Vioxx and Celebrex have left many searching for safer options.
[01:58:56.880 --> 01:59:04.668]  Nature's Renewal Supreme Joint Formula provides glucosamine and chondroitin sulfate to regenerate healthy cartilage.
[01:59:04.848 --> 01:59:10.574]  Hyaluronic acid, a vital component for your soft connective tissue and natural body lubricants of your joints,
[01:59:10.794 --> 01:59:11.535]  I think so.
[01:59:35.649 --> 01:59:38.331]  Or visit us at pncdistributors.com.
[01:59:38.551 --> 01:59:42.394]  That's P, the letter N, C, distributors.com.
[01:59:42.554 --> 01:59:47.918]  Mention coupon code GCN and receive a free bottle of our companion topical roll-on product.
[01:59:48.158 --> 01:59:50.199]  Guaranteed for your money back!
[01:59:54.762 --> 01:59:57.064]  This is the GCN Radio Network.
