[00:00:00.655 --> 00:00:01.636]  Initiate launch.
[01:12:36.426 --> 01:12:39.928]  And then when I called back a day later, they said, oh, yeah, no, he had to go to something else.
[01:12:39.948 --> 01:12:41.209]  I never really tracked it down.
[01:12:42.730 --> 01:12:46.832]  I don't have time to network with these people, but it's important, so I need to reach out to Woody Harrelson.
[01:12:48.613 --> 01:12:49.373]  Is the point of the rant.
[01:12:51.835 --> 01:13:02.520]  Well, to get back to the media coverage, yeah, they're very nervous, they're very scared, they see the poll numbers indicating that America has lost faith in the corporate media.
[01:13:02.800 --> 01:13:06.662]  They're turning to the alternative media because they want to go where they think they're going to find the truth.
[01:13:07.322 --> 01:13:11.145]  And certainly looking at my numbers, they continue to go up.
[01:13:11.185 --> 01:13:12.447]  Your numbers continue to go up.
[01:13:12.787 --> 01:13:18.031]  And yet every day we hear about traditional newspapers having to let people go, cut back on their editions.
[01:13:18.311 --> 01:13:21.194]  We hear TV news programs are losing their audience.
[01:13:22.235 --> 01:13:23.636]  The trend is definitely there.
[01:13:24.096 --> 01:13:35.266]  And as the media gets into this survival mode, I expect we're going to see a lot of just outright bashing and attacks and smears coming from their side of the room.
[01:13:36.258 --> 01:13:46.380]  Also, they're admitting, in a lot of policy reports we've covered here with the Internet, too, and the Internet 2 Consortium admits they have a plan to shut down the old web, force us onto a controlled web.
[01:13:46.400 --> 01:13:47.801]  I want to get to that after calls.
[01:13:49.001 --> 01:13:50.581]  Let's go to Bill in Iowa.
[01:13:50.621 --> 01:13:51.942]  Bill, you're on the air with Mike Rivero.
[01:13:52.002 --> 01:13:52.322]  Welcome.
[01:13:53.442 --> 01:13:55.542]  Yeah, thank you for taking my call.
[01:13:56.883 --> 01:14:00.864]  Two brilliant minds together, Alex Jones and Mike Rivero.
[01:14:03.388 --> 01:14:04.889]  Small town of Iowa.
[01:14:05.189 --> 01:14:14.052]  Oh, by the way, I'm a longtime listener and a TV member, and I have been doing my homework.
[01:14:14.992 --> 01:14:19.013]  We migrated up here from Lake Charles, Louisiana, because of my work.
[01:14:20.314 --> 01:14:31.798]  And since we lived, I've been living here, I go to city council meetings and I've been sharing your DVDs and material and getting a lot of people around here.
[01:14:33.038 --> 01:14:45.161]  Kind of wake up a little bit, and I actually, probably 50% of the homes in this little town had Ron Paul signs in their yard during the primary.
[01:14:46.261 --> 01:14:50.762]  Anyway, about the Second Amendment, I have a small collection.
[01:14:57.003 --> 01:15:01.104]  Whenever you have a president that can't prove citizenship, that to me...
[01:15:04.205 --> 01:15:18.152]  I'm very passionate in what I believe in, and I believe in the Constitution of the United States, and I'm prepared to defend that to the end, give me liberty or give me death.
[01:15:18.632 --> 01:15:21.373]  Now besides that, I have a very important question.
[01:15:21.974 --> 01:15:26.236]  Years ago, in 2004, you had a guest on your show.
[01:15:27.236 --> 01:15:30.899]  His name was retired Colonel Don D. Grand Prix.
[01:15:31.280 --> 01:15:31.580]  Yes.
[01:15:32.561 --> 01:15:40.948]  And I listened to that interview and I was highly impressed that you had the transcript on your website and I printed that out.
[01:15:41.829 --> 01:15:49.235]  And he said, wasn't he a member of the Joint Chiefs of Staff at one time?
[01:15:49.536 --> 01:15:50.477]  He was assigned to it.
[01:15:51.517 --> 01:15:52.959]  Okay.
[01:15:53.359 --> 01:15:53.980]  He said that
[01:15:55.017 --> 01:16:18.491]  He was in communication on a weekly basis with friends of his that work in the Pentagon and he said that 70, I believe it was 70% of the highest ranking military people were on our side and he believed that they were going to
[01:16:22.122 --> 01:16:27.049]  Yes, I'm wondering what happened to that and another thing is it just blows my mind that there is no
[01:16:37.364 --> 01:16:44.649]  It seems to me like there is some people in the military, higher ups, with some integrity.
[01:16:45.010 --> 01:16:45.490]  No, I hear you.
[01:16:45.510 --> 01:16:49.873]  Let me comment on it, because we've got to get to other callers, and you're a great caller, but I've got to move on here.
[01:16:49.893 --> 01:16:50.714]  It's a very important point.
[01:16:51.274 --> 01:16:53.576]  I tried to get Colonel Donna Grand Prix back on.
[01:16:53.596 --> 01:16:55.818]  He'd had major heart problems.
[01:16:55.838 --> 01:16:58.740]  I don't want to get into his things he told me privately.
[01:16:59.700 --> 01:17:02.663]  He didn't say don't tell people, but I don't like getting into people's medical problems.
[01:17:03.243 --> 01:17:09.172]  He was in serious medical trouble four or five years ago and couldn't come back on
[01:17:11.738 --> 01:17:16.300]  Then I talked to his wife, and I'm not even sure if he, well, we need to call and try to find out.
[01:17:16.780 --> 01:17:24.503]  So, before I forget, will you go tell Joey, our new producer, to look in my phone numbers, or to do a Google search, Colonel Don DeGranpre.
[01:17:24.883 --> 01:17:31.206]  If anybody else knows his location, or how he's doing, or whether he's alive, or what's going on with an email.
[01:17:31.646 --> 01:17:33.727]  So we set Joey up an email, we need to get that done.
[01:17:34.407 --> 01:17:36.208]  We'll set up Joey at Infowars.com.
[01:17:36.628 --> 01:17:41.110]  But Aaron has just got back into town today from New York interviewing for the Obama film,
[01:17:44.574 --> 01:17:47.097]  The person he went to interview there in New York, Gerald Cilente.
[01:17:48.539 --> 01:17:53.145]  Also, CC, if you know where he is, folks, to Aaron at InfoWars.com.
[01:17:53.826 --> 01:17:55.108]  But, any comments on Col.
[01:17:55.148 --> 01:17:55.989]  Donna Graham-Premike?
[01:17:57.646 --> 01:18:02.287]  Um, actually I've not been following his particular issue as closely as I'd like to.
[01:18:03.548 --> 01:18:04.388]  So, sadly, no.
[01:18:05.148 --> 01:18:11.250]  Yeah, he was a guy, and a lot of it flushed out, who named the name of the pilot who shot down 93 and did say that it was in order to shoot it down.
[01:18:13.210 --> 01:18:14.071]  So he got into all that.
[01:18:14.331 --> 01:18:15.591]  Let's go to another caller here.
[01:18:16.271 --> 01:18:17.812]  Let's talk to Michael in Mass.
[01:18:17.912 --> 01:18:18.812]  Michael, you're on the air.
[01:18:18.832 --> 01:18:20.672]  Hey, how's it going guys?
[01:18:21.372 --> 01:18:21.953]  Good, go ahead.
[01:18:23.913 --> 01:18:26.694]  Well, we're talking about the great shift that appears to be happening.
[01:18:27.321 --> 01:18:33.286]  Western Society, and I wanted to read you guys a quote going all the way back to the 30's.
[01:18:33.326 --> 01:18:36.029]  It was in William Shriver's Berlin Diary.
[01:18:36.549 --> 01:18:40.933]  He was an American journalist in Berlin during the Nazi takeover.
[01:18:41.554 --> 01:18:45.257]  And he was talking to someone... Didn't he write Rise and Fall of the Third Reich?
[01:18:45.897 --> 01:18:46.918]  Yeah, that was his big work.
[01:18:47.359 --> 01:18:47.939]  Yeah, go ahead.
[01:18:48.520 --> 01:18:49.320]  This is incredible.
[01:18:50.441 --> 01:18:54.425]  He's talking to a man whose parents were German, but he was an American.
[01:18:54.793 --> 01:18:55.393]  Here it goes.
[01:19:24.989 --> 01:19:25.470]  We're good to go.
[01:19:45.334 --> 01:19:47.255]  Stan, I don't want to hear this quote when we come back.
[01:19:47.775 --> 01:19:54.177]  Finish the quote up or recap it and we'll get Mike Rivero's take with you and then go to more phone calls.
[01:19:54.197 --> 01:19:57.318]  I'm going to play some of these Super Bowl ads and analyze and critique them.
[01:19:57.358 --> 01:19:58.559]  A ton of other news coming up.
[01:19:59.039 --> 01:20:01.520]  We've got an hour and 40 minutes left in transmission.
[01:20:01.540 --> 01:20:03.561]  It's going to be completely jam-packed.
[01:20:03.641 --> 01:20:05.081]  Remember, how do we reach more people?
[01:20:05.561 --> 01:20:09.803]  One easy thing you can do is spread the word about this radio show, however you're listening.
[01:20:11.963 --> 01:20:12.323]  Good day.
[01:20:12.463 --> 01:20:14.044]  Jim Newcomer from Midas Resources.
[01:20:14.285 --> 01:20:15.545]  February 3rd, 2009.
[01:20:16.106 --> 01:20:17.987]  Gold opened this morning at $9.0580.
[01:20:18.107 --> 01:20:23.030]  A one ounce gold coin can be purchased for $9.3208, $4.6604 for a half ounce, and $2.3302 for the quarter ounce.
[01:20:23.050 --> 01:20:23.571]  That's $9.3208, $4.6604, and $2.3302.
[01:20:30.155 --> 01:20:43.940]  How is it that we the people grow the cotton, weave it into fabric, engrave the ink, embed the strips and fibers that protect it from counterfeit, then cart the money off to a privately owned bank to have it lent back to us at interest, forcing us to pay taxes and servicing debt?
[01:20:44.181 --> 01:20:45.181]  Is this capitalism?
[01:20:45.441 --> 01:20:52.764]  Or was Jefferson correct when he said, a central bank issuing a public currency is a greater menace to the liberties of the people than a standing army?
[01:20:53.004 --> 01:20:53.984]  Hi, Ted Anderson.
[01:20:54.105 --> 01:20:58.586]  I'm placing a free silver dollar inside of a book that explains how the monetary system works.
[01:20:58.787 --> 01:20:59.707]  Call for your copy.
[01:20:59.727 --> 01:20:59.967]  1-800-686-2237.
[01:21:00.027 --> 01:21:04.589]  Isn't it time to understand the system?
[01:21:04.689 --> 01:21:05.510]  Call 800-686-2237.
[01:21:06.870 --> 01:21:08.291]  That's 800-686-2237.
[01:21:09.451 --> 01:21:17.875]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:21:18.255 --> 01:21:19.916]  The enemy struck America on September 11th.
[01:21:20.891 --> 01:21:21.911]  But who is the enemy?
[01:21:22.432 --> 01:21:22.912]  Bin Laden.
[01:21:23.252 --> 01:21:24.212]  This is his M.O.
[01:21:24.233 --> 01:21:25.573]  We have to look to the Middle East.
[01:21:25.593 --> 01:21:27.254]  We have to look to Osama Bin Laden.
[01:21:27.594 --> 01:21:34.337]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:21:34.737 --> 01:21:35.177]  Some U.S.
[01:21:35.217 --> 01:21:40.880]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:21:41.560 --> 01:21:45.061]  I'm aware that some Israeli citizens have been detained.
[01:21:45.081 --> 01:21:47.222]  Either you are with us, or you are with the terrorists.
[01:22:11.963 --> 01:22:17.427]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:22:17.467 --> 01:22:17.988]  and the world.
[01:22:18.268 --> 01:22:21.730]  And for the first time in their lives, they are feeling the need for preparedness.
[01:22:22.131 --> 01:22:28.355]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:22:28.635 --> 01:22:30.417]  Ready Reserve is the manufacturer.
[01:22:30.657 --> 01:22:38.603]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:22:38.863 --> 01:22:43.310]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:22:43.571 --> 01:22:49.119]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:22:49.400 --> 01:22:51.403]  Many companies do not even offer a catalog.
[01:22:51.583 --> 01:22:53.827]  We will be more than happy to send a catalog to you.
[01:22:54.147 --> 01:22:54.947]  Free of charge.
[01:22:55.248 --> 01:22:58.009]  Dial 1-800-453-2202.
[01:22:58.029 --> 01:22:59.590]  1-800-453-2202.
[01:23:00.271 --> 01:23:03.412]  Or visit our website at ReadyReserveFoods.com.
[01:23:03.693 --> 01:23:06.654]  Factory direct, wholesale pricing from Ready Reserve Foods.
[01:23:06.914 --> 01:23:10.056]  Call us at 1-800-453-2202.
[01:23:11.257 --> 01:23:14.919]  When times get tough, we must all decide what's most important in life.
[01:23:15.219 --> 01:23:20.182]  At EnduringRose.com, we believe that lasting relationships are what make life most meaningful.
[01:23:20.689 --> 01:23:24.951]  Showing our loved ones that we care is what helps us find happiness in an uncertain world.
[01:23:25.491 --> 01:23:26.792]  Enduring Rose can help.
[01:23:27.172 --> 01:23:33.295]  We have taken real roses, the universal symbols of love, and coated them in eternal and precious 24 karat gold.
[01:23:33.736 --> 01:23:38.338]  These roses, forever preserved in either white or yellow gold, will never wither and never die.
