[00:00:00.433 --> 00:00:02.796]  Organicacede.com today!
[00:55:38.236 --> 00:55:39.777]  You're criminals, we're gonna get you.
[00:55:40.077 --> 00:55:40.477]  You're criminals!
[00:55:41.818 --> 00:55:46.786]  And a lot of you are just compartmentalized, you just grab the data and pass it up to the sicko eggheads above you.
[00:55:46.806 --> 00:55:49.650]  Okay, now I'm getting mad.
[00:55:51.038 --> 00:56:01.081]  Just stop being in denial about what, and then the company that's made the vaccine is Baxter, caught putting weaponized bird flu in the vaccines, Bloomberg News, but you don't care.
[00:56:01.701 --> 00:56:14.064]  And people will take it and they'll die and you'll stick your kids to the ground and you'll go, proud being American, where at least I know I'm thumb scanned and everything gets listened to and the police wear black.
[00:56:14.764 --> 00:56:15.585]  We're good to go.
[00:56:34.500 --> 00:56:39.461]  The idiot-type redneck people that got to serve the New World Order are kind of the enforcers.
[00:56:39.761 --> 00:56:41.142]  It's like guerrillas, like policy.
[00:56:41.342 --> 00:56:46.763]  I mean, you know, I'm kind of ashamed I'm a little bit related to them.
[00:56:46.783 --> 00:56:48.804]  And they got a bunch of other scum working for them.
[00:56:48.844 --> 00:56:49.284]  I've seen you.
[00:56:49.304 --> 00:56:50.204]  You're a bunch of trash.
[00:56:50.804 --> 00:56:51.545]  Oh, I hate you.
[00:56:53.445 --> 00:56:55.886]  Liberty, folks, I'm really threatened by all this.
[00:56:55.906 --> 00:56:57.086]  I get a little fired up.
[00:56:58.326 --> 00:57:00.607]  But the spirit of liberty is infectious, is it not?
[00:57:03.806 --> 00:57:08.993]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:57:09.113 --> 00:57:13.499]  Will you continue to be their profit center, buying their processed food that makes you sick?
[00:57:13.639 --> 00:57:15.502]  Go to the doctor and buy their drugs?
[00:57:15.922 --> 00:57:17.284]  You don't have to cooperate.
[00:57:17.544 --> 00:57:18.586]  There is a solution.
[00:57:18.806 --> 00:57:26.831]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:57:27.231 --> 00:57:34.316]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:57:34.696 --> 00:57:40.300]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[00:57:40.740 --> 00:57:46.304]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:57:46.724 --> 00:57:50.587]  Try all of their truly honest products that will keep you alive and healthy.
[00:57:50.887 --> 00:57:57.851]  Go to enerfood.com or give them a call right now.
[00:57:57.871 --> 00:57:58.091]  866-762-9238.
[00:57:58.351 --> 00:58:01.673]  Click on their banner at infowars.com to see all the available discounts.
[00:58:03.732 --> 00:58:07.716]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[00:58:07.976 --> 00:58:09.758]  Do you really know what's in your tap water?
[00:58:09.978 --> 00:58:18.267]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:58:18.507 --> 00:58:23.732]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:58:24.052 --> 00:58:25.674]  Now what are you going to do about it?
[00:58:25.894 --> 00:58:32.235]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:58:32.415 --> 00:58:43.158]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[00:58:43.458 --> 00:58:43.978]  That's right.
[00:58:44.238 --> 00:58:46.538]  Clean water, right from the air you breathe.
[00:58:46.798 --> 00:58:48.359]  Order today by calling 1-800-691.
[00:58:50.319 --> 00:58:50.979]  We're good to go.
[00:59:03.615 --> 00:59:04.716]  This is Alex Jones.
[00:59:04.996 --> 00:59:06.778]  Have you heard of the Millionaire Patriot?
[00:59:06.978 --> 00:59:07.619]  Well, you should.
[00:59:07.959 --> 00:59:12.204]  He has a free handgun and five days of firearms training waiting for you.
[00:59:12.444 --> 00:59:12.944]  That's right.
[00:59:13.265 --> 00:59:23.195]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit, all for pennies on the dollar.
[00:59:23.295 --> 00:59:24.436]  Plus, if you act fast,
[00:59:24.616 --> 00:59:30.258]  The Millionaire Patriot will give you a free Springfield Armory XV pistol in the caliber of your choice.
[00:59:30.599 --> 00:59:37.121]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[00:59:37.502 --> 00:59:42.684]  Frontside provides such training without any boot camp mentality or drill instructor attitudes.
[00:59:43.024 --> 00:59:44.165]  This is real.
[00:59:44.485 --> 00:59:45.225]  Don't miss out.
[00:59:45.525 --> 00:59:53.910]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[00:59:54.090 --> 00:59:56.271]  Go to FrontSight.com today.
[00:59:56.451 --> 00:59:59.973]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:00:00.153 --> 01:00:03.155]  Go to FrontSight.com for your training and free gun.
[01:00:04.316 --> 01:00:09.398]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:00:09.759 --> 01:00:12.020]  Because there's a war on for your mind.
[01:00:32.801 --> 01:00:36.244]  Alright, I just had my little 20 minute visit with the FBI.
[01:00:38.225 --> 01:00:39.145]  Never fun.
[01:00:41.047 --> 01:00:44.389]  And I have my new federal subpoena right here.
[01:00:44.409 --> 01:00:47.791]  And this time there's no gag order on it.
[01:00:50.153 --> 01:00:55.576]  And it deals with the case of that moron on InfoWars.com.
[01:00:55.876 --> 01:01:00.800]  Of course, he and others said the stuff a bunch of other places, but they don't care about that.
[01:01:02.117 --> 01:01:29.555]  uh... so i have to go to trial in virginia to testify which is just absolute crap that's it we have to go to a registration system on the comments on info wars in prison planet because it just goes on and on and and and i knew it when it was happening that the uh... first fbi agent fam this is his last name i can go pull all the stuff
[01:01:30.981 --> 01:01:31.941]  In fact, call Tim in there.
[01:01:31.961 --> 01:01:33.182]  He knows Pham's first name.
[01:01:34.183 --> 01:01:39.545]  Agent Pham kept calling people randomly in the office, asking questions about my business, asking questions about me.
[01:01:40.205 --> 01:01:42.907]  And I'm like, what is it you don't need to understand, FBI?
[01:01:47.869 --> 01:01:48.549]  It's a comment.
[01:01:48.849 --> 01:01:49.570]  We removed it.
[01:01:49.690 --> 01:01:51.271]  A week later, you call up with a subpoena.
[01:01:51.311 --> 01:01:54.032]  And the FBI's like, well, why did you remove it?
[01:01:55.145 --> 01:02:16.754]  Well, because I'm not going to have a cop's home number and name on the web and where his family lives with some stupid pothead, it turns out, sitting in his mommy's basement like an idiot from his own computer with his own IP address threatening the policeman's life that shot the dark guy in the back.
[01:02:23.637 --> 01:02:24.217]  And, uh,
[01:02:26.047 --> 01:02:31.713]  I knew it was either they wanted me as a witness with their snooping or they're trying to somehow tie me in with this.
[01:02:31.733 --> 01:02:37.038]  Because I had the FBI ask me, you don't agree with that, do you?
[01:02:38.252 --> 01:02:43.935]  And I went ahead and talked to him because there's no point in paying $5,000 to have some meeting with a lawyer, you know, thousands of dollars.
[01:02:45.336 --> 01:02:50.398]  But this is the kind of crap that I deal with and the type of stuff that goes on.
[01:02:50.498 --> 01:02:58.823]  I mean, you can go to YouTube right now and find hundreds of comments in the last hour naming police, naming people, saying go after them, nothing happens.
[01:02:59.463 --> 01:03:04.686]  I've talked to people at YouTube, they just ignore the subpoenas of such a big corporation and the feds just leave them alone.
[01:03:04.906 --> 01:03:06.887]  This is just a way to harass me.
[01:03:08.376 --> 01:03:12.957]  And I'm not saying that the Austin cop that was with the FBI, that these guys are here to harass me.
[01:03:13.537 --> 01:03:14.858]  They were definitely playing the good cop.
[01:03:14.918 --> 01:03:17.958]  Hey, we can get a beer sometime, yeah, I bet.
[01:03:20.619 --> 01:03:24.340]  I told them we ought to investigate DynCorp and Halliburton for the child kidnapping rings.
[01:03:24.380 --> 01:03:33.682]  In fact, pull up, if you Google or do a YouTube, DynCorp child kidnapping congressional hearing,
[01:03:34.881 --> 01:03:39.482]  And the Congresswoman asked Rumsfeld about it, and he says, yeah, well, they got in the penalty box for doing that.
[01:03:41.963 --> 01:03:50.565]  This is kidnapping children en masse to take them to Saudi Arabia, Thailand, Israel, other places, and it's like, ah, that's not my department.
[01:03:51.045 --> 01:03:58.727]  But see, there's all these FBI agents and people for some moron, pothead, who is an idiot.
[01:04:03.068 --> 01:04:03.628]  But, uh,
[01:04:07.741 --> 01:04:11.363]  See, the threats can be on MySpace, the threats can be on YouTube, they can be everywhere.
[01:04:11.723 --> 01:04:15.664]  It's my website, InfoWars.com, PrisonPlanet.com.
[01:04:16.625 --> 01:04:22.567]  I have the White House, open surrogates, George Soros, newspapers, magazines, every day attacking me now.
[01:04:23.007 --> 01:04:24.307]  CNN went after me.
[01:04:24.827 --> 01:04:27.909]  Ed Schultz went after me on MSNBC this week.
[01:04:30.269 --> 01:04:33.310]  Or whatever his name is, something Schultz, big pumpkin head guy.
[01:04:34.611 --> 01:04:34.791]  What?
[01:04:36.704 --> 01:04:37.725]  Not Shepard Smith.
[01:04:38.185 --> 01:04:39.546]  Shepard Smith hadn't gone after me.
[01:04:43.149 --> 01:04:45.051]  I don't recognize the idiots on CNN.
[01:04:45.331 --> 01:04:46.932]  The clip's up on InfoWars.com.
[01:04:49.274 --> 01:04:51.936]  I do recognize former Air America guy.
[01:04:51.956 --> 01:04:57.580]  Got like kinda curly short red hair, looks like his head's twice the size of mine, which is, that's pretty big.
[01:04:58.241 --> 01:04:59.502]  I got somewhat of a pumpkin head.
[01:05:06.666 --> 01:05:07.707]  I'm just so sick of it.
[01:05:09.247 --> 01:05:10.648]  Did you find the clip?
[01:05:12.468 --> 01:05:13.269]  It's easy to find.
[01:05:14.149 --> 01:05:14.729]  We're pulling it up.
[01:05:14.769 --> 01:05:19.651]  I want to go out to break with this, and then I want to... We've got Bob Chapman come up.
[01:05:19.671 --> 01:05:20.591]  We're just going to take calls 1-800-259-9231.
[01:05:20.611 --> 01:05:20.671]  1-800-259-9231.
[01:05:30.356 --> 01:05:32.257]  Hey, I want to thank folks that showed up at the office.
[01:05:32.317 --> 01:05:45.923]  Very few people know where my office is because I can't have fans and supporters banging on the door all day demanding to meet with me because I got work to do, but the few people that have been over here with guests and folks were starting to show up in the parking lot ten minutes after I made the announcement that the FBI was here.
[01:05:49.341 --> 01:05:52.263]  Meanwhile, I'm the big criminal that has to be dealt with.
[01:05:52.623 --> 01:06:06.674]  I was telling these cops, hey, I got an eco-science textbook about how they want to drug the water supply and sterilize the population and take everyone's children at birth and IEDs to forcibly sterilize everybody.
[01:06:09.366 --> 01:06:10.347]  I said, do you want to see that?
[01:06:10.407 --> 01:06:11.668]  No, no, we don't want to see that.
[01:06:11.748 --> 01:06:13.049]  No, you don't want to know about that.
[01:06:13.870 --> 01:06:16.112]  I said, they're putting stuff in the water to drug us, pal.
[01:06:16.952 --> 01:06:19.414]  And they said, no, we have no doubt you're right about that.
[01:06:19.835 --> 01:06:21.696]  Well, I mean, why are we not on the same team?
[01:06:22.457 --> 01:06:23.438]  Because it's your job.
[01:06:23.458 --> 01:06:25.620]  Let me tell you something.
[01:06:25.640 --> 01:06:26.921]  Is Tim here?
[01:06:26.941 --> 01:06:28.942]  I just want Pham's first name.
[01:06:30.624 --> 01:06:31.585]  Oh, it's Dan Pham?
[01:06:32.728 --> 01:06:33.589]  Ben Pham.
[01:06:34.369 --> 01:06:35.911]  I can barely hear you when you go to the microphone.
[01:06:36.311 --> 01:06:37.292]  Ben Pham.
[01:06:37.592 --> 01:06:41.495]  FBI agent Ben Pham was asking me everything with my blood type.
[01:06:43.517 --> 01:06:48.921]  And I was like, this has nothing to do.
[01:06:49.421 --> 01:06:50.722]  A guy commented on the page.
[01:06:50.782 --> 01:06:51.503]  We took it down.
[01:06:52.023 --> 01:06:54.245]  You called up and told me to put it back up.
[01:06:54.746 --> 01:06:56.887]  And I'm not going to let you set me up, pal.
[01:06:57.088 --> 01:07:01.211]  I'm not going to post the cop's name and phone number and somebody saying kill him.
[01:07:04.033 --> 01:07:04.614]  And you know what?
[01:07:04.774 --> 01:07:07.015]  That is immoral that I was told to do that.
[01:07:09.236 --> 01:07:12.038]  Or maybe Pham just is stupid.
[01:07:13.019 --> 01:07:13.479]  I don't know.
[01:07:14.119 --> 01:07:15.640]  But let me just explain something here.
[01:07:16.681 --> 01:07:17.721]  I'm not going to do that.
[01:07:18.222 --> 01:07:20.123]  Because he would have said, I never told you that.
[01:07:21.724 --> 01:07:22.985]  I never told you to put that up.
