[00:00:04.192 --> 00:00:10.015]  The web, efoodsdirect.com, 800-409-5633.
[01:55:30.918 --> 01:55:32.981]  And I know people have talked to his office.
[01:55:32.981 --> 01:55:35.043]  They weren't even aware of it.
[01:55:35.043 --> 01:55:36.485]  And I need to get a hold of him.
[01:55:36.485 --> 01:55:38.427]  I've just been real busy myself, and he's very busy.
[01:55:39.888 --> 01:55:42.329]  I should file a personal lawsuit myself.
[01:55:42.329 --> 01:55:43.970]  I'm opposed to RFID.
[01:55:43.970 --> 01:55:48.071]  I'm opposed to... and they lump us as white supremacists.
[01:55:48.071 --> 01:55:53.813]  This should be... They say anybody that's against the North American Union is a white supremacist that wants to kill police.
[01:55:53.813 --> 01:55:57.054]  And they say if you have a libertarian sticker, you're basically a terrorist.
[01:55:57.054 --> 01:55:59.335]  And that's why the police are harassing everybody.
[01:55:59.335 --> 01:56:01.756]  They want to make... Do you know where this came from?
[01:56:01.756 --> 01:56:05.137]  The FBI and the Feds wrote it and every state has it.
[01:56:05.137 --> 01:56:08.358]  Can we target somebody who's liable for this defamation?
[01:56:09.893 --> 01:56:16.638]  Well, I mean, it's criminal for the government to be putting out secret propaganda to police demonizing the American people.
[01:56:16.638 --> 01:56:20.681]  That's why they say it's secret in the document, because they know they're getting in a lot of trouble for this.
[01:56:20.681 --> 01:56:21.721]  Brett in Montana.
[01:56:21.721 --> 01:56:22.362]  Brett, you're on the air.
[01:56:23.383 --> 01:56:26.246]  Hey sir, thanks for having me on again.
[01:56:26.246 --> 01:56:36.916]  Great job on your new film and I have it on my MySpace page and I plan on burning copies of it as soon as I can.
[01:56:36.916 --> 01:56:46.505]  What I wanted to talk to you about today was, in the past you've talked about breaking up the family and I know exactly what you're talking about.
[01:56:49.116 --> 01:56:49.356]  It is.
[01:56:49.356 --> 01:56:50.357]  She's having a hard time.
[01:57:06.556 --> 01:57:09.719]  I'm sorry to hang up on you, but we're just out of time.
[01:57:09.719 --> 01:57:11.401]  Jeff, Noah, Brian, David, call me back next time.
[01:57:11.401 --> 01:57:12.543]  We'll put you to the head of the line.
[01:57:12.543 --> 01:57:13.444]  We are just out of time.
[01:57:24.099 --> 01:57:27.302]  Tonight is the official premiere of the Obama Deception.
[01:57:27.302 --> 01:57:31.004]  Go to PrisonPlanet.tv, 15 cents a day, $5.95.
[01:57:31.004 --> 01:57:34.067]  Download all my films, burn them to disk, put them on your hard drive.
[01:57:34.067 --> 01:57:35.067]  Super high quality.
[01:57:35.067 --> 01:57:38.010]  It's almost DVD quality at PrisonPlanet.tv.
[01:57:38.010 --> 01:57:43.834]  See it the way it's meant to be seen at PrisonPlanet.tv or call toll free to order the highest quality DVD, 888-253-3139.
[01:57:43.834 --> 01:57:45.275]  Or again, InfoWars.com.
[01:57:50.679 --> 01:57:53.651]  To get the hard copy there on the Secure Online Video Bookstore shopping cart.
[01:57:53.651 --> 01:57:54.756]  Alright, ladies and gentlemen...
[01:57:56.139 --> 01:57:58.340]  I am out of here until tomorrow, 11 to 3 p.m.
[01:57:58.340 --> 01:58:00.961]  Central Time, but I'll see you back here Sunday, 4 to 6 p.m.
[01:58:00.961 --> 01:58:03.502]  Central Standard Time as well.
[01:58:03.502 --> 01:58:04.282]  We're on the march.
[01:58:04.282 --> 01:58:06.103]  The empire is on the run.
[01:58:06.103 --> 01:58:07.923]  The people only need to be warned.
[01:58:07.923 --> 01:58:10.024]  They know something's rotten in the state of Denmark.
[01:58:10.024 --> 01:58:12.045]  It is up to you to tell them and to warn them.
[01:58:12.045 --> 01:58:19.048]  Now, everybody, watch The Obama Deception right now on PrisonPlanet.tv or watch the medium quality one for free at InfoWars.com.
[01:58:19.048 --> 01:58:20.288]  There are no excuses.
[01:58:20.288 --> 01:58:22.509]  Everyone, watch The Obama Deception tonight!
[01:58:23.348 --> 01:58:24.389]  Hi, this is Ted Anderson.
[01:58:24.389 --> 01:58:26.550]  Did you miss your favorite shows on GCN today?
[01:58:26.550 --> 01:58:34.573]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:58:34.573 --> 01:58:40.596]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:58:40.596 --> 01:58:41.717]  It's simple to use.
[01:58:41.717 --> 01:58:46.419]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:58:46.419 --> 01:58:47.400]  Don't get discouraged.
[01:58:47.400 --> 01:58:49.081]  Get On Demand, free!
[01:58:49.081 --> 01:58:51.922]  Thanks again to the listeners at GCNlive.com.
[01:58:52.805 --> 01:59:02.128]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[01:59:02.128 --> 01:59:02.908]  This capitalism?
[01:59:02.908 --> 01:59:09.191]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[01:59:09.191 --> 01:59:09.991]  Hi, Ted Anderson.
[01:59:09.991 --> 01:59:13.152]  I'm placing a free silver dollar in a book that explains our monetary system.
[01:59:13.152 --> 01:59:14.092]  Call for your copy 800-686-2237.
[01:59:14.092 --> 01:59:15.153]  It's time to understand the system.
[01:59:15.153 --> 01:59:15.793]  Call 800-686-2237.
[01:59:15.793 --> 01:59:16.073]  That's 800-686-2237.
[01:59:22.495 --> 01:59:27.937]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:59:27.937 --> 01:59:37.139]  Did you know that most skin creams, body lotions, shampoos, and toothpastes are full of chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:59:37.139 --> 01:59:40.500]  Did you know that most multivitamin supplements are made from synthetic vitamins?
[01:59:40.520 --> 01:59:41.020]  We're good to go.
