[00:00:14.235 --> 00:00:15.537]  ReadyReserveFoods.com.
[01:57:16.655 --> 01:57:16.955]  All right.
[01:57:16.995 --> 01:57:17.516]  Thank you, sir.
[01:57:17.536 --> 01:57:18.236]  Thank you.
[01:57:19.077 --> 01:57:21.939]  You know, folks, the bottom line is right now,
[01:57:22.833 --> 01:57:24.933]  The economy is going to hell in a handbasket.
[01:57:25.013 --> 01:57:26.414]  And they can call it a recession.
[01:57:26.734 --> 01:57:34.275]  Folks have already been on TV saying this is the worst economic depression since the Great Depression back in the late 20s.
[01:57:34.915 --> 01:57:36.016]  And that is the truth.
[01:57:36.076 --> 01:57:37.576]  And it's only going to get worse.
[01:57:37.616 --> 01:57:39.776]  You ain't seen nothing yet.
[01:57:39.856 --> 01:57:42.657]  And that's why they built this infrastructure with the GIVE Act.
[01:57:43.257 --> 01:57:46.778]  That's why City Year is out, ready to pledge on September 11th.
[01:57:47.916 --> 01:57:50.200]  To join us, because we want change.
[01:57:50.520 --> 01:57:51.321]  Join Gandhi!
[01:57:51.602 --> 01:57:52.543]  Join Mother Teresa!
[01:57:52.824 --> 01:57:54.126]  Join Lord Obama!
[01:57:54.667 --> 01:57:56.609]  We shall make the world a better place.
[01:57:56.630 --> 01:57:58.592]  The New World Order, that is.
[01:57:58.613 --> 01:58:00.636]  It's the Alex Jones Show!
[01:58:01.343 --> 01:58:03.885]  Back tomorrow, 11 to 3, over at Infowars.com.
[01:58:04.225 --> 01:58:08.447]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:08.567 --> 01:58:11.369]  Now you can do even more to hear Genesis shows in your area.
[01:58:11.469 --> 01:58:15.911]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:16.031 --> 01:58:16.552]  It's easy.
[01:58:16.732 --> 01:58:20.394]  Log on to GCNlive.com or call us toll-free 877-807-4232.
[01:58:23.156 --> 01:58:29.421]  Hi, this is Ted Anderson.
[01:58:29.882 --> 01:58:39.631]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:39.791 --> 01:58:45.516]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:58:45.596 --> 01:58:48.919]  Gold has outperformed paper investments, yet no word about IRAs.
[01:58:49.219 --> 01:58:53.964]  If you would like to have gold for your retirement, call 800-686-2237.
[01:58:54.084 --> 01:58:56.846]  Don't get left behind by rising inflation and low returns.
[01:58:56.986 --> 01:58:57.747]  Call 800-686-2237.
[01:58:59.849 --> 01:59:01.831]  Secure your future and call 1-800-686-2237.
[01:59:04.153 --> 01:59:04.674]  You worry.
[01:59:04.834 --> 01:59:06.916]  If you don't, you don't understand the situation.
[01:59:07.196 --> 01:59:07.456]  Hi.
[01:59:07.737 --> 01:59:10.179]  Summer's coming and now's the time to learn self-sufficiency.
[01:59:10.499 --> 01:59:14.741]  If you're going to eat from nature's bounty of wild edible plants, remember, there's a learning curve.
[01:59:15.042 --> 01:59:17.223]  Experience is the best teacher, but that means time.
[01:59:17.503 --> 01:59:20.605]  To speed it up, you'll need to build on the wisdom of a teacher who has lived it.
[01:59:20.865 --> 01:59:22.586]  Author Linda Runyon is that teacher.
[01:59:22.806 --> 01:59:25.307]  Her Wild Food Knowledge Package is the crash course.
[01:59:25.587 --> 01:59:28.989]  The DVD gives you a three-hour overview of her world directly from her.
[01:59:29.309 --> 01:59:33.392]  The book gives you an in-depth reference with all of the insider know-how you'll ever need.
[01:59:33.712 --> 01:59:37.454]  And her Wild Cards are your portable summary and cheat sheet for your fieldwork.
[01:59:37.794 --> 01:59:43.800]  This three-pronged learning system will take you from spectator to scholar to gourmet survivalist in weeks, not years.
[01:59:44.141 --> 01:59:46.283]  Folks, I can vouch that Linda's the real deal.
[01:59:46.483 --> 01:59:48.165]  She's my mom, and I watched her do it.
[01:59:48.605 --> 01:59:52.810]  So go to offthefield.com or call 888-51-EAT-FREE.
[01:59:53.270 --> 01:59:53.911]  Start now.
[01:59:54.171 --> 01:59:55.152]  Knowledge is power.
[01:59:55.893 --> 01:59:56.714]  Better take action.
[01:59:56.894 --> 01:59:57.855]  I think a storm's coming.
