[00:00:14.198 --> 00:00:15.479]  Today, that's 1-800-426-6186.
[01:55:26.431 --> 01:55:27.331]  It's in the New York Times.
[01:55:28.470 --> 01:55:30.073]  Hidden in plain view.
[01:55:30.073 --> 01:55:34.381]  Oh, look at these young children trying to kill the veterans and the Homeland Security guys.
[01:55:34.381 --> 01:55:37.306]  Go in and get the shooters.
[01:55:37.306 --> 01:55:38.549]  Kill them!
[01:55:38.549 --> 01:55:41.314]  And it's always in a nice situational ethics where you know it's reasonable.
[01:55:42.520 --> 01:55:44.642]  Wonder if the Austin cops got that.
[01:55:44.642 --> 01:55:48.526]  Two guys are asleep in a car and they gun them down and of course the cameras malfunction.
[01:55:48.526 --> 01:55:53.830]  And people call in on the radio and defend it and say the guys deserve to die for being in a car at night.
[01:55:53.830 --> 01:55:59.536]  Well, when a cop kills your kid in a car at night, just remember you asked for that karma.
[01:55:59.536 --> 01:56:01.057]  And you're like, oh, you don't like the cops.
[01:56:01.057 --> 01:56:07.303]  Oh, no, I didn't like the cops in Nazi Germany, or the Soviet Union, or in Fidel's Cuba right now, or in Venezuela.
[01:56:08.254 --> 01:56:09.235]  No, you bet I don't.
[01:56:09.235 --> 01:56:10.276]  I don't like tyranny.
[01:56:10.276 --> 01:56:12.419]  If a cop's good and follows Bill of Rights, great!
[01:56:12.419 --> 01:56:16.724]  But the cops work for a system that works for foreign offshore banks!
[01:56:16.724 --> 01:56:20.989]  And cops, when they're done with you, you're gonna be their number one enemy, so just get ready for it.
[01:56:20.989 --> 01:56:22.290]  You think you're in power right now?
[01:56:22.290 --> 01:56:22.891]  Just get ready.
[01:56:22.891 --> 01:56:26.215]  They're gonna have a bunch of young scum right up underneath you.
[01:56:26.215 --> 01:56:28.217]  Let's go ahead and talk to Scott in Washington.
[01:56:28.217 --> 01:56:28.978]  Scott, go ahead.
[01:56:29.913 --> 01:56:35.915]  Yeah, I had a question I was going to ask you, but just incidentally, you'd asked what year that Archie Bunker clip was from.
[01:56:35.915 --> 01:56:36.895]  It was from 1972.
[01:56:36.895 --> 01:56:37.455]  72, okay.
[01:56:37.455 --> 01:56:45.698]  Yeah, and that euphemism of the boss hog that you're always talking about, the guy that played him was actually in that episode too.
[01:56:45.698 --> 01:56:48.939]  So just a little trivial for your information.
[01:56:48.939 --> 01:56:56.001]  But what I was going to ask you was that protest at Arizona State, the one that Ernest Hancock was going to be a part of and
[01:56:56.502 --> 01:57:00.944]  Passing out the DVDs, and I know you and Jason had them on your shows last week.
[01:57:00.944 --> 01:57:03.325]  Yeah, I saw a video of them handing out the DVDs.
[01:57:03.325 --> 01:57:07.968]  Yeah, I was just curious, was there any word on how that, uh, how that went?
[01:57:07.968 --> 01:57:15.492]  No, everybody said, oh, the Secret Service won't let them have micro-FMs broadcasting there, and they won't let them hand out 15,000 of my DVDs.
[01:57:15.492 --> 01:57:16.772]  It's all a paper tiger.
[01:57:16.772 --> 01:57:17.833]  You have a First Amendment.
[01:57:17.833 --> 01:57:22.155]  They went out, they were very successful, only had a few pirates, as they call the police.
[01:57:22.695 --> 01:57:28.762]  Yeah, and just to show you how they were trying to dumb it down on the left, one of his former station colleagues, Ernest Hancock, on the station he used to be on,
[01:57:42.617 --> 01:58:00.960]  Was reading some article, I guess he either got it out of Daily Kos or Huffington Post, basically was an instruction guide on how the left should protest this and telling them, oh well, you know, you can say it is, but don't really complain about it and talk about coming to the protest with a positive message.
[01:58:01.500 --> 01:58:03.622]  Yeah, it's all political correctness and control.
[01:58:03.622 --> 01:58:05.183]  You know, I meant to get into Bilderberg.
[01:58:05.183 --> 01:58:06.664]  We got articles detailing all of it.
[01:58:06.664 --> 01:58:12.749]  Their plan is global tax, global regulation, world government, bankrupting things, accelerating the depression.
[01:58:12.749 --> 01:58:18.913]  We have people inside, major breaking info in the articles and videos at InfoWars.com and PrisonPlanet.com.
[01:58:18.913 --> 01:58:20.054]  Great job, crew!
[01:58:20.054 --> 01:58:23.557]  Get fired up about freedom, take on tyranny, and we're gonna win!
[01:58:23.977 --> 01:58:28.339]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:28.339 --> 01:58:31.241]  Now you can do even more to hear Genesis shows in your area.
[01:58:31.241 --> 01:58:35.783]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:35.783 --> 01:58:36.504]  It's easy.
[01:58:36.504 --> 01:58:43.107]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:58:43.107 --> 01:58:43.868]  Make a difference.
[01:58:43.868 --> 01:58:49.251]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:58:49.251 --> 01:58:49.611]  Call today.
[01:58:53.701 --> 01:58:54.942]  Hi, this is Ted Anderson.
[01:58:54.942 --> 01:58:59.525]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:59.525 --> 01:59:05.330]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:59:05.330 --> 01:59:08.972]  Gold has outperformed paper investments, yet no word about IRAs.
[01:59:08.972 --> 01:59:13.836]  If you would like to have gold for your retirement, call 800-686-2237.
[01:59:13.836 --> 01:59:16.738]  Don't get left behind by rising inflation and low returns.
[01:59:16.738 --> 01:59:17.038]  Call 800-686-2237.
[01:59:19.580 --> 01:59:24.022]  Secure your future and call 1-800-686-2237.
[01:59:24.022 --> 01:59:25.502]  So you want to stop smoking?
[01:59:25.502 --> 01:59:26.783]  Well, here's what I want you to do.
[01:59:26.783 --> 01:59:29.664]  Go to a drugstore and take a stop smoking product off the shelf.
[01:59:29.664 --> 01:59:33.645]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[01:59:33.645 --> 01:59:37.427]  And if, and only if, you stop smoking, will you then come back and pay for it.
[01:59:37.427 --> 01:59:39.427]  Most likely, if you try this, you'd be arrested.
[01:59:39.427 --> 01:59:43.729]  But as silly as this sounds, this is exactly what the Smokefree free trial offer is.
[01:59:43.729 --> 01:59:46.470]  Smokefree is a complete all-natural stop smoking system.
[01:59:46.630 --> 01:59:50.799]  And when you call today, they'll send you a 30-day supply of the program absolutely free!
[01:59:50.799 --> 01:59:59.238]  This program eliminates withdrawals and cravings and includes a 30-day supply of the smoke-free capsules, a guide to living smoke-free book, and audio support program.
[01:59:59.238 --> 01:59:59.900]  Capsule Holder.
