[00:00:00.149 --> 00:00:00.229]  3-3.
[01:12:35.286 --> 01:12:38.589]  And you actually get enough seeds to plant a full acre crisis garden.
[01:12:38.909 --> 01:12:41.751]  So visit them today at survivalseedbank.com.
[01:12:42.091 --> 01:12:43.972]  That's survivalseedbank.com.
[01:12:44.313 --> 01:12:45.173]  Or give them a call at 877-327-0365.
[01:12:45.193 --> 01:12:45.413]  That's 877-327-0365.
[01:12:45.433 --> 01:12:46.574]  Remember, in a real crisis,
[01:12:55.393 --> 01:12:57.621]  Non-hybrid seeds are the ultimate barter item.
[01:12:57.943 --> 01:13:00.332]  This is Alex Jones for survivalseedbank.com.
[01:13:01.127 --> 01:13:02.908]  There are many guarantees in this world.
[01:13:03.148 --> 01:13:06.649]  The closest I can come to a guarantee is that the dollar is going to zero.
[01:13:06.709 --> 01:13:14.151]  During the great hyperinflation in Weimar, Germany, people who had worked all their lives and invested conservatively were wiped out, reduced to poverty.
[01:13:14.251 --> 01:13:17.032]  There are many parallels between the Weimar and the U.S.
[01:13:17.072 --> 01:13:17.372]  today.
[01:13:17.572 --> 01:13:18.352]  I'll send you a list.
[01:13:18.452 --> 01:13:27.275]  There are ways to protect yourself from hyperinflation, gold and silver, and legal and constitutional ways to avoid confiscation, which is becoming highly probable.
[01:13:27.495 --> 01:13:29.596]  I'm Bob Moss with Midas Resources.
[01:13:29.856 --> 01:13:34.882]  Many of the people I talked to today are aware of trouble coming, but haven't taken action to protect themselves.
[01:13:35.023 --> 01:13:39.989]  There is, in fact, a financial tsunami coming, and it could fall upon us quickly with little warning.
[01:13:40.129 --> 01:13:40.970]  Don't procrastinate.
[01:13:41.010 --> 01:13:41.651]  Protect yourself.
[01:13:41.931 --> 01:13:43.653]  Call me today, Bob Moss, at 800-686-2237, extension 111.
[01:13:48.359 --> 01:13:54.122]  That's Bob Moss, Midas Resources, 800-686-2237, extension 111.
[01:13:54.902 --> 01:14:00.325]  Again, that's Bob Moss, 800-686-2237, extension 111.
[01:14:01.685 --> 01:14:03.086]  It is a big idea.
[01:14:03.106 --> 01:14:05.207]  A new world order.
[01:14:05.907 --> 01:14:10.209]  In the near future, Earth is dominated by a powerful world government.
[01:14:10.810 --> 01:14:13.611]  It's known as the Bilderberg Group.
[01:14:13.651 --> 01:14:15.792]  Could their objective be world domination?
[01:14:16.417 --> 01:14:18.858]  For thousands of years, their dark order grew.
[01:14:19.599 --> 01:14:26.902]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:14:29.937 --> 01:14:34.921]  For the first time in history, the elite's plan for world government is blown wide open.
[01:14:35.401 --> 01:14:38.783]  You will learn the secret that drives the entire New World Order agenda.
[01:14:59.460 --> 01:14:59.688]  More.
[01:15:00.936 --> 01:15:09.939]  If you or your parents are 62 years of age or older and a homeowner, RMApply.com has a message that is vitally important for you and your family.
[01:15:10.180 --> 01:15:15.381]  Did you know that you may be eligible for up to $625,000 in HECUM benefits?
[01:15:15.722 --> 01:15:20.683]  Visit RMApply.com and apply for free to see how much you are entitled to.
[01:15:21.084 --> 01:15:30.127]  Right now, people just like you are taking advantage of their benefits and using the money to pay off debt, purchase precious metals, stock up on storable foods,
[01:15:30.507 --> 01:15:32.008]  And support this show's sponsors.
[01:15:32.288 --> 01:15:35.090]  You may be entitled to hundreds of thousands of dollars.
[01:15:35.451 --> 01:15:37.272]  It's your money, and you're entitled to it.
[01:15:37.592 --> 01:15:40.474]  Apply for free at RMApply.com.
[01:15:40.854 --> 01:15:44.477]  That's the letter R, the letter M. Apply.com.
[01:15:44.897 --> 01:15:46.438]  RMApply.com.
[01:15:46.798 --> 01:15:51.762]  Or call them today for a free, no obligation evaluation to see how much you qualify for.
[01:15:52.202 --> 01:15:52.442]  Call 713-551-1155.
[01:15:52.462 --> 01:15:53.022]  That's 713-551-1155 today.
[01:16:06.828 --> 01:16:11.890]  Okay, Leah, son in school, Zellwood Elementary, Orange County, Florida.
[01:16:12.710 --> 01:16:16.111]  So, the nurse slams her hand down and says, you're a liar to your son.
[01:16:17.951 --> 01:16:19.112]  What about this other little boy?
[01:16:19.152 --> 01:16:19.692]  Was he there?
[01:16:19.712 --> 01:16:20.912]  I guess he was at home sick.
[01:16:21.772 --> 01:16:26.574]  No, actually, he had showed back up at school on Monday and told everyone that he had had swine flu.
[01:16:27.972 --> 01:16:35.534]  And I really just want to put this out there because we were very persistent today that we had told the principal we only want verification that this did not happen.
[01:16:36.027 --> 01:16:36.908]  I don't think so.
[01:16:58.539 --> 01:17:00.721]  We've got to make them the models for simply
[01:17:17.062 --> 01:17:20.406]  But doctor, are you not supposed to give a flu shot to somebody who's already got it?
[01:17:38.362 --> 01:17:40.104]  Yes, there are numerous contraindications.
[01:17:40.144 --> 01:17:40.984]  That's one of them.
[01:17:41.425 --> 01:17:46.409]  Also, there's 15% of the population, approximately, that have eczema.
[01:17:46.890 --> 01:17:48.691]  That's an autoimmune disease.
[01:17:48.771 --> 01:17:53.996]  It's an ailment that also indicates your immune system would be potentially overwhelmed by vaccination.
[01:17:54.477 --> 01:17:57.339]  All of these risks are being completely neglected.
[01:17:57.620 --> 01:17:58.921]  The school administrators
[01:17:59.561 --> 01:18:11.051]  As well as what's taking place in, like we talked about earlier, Safeway supermarket pharmacist we interviewed the other day had no clue what's even in the vaccinations that he's administering.
[01:18:11.111 --> 01:18:13.913]  And we asked him, would you take this vaccination yourself?
[01:18:13.953 --> 01:18:15.094]  And he said, of course not.
[01:18:15.514 --> 01:18:17.556]  Well then I asked, how do you administer it?
[01:18:17.976 --> 01:18:21.019]  Oh, two years ago I had the Prince George County, Maryland
[01:18:22.700 --> 01:18:23.340]  Oh, it's disgusting.
[01:18:23.360 --> 01:18:24.461]  You know, again, it's demonic.
[01:18:52.393 --> 01:18:55.415]  It's a sinful spirit that takes over these people's minds.
[01:18:55.815 --> 01:18:56.596]  It is a spirit!
[01:18:56.636 --> 01:19:03.480]  More and more I realize, as a layman, not even coming from a secular perspective, it's like a download.
[01:19:03.520 --> 01:19:05.021]  It's like a giggling demon.
[01:19:05.081 --> 01:19:11.785]  It's like funny and happy and they love it and they laugh when they're stealing people's kids.
[01:19:11.906 --> 01:19:12.926]  What is that?
[01:19:13.246 --> 01:19:14.487]  It's like they're all the same.
[01:19:14.527 --> 01:19:15.588]  Their eyes are the same.
[01:19:16.328 --> 01:19:17.289]  Yeah, it's a cult.
[01:19:17.469 --> 01:19:19.432]  It's a cult indoctrination.
[01:19:19.472 --> 01:19:25.599]  They have literally been brainwashed by the use of trauma into a certain track mentality.
[01:19:26.060 --> 01:19:28.082]  And it's a consciousness system.
[01:19:28.382 --> 01:19:34.550]  You know, like, there's a cognitive, there's a little voice in the back of your head that sometimes you have to say, shut up, will ya?
[01:19:34.690 --> 01:19:35.591]  I don't want to do that.
[01:19:36.011 --> 01:19:40.294]  These guys are ingrained in it, engaged in it, and it has taken over them.
[01:19:40.335 --> 01:19:41.996]  They have no reasonable sense.
[01:19:42.076 --> 01:19:44.598]  They have no desire to look at the facts.
[01:19:44.618 --> 01:19:46.800]  They have no desire to even look at the science.
[01:19:47.140 --> 01:19:53.585]  They are simply following an agenda like any mind-controlled Manchurian candidate would.
[01:19:54.861 --> 01:19:55.281]  That's it!
[01:19:55.401 --> 01:20:02.644]  I mean, more and more I realize, and I read Pentagon documents, psych warfare documents that are declassified, they say they're putting the public into a state.
[01:20:03.064 --> 01:20:04.764]  They say a lower alpha state.
[01:20:04.804 --> 01:20:07.725]  They say that they don't want the public to snap out of it.
[01:20:08.105 --> 01:20:10.066]  The general public is hypnotized.
[01:20:10.466 --> 01:20:18.369]  Once they're hypnotized, they can put in the programming, and we're literally dealing with people that have been turned into nothing but biological androids.
[01:20:18.749 --> 01:20:34.280]  Right, and then when you really consider this in the theological sense, if you look at the book of Revelation, for example, it says those who fornicated with the devil in the end times and deceived the wealthiest men of all the nations, that's of course the Rockefeller et al.
[01:20:34.340 --> 01:20:38.944]  group, because to deceive the wealthiest men of all the nations, you've got to be mega-wealthy.
[01:20:39.444 --> 01:20:41.068]  They practice sorcery.
[01:20:41.328 --> 01:20:43.973]  Look up the root word in concordance of sorcery.
[01:20:44.254 --> 01:20:45.336]  It's pharmacopeia.
[01:20:45.636 --> 01:20:49.884]  These are the pharmaceutical industrialists that then cast magic spells.
[01:20:50.629 --> 01:20:53.331]  That's why the symbol of medicine is the double snakes.
[01:21:10.885 --> 01:21:15.447]  We now know who they are, we now know how they're operating, and we can't trust them.
[01:21:15.547 --> 01:21:25.250]  Now we've got to simply continue to wake up our beloved friends and neighbors and relatives to say, hey, if I love you and you love me, we've got a problem here.
[01:21:25.470 --> 01:21:26.751]  Let's do something about it.
[01:21:26.991 --> 01:21:35.294]  And we've got to get these attorneys to literally issue their restraining orders, not only on these administrators, but also on the health officials.
[01:21:35.574 --> 01:21:36.194]  We've got to break.
[01:21:36.214 --> 01:21:38.535]  We're going to race through five calls on the other side.
[01:21:39.076 --> 01:21:40.056]  Your call, straight ahead.
[01:21:51.371 --> 01:21:52.254]  We're on the march.
[01:21:52.755 --> 01:21:54.359]  The Empire's on the run.
[01:21:55.282 --> 01:21:58.009]  Alex Jones and the GCN Radio Network.
[01:22:00.640 --> 01:22:04.644]  Hello friends, this is Alex Jones, and I want each of you to ask yourself this question.
[01:22:04.884 --> 01:22:06.666]  Do you really know what's in your tap water?
[01:22:06.906 --> 01:22:15.174]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:22:15.415 --> 01:22:20.640]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:22:20.980 --> 01:22:22.602]  Now, what are you going to do about it?
[01:22:22.822 --> 01:22:29.144]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:22:29.344 --> 01:22:40.086]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:22:40.386 --> 01:22:40.886]  That's right.
[01:22:41.147 --> 01:22:43.447]  Clean water, right from the air you breathe.
[01:22:43.707 --> 01:22:45.288]  Order today by calling 1-800-691.
[01:22:47.869 --> 01:23:05.804]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:23:05.944 --> 01:23:07.906]  Will you continue to be their profit center?
[01:23:08.026 --> 01:23:10.308]  Buying their processed food that makes you sick?
[01:23:10.468 --> 01:23:12.309]  Go to the doctor and buy their drugs?
[01:23:12.750 --> 01:23:14.091]  You don't have to cooperate.
[01:23:14.371 --> 01:23:15.412]  There is a solution.
[01:23:15.612 --> 01:23:23.638]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:23:24.058 --> 01:23:31.124]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:23:31.504 --> 01:23:37.128]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health major.
[01:23:37.549 --> 01:23:43.133]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:23:43.553 --> 01:23:47.354]  Try all of their truly honest products that will keep you alive and healthy.
[01:23:47.694 --> 01:23:53.916]  Go to enerfood.com or give them a call right now.
[01:23:53.936 --> 01:23:54.357]  866-762-9238.
[01:23:55.157 --> 01:23:58.458]  Click on their banner at infowars.com to see all the available discounts.
[01:24:01.058 --> 01:24:08.468]  AirAndAqua.com is your one-stop shop for some of the most affordable air and water purification systems available on the market today.
