[00:00:04.696 --> 00:00:06.177]  Thank you, Mr. Chairman.
[01:19:19.282 --> 01:19:21.322]  SWAT is also here.
[01:19:21.322 --> 01:19:31.345]  I got a good shot of one of the military personnel who was at the top of the sound decibel thing on top of the Pittsburgh paddy wagon.
[01:19:31.345 --> 01:19:33.226]  There's no doubt that there's military here, Alex.
[01:19:33.226 --> 01:19:41.508]  Earlier today, me and Rob Dew filmed a convoy of about seven to eight trucks and vans with National Guard logos on them.
[01:19:41.508 --> 01:19:43.609]  I approached some military earlier today.
[01:19:44.309 --> 01:19:44.729]  Stay there!
[01:19:44.729 --> 01:19:45.170]  Stay there!
[01:19:45.170 --> 01:19:47.492]  We're coming back to you in just a moment.
[01:19:47.492 --> 01:19:48.633]  It's Dr. Sherry Tinpenny.
[01:19:48.633 --> 01:19:50.674]  I want to talk to Burmess when we get back.
[01:19:50.674 --> 01:19:50.895]  Stay there.
[01:19:50.895 --> 01:19:52.116]  I'm going to talk to you during the break, Burmess.
[01:20:01.081 --> 01:20:08.363]  Attention landscapers, house painters, carpet cleaners, pet sitters, gutter cleaners, and anyone who has their own home service business.
[01:20:08.363 --> 01:20:11.784]  Would you love to build a huge and loyal customer base fast?
[01:20:11.784 --> 01:20:12.945]  Well, now you can.
[01:20:12.945 --> 01:20:15.105]  Introducing the Magic Yellow Flyer.
[01:20:15.105 --> 01:20:23.528]  The Magic Yellow Flyer marketing system is the most effective and inexpensive way to build a referral-only service business in a short period of time.
[01:20:23.528 --> 01:20:26.489]  Get new customers and build a solid customer base.
[01:20:26.789 --> 01:20:30.611]  Throw away all of the other ineffective and expensive advertising methods.
[01:20:30.611 --> 01:20:32.372]  You need the Magic Yellow Flyer.
[01:20:32.372 --> 01:20:37.335]  Corporate America is destroying our country and it's time to rebuild the backbone of America.
[01:20:37.335 --> 01:20:42.217]  No matter what business you're in, the Magic Yellow Flyer marketing system will work for you.
[01:20:42.217 --> 01:20:43.478]  Don't have a home business?
[01:20:43.478 --> 01:20:49.041]  The Magic Yellow Flyer comes with 15 hot home businesses that you can start at a minimum cost.
[01:20:49.341 --> 01:20:51.563]  Visit MagicYellowFlyer.com.
[01:20:51.563 --> 01:20:53.966]  That's MagicYellowFlyer.com.
[01:20:53.966 --> 01:20:57.409]  Put the Magic Yellow Flyer to work for you today!
[01:20:57.409 --> 01:20:59.051]  Visit MagicYellowFlyer.com.
[01:21:00.905 --> 01:21:02.887]  Our beloved Republic is on her knees.
[01:21:02.887 --> 01:21:06.511]  The forces of globalism are destroying national sovereignty worldwide.
[01:21:06.511 --> 01:21:08.994]  But in Liberty's darkest hour, there is hope.
[01:21:08.994 --> 01:21:12.058]  The first time in modern history, the people are beginning to wake up.
[01:21:12.058 --> 01:21:17.824]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[01:21:17.824 --> 01:21:21.769]  We have a short time frame to fully awaken and energize the people to meet this threat.
[01:21:22.109 --> 01:21:27.314]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[01:21:27.314 --> 01:21:30.397]  PrisonPlanet.tv is a vault of forbidden information.
[01:21:30.397 --> 01:21:37.663]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[01:21:37.663 --> 01:21:43.689]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[01:21:43.689 --> 01:21:48.213]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:21:53.855 --> 01:22:05.761]  Have you ever felt like the United States government knows way too much about your financial affairs?
[01:22:05.761 --> 01:22:11.663]  I continue to hear stories about property seizures, frozen bank accounts, confiscation of stocks and bonds.
[01:22:11.663 --> 01:22:12.764]  It makes me wonder if the U.S.
[01:22:12.764 --> 01:22:16.806]  citizen will ever again have the right to life, liberty, and the pursuit of happiness.
[01:22:17.466 --> 01:22:31.277]  Unfortunately, with the Drug and Money Laundering Act, the IRS Revenue Ruling 6045 of 1984, and the Trading with the Enemy Act in Franklin D. Roosevelt's Executive Order of 1933, some precious metal holdings are subject to government intervention.
[01:22:31.277 --> 01:22:36.882]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading precious metals privately.
[01:22:36.882 --> 01:22:42.706]  Whether if you have any intention of trading with Midas Resources or not, I have instructed my representatives to give this report out free.
[01:22:43.507 --> 01:22:46.368]  Call for your free copy at 1-800-686-2237.
[01:22:46.368 --> 01:22:49.969]  When investing, always proceed with caution.
[01:22:49.969 --> 01:22:53.070]  Again, call 1-800-686-2237.
[01:22:53.070 --> 01:22:56.191]  Exercise your legal right to trade metals privately.
[01:22:56.191 --> 01:23:07.615]  1-800-686-2237. eCigarettesNational.com would like to introduce an alternative to smoking regular cigarettes to all GCN listeners.
[01:23:09.480 --> 01:23:14.044]  It looks, feels, tastes, and delivers nicotine, like a regular cigarette.
[01:23:14.044 --> 01:23:21.710]  But because this is not a cigarette, you don't have to worry about more than 3,900 toxic chemicals and tar entering your body.
[01:23:21.710 --> 01:23:26.594]  There's no flame, so there's no risk of fire, and has no dangerous second-hand smoke.
[01:23:26.594 --> 01:23:32.559]  So it's safe for the people around you, and will save you right around 50% over smoking regular cigarettes.
[01:23:32.859 --> 01:23:36.542]  So, get rid of the ashtrays, the smell, and the smoke.
[01:23:36.542 --> 01:23:39.864]  Learn more by visiting eCigarettesNational.com.
[01:23:39.864 --> 01:23:43.687]  That's the letter E. CigarettesNational.com.
[01:23:43.687 --> 01:23:45.629]  eCigarettesNational.com.
[01:23:45.629 --> 01:23:49.792]  And use coupon code GCN and receive 10% off your order.
[01:23:49.792 --> 01:23:50.292]  Or call 1-888-329-7064.
[01:23:50.292 --> 01:23:50.693]  1-888-329-7064 today.
[01:23:50.693 --> 01:23:52.274]  To purchase you must be 18 or older.
[01:24:00.860 --> 01:24:04.104]  Okay, ladies and gentlemen, ladies and gentlemen, we just went live, cutting out a break.
[01:24:04.104 --> 01:24:07.227]  Go back to Jason, listen to this.
[01:24:07.227 --> 01:24:11.252]  Go back to him, we just had the sirens.
[01:24:11.252 --> 01:24:13.915]  Jason, are you there?
[01:24:13.915 --> 01:24:14.796]  What on earth just happened?
[01:24:14.796 --> 01:24:19.962]  It was total bedlam, riot police, tear gas masks, they were closing in on... Jason!
[01:24:23.619 --> 01:24:24.880]  Well, where on earth did he just go?
[01:24:24.880 --> 01:24:28.784]  We just heard blaring sirens and riot police coming at him.
[01:24:28.784 --> 01:24:30.485]  Jerry Tenpenny, you were on hold.
[01:24:30.485 --> 01:24:31.406]  You heard all that.
[01:24:31.406 --> 01:24:32.987]  Did you hear that total bedlam?
[01:24:32.987 --> 01:24:34.068]  I did.
[01:24:34.068 --> 01:24:35.750]  They're closing in.
[01:24:35.750 --> 01:24:36.750]  Text message them all.
[01:24:36.750 --> 01:24:37.371]  Get out of there.
[01:24:37.371 --> 01:24:38.992]  They're going to arrest everybody.
[01:24:38.992 --> 01:24:39.893]  Get out of there.
[01:24:39.893 --> 01:24:40.594]  Send the message.
[01:24:40.594 --> 01:24:41.615]  Evacuate immediately.
[01:24:41.615 --> 01:24:42.716]  Get out of there with the video.
[01:24:42.716 --> 01:24:43.736]  Get out of there right now.
[01:24:43.736 --> 01:24:45.858]  This has happened to me in New York and other places.
[01:24:45.858 --> 01:24:46.679]  Get out.
[01:24:46.679 --> 01:24:48.100]  I told Bermas to get out.
[01:24:48.100 --> 01:24:48.881]  Bermas, are you there?
[01:24:52.853 --> 01:24:55.254]  Jason!
[01:24:55.254 --> 01:25:11.919]  Okay, hang up and let's try one more time to talk to him and then let's, let's... Jason, are you there?
[01:25:11.919 --> 01:25:15.440]  Put his, put his phone live on air to see if it's still live.
[01:25:15.440 --> 01:25:19.661]  No, there's no way it was... Dr. Tenpenny, what did you hear right before his phone went dead as we went live?
[01:25:21.329 --> 01:25:26.151]  Asked, and I heard him say that everybody had their gas masks on and they were asking everybody to leave the area.
[01:25:26.151 --> 01:25:29.192]  It looked, sounded like they were going to start using gas there.
[01:25:29.192 --> 01:25:35.714]  And the police, he said, the last thing, were coming from three ways, blocking a man.
[01:25:35.714 --> 01:25:36.454]  That's what they do.
[01:25:36.454 --> 01:25:40.656]  They corner you and then attack.
[01:25:40.656 --> 01:25:42.376]  Is that Burmese's phone?
[01:25:42.376 --> 01:25:45.697]  It's still connected?
[01:25:45.697 --> 01:25:47.338]  He must have jumped into a business or something.
[01:25:47.338 --> 01:25:47.798]  That's smart.
[01:25:48.678 --> 01:25:53.839]  Okay, call Douglas, call Dew, call Douglas' phone.
[01:25:53.839 --> 01:25:55.960]  Burmese, I can hear you!
[01:25:55.960 --> 01:25:56.240]  Burmese!
[01:25:56.240 --> 01:25:56.780]  Burmese!
[01:25:56.780 --> 01:25:57.861]  Burmese, we're here!
[01:26:15.572 --> 01:26:17.595]  Okay, the DoPhone went dead, but it's not dead.
[01:26:17.595 --> 01:26:19.298]  We're on it right now.
[01:26:19.298 --> 01:26:22.003]  Tell him to talk to us.
[01:26:22.003 --> 01:26:27.351]  I'm doing well, man.
[01:26:27.351 --> 01:26:28.413]  Good.
[01:26:28.413 --> 01:26:29.475]  They don't know that they're on air.
[01:26:36.275 --> 01:26:37.396]  We're transferring them right now.
[01:26:37.396 --> 01:26:39.298]  We'll keep this phone live in case we lose them.
[01:26:39.298 --> 01:26:40.579]  Dr. Tempenny, I apologize.
[01:26:40.579 --> 01:26:42.360]  This is all happening the day you're on with us.
[01:26:42.360 --> 01:26:43.701]  Oh, that's fine, Alex.
[01:26:43.701 --> 01:26:45.763]  I mean, breaking news is breaking news.
[01:26:45.763 --> 01:26:46.723]  What do you think of this?
[01:26:46.723 --> 01:26:50.786]  I think it's really... I think it's really scary.
[01:26:50.786 --> 01:26:55.390]  I'm in, Alex.
[01:26:55.390 --> 01:26:56.751]  If you need me.
[01:26:56.751 --> 01:26:58.853]  Okay, Burmess, your phone was still connected.
[01:26:58.853 --> 01:27:00.334]  You just couldn't hear audio from us.
[01:27:01.540 --> 01:27:03.921]  Uh, well, I tried to, the battery went dead on dudes.
[01:27:03.921 --> 01:27:05.261]  I tried to make a call back to him.
[01:27:05.261 --> 01:27:07.982]  He had called him by the time that you stopped talking to me and it turned off.
[01:27:07.982 --> 01:27:08.362]  No, that's fine.
[01:27:08.362 --> 01:27:13.963]  You said they were coming down the streets from three ways and there was blaring sirens and then it went dead.
[01:27:13.963 --> 01:27:15.323]  What happened?
[01:27:15.323 --> 01:27:17.764]  That was a, uh, a convoy of police officers.
[01:27:17.764 --> 01:27:18.584]  I started to film them.
[01:27:18.584 --> 01:27:19.685]  They went down the one street.
[01:27:19.685 --> 01:27:20.405]  They're now gone.
[01:27:20.405 --> 01:27:25.766]  Uh, we still have, it looks like four or five streets filled up with police officers.
[01:27:25.766 --> 01:27:26.766]  Let me explain.
[01:27:26.766 --> 01:27:28.107]  Listen to me carefully.
[01:27:28.107 --> 01:27:29.607]  Do you have Dewin Douglas with you?
[01:27:30.487 --> 01:27:33.630]  No, they've already gone down about three blocks.
[01:27:33.630 --> 01:27:34.130]  Leave!
[01:27:34.130 --> 01:27:36.892]  I want you to leave until I get in contact with them.
[01:27:36.892 --> 01:27:38.374]  Get out of there with the video.
[01:27:38.374 --> 01:27:41.416]  They will take our cameras, take the video, and then break them.
[01:27:41.416 --> 01:27:42.697]  They always give them back broken.
[01:27:42.697 --> 01:27:43.838]  It's happened to me twice.
[01:27:43.838 --> 01:27:45.219]  Get out of there.
[01:27:45.219 --> 01:27:52.065]  I want you to get out of the area at least five blocks away and duck in to get a cup of coffee or something, acting normal.
[01:27:52.065 --> 01:27:54.767]  They've trained locals to spy on people and tattle.
[01:27:54.767 --> 01:27:58.630]  This has happened to me in Brooksville, in California, in Florida, and other places.
[01:27:58.630 --> 01:27:59.811]  So just nonchalantly,
[01:28:00.291 --> 01:28:05.216]  Go in, get a cup of coffee and wait somewhere or a sub shop or something.
[01:28:05.216 --> 01:28:09.640]  Get out of there, go in a restaurant, order a beer, whatever you gotta do.
[01:28:09.640 --> 01:28:15.305]  Just go into a bar, go sit down somewhere because they are going to lock down it.
[01:28:15.305 --> 01:28:18.048]  You were saying that you saw them at the ends of all the streets, correct?
[01:28:18.687 --> 01:28:21.669]  Oh, they're all around me on each side, in the middle of the street.
[01:28:21.669 --> 01:28:22.990]  I am surrounded by people.
[01:28:22.990 --> 01:28:25.692]  Listen, I'm going to keep you on hold on this line.
[01:28:25.692 --> 01:28:28.474]  We'll keep coming back to you to make sure you get out of there.
[01:28:28.474 --> 01:28:33.018]  So if they attack you or rubber bullet you, it'll all happen on record.
[01:28:33.018 --> 01:28:33.938]  They're criminal activities.
[01:28:33.938 --> 01:28:34.879]  But do you hear me?
[01:28:34.879 --> 01:28:36.020]  Don't act suspicious.
[01:28:36.560 --> 01:28:37.541]  Don't act suspicious.
[01:28:37.541 --> 01:28:39.443]  Act like a mindless mainline reporter.
[01:28:39.443 --> 01:28:41.244]  Get the hell out of there now.
[01:28:41.244 --> 01:28:42.585]  I'm gonna put you on hold.
[01:28:42.585 --> 01:28:45.027]  We're gonna monitor your situation from here.
