[00:00:07.333 --> 00:00:09.055]  BeNatural.com.
[01:52:07.832 --> 01:52:09.533]  Because we've been eased into it incrementally.
[01:52:10.089 --> 01:52:14.432]  There is that, but are you familiar with the works of an individual named Jean Piaget?
[01:52:15.433 --> 01:52:16.374]  It does ring a bell.
[01:52:16.514 --> 01:52:20.577]  Jean Piaget was, I believe, Swiss or some foreign rascal or another.
[01:52:20.617 --> 01:52:24.260]  He was a developmental psychologist that did a significant amount of research with young children.
[01:52:24.921 --> 01:52:31.566]  Jean Piaget developed what he called series of cognitive development, which are now taught in psychology, or they were when I took psychology twenty-odd years ago.
[01:52:33.347 --> 01:52:36.370]  There is a fourth and final state of cognitive development.
[01:52:36.410 --> 01:52:37.731]  He basically broke down the
[01:52:39.150 --> 01:52:41.911]  Yeah, well that goes into the hierarchy of needs as well.
[01:52:42.471 --> 01:52:47.433]  Once you really are a fulfilled person, you start caring about others, you want to be informed, you want the truth.
[01:52:47.453 --> 01:52:48.373]  But most people are in like a
[01:53:03.743 --> 01:53:06.044]  Adolescent level of just acting cool.
[01:53:06.124 --> 01:53:07.145]  I call it play acting.
[01:53:07.165 --> 01:53:15.008]  They like play the part and they love playing along with with delusional roles and they never fully mature.
[01:53:15.989 --> 01:53:24.893]  I generally find it easiest to explain to people as the development of abstract thought which is also part of the definition of it and I use the analogy of breaking the rules.
[01:53:25.993 --> 01:53:27.374]  Many people are taught rules
[01:53:28.208 --> 01:53:30.029]  And the rules are the only thing that matter to them.
[01:53:30.149 --> 01:53:34.331]  But it's okay for the government to break the rules, it's just the people can't.
[01:53:34.691 --> 01:53:36.552]  And they make more and more unconstitutional rules.
[01:53:36.972 --> 01:53:44.275]  In a tyranny, in a corrupt system, they make the general public criminals so they have an excuse to get involved in your life.
[01:53:44.335 --> 01:53:54.860]  That's what all this police state's about, is training you to be pulled over, to be checked, to be frisked, to go through airports, to take your shoes off, to go through body scanners, training you to answer the questions of the secret police.
[01:53:54.880 --> 01:53:56.901]  And now in Canada, many areas of the U.S.
[01:53:56.921 --> 01:53:57.321]  and England,
[01:53:57.702 --> 01:54:01.343]  Secret Police has come up, it happened to me in England, started asking me questions, started trying to search you.
[01:54:02.224 --> 01:54:04.264]  Again, it's just a police state.
[01:54:04.624 --> 01:54:06.065]  Robert in Texas, you're on the air.
[01:54:07.125 --> 01:54:08.686]  Yeah, I got a two-part question.
[01:54:09.246 --> 01:54:11.967]  First off, who's running the show?
[01:54:12.047 --> 01:54:13.688]  Who's doing this New World Order?
[01:54:13.868 --> 01:54:20.390]  And second of all, as a 23-year-old college student, what am I supposed to do other than just spread the word and tell people?
[01:54:20.410 --> 01:54:22.891]  I mean, how do I become active, I guess?
[01:54:23.524 --> 01:54:24.264]  Alright, number one.
[01:54:24.324 --> 01:54:25.465]  Who owns the New World Order?
[01:54:25.745 --> 01:54:29.926]  Every major nation has a group of families or kingpins that control their country.
[01:54:29.946 --> 01:54:36.229]  Then those kingpins make deals with the Anglo-American banking system based in the US, England, and Europe.
[01:54:36.809 --> 01:54:42.931]  And if those countries don't make deals, the globalists invade them or fund rebels inside their country or fund their neighbor to attack them.
[01:54:43.551 --> 01:54:45.012]  And it is the robber barons.
[01:54:45.052 --> 01:54:45.852]  It is the royalty.
[01:54:45.892 --> 01:54:47.633]  It is the elite banking families of the planet.
[01:54:48.431 --> 01:54:49.332]  It is the New World Order.
[01:54:49.372 --> 01:54:56.535]  Go read the member list of the Bilderberg Group and you will see the 125 people who in their own writings brag that they run the world.
[01:54:57.716 --> 01:54:58.356]  What can you do?
[01:54:58.476 --> 01:55:07.261]  Sir, 30 states have introduced or are passing resolutions to declare sovereignty to say no to Second Amendment violations, no to FEMA camps, no to wars, no to the police state.
[01:55:07.881 --> 01:55:13.364]  We need to take the states over, remove the electronic fraudulent machines through lawsuits and recalls,
[01:55:13.888 --> 01:55:16.169]  We need to get our integrity and voting back.
[01:55:16.189 --> 01:55:17.870]  We need to take control of our county governments.
[01:55:17.911 --> 01:55:19.051]  Go speak to the city council.
[01:55:19.351 --> 01:55:20.032]  Get informed.
[01:55:20.052 --> 01:55:21.853]  But first, you have to get informed.
[01:55:21.953 --> 01:55:25.135]  First, and many people are informed, they're scared to act.
[01:55:25.675 --> 01:55:27.236]  Again, they're playing it safe.
[01:55:27.316 --> 01:55:30.318]  Playing it safe in a tyranny is not playing it safe.
[01:55:30.358 --> 01:55:33.140]  It ensures the tyranny wins and perfects the corruption.
[01:55:34.500 --> 01:55:56.897]  So the biggest thing is, like Howard Beale says in Network, first you've got to get mad, then you've got to get informed, then you've got to realize you're not going to save the world by yourself, but you've got to start a newsletter, start a website, start a radio show, call in to talk radio, be active every day, reaching out to others, talking to folks at church and at work and at the checkout line, at the grocery store, mall, getting self-sufficient.
[01:55:57.646 --> 01:55:58.707]  Defending the Second Amendment.
[01:55:58.747 --> 01:55:59.668]  Defending the Tenth Amendment.
[01:56:00.049 --> 01:56:03.492]  Just what the founders did in the decade that led up to the war.
[01:56:03.833 --> 01:56:05.194]  They had committees of correspondence.
[01:56:05.214 --> 01:56:07.517]  They had committees of public safety.
[01:56:08.037 --> 01:56:12.362]  They had the information they circulated to educate the public.
[01:56:12.943 --> 01:56:14.264]  Let's talk to Chris in Kentucky.
[01:56:14.284 --> 01:56:14.985]  Chris, you're on the air.
[01:56:15.896 --> 01:56:17.577]  Yeah, Alex, thanks for taking my call.
[01:56:17.898 --> 01:56:24.103]  We had a news report here Friday at a private school that they said they're going to have no school because of a security situation.
[01:56:24.563 --> 01:56:26.425]  And all weekend, they did not disclose.
[01:56:26.645 --> 01:56:28.026]  And they did not disclose.
[01:56:28.106 --> 01:56:37.114]  And I got in the car and went down by there and something was up because they had so much police, they had SWAT teams around the school, something is urban strange.
[01:56:37.354 --> 01:56:41.137]  Yeah, they're doing federal drills at the school
[01:56:41.704 --> 01:56:44.187]  To take it over in the name of stopping mass shootings.
[01:56:44.207 --> 01:56:48.111]  But in many cases, they load the kids on FEMA trucks and take them to other facilities.
[01:56:48.131 --> 01:56:51.534]  But parents got so mad that they now do it normally when kids aren't there.
[01:56:52.255 --> 01:56:53.917]  Yeah, but I believe that's what they were doing.
[01:56:54.297 --> 01:56:56.639]  And, you know, you're talking about the secret police.
[01:56:57.160 --> 01:57:00.663]  They have luxury cars and out-of-state police pulling people over around here now.
[01:57:01.464 --> 01:57:03.386]  You must be with Al Qaeda if you don't do this or that.
[01:57:03.426 --> 01:57:03.867]  You must be...
[01:57:04.617 --> 01:57:05.258]  Not right.
[01:57:05.438 --> 01:57:09.423]  Either your free speeches, Al-Qaeda, or Infowars.com, whatever.
[01:57:09.503 --> 01:57:16.892]  I mean, they're getting, really, like you said, they have all... I saw two who got stopped with two unmarked cars.
[01:57:16.972 --> 01:57:19.375]  One was a pickup truck, one was the other, and I got their license plate.
[01:57:20.016 --> 01:57:22.639]  Out-of-state plate, had a Tennessee plate, one had an Indiana plate.
[01:57:23.416 --> 01:57:24.877]  How secret are they getting out here?
[01:57:24.937 --> 01:57:26.379]  Yeah, there's no more jurisdiction.
[01:57:26.419 --> 01:57:27.940]  There's no more state sovereignty.
[01:57:28.521 --> 01:57:31.263]  Look, private banks took over the government.
[01:57:31.624 --> 01:57:34.587]  They're using the government to loot and steal and rob from the people.
[01:57:34.887 --> 01:57:37.169]  That money is taken and paid to the national debt.
[01:57:37.810 --> 01:57:40.212]  They're putting in satellite tracker boxes in all the cars.
[01:57:40.272 --> 01:57:41.233]  It's openly being announced.
[01:57:41.733 --> 01:57:43.154]  Face scanning cameras everywhere.
[01:57:43.274 --> 01:57:44.856]  Total control grid.
[01:57:45.176 --> 01:57:45.916]  I'm out of time.
[01:57:45.977 --> 01:57:48.038]  I'm sorry to Perry and Josh and others that are holding.
[01:57:48.298 --> 01:57:50.920]  I'll be back next Sunday, live, 4 to 6 p.m.
[01:57:50.960 --> 01:57:52.322]  and back during the weekday show as well.
[01:57:52.522 --> 01:57:53.963]  We'll see you at InfoWars.com.
[01:57:53.983 --> 01:57:55.604]  Don't forget, the Obama Deception.
[01:57:55.624 --> 01:57:56.605]  You can pre-order it now.
[01:57:56.905 --> 01:57:57.846]  My ultimate film.
[01:57:58.486 --> 01:57:59.247]  God bless you all.
[01:57:59.267 --> 01:58:00.448]  We got a good chance at winning this.
[01:58:00.488 --> 01:58:01.228]  Good job with the crew.
[01:58:01.269 --> 01:58:01.609]  Take care.
[01:58:04.136 --> 01:58:08.359]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:08.479 --> 01:58:11.341]  Now you can do even more to hear Genesis shows in your area.
[01:58:11.381 --> 01:58:15.825]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:15.945 --> 01:58:16.465]  It's easy.
[01:58:16.645 --> 01:58:23.190]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:58:23.250 --> 01:58:23.931]  Make a difference.
[01:58:24.011 --> 01:58:29.395]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:58:29.415 --> 01:58:29.775]  Call today.
[01:58:33.738 --> 01:58:43.024]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, and carting to a private bank, having it led back at interest, forcing taxes to service debt.
[01:58:43.064 --> 01:58:43.805]  This capitalism?
[01:58:43.865 --> 01:58:49.989]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[01:58:50.149 --> 01:58:50.910]  Hi, Ted Anderson.
[01:58:50.930 --> 01:58:54.052]  I'm placing a free silver dollar in a book that explains our monetary system.
[01:58:54.092 --> 01:58:54.992]  Call for your copy 800-686-2237.
[01:58:55.012 --> 01:58:56.373]  It's time to understand the system.
[01:58:56.413 --> 01:58:56.713]  Call 800-686-2237.
[01:58:56.753 --> 01:58:57.014]  That's 800-686-2237.
[01:59:04.178 --> 01:59:11.401]  Yourfoodstorage.com has been helping families prepare with the lowest priced, highest quality, storable food for over a decade.
[01:59:11.561 --> 01:59:15.742]  And right now, a one-year food supply that feeds 4 to 5 people is only $39.95.
[01:59:16.002 --> 01:59:20.784]  That's right, a one-year supply that feeds 4 to 5 people for under $4,000.
[01:59:20.864 --> 01:59:22.584]  That's only 92 cents per person for each meal.
[01:59:24.565 --> 01:59:24.945]  We're good.
[01:59:41.823 --> 01:59:42.504]  That's right.
