[00:00:12.599 --> 00:00:14.121]  Or call 888-766-6066.
[01:48:56.737 --> 01:49:06.163]  In fact, in the stimulus package, illegal aliens are exempt from having to show a federal approved ID to use the money, but citizens have to.
[01:49:06.183 --> 01:49:07.343]  Absolutely.
[01:49:07.844 --> 01:49:11.446]  It's bad to be a citizen, because we're known as the schmucks that'll take anything.
[01:49:12.136 --> 01:49:16.740]  Yeah, I always found it interesting that it's been coming up in the last year or so, you know, especially out West.
[01:49:17.280 --> 01:49:18.261]  And it's gone away.
[01:49:18.281 --> 01:49:19.342]  They don't do it here anymore.
[01:49:20.543 --> 01:49:22.384]  That's because folks refuse to go along with it.
[01:49:23.085 --> 01:49:29.350]  Well, for the most part, yeah, but I think mostly it was just because Howard Dean had his explosion on TV and was no longer the frontrunner.
[01:49:29.790 --> 01:49:31.652]  And as soon as that happened, it disappeared.
[01:49:32.518 --> 01:49:34.119]  And then we're going to Washington D.C.
[01:49:34.139 --> 01:49:35.320]  to take back our White House!
[01:49:37.401 --> 01:49:38.362]  Hey man, good to hear from you.
[01:49:38.382 --> 01:49:40.143]  You know, I don't think it's bad to get fired up.
[01:49:40.523 --> 01:49:42.664]  See, their condition is that it's bad to get fired up.
[01:49:43.585 --> 01:49:45.045]  And, uh, I think it's good.
[01:49:45.065 --> 01:49:46.927]  I think it's really good!
[01:49:47.587 --> 01:49:50.229]  Let's go ahead and talk to Brian in Yonkers, New York.
[01:49:50.509 --> 01:49:52.250]  And then we're gonna beat the New Orle Order!
[01:49:52.270 --> 01:49:53.671]  Yeah!
[01:49:53.711 --> 01:49:54.151]  There you go.
[01:49:54.639 --> 01:49:54.979]  Let's go.
[01:49:55.059 --> 01:49:56.200]  Oh my God, he got excited.
[01:49:56.260 --> 01:50:00.263]  He may actually have to start the road.
[01:50:00.483 --> 01:50:01.324]  That's not allowed.
[01:50:02.024 --> 01:50:04.225]  Let's go ahead and talk to, I wouldn't make it funny, you last caller.
[01:50:04.245 --> 01:50:05.847]  I was making fun of those that attacked Howard Dean for that.
[01:50:06.247 --> 01:50:08.748]  Brian in the Yonkers, New York.
[01:50:08.768 --> 01:50:09.769]  Brian, you're on the air.
[01:50:10.089 --> 01:50:10.930]  Yes, Alex.
[01:50:11.550 --> 01:50:12.331]  Hey, how you doing?
[01:50:12.351 --> 01:50:13.131]  I love your energy.
[01:50:13.652 --> 01:50:15.573]  And the Obama deception is the best, man.
[01:50:15.653 --> 01:50:19.916]  I can't wait for the chemtrails to tell people what's in the air, man.
[01:50:20.897 --> 01:50:22.798]  Absolutely going to make a big weather control film.
[01:50:24.361 --> 01:50:26.782]  Oh, I'm so excited about that, and it's waking me up.
[01:50:26.842 --> 01:50:28.542]  Which, by the way, is declassified.
[01:50:28.562 --> 01:50:29.823]  The general slaves don't know it.
[01:50:30.123 --> 01:50:35.585]  They could tell the slaves that Texas didn't exist, and they'd go, Alex, it's a conspiracy theory!
[01:50:35.825 --> 01:50:37.245]  Texas doesn't exist!
[01:50:38.946 --> 01:50:40.706]  I get emails saying the Euro doesn't exist.
[01:50:42.027 --> 01:50:44.027]  I bet you believe in a European Union!
[01:50:44.288 --> 01:50:45.548]  I'm sorry, go ahead.
[01:50:46.354 --> 01:50:46.794]  I'm sorry.
[01:50:46.834 --> 01:50:48.194]  Oh, I'm very obnoxious.
[01:50:48.214 --> 01:50:53.976]  Get your feedback, Alex, on this answering service called KGB.
[01:50:54.056 --> 01:50:55.256]  Have you seen commercials for it?
[01:50:55.616 --> 01:50:59.737]  No, but I hear the CIA ads on the radio every day as they're recruiting spooks to run our lives.
[01:51:01.077 --> 01:51:01.837]  Oh, Christ, Alex.
[01:51:02.257 --> 01:51:12.899]  I sent them, you know, my one question was this 9-11 inside job, and they said, oh, there's no proof, but some people say it is.
[01:51:14.120 --> 01:51:15.360]  And, you know,
[01:51:16.315 --> 01:51:17.637]  Not even like the rest of the year.
[01:51:37.509 --> 01:51:43.795]  Absolutely, and you document that 9-11 truth and that's a wonderful film as it is.
[01:51:44.355 --> 01:51:53.884]  The next day I had, you know, some freaking cops at my door asking about incriminating evidence on my computer or something.
[01:51:54.184 --> 01:51:55.565]  Yeah, it's all about intimidation.
[01:51:55.725 --> 01:51:58.488]  Listen, what do you think this is, America?
[01:51:58.808 --> 01:52:03.012]  It's a conspiracy theory that you got free speech to give people films.
[01:52:03.392 --> 01:52:05.414]  You're not allowed to have freedom.
[01:52:05.694 --> 01:52:07.896]  That's what Al Qaeda's trying to give you.
[01:52:08.317 --> 01:52:10.719]  And we're not going to put up with it.
[01:52:10.899 --> 01:52:21.226]  You know, I mean, seriously, I've been in New York, and we've got footage in Truth Rising, where the cops come up and go, your camera's a gun, we're gonna put you in prison as a terrorist.
[01:52:21.646 --> 01:52:24.308]  You're not allowed to pro- I'm not kidding, you can't make this up.
[01:52:24.668 --> 01:52:25.409]  It's unbelievable.
[01:52:25.429 --> 01:52:27.170]  Hey, you continue with your courage, sir.
[01:52:27.570 --> 01:52:31.453]  You tell them it's your first- call me back during the weekday show when we have more time, and tell me the rest of the story.
[01:52:31.473 --> 01:52:32.033]  I want to hear from you.
[01:52:32.333 --> 01:52:36.895]  Ronnie, Ronnie in Spicewoods, Texas, which, according to the media, doesn't exist.
[01:52:36.935 --> 01:52:38.375]  Nothing exists except what the government tells you.
[01:52:38.615 --> 01:52:40.076]  So I have to wait for the government to tell me.
[01:52:40.356 --> 01:52:41.676]  I remember when the dollar was plunging.
[01:52:42.437 --> 01:52:43.717]  The media couldn't say it was plunging.
[01:52:43.737 --> 01:52:47.679]  They had to ask the White House Press Secretary Perino, is it true the dollar's dropping?
[01:52:47.959 --> 01:52:48.959]  She said, I can't answer that.
[01:52:48.979 --> 01:52:50.079]  I'd be fired if I told you.
[01:52:50.760 --> 01:52:51.920]  So I have to ask the media.
[01:52:52.220 --> 01:52:52.720]  A media?
[01:52:52.760 --> 01:52:54.341]  Does Spicewoods, Texas exist?
[01:52:54.861 --> 01:52:55.742]  I have to ask.
[01:52:56.162 --> 01:52:56.882]  I have to ask.
[01:52:57.743 --> 01:53:02.326]  Government, can you come over here and clean me up?
[01:53:02.366 --> 01:53:03.527]  I just went to the bathroom.
[01:53:03.587 --> 01:53:04.588]  I need a groom here.
[01:53:04.928 --> 01:53:07.170]  Let's go ahead and talk to... I'm sorry, folks.
[01:53:07.270 --> 01:53:08.631]  Ronnie in Spicewoods, Texas.
[01:53:08.671 --> 01:53:09.091]  Go ahead.
[01:53:09.551 --> 01:53:10.172]  Thank you, sir.
[01:53:10.232 --> 01:53:11.012]  Yes, we exist.
[01:53:11.052 --> 01:53:13.134]  We proceed also from the planet Pop-Tart.
[01:53:13.214 --> 01:53:14.355]  I'm sorry, I couldn't help but borrow that.
[01:53:14.375 --> 01:53:16.196]  That does exist, of course.
[01:53:16.496 --> 01:53:20.219]  But there's two mind-controlled rats and we all need to stand up for freedom!
[01:53:20.959 --> 01:53:22.460]  Peace and freedom don't exist, sir.
[01:53:22.480 --> 01:53:23.420]  You're with Al-Qaeda.
[01:53:23.520 --> 01:53:33.365]  But look, on 4-30, my 50th, I was thrown out of an ATB grocery store here locally for carrying with me, as always, my Ron Paul placard with another also placard for peace and freedom.
[01:53:33.385 --> 01:53:38.308]  And the pitiful store employee hounded me out of the store because of my sign.
[01:53:38.388 --> 01:53:40.189]  And that's the big Highway 71.
[01:53:40.669 --> 01:53:42.190]  But you went in the store with your signs?
[01:53:42.430 --> 01:53:44.671]  Well, I carry them with me wherever I go.
[01:53:45.831 --> 01:53:48.553]  Well, you know, I've got to be honest.
[01:53:48.593 --> 01:53:49.333]  I love what you're doing.
[01:53:49.773 --> 01:53:51.314]  And maybe t-shirts are better.
[01:53:51.474 --> 01:53:54.155]  Of course, malls now are arresting people for pro-peace t-shirts.
[01:53:54.876 --> 01:54:01.739]  But the issue is that, obviously, that person recognized from the federal report that Ron Paul is a terrorist.
[01:54:01.779 --> 01:54:02.379]  No, I'm serious.
[01:54:02.539 --> 01:54:03.660]  That's in the federal report.
[01:54:04.500 --> 01:54:06.621]  And bumper stickers for freedom or anti-U.N.
[01:54:06.661 --> 01:54:07.282]  or terrorism.
[01:54:08.102 --> 01:54:10.823]  But it is their private property, so it is their right to do that.
[01:54:12.264 --> 01:54:16.066]  Well, I challenged them, but this is not the first time they've actually called the sheriff on me before.
[01:54:16.787 --> 01:54:24.471]  But it's weird, they kind of blew it off for a while after I sent it on another, I don't know, I identified them at the city council meeting or something.
[01:54:24.851 --> 01:54:30.454]  And it would remind me also, at this city council meeting that very day, they also confiscated my sign.
[01:54:30.514 --> 01:54:31.635]  They've never done that before.
[01:54:31.655 --> 01:54:32.996]  Oh my, well you got it, sir!
[01:54:33.056 --> 01:54:34.457]  You're not allowed to have signs.
[01:54:34.917 --> 01:54:36.478]  You're not allowed to hand out videos.
[01:54:36.538 --> 01:54:38.059]  What is this, Al-Qaeda or something?
[01:54:38.139 --> 01:54:38.719]  I mean, come on.
[01:54:39.437 --> 01:54:40.778]  What a terrorist calling in here.
[01:54:41.158 --> 01:54:43.339]  Nathan in Southern California, I hope you don't.
[01:54:43.660 --> 01:54:45.741]  You're calling into a show with free speech?
[01:54:46.381 --> 01:54:50.224]  In the future it'll be, Granddaddy, is it true once you were allowed to say what you thought?
[01:54:50.544 --> 01:54:53.045]  Yes, but don't tell anybody, they'll arrest you, okay?
[01:54:53.806 --> 01:54:55.487]  Alright, watch out.
[01:54:56.087 --> 01:54:58.809]  Daddy, did we always have cameras inside our houses watching us?
[01:54:59.409 --> 01:55:01.510]  No, we didn't, but watch out, it's gonna hear you.
[01:55:02.171 --> 01:55:04.172]  Nathan in Southern California, you're on the air.
[01:55:04.752 --> 01:55:05.693]  Hey Alex, how you doing?
[01:55:06.650 --> 01:55:09.053]  I don't know, it's pretty evil to be having a talk show with free speech.
[01:55:09.113 --> 01:55:10.595]  I'm pretty, maybe I'm a terrorist, I don't know.
[01:55:11.155 --> 01:55:13.818]  Hey, over here we've had U.N.
[01:55:13.858 --> 01:55:18.063]  soldiers in our neighborhood and they're... Oh yeah, they're having, I forgot, a U.N.
[01:55:18.083 --> 01:55:19.985]  drill in Southern California, a U.N.
[01:55:20.006 --> 01:55:20.967]  drill right now in...
[01:55:23.209 --> 01:55:25.330]  In Arizona, four gun confiscations.
[01:55:25.350 --> 01:55:27.891]  That was actually a part of the drill in their own admission.
[01:55:28.031 --> 01:55:29.491]  So how's it going with the UN troops?
[01:55:29.931 --> 01:55:36.594]  They are putting red discs on the doors, right next to the doors, and three of the homes on our street alone.
[01:55:37.577 --> 01:55:38.258]  Okay, wait a minute.
[01:55:38.278 --> 01:55:38.958]  Now, this is different.
[01:55:38.978 --> 01:55:44.704]  I know they had troops from 11 Latin American countries landed for gun confiscation drills in Florida.
[01:55:44.744 --> 01:55:46.806]  That is confirmed, but I've been to these drills before, folks.
[01:55:46.826 --> 01:55:49.329]  They really train to take your guns and admit it's for America.
[01:55:49.829 --> 01:55:52.132]  Where are you in Southern California and what are they doing?
[01:55:52.552 --> 01:55:55.275]  I'm up in the mountains in a rural area.
[01:55:56.384 --> 01:56:01.948]  And they have came around and you know me and my boy, this is one on our next door neighbor's house.
[01:56:02.769 --> 01:56:04.530]  We were playing horseshoes there yesterday.
[01:56:04.870 --> 01:56:05.631]  It was not there.
[01:56:05.951 --> 01:56:11.455]  Today there is a red disc on the right side of their door about the size of a half dollar.
[01:56:11.615 --> 01:56:12.616]  And you've seen the troops?
[01:56:13.497 --> 01:56:21.503]  We saw the troops in a California exempt car driving in our neighborhood while me and my boy was riding our bikes on our street.
[01:56:21.523 --> 01:56:23.364]  Well for those who don't know, you can google this.
[01:56:25.740 --> 01:56:27.041]  Hold on, let me think of the exact headline.
[01:56:28.242 --> 01:56:30.203]  One of hundreds, but this is a good one to put out.
[01:56:30.483 --> 01:56:32.865]  Because people can see this in another country, in Scotland.
[01:56:33.385 --> 01:56:34.986]  They have Ukrainian troops.
[01:56:35.406 --> 01:56:36.327]  Google this, see if you can find it.
[01:56:36.647 --> 01:56:40.149]  Ukrainian troops scare Scots.
[01:56:40.509 --> 01:56:41.550]  And they set up mock
[01:56:41.870 --> 01:56:44.391]  gun confiscation drills and checkpoints.
[01:56:44.411 --> 01:56:45.512]  This was like five years ago.
[01:56:45.812 --> 01:56:57.077]  And I remember in Iowa a few months ago, and I had the colonel on the show, they were doing gun confiscation drills door-to-door and said I was bad because I read the newspaper article on air and caused the drill to be canceled.
[01:56:57.377 --> 01:56:58.778]  Go out and get video of this, sir.
[01:56:58.818 --> 01:56:59.458]  That's amazing.
[01:57:00.118 --> 01:57:02.899]  Let's talk to Scott in Connecticut, probably another evil gun owner.
[01:57:03.340 --> 01:57:05.781]  Probably another person that Homeland Security is upset about.
[01:57:05.801 --> 01:57:06.421]  Go ahead, Scott.
[01:57:07.034 --> 01:57:13.940]  Yes, evil gun owner here, and greetings from the outskirts of the sanctuary city of Hartford, Connecticut.
[01:57:14.200 --> 01:57:14.480]  Yes.
[01:57:15.601 --> 01:57:18.203]  Hey, we got some censorship takers roaming around our area.
[01:57:18.684 --> 01:57:21.166]  Oh great, are they putting red markers on your door that you're able?
[01:57:21.426 --> 01:57:22.147]  No, not yet.
[01:57:23.328 --> 01:57:33.276]  One person apparently seemed to be going door to door, but a buddy of mine was out putting some stuff in his car, and that person, a woman, mysteriously kind of just appeared.
[01:57:34.555 --> 01:57:40.340]  And he asked if he could help her and said, oh no, no, she would be back to take his information.
[01:57:40.360 --> 01:57:43.062]  She was just sort of out canvassing her route.
[01:57:43.422 --> 01:57:44.183]  Whatever that means.
[01:57:44.363 --> 01:57:45.043]  Oh yeah, sure.
[01:57:45.063 --> 01:57:48.266]  Why do you gotta canvass a route when all you need to do is walk door to door?
[01:57:48.526 --> 01:57:49.547]  Yeah, it's total lies.
[01:57:49.567 --> 01:57:50.688]  They're GPSing everybody.
[01:57:50.748 --> 01:57:51.268]  It's admitted.
[01:57:51.328 --> 01:57:53.070]  I mean, they're GPSing you.
[01:57:53.090 --> 01:57:54.591]  Send the federal SWAT teams if need be.
[01:57:54.851 --> 01:57:56.112]  The feds admit they're canvassing.
[01:57:56.132 --> 01:57:57.493]  When to send their death squads.
[01:57:57.753 --> 01:57:58.794]  And against the American people.
[01:57:58.834 --> 01:57:59.655]  It's a lot of fun, isn't it?
[01:58:00.155 --> 01:58:03.678]  Oh, I think what we need to do is ask these people for ID.
[01:58:03.718 --> 01:58:11.065]  They should be ID'd from the Commerce Department, or if they start monkeying around with some GPS units, they're obviously collecting information they're not supposed to.
[01:58:11.105 --> 01:58:11.686]  Absolutely.
[01:58:11.746 --> 01:58:12.506]  I'm out of time.
[01:58:12.526 --> 01:58:14.908]  I'll be back during the week and back next Sunday, 4 to 6 p.m.
[01:58:15.129 --> 01:58:16.390]  Spread the word about this transmission.
[01:58:16.430 --> 01:58:17.291]  Great job, team.
[01:58:17.551 --> 01:58:18.952]  Folks, rediscover liberty.
[01:58:19.132 --> 01:58:22.755]  Get fired up about it and say, I'm not your slave!
[01:58:24.150 --> 01:58:28.173]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[01:58:28.253 --> 01:58:33.857]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[01:58:34.238 --> 01:58:40.062]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[01:58:40.322 --> 01:58:45.526]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[01:58:45.666 --> 01:58:48.188]  The place to go to is GCNlive.com.
[01:58:48.288 --> 01:58:51.791]  Again, that's GCNlive.com, application, Flycast.
[01:58:53.172 --> 01:58:54.233]  Hi, this is Ted Anderson.
[01:58:54.413 --> 01:58:58.796]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:58.976 --> 01:59:04.700]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:59:04.780 --> 01:59:08.202]  Gold has outperformed paper investments, yet no word about IRAs.
[01:59:08.422 --> 01:59:11.024]  If you would like to have gold for your retirement, call 800-686-2237.
[01:59:11.144 --> 01:59:16.067]  Don't get left behind by rising inflation and low returns.
[01:59:16.187 --> 01:59:16.428]  Call 800-686-2237.
[01:59:16.448 --> 01:59:17.849]  Secure your future and call 1-800-686-2237.
[01:59:23.633 --> 01:59:24.773]  Hi, I'm Joyce Riley.
[01:59:24.954 --> 01:59:29.898]  I don't have to tell you there's an emergency in the Heartland, but my friends at Heartland Emergency can help.
[01:59:30.038 --> 01:59:38.905]  With collapsing banks, endless bailouts, unresponsive government, and a teetering economy, it's only a matter of time before the next crisis strikes closer to home.
[01:59:39.166 --> 01:59:39.746]  Your home.
[01:59:39.946 --> 01:59:46.672]  The food supply hangs by a thread and store shelves can quickly empty as these next months introduce the full impact of a world in chaos.
[01:59:47.012 --> 01:59:50.881]  HeartlandEmergency.com can help you prepare with Mountain House freeze-dried food.
[01:59:51.061 --> 01:59:56.332]  Developed for NASA using real meat, these made-in-America nutritious meals are equal to anything frozen.
[01:59:56.492 --> 01:59:59.318]  And with a 30-year shelf life, you will be comfortably prepared.
[01:59:59.338 --> 02:00:00.060]  Visit HeartlandEmergency.com.
