[00:00:04.821 --> 00:00:05.461]  It is Monday.
[01:23:30.848 --> 01:23:32.609]  You need the Magic Yellow Flyer.
[01:23:32.609 --> 01:23:37.572]  Corporate America is destroying our country and it's time to rebuild the backbone of America.
[01:23:37.572 --> 01:23:42.455]  No matter what business you're in, the Magic Yellow Flyer marketing system will work for you.
[01:23:42.455 --> 01:23:43.716]  Don't have a home business?
[01:23:43.716 --> 01:23:49.280]  The Magic Yellow Flyer comes with 15 hot home businesses that you can start at a minimum cost.
[01:23:49.580 --> 01:23:51.801]  Visit MagicYellowFlyer.com.
[01:23:51.801 --> 01:23:54.201]  That's MagicYellowFlyer.com.
[01:23:54.201 --> 01:23:57.642]  Put the Magic Yellow Flyer to work for you today.
[01:23:57.642 --> 01:24:06.044]  Visit MagicYellowFlyer.com.
[01:24:06.044 --> 01:24:07.724]  Your call's coming up in the next segment, 1-800-259-9231.
[01:24:07.724 --> 01:24:09.405]  Curt Nimmo, Paul Watson, whoever wants to go first can.
[01:24:16.192 --> 01:24:23.969]  From all these hundreds of articles that we've been reading and scanning the last few weeks, the announcements, Israel saying they're getting ready to attack, Israel doing drills to attack.
[01:24:25.615 --> 01:24:31.979]  Clearly they're beating the drums just like they did up until March 2003 with the strike on Iraq.
[01:24:31.979 --> 01:24:41.105]  The same folks that lied about WMDs, they are now doing it here, but not worried about Pakistan, who the West actually gave nukes to, and delivery systems.
[01:24:41.105 --> 01:24:46.289]  They want to go into Iran more than anything, just as a political cover for devaluing the dollar here.
[01:24:46.289 --> 01:24:53.314]  Because as long as they devalue the dollar while we're in a war, people will wave flags and say, great, I'm glad I'm going bankrupt.
[01:24:53.314 --> 01:24:55.375]  The Rand Corporation talked about that, didn't they, Paul?
[01:24:56.736 --> 01:24:58.757]  Yeah, that was about a year ago.
[01:24:58.757 --> 01:25:04.581]  They said we want a major new war, you know, to get the weapons trade flowing again.
[01:25:04.581 --> 01:25:23.153]  And, uh, we've been talking about this for years, but as Kurt mentioned, the, um, massive ordnance penetrator, the nucleotide bunker buster, they're reporting now that it's been, uh, brought forward by no less than three years.
[01:25:24.031 --> 01:25:31.254]  And it indicates, quote, the Obama administration has been preparing military muscle to back up the international condemnation of Iran.
[01:25:31.254 --> 01:25:34.135]  So they're getting ready for the sanctions, as you said.
[01:25:34.135 --> 01:25:35.976]  Oh, Israel's got those, too.
[01:25:35.976 --> 01:25:41.119]  They, what was it, two years ago, ordered, I want to say, 50 of them?
[01:25:41.119 --> 01:25:41.879]  I mean, this is ridiculous.
[01:25:41.879 --> 01:25:44.520]  Of course they have bunker-busting mini-nukes.
[01:25:44.520 --> 01:25:51.023]  No, it's the first 15-ton super bunker-buster bomb, so it's just the bigger version.
[01:25:54.215 --> 01:26:00.399]  Because it allows them to reach a depth of 60 meters, according to this article, before exploding.
[01:26:00.399 --> 01:26:04.402]  So they're just beefing up the weapons system.
[01:26:04.402 --> 01:26:11.067]  And I don't think that we've said all along they can't do it without some kind of major provocation.
[01:26:11.067 --> 01:26:20.053]  You had Robert Baer on the show about, well, two years ago now, who said that they could launch an attack inside the United States
[01:26:20.720 --> 01:26:45.912]  The Saudis could launch it in a false flag and blame it on Iran, which seems to line up with everything we're seeing, especially with the CIA front intel center now saying that because Bin Laden said something on an audio tape, which is completely ridiculous within itself if you study who's behind it, that an imminent al-Qaeda attack is to be expected.
[01:26:46.474 --> 01:26:58.837]  And then the FBI goes out and finds former prisoners, leads them, gives them cell phones, money, and fake bombs, and busts them at the same time, clearly to coincide with the G20 and the Iran situation.
[01:26:58.837 --> 01:27:08.680]  And going back to Saudi Arabia, with Israel, with the U.S., setting up the Taliban and Al Qaeda in Charlie Wilson's war, which is a whitewash, but that part is true.
[01:27:09.960 --> 01:27:10.921]  It's the same M.O.
[01:27:10.921 --> 01:27:15.945]  That's why the hijackers were known Saudi intelligence, according to Mr. Springman of the U.S.
[01:27:15.945 --> 01:27:20.729]  Embassy, and ordered to come over here and set up, thinking they were taking part in drills.
[01:27:20.729 --> 01:27:25.953]  Saudi Arabia always helps stage attacks to go after its enemy, Iran and Iraq.
[01:27:25.953 --> 01:27:29.756]  I agree with Bayer when he said that a year and a half ago.
[01:27:29.756 --> 01:27:30.857]  We should repost that, Paul.
[01:27:32.421 --> 01:27:46.967]  Yeah, and obviously it ties in with the fact that the US government, both under Bush and Obama, has been funding Al-Qaeda-affiliated groups, Sunni terrorist groups, to go into Iran and attack Iran.
[01:27:46.967 --> 01:27:58.632]  And there have been attacks on parliament buildings in Iran that have all led back to this Jundullah organization, which was formerly headed by Khalid Sheikh Mohammed, and it's being funded directly by the CIA.
[01:27:59.366 --> 01:28:02.268]  And by the way, the White House put out a press release three years ago on that.
[01:28:02.268 --> 01:28:09.812]  They're proud of this because they know the public can't tell Al Qaeda from Shiite.
[01:28:09.812 --> 01:28:14.234]  I mean, it's like John McCain during the campaign saying that.
[01:28:14.234 --> 01:28:19.918]  I mean, they think of the public as absolute trash.
[01:28:19.918 --> 01:28:21.438]  Well, yeah, they don't care.
[01:28:21.438 --> 01:28:23.540]  I mean, it's black and white.
[01:28:23.540 --> 01:28:26.481]  They just portray it as a comic book villain piece every time.
[01:28:28.146 --> 01:28:47.822]  I mean, they tried to overthrow Ahmadinejad, obviously, a few months ago with this election when there were cries of staged elections, which is pretty rich when the most recent election in Afghanistan is admittedly completely staged for the Western puppet to get back in power.
[01:28:47.822 --> 01:28:50.945]  But there's no establishment media outcry about that.
[01:28:51.425 --> 01:28:55.766]  Kurt, let me ask you this, and we'll come back and ask Paul, and then take calls.
[01:28:55.766 --> 01:28:59.587]  When do you believe they're getting ready to hit from all their statements, hit Iran?
[01:28:59.587 --> 01:29:04.468]  Is there any way to stop them from saying they've got WMDs and we'll do Iraq Part 2?
[01:29:04.468 --> 01:29:07.729]  Well, it looks like mass murder by Christmas, but not necessarily.
[01:29:07.729 --> 01:29:14.191]  Recall that Obama said that they're going to impose some punitive medieval sanctions on Iran.
[01:29:14.978 --> 01:29:19.641]  Prior to, you know, putting this war agenda on the table.
[01:29:19.641 --> 01:29:24.505]  And then give them ultimatums and then it's almost like a get the popcorn countdown.
[01:29:24.505 --> 01:29:29.548]  As Americans go, we feel manly when we see skyscrapers blowing up during shock and awe.
[01:29:29.548 --> 01:29:30.729]  We feel manly.
[01:29:30.729 --> 01:29:34.872]  We may have lost our jobs and lost our bank accounts, but we want to feel manly.
[01:29:34.872 --> 01:29:36.493]  We want to see some buildings blow up.
[01:29:36.493 --> 01:29:38.914]  It's better than going to a Bruce Willis movie.
[01:29:38.914 --> 01:29:40.836]  Come on, we want to feel manly right now.
[01:29:41.656 --> 01:29:43.217]  Bomb that Middle Eastern country.
[01:29:43.217 --> 01:29:45.778]  It's not Middle Eastern, but they don't care.
[01:29:45.778 --> 01:29:47.699]  We'll be right back with Curt Nimmo, Paul Watson.
[01:29:47.699 --> 01:29:49.960]  Get their take on all this and take your phone calls.
[01:29:49.960 --> 01:29:51.140]  Countdown to the strike on Iran.
[01:29:51.140 --> 01:29:52.421]  We're on the march.
[01:29:52.421 --> 01:29:54.021]  The empire's on the run.
[01:29:54.021 --> 01:29:57.643]  Alex Jones and the GCN Radio Network.
[01:30:01.189 --> 01:30:04.211]  Hello, this is Alex Jones with some important questions.
[01:30:04.211 --> 01:30:09.536]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:30:09.536 --> 01:30:11.577]  My answer would be all I can get.
[01:30:11.577 --> 01:30:16.581]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:30:16.581 --> 01:30:17.502]  How much do you want?
[01:30:17.762 --> 01:30:18.883]  When do you want it?
[01:30:18.883 --> 01:30:20.765]  Now or after the battle starts?
[01:30:20.765 --> 01:30:21.845]  When will you need it?
[01:30:21.845 --> 01:30:24.047]  Can you buy it without proper identification?
[01:30:24.047 --> 01:30:25.388]  Will there be any food?
[01:30:25.388 --> 01:30:26.910]  Will it make your children sick?
[01:30:26.910 --> 01:30:32.194]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:30:32.194 --> 01:30:35.777]  You wipe out all these problems if you have a good food supply.
[01:30:35.777 --> 01:30:39.240]  Food is your ammunition to fight for your freedom and your life.
[01:30:39.580 --> 01:30:40.801]  How much will you need?
[01:30:40.801 --> 01:30:41.701]  We don't know.
[01:30:41.701 --> 01:30:42.802]  How much do you want?
[01:30:42.802 --> 01:30:43.742]  All you can get.
[01:30:43.742 --> 01:30:44.843]  I'm Alex Jones.
[01:30:44.843 --> 01:30:47.884]  I want all of you good guys to live to fight another day.
[01:30:47.884 --> 01:30:49.665]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[01:30:49.665 --> 01:30:50.585]  Again that number 1-800-409-5633.
[01:31:00.259 --> 01:31:05.566]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[01:31:05.566 --> 01:31:10.092]  Will you continue to be their profit center, buying their processed food that makes you sick?
[01:31:10.092 --> 01:31:12.375]  Go to the doctor and buy their drugs?
[01:31:12.375 --> 01:31:13.997]  You don't have to cooperate.
[01:31:13.997 --> 01:31:15.019]  There is a solution.
[01:31:15.259 --> 01:31:23.685]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[01:31:23.685 --> 01:31:31.150]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[01:31:31.150 --> 01:31:37.194]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[01:31:37.194 --> 01:31:42.778]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[01:31:43.178 --> 01:31:47.343]  Try all of their truly honest products that will keep you alive and healthy.
[01:31:47.343 --> 01:31:51.708]  Go to enerfood.com or give them a call right now.
[01:31:51.708 --> 01:31:54.812]  866-762-9238.
[01:31:54.812 --> 01:31:58.096]  Click on their banner at infowars.com to see all the available discounts.
[01:32:01.530 --> 01:32:06.712]  Hi, it's MZ wondering how many of us Alex Jones fans intend to take the swine flu vaccine?
[01:32:06.712 --> 01:32:10.193]  I'm not, don't trust it, but then I don't want to get the disease either.
[01:32:10.193 --> 01:32:15.915]  So I use PureWorks, a unique disinfectant that comes in foam or spray form.
[01:32:15.915 --> 01:32:18.476]  PureWorks is not your typical hand disinfectant.
[01:32:18.476 --> 01:32:23.017]  There is no alcohol to dry your skin and it lasts for hours, not minutes.
[01:32:23.017 --> 01:32:25.738]  Use PureWorks to protect yourself from disease and infection.
[01:32:26.198 --> 01:32:31.920]  You can find out all about it and order it online at NoGerms.info.
[01:32:31.920 --> 01:32:34.181]  That's NoGerms.info.
[01:32:34.181 --> 01:32:42.725]  Don't introduce potentially dangerous chemicals or toxins into your body to keep you well when they could actually cause the sickness you want to avoid.
[01:32:42.725 --> 01:32:48.687]  Don't pick your nose, don't shake hands, and don't handle banisters, rails, and doorknobs.
[01:32:48.687 --> 01:32:53.569]  Do try PureWorks, available online at wholesale pricing to Alex Jones listeners.
[01:32:53.789 --> 01:32:55.532]  Go to NoGerms.info.
[01:32:55.532 --> 01:32:57.756]  That's NoGerms.info.
[01:32:57.756 --> 01:32:59.500]  Be well and stay well.
[01:32:59.500 --> 01:33:00.221]  Best MZ!
[01:33:12.619 --> 01:33:20.865]  Alright, we're going back to your phone calls with Curt Nemo and Paul Watson, both of InfoWars and Prison Planet, joining us today.
