[00:00:09.810 --> 00:00:10.250]  Oh, Willie.
[01:00:35.999 --> 01:00:39.339]  And then I really want to talk about this new push for City Year.
[01:00:39.479 --> 01:00:43.840]  City Year's been around for a while, but they're getting all these AmeriCorps grants, and now all of a sudden, it's all about
[01:00:44.740 --> 01:00:56.243]  I am change, taking the Obama logo, showing Mother Teresa, Martin Luther King Jr., Gandhi, really champions of not only free speech, but political dissidence.
[01:00:56.303 --> 01:00:59.163]  I mean, you know, this is the real opposition.
[01:00:59.203 --> 01:01:01.544]  These were people that actually did make a difference.
[01:01:02.204 --> 01:01:06.785]  And for them to jump on this bandwagon and try to promote this agenda is just disgusting to me.
[01:01:07.918 --> 01:01:10.780]  Let's start with where this Audit the Fed bill will go.
[01:01:11.280 --> 01:01:12.842]  You know, let's say it goes into Congress.
[01:01:13.122 --> 01:01:15.744]  What has to happen so that they actually do audit the Fed?
[01:01:15.984 --> 01:01:17.445]  And then let's talk about City Year, Lou.
[01:01:18.065 --> 01:01:19.526]  Jason, first I gave you the wrong number.
[01:01:19.566 --> 01:01:21.628]  It's 179 co-sponsors.
[01:01:21.648 --> 01:01:22.688]  Well, that's close enough to 180.
[01:01:22.809 --> 01:01:24.910]  Not just 180 yet.
[01:01:25.771 --> 01:01:27.572]  But it's thrilling.
[01:01:27.612 --> 01:01:33.896]  I mean, Nancy Pelosi, and for that matter the Republican leadership, of course, will try to block this bill.
[01:01:34.517 --> 01:01:36.518]  But if it actually were to come to a vote,
[01:01:38.186 --> 01:01:44.130]  It's, you know, it's Ron Paul's view that very few people are going to be willing to vote for total secrecy of the Fed.
[01:01:44.610 --> 01:01:49.493]  That the whole of Congress is upset because they can't find out where all this money has gone.
[01:01:50.134 --> 01:01:54.917]  And, you know, so that this bill has a very, very good chance of passing.
[01:01:55.457 --> 01:02:02.582]  If it were to pass, it could be the beginning of the end for the Federal Reserve because these are like cockroaches in a dark kitchen.
[01:02:02.622 --> 01:02:04.123]  They can't stand the flashlight.
[01:02:04.736 --> 01:02:13.920]  So this Ron Paul's bill is a flashlight, and it's pointing at these people, and if he can turn it on, it's going to have just a very good effect in educating the American people.
[01:02:14.440 --> 01:02:15.840]  And who knows what they'll find?
[01:02:15.880 --> 01:02:19.162]  I mean, these guys at the Fed live very, very well.
[01:02:19.222 --> 01:02:27.845]  Even the lowest-ranking people have limos, and they have hotel suites and four-star hotels, and they eat at the fanciest restaurants.
[01:02:28.567 --> 01:02:29.869]  They all do very, very well.
[01:02:30.249 --> 01:02:31.931]  They print their own budget, by the way.
[01:02:31.971 --> 01:02:40.461]  This is the only agency of government that doesn't have a budget that's actually approved by Congress, and I'll admit that's not much of a limit, but it's a little something.
[01:02:41.262 --> 01:02:45.067]  But the Fed just decides what they want to print for themselves, and they print it.
[01:02:45.839 --> 01:02:47.561]  Well, is there something funny about that?
[01:02:47.581 --> 01:02:50.544]  Of course there's got to be oversight of the Federal Reserve.
[01:02:50.885 --> 01:03:00.295]  If there is such a thing as a central bank, there should not be from a moral or an economic or a constitutional or a political point of view as Ron Paul.
[01:03:01.730 --> 01:03:05.271]  Always points out, if there is a Fed, there has to be oversight.
[01:03:05.792 --> 01:03:14.995]  Somebody has to be looking at what they're doing, and to the extent that it can be exposed, my guess is that we would have a lot of things like the British parliamentary scandals.
[01:03:15.335 --> 01:03:19.496]  These people putting up money, and it hurts every American when they put up this money.
[01:03:20.196 --> 01:03:23.157]  To live high on the hog, let's find out what these birds are doing.
[01:03:23.437 --> 01:03:25.118]  It's unfortunately not going to point out
[01:03:25.703 --> 01:03:28.904]  You know, everything they're doing, but it's going to tell us some of the things they're doing.
[01:03:29.244 --> 01:03:37.347]  And I think when that happens, there could be a political explosion, be much more interest on the part of the American people to really go after the Central Bank.
[01:03:37.887 --> 01:03:41.968]  This thing is ripping us off again to the tune of trillions of dollars.
[01:03:42.388 --> 01:03:48.090]  And of course, because these numbers are so big, they're hard to, even hard to understand what's going on.
[01:03:48.490 --> 01:03:53.051]  But if you can find out that some lower-ranking Fed official took $25,000 for some extra deal,
[01:03:56.127 --> 01:03:57.868]  You know, that kind of thing people understand.
[01:03:58.268 --> 01:04:01.050]  It can bring about indignation at the Fed.
[01:04:01.550 --> 01:04:03.431]  There should be demonstrations outside the Fed.
[01:04:03.471 --> 01:04:04.932]  People should be angry at the Fed.
[01:04:05.412 --> 01:04:13.356]  The Fed is much worse for us than the IRS, or the EPA, or the rest of the alphabet from hell in Washington, D.C.
[01:04:13.796 --> 01:04:18.799]  The Federal Reserve is the worst operation, domestically, of the federal government.
[01:04:20.031 --> 01:04:23.292]  Yeah, and it's not really even an agency of the federal government.
[01:04:23.332 --> 01:04:25.292]  It's kind of like a quasi-agency.
[01:04:25.532 --> 01:04:30.533]  It's really a private banking system with no oversight whatsoever.
[01:04:30.773 --> 01:04:33.114]  Let's say this bill does pass.
[01:04:33.394 --> 01:04:38.655]  Do you really think that we will see oversight of the Fed or will we see this bill vetoed?
[01:04:38.695 --> 01:04:41.776]  Like, obviously you said, you know, there's going to be opposition, Pelosi.
[01:04:42.036 --> 01:04:44.156]  I can't see Barack Obama getting behind this.
[01:04:44.436 --> 01:04:46.397]  I see a large media blackout.
[01:04:46.417 --> 01:04:47.957]  I don't think you're, you know, this is already
[01:04:48.577 --> 01:04:54.620]  At the point where it should be on NBC, ABC News, CBS, Fox, if they were actually legitimate CNN, but they're not.
[01:04:54.660 --> 01:04:55.781]  They're not reporting on this.
[01:04:56.121 --> 01:04:58.262]  So let's say it does pass through Congress.
[01:04:59.283 --> 01:05:01.344]  Do we have a shot at actually auditing the Fed?
[01:05:02.284 --> 01:05:04.825]  Well, Obama might very well veto it.
[01:05:04.865 --> 01:05:07.207]  After all, he's a bankster president, just like Bush was.
[01:05:07.767 --> 01:05:10.168]  This is who puts these guys into office.
[01:05:10.188 --> 01:05:13.830]  There are other interest groups involved, but his biggest donors were
[01:05:14.611 --> 01:05:15.171]  We're good to go.
[01:05:40.737 --> 01:05:46.800]  So, again, these are just small, we're just taking baby steps towards getting rid of this horrible thing.
[01:05:47.240 --> 01:05:51.822]  But every baby step helps, and I can tell you, they are worried at the Fed.
[01:05:52.443 --> 01:05:55.984]  They don't like this bill, they don't like any discussion of themselves.
[01:05:56.465 --> 01:06:02.988]  There was an article in Fortune Magazine, I beg your pardon, Forbes Magazine recently, saying, look, we have to make the Fed boring again.
[01:06:03.410 --> 01:06:10.376]  But it's very bad to have anybody interested in it, because it has to be independent, it has to be mysterious, it has to be with no oversight.
[01:06:11.898 --> 01:06:19.185]  It should be un-mysterious, there should be oversight, we should at least know what the crooks are doing to us as they're taking our wallet.
[01:06:19.205 --> 01:06:21.186]  We should at least give us that.
[01:06:22.107 --> 01:06:24.269]  So Ron Paul's bill is a step in that direction.
[01:06:24.830 --> 01:06:29.234]  No, it's not everything we need, but it sure would be a great change.
[01:06:29.878 --> 01:06:30.618]  Well, absolutely.
[01:06:30.638 --> 01:06:51.807]  You know, I'm not trying to discourage anybody, and I really do hope that it goes through and that it does get the mainstream media attention that it deserves so more and more people at least take a look at the issue, at least take a look at America, freedom to fascism, if you don't have time to read a book on the subject matter, if you don't fully understand, you know, what Greenspan said in the Obama deception when he says, well, it really doesn't matter what the president does.
[01:06:52.087 --> 01:06:53.267]  We're outside of the president.
[01:06:53.307 --> 01:06:54.348]  We do what we want.
[01:06:54.768 --> 01:06:55.790]  You know, go check that out.
[01:06:56.050 --> 01:06:57.512]  I want to kind of shift gears.
[01:06:57.872 --> 01:07:04.140]  I want to play this City Year clip for PrisonPlanet.tv members and then discuss it on the other side.
[01:07:04.160 --> 01:07:11.370]  If you haven't seen this, you know we've been talking about it for a couple of weeks, but they are truly trying to hijack and indoctrinate the youth
[01:07:11.770 --> 01:07:33.278]  into this Stasi like program I mean this it's just so outrageous to me and you know their first official day their first holiday the National Day of Civil Service is of course going to be on 9-11 where they're going to have makeshift memorials around the country and people from City Year knocking on your door asking you to pledge so let's hit the clip.
[01:07:33.478 --> 01:07:33.939]  Go ahead, Jaren.
[01:07:51.016 --> 01:07:53.178]  Over the years, I've had many faces.
[01:07:54.379 --> 01:07:57.742]  Over the years, I've had many looks.
[01:08:00.605 --> 01:08:04.548]  But, I've always had the same goals.
[01:08:04.728 --> 01:08:08.211]  To make this world a better place by helping those who need it most.
[01:08:09.593 --> 01:08:13.596]  To never turn my back when things get tough.
[01:08:13.896 --> 01:08:18.040]  And to show that positive can always overpower negative.
[01:08:26.045 --> 01:08:29.486]  And this is what I wear.
[01:08:32.927 --> 01:08:34.928]  And there's, you know, a bunch of these ads out there.
[01:08:34.948 --> 01:08:44.911]  There's one where a girl is talking about how she's shedding her individual skin and taking on a universal skin to build a new world when she puts on this jacket.
[01:08:44.971 --> 01:08:46.551]  And, I mean, let's talk about all of it.
[01:08:46.571 --> 01:08:51.553]  Let's talk about the figures they use, the fact that they're in militant formation, the fact that the people that they show
[01:08:52.233 --> 01:08:57.435]  Never had people in militant formation to get their ideas across Gandhi, Martin Luther King Jr.
[01:08:57.655 --> 01:09:01.777]  But they're trying to sell this as kind of like this... I don't even know how to describe it.
[01:09:01.797 --> 01:09:03.077]  It's like pseudo-fascism.
[01:09:03.117 --> 01:09:05.438]  I mean, they're wearing red, white, and black.
[01:09:05.518 --> 01:09:06.658]  What's your take on this, Lew?
[01:09:06.898 --> 01:09:09.659]  Well, I think we've had a growing fascism in this country for some time.
[01:09:09.700 --> 01:09:14.181]  The Bush administration certainly was a fascist regime, and the Obama administration is stepping up.
[01:09:14.501 --> 01:09:16.182]  I mean, what is fascism?
[01:09:16.582 --> 01:09:25.328]  It's not just an epithet, it's an actual political and economic system that involves a government-business partnership, big business, big government, and cahoots to get the rest of us.
[01:09:25.768 --> 01:09:36.696]  It involves militarism, it involves crazed nationalism, it involves the suppression of civil liberties, and frequently it involves a uniform party militia.
[01:09:38.097 --> 01:09:40.439]  So, we didn't have that until now.
[01:09:40.459 --> 01:09:42.080]  You're right, the Obama people seem to be
[01:09:42.797 --> 01:09:47.000]  Intent on setting up some kind of uniformed party militia among the youth.
[01:09:47.460 --> 01:09:56.606]  And of course, as your clip said back during the campaign, he talked about a civilian security arm that he wants set up with the federal government.
[01:09:56.966 --> 01:10:02.670]  Maybe like the neighborhood watch committees in Cuba, I don't know, but it's not good news.
[01:10:02.990 --> 01:10:07.714]  Well, it seems even worse that they're now coming out and saying, you know, we're going to use the Boy Scouts to fight terror.
[01:10:07.954 --> 01:10:12.177]  And the example that they use is a disgruntled Iraq war veteran.
[01:10:12.237 --> 01:10:13.077]  Come back home.
[01:10:13.137 --> 01:10:17.541]  And now he's a homegrown terrorist and he's shooting people from a tower.
[01:10:17.621 --> 01:10:20.523]  Here come the Boy Scouts in their Explorers program.
[01:10:20.543 --> 01:10:26.647]  And then you see the photos in the New York Times and they're giving these kids mock shotguns and assault weapons.
[01:10:26.707 --> 01:10:28.389]  It's it's blowing my mind, Lou.
