[00:00:00.009 --> 00:00:01.150]  Great videos we carry.
[01:53:39.036 --> 01:53:41.478]  Or order online by visiting us at Directive21.com.
[01:53:41.618 --> 01:53:43.079]  That's Directive, the number 21, dot com, now.
[01:53:43.099 --> 01:53:46.461]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:53:58.787 --> 01:54:04.129]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:54:04.649 --> 01:54:10.852]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:54:11.072 --> 01:54:12.973]  Well, Obama's already fudging.
[01:54:13.133 --> 01:54:15.514]  He's fudged since day one in this election.
[01:54:15.594 --> 01:54:26.318]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:54:28.763 --> 01:54:30.024]  It's not about left or right.
[01:54:30.444 --> 01:54:31.845]  It's about a one world government.
[01:54:32.286 --> 01:54:38.651]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:54:39.211 --> 01:54:46.977]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:54:47.478 --> 01:54:48.619]  The Obama Deception.
[01:54:49.059 --> 01:54:50.240]  The people strike back.
[01:54:51.766 --> 01:54:56.069]  There's a guy named MZ in Santa Cruz, California who owns one of our affiliate radio stations.
[01:54:56.290 --> 01:54:58.691]  He got laid off from a job he loved many years ago.
[01:54:58.852 --> 01:55:08.319]  He was devastated, but it taught him a lesson very early in life that even when you do a great job for someone and your boss tells you how much he appreciates you every day, there is no job security.
[01:55:08.519 --> 01:55:14.421]  You are always in danger of losing your job unless you take charge of your livelihood and own your own business.
[01:55:14.721 --> 01:55:17.222]  Since you are the boss, nobody can fire you.
[01:55:17.422 --> 01:55:27.105]  So MZ has been his own boss for over 37 years and he is passionate about turning other people on to the joys and benefits of working for themselves and not for others.
[01:55:27.485 --> 01:55:28.126]  I think so.
[01:55:55.225 --> 01:55:57.946]  Alright, I'm going to jam in a few final phone calls here at the end.
[01:55:57.966 --> 01:56:00.607]  I didn't really thank any of the sponsors today, though I should have.
[01:56:00.627 --> 01:56:05.329]  One of them I do want to tell you about are these great folks.
[01:56:05.369 --> 01:56:15.912]  They've got the best prices I've found on these hidden cameras that shoots really good digital video and audio and is also a working pen.
[01:56:15.932 --> 01:56:18.293]  It's just got a little hidden camera right there.
[01:56:18.673 --> 01:56:23.835]  But the best system they've got is one that goes in your car and then just goes off a little digital
[01:56:26.092 --> 01:56:28.194]  Memory stick, but records hours and hours.
[01:56:28.514 --> 01:56:30.436]  So the police pull you over, never even know you have it.
[01:56:30.456 --> 01:56:31.517]  You go, dude, just play it.
[01:56:32.117 --> 01:56:36.061]  They got a call from the Wall Street Journal today going, you sponsor Alex Jones.
[01:56:37.762 --> 01:56:40.305]  Why are you engaged in anti-American activity?
[01:56:40.325 --> 01:56:41.806]  Don't you feel bad?
[01:56:42.687 --> 01:56:44.488]  You're not supposed to take the police.
[01:56:45.209 --> 01:56:46.930]  You're supposed to just trust your government.
[01:56:47.031 --> 01:56:48.512]  I mean, this is really getting ridiculous.
[01:56:49.599 --> 01:56:54.183]  In fact, speak of the devil, I'm calling that Wall Street Journal reporter right after this and I'm saying, I've never heard of such a hit piece.
[01:56:54.884 --> 01:56:56.965]  Now you're calling up trying to guilt my sponsors?
[01:56:57.926 --> 01:57:00.709]  This is going to be one hell of a hit piece when it comes out, I've got to tell you.
[01:57:01.810 --> 01:57:07.274]  Anyways, Diginet, mobile DVR that goes in your car and a bunch of other systems, just check out the website.
[01:57:07.295 --> 01:57:10.858]  It's D-I-G-A-N-E-T dot net.
[01:57:10.998 --> 01:57:13.720]  Diginet, D-I-G-A-N-E-T dot net.
[01:57:14.020 --> 01:57:14.461]  Diginet.
[01:57:15.452 --> 01:57:16.413]  Diginet.net.
[01:57:16.713 --> 01:57:17.613]  Very easy to remember.
[01:57:18.454 --> 01:57:23.376]  It's an unbiased witness and it is always at your side, ready to help in any case of necessity.
[01:57:24.017 --> 01:57:27.939]  In case of any emergency and is accessible as evidence in court, if necessary.
[01:57:28.799 --> 01:57:31.941]  They've got with two, four, eight gig and eight gig models.
[01:57:31.961 --> 01:57:35.363]  You can record two hours of continuous audio and video.
[01:57:36.043 --> 01:57:37.264]  You will not believe the quality.
[01:57:37.384 --> 01:57:39.545]  Click on the Diginet banner at InfoWars.com.
[01:57:39.605 --> 01:57:41.066]  If you forget the web address.
[01:57:41.506 --> 01:57:41.947]  Diginet.net.
[01:57:44.884 --> 01:57:48.026]  And they're saying nice things about us when the Wall Street Journal comes snaking around.
[01:57:48.666 --> 01:57:52.048]  I'm gonna call a reporter and go, not a hit piece, my butt!
[01:57:52.988 --> 01:57:54.409]  I mean, what is going on here?
[01:57:56.970 --> 01:58:00.312]  Alex Jones is radical, says there were once four seasons.
[01:58:00.752 --> 01:58:02.893]  His extreme schizophrenia continues.
[01:58:03.393 --> 01:58:06.415]  He believes the sun is the cause of heating on the planet.
[01:58:07.015 --> 01:58:08.316]  Jones doesn't stop there.
[01:58:08.776 --> 01:58:11.638]  He says a man and a woman are what manufactures a baby.
[01:58:12.298 --> 01:58:14.159]  Next, his arrest for hate speech.
[01:58:15.131 --> 01:58:17.432]  By the way, I just got some incredible hate speech news in.
[01:58:17.452 --> 01:58:21.154]  It's from a good source, NewsWithViews.com.
[01:58:21.615 --> 01:58:23.616]  I got Curt Nemo and Paul Watson doing an article on it.
[01:58:24.036 --> 01:58:28.338]  Attorney General to classify pro-life, pro-gun Americans as terrorists, period.
[01:58:29.139 --> 01:58:32.901]  So see, other groups get special rights, and if you hurt their feelings, you go to prison.
[01:58:33.121 --> 01:58:36.102]  But if you are a gun owner, you're going to a gulag, baby.
[01:58:36.122 --> 01:58:38.384]  The Ponytail Brigade wants your property.
[01:58:39.024 --> 01:58:40.765]  And I'm not against you if you got ponytails.
[01:58:40.805 --> 01:58:41.505]  You know what I mean.
[01:58:43.066 --> 01:58:44.347]  I mean, ponytails aren't all bad.
[01:58:47.446 --> 01:58:48.807]  Alright, let's go ahead.
[01:58:49.587 --> 01:58:51.688]  Even though Hartman says never trust somebody with a ponytail.
[01:58:52.708 --> 01:58:53.849]  Hartman, why do you say that?
[01:58:54.389 --> 01:58:55.509]  Turn the mic on for Hartman.
[01:58:57.570 --> 01:59:01.172]  It's just what I've learned in my 28 years of being a human.
[01:59:01.732 --> 01:59:05.274]  You can't trust anybody with a ponytail or with two first names.
[01:59:05.934 --> 01:59:06.754]  Or two last names.
[01:59:06.774 --> 01:59:07.335]  Ron Paul?
[01:59:08.575 --> 01:59:09.195]  Other than him.
[01:59:09.756 --> 01:59:11.656]  There's always one exception to the rule.
[01:59:11.676 --> 01:59:12.717]  I can do a little ponytail.
[01:59:15.200 --> 01:59:16.301]  I'm just joking around.
[01:59:16.341 --> 01:59:16.962]  Thank you, Hoos.
[01:59:17.022 --> 01:59:17.702]  Everything's fine.
[01:59:18.503 --> 01:59:20.084]  Let's not turn off all the ponytail people.
[01:59:20.104 --> 01:59:21.225]  I think ponytails are cool!
[01:59:24.949 --> 01:59:25.629]  I'm serious.
[01:59:26.970 --> 01:59:29.453]  You know, why didn't I talk about Michael Jackson tickets?
[01:59:29.513 --> 01:59:31.474]  How do you get the 8,000 golden tickets?
[01:59:32.035 --> 01:59:33.877]  Why didn't I just talk about that all day?
[01:59:35.138 --> 01:59:36.399]  The public's insane!
[01:59:38.421 --> 01:59:39.722]  Oh my God, help me.
[01:59:40.442 --> 01:59:40.803]  Help me.
[01:59:42.116 --> 01:59:43.757]  I said I'd take calls and I'm out of time.
[01:59:44.397 --> 01:59:45.878]  Let me tell you something, ladies and gentlemen.
[01:59:47.519 --> 01:59:49.280]  I can't handle much more of this New World Order.
[01:59:49.680 --> 01:59:51.321]  I've tried to have a good attitude today.
[01:59:51.361 --> 01:59:52.262]  I've tried to be funny.
[01:59:52.842 --> 01:59:57.324]  I've tried to enjoy the raping and slaughtering and butchering of my country.
[01:59:57.845 --> 02:00:00.026]  But I've enjoyed just about as much as I can stand.
[02:00:00.046 --> 02:00:04.068]  Retransmission starts now at OnePlaceInfoWars.com on the audio streams.
[02:00:04.088 --> 02:00:05.829]  We've got some serious shows coming up throughout the week.
[02:00:06.289 --> 02:00:08.130]  And wide open phones again and some big gift.
[02:00:08.791 --> 02:00:10.872]  Speaking of Ron Paul, he'll be on the show this week.
[02:00:12.583 --> 02:00:14.624]  Aaron Dykes and Rob Doerr getting back from Canada.
[02:00:14.644 --> 02:00:16.965]  A little surprise interview I sent them up there for.
[02:00:17.425 --> 02:00:19.206]  Wait till you hear and see this.
[02:00:19.226 --> 02:00:21.646]  A lot of big surprises coming up this week.
[02:00:21.686 --> 02:00:25.468]  Be sure and keep it locked in to InfoWars.com and PrisonPlanet.tv.
[02:00:26.928 --> 02:00:28.669]  Only trust people if they have ponytails.
[02:00:28.729 --> 02:00:29.890]  It's a hate crime you committed.
[02:00:30.210 --> 02:00:30.750]  Arrest him.
[02:00:31.250 --> 02:00:32.310]  Arrest him for hate crimes.
[02:00:32.330 --> 02:00:32.491]  Picket!
[02:00:33.251 --> 02:00:33.571]  Picket!
[02:00:33.991 --> 02:00:35.552]  Thank you for listening to GCN.
[02:00:36.492 --> 02:00:38.793]  Be sure to visit GCNlive.com today.
[02:00:41.854 --> 02:00:43.395]  Hello friends, this is Alex Jones.
[02:00:43.535 --> 02:00:48.157]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[02:00:48.257 --> 02:00:51.018]  We need to be independent, and food and water is the key.
[02:00:51.218 --> 02:00:54.079]  You'll never have to stand in a bread line if you have your own bread.
[02:00:54.279 --> 02:00:59.001]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[02:00:59.181 --> 02:00:59.561]  We're good to go.
[02:01:18.996 --> 02:01:25.079]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[02:01:25.259 --> 02:01:29.001]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[02:01:29.021 --> 02:01:30.362]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[02:01:30.382 --> 02:01:30.982]  Take action today.
[02:01:31.022 --> 02:01:32.843]  The first step is getting storable food.
