[00:00:01.869 --> 00:00:02.489]  Engage!
[00:59:31.208 --> 00:59:35.610]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[00:59:35.870 --> 00:59:38.892]  Check out the patented New Silver Solution today.
[00:59:39.252 --> 00:59:42.494]  Click on the link and check out the uses for New Silver Solution.
[00:59:42.924 --> 00:59:47.606]  Order this extra line of defense today by going to SupernaturalSilver.com.
[00:59:47.746 --> 00:59:49.908]  That's SupernaturalSilver.com today.
[00:59:53.549 --> 00:59:55.470]  Waging war on corruption.
[00:59:55.931 --> 00:59:58.832]  Alex Jones on the GCN Radio Network.
[01:00:05.195 --> 01:00:05.856]  Big Brother.
[01:00:06.496 --> 01:00:07.556]  Mainstream media.
[01:00:08.277 --> 01:00:09.377]  Government cover-ups.
[01:00:10.038 --> 01:00:10.838]  You want answers?
[01:00:11.598 --> 01:00:12.379]  Well so does he.
[01:00:13.155 --> 01:00:16.837]  He's Alex Jones, on the GCN Radio Network.
[01:00:17.337 --> 01:00:21.499]  And now, live from Austin, Texas, Alex Jones.
[01:00:24.720 --> 01:00:40.988]  Okay, for the last two hours I've had Ron Paul on, I've covered the VFWs, being told, we're gonna register your knives, your rifles, 150, 160 year old cannons, that old tank out front, that's welded to the ground,
[01:00:42.711 --> 01:00:46.752]  And the DHS lists the veterans as the number one terror group that Homeland Security is set up for.
[01:00:46.792 --> 01:00:47.952]  I always told you it was for you.
[01:00:48.352 --> 01:00:49.433]  This is a criminal takeover.
[01:00:50.393 --> 01:00:51.073]  But it's now happening.
[01:00:51.093 --> 01:00:52.153]  We're taking your calls on that.
[01:00:52.173 --> 01:00:55.234]  Then I'm going to get into a bunch of other issues and financial news.
[01:00:55.274 --> 01:00:59.115]  We've got Walter Williams, the economist, joining us for the first time ever.
[01:00:59.135 --> 01:00:59.715]  That'll be interesting.
[01:01:00.535 --> 01:01:02.336]  We Are Change pops in for like ten minutes.
[01:01:02.596 --> 01:01:07.997]  They did a great job confronting General Myers, who was over the 9-11 attacks in Norad.
[01:01:09.037 --> 01:01:10.719]  And I want to just have them pop in about that.
[01:01:11.099 --> 01:01:20.269]  And we're going to get a quick, at the end of the show, from a press conference that just started on the south side of the Capitol against this bill that openly ends the Fourth Amendment in Texas.
[01:01:20.509 --> 01:01:21.790]  The government could kidnap your children.
[01:01:21.850 --> 01:01:23.772]  No judge, no jury, no order.
[01:01:24.033 --> 01:01:25.915]  CPS are God creatures.
[01:01:25.995 --> 01:01:29.478]  They have the power of Henry VIII, or they have the power of
[01:01:30.677 --> 01:01:31.618]  Yeah, good afternoon Alex.
[01:01:31.638 --> 01:01:32.639]  Thanks for taking my call.
[01:01:32.699 --> 01:01:33.459]  I am a veteran.
[01:01:33.479 --> 01:01:40.706]  I was until this year a proud veteran, but I'm quickly losing my pride with things that are going on with the Obama administration.
[01:01:58.035 --> 01:02:03.596]  Tearing me up when you look at the Veterans Hospital and stuff, and the way they've abandoned veterans.
[01:02:04.096 --> 01:02:05.176]  You really got to wonder.
[01:02:05.797 --> 01:02:19.279]  You know, I saw the article last night about the VFW, and it alarmed me because of what happened back in the 80s with the militia groups and banning any military training with militias.
[01:02:20.299 --> 01:02:26.361]  And it did alarm me, so I went to work this morning, and I got a hold of the Washington, D.C.
[01:02:26.481 --> 01:02:27.781]  headquarters of VFW.
[01:02:28.430 --> 01:02:31.352]  And I talked to this fellow who was very perturbed.
[01:02:31.512 --> 01:02:33.754]  His name is Jerry Newberry.
[01:02:34.034 --> 01:02:34.755]  I have his phone number.
[01:02:34.775 --> 01:02:36.135]  I can give it to you offline if you'd like.
[01:02:36.176 --> 01:02:40.439]  Hold on, I had a pen in here and it's been run off with like everything else.
[01:02:41.299 --> 01:02:41.800]  Thank you, sir.
[01:02:41.820 --> 01:02:43.140]  Just got thrown a pen.
[01:02:43.461 --> 01:02:46.483]  Let me write down these names.
[01:02:46.543 --> 01:02:47.704]  It was Jerry Newberry?
[01:02:48.184 --> 01:02:48.624]  Yes, sir.
[01:02:48.724 --> 01:02:49.465]  Jerry Newberry.
[01:02:49.505 --> 01:02:51.426]  He's Public Relations, Washington, D.C.
[01:02:51.907 --> 01:02:54.569]  He's supposed to be one of the head honchos, Public Relations. 816.
[01:02:57.688 --> 01:02:58.368]  7-5-6-3-3-9-0.
[01:02:59.649 --> 01:03:02.791]  That's a public number?
[01:03:03.511 --> 01:03:06.653]  Yes, so that's... yes.
[01:03:06.733 --> 01:03:09.234]  Okay, 8-1-6-7-5-6-3-3-9-0, okay.
[01:03:09.694 --> 01:03:09.934]  Right.
[01:03:10.935 --> 01:03:18.839]  Now, his... the official version that he gave to me, it seems that the VFW is going to take the side of the government.
[01:03:19.744 --> 01:03:20.564]  Of course they are.
[01:03:20.624 --> 01:03:21.364]  It's going to grovel.
[01:03:21.785 --> 01:03:30.167]  If they told veterans groups to turn their firearms in and throw their kids off cliffs, the leadership of the VFW and all these groups would say, howl Hitler.
[01:03:30.187 --> 01:03:30.527]  Go ahead.
[01:03:30.927 --> 01:03:32.148]  I understand what you're saying.
[01:03:32.188 --> 01:03:32.748]  I really do.
[01:03:33.328 --> 01:03:37.109]  But, you know, first thing, he was very perturbed and he said he was defending Dan West.
[01:03:37.149 --> 01:03:41.210]  He said Dan West, the sergeant, is internal male.
[01:03:41.950 --> 01:03:45.031]  And his words were threatening, not not the government's words.
[01:03:45.151 --> 01:03:47.352]  It was the sergeant's words that were threatening.
[01:03:47.816 --> 01:03:52.660]  And he was trying to motivate the post commanders to comply with the... Oh, motivate them!
[01:03:52.700 --> 01:03:57.285]  Oh, it's always all in Texas and Kentucky and California confirmed in the news.
[01:03:57.885 --> 01:04:03.610]  It's just base commanders by themselves tell all the troops who live off base to register their private firearms.
[01:04:03.931 --> 01:04:04.911]  It's never the Feds.
[01:04:04.952 --> 01:04:09.376]  It wasn't Obama banning the sale of brass from the military to reloader companies.
[01:04:09.896 --> 01:04:13.980]  You know, Obama hadn't introduced all these gun bills to basically ban the Second Amendment.
[01:04:14.500 --> 01:04:16.883]  Oh, he didn't call for total gun bans as a state senator?
[01:04:16.903 --> 01:04:22.529]  Oh, his attorney general didn't argue for it last year in federal court, a total national gun ban?
[01:04:23.129 --> 01:04:23.770]  Oh, no!
[01:04:23.790 --> 01:04:26.092]  I mean, these people are sick!
[01:04:26.693 --> 01:04:33.060]  I know, and it gets worse, Alex, because what he says next is alarming because it's so incriminating.
[01:04:33.980 --> 01:04:35.021]  Uh, that it's hard to believe.
[01:04:35.181 --> 01:04:35.942]  Now what- Stay there!
[01:04:35.982 --> 01:04:39.585]  I want to hear when you're talking to who you say is a caller, but I believe you.
[01:04:39.605 --> 01:04:40.906]  We'll call and check it, though we haven't confirmed it.
[01:04:41.607 --> 01:04:44.089]  Jerry Newberry, Public Relations, D.C.
[01:04:45.230 --> 01:04:46.531]  And, uh, this is what's happened.
[01:04:46.591 --> 01:04:48.653]  We break the news, thanks to listeners giving us tips.
[01:04:49.413 --> 01:04:52.276]  Everybody will run around and find out it's 50 times worse than even I said.
[01:04:53.036 --> 01:04:55.298]  We'll find out how bad it is on the other side.
[01:04:55.639 --> 01:04:56.259]  Stay there, Mark.
[01:04:56.299 --> 01:04:57.920]  Then Rob, James, Bill, John, and others.
[01:04:57.940 --> 01:04:58.301]  Stay with us.
[01:05:00.618 --> 01:05:09.289]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[01:05:09.709 --> 01:05:14.435]  Studies have shown that a majority of Americans are seriously deficient in basic minerals.
[01:05:14.896 --> 01:05:17.459]  Deficiency in any one or more important minerals
[01:05:17.879 --> 01:05:18.179]  I think so.
[01:05:37.153 --> 01:05:45.421]  Marine Photoplankton, Maca, Goji Berries, Raw Chocolate Cacao, Nibs, Noni, Immune Detox, and more.
[01:05:45.701 --> 01:05:47.263]  Folks, you gotta check these out.
[01:05:47.403 --> 01:05:53.949]  These foods promote nutritional excellence, health and well-being, beauty enhancement, and sustainable rainforest agriculture.
[01:05:54.350 --> 01:05:56.592]  Go to AmericanSuperfoods.com.
[01:05:56.872 --> 01:05:59.735]  Again, the website is AmericanSuperfoods.com.
[01:06:00.444 --> 01:06:06.011]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[01:06:06.311 --> 01:06:07.473]  Inner Health Botanicals.
[01:06:07.613 --> 01:06:11.577]  This company produces the highest quality superfood around, called InnerFood.
[01:06:11.898 --> 01:06:13.440]  My wife just loves the stuff.
[01:06:13.760 --> 01:06:18.606]  And now the health ranger Mike Adams has awarded InnerFood his Editor's Choice Award.
[01:06:18.916 --> 01:06:19.456]  We're good to go.
[01:06:39.586 --> 01:06:41.768]  A truly healthy coffee that tastes great.
[01:06:41.989 --> 01:06:44.251]  And take it from me, folks, it really does taste great.
[01:06:44.471 --> 01:06:46.233]  Don't forget to try their other great products.
[01:06:46.553 --> 01:06:52.018]  Go to www.enerfood.com.
[01:06:52.259 --> 01:06:56.703]  That's www.enerfood.com.
[01:06:56.903 --> 01:06:59.826]  Or just click on their banner on infowars.com for special pricing.
[01:07:00.523 --> 01:07:05.507]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:07:05.728 --> 01:07:09.531]  Number one, new climate legislation could easily double or triple your electric bill.
[01:07:09.751 --> 01:07:15.356]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:07:15.656 --> 01:07:16.117]  It's true.
[01:07:16.297 --> 01:07:20.521]  Total government control of electricity in the name of smart grid technology is coming.
[01:07:20.721 --> 01:07:27.106]  Number three, in some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:07:27.267 --> 01:07:27.707]  Number four,
[01:07:27.927 --> 01:07:30.571]  The hurricane and dangerous summer storm season is here again.
[01:07:30.831 --> 01:07:34.116]  Every year, thousands of families lose their power from weather-related outages.
[01:07:34.136 --> 01:07:38.221]  Folks, I really believe in the solar power generators offered by Solutions From Science.
[01:07:43.368 --> 01:07:44.689]  A long time sponsor of ours.
[01:07:44.929 --> 01:07:49.471]  You can get more information at www.mysolarbackup.com.
[01:07:49.611 --> 01:07:51.152]  That's mysolarbackup.com.
[01:07:51.392 --> 01:07:53.733]  Remember, the government doesn't own the sun yet.
[01:07:53.953 --> 01:07:59.336]  So go to mysolarbackup.com or call toll free 877-327-0365.
