[00:00:01.283 --> 00:00:01.723]  Engage.
[01:55:14.649 --> 01:55:17.690]  And people still say we're not at level 6 even when it's in Reuters and AP.
[01:55:18.050 --> 01:55:19.711]  Yeah, the flu isn't real.
[01:55:20.291 --> 01:55:45.931]  But it's their hype to bring in international control, and yes, we're now under UN regulation and control, and the head of Health and Human Services is saying they're going to forcibly inject your kids at the schools, and it's absolutely hellish, and... I mean, the only thing I can say that can be done is you have to reject those vaccinations, you know, stand on your constitution, push the constitution as hard as you can.
[01:55:45.951 --> 01:55:46.932]  And the school will lie.
[01:55:47.952 --> 01:55:53.699]  I mean, I've got video of the police in Maryland saying it's the law with police dogs barking at the kids to make them take the shot.
[01:55:54.140 --> 01:55:56.964]  And then I had the state attorney on, he laughed and said, yeah, my kids don't take it.
[01:55:57.585 --> 01:56:03.272]  The guy doing it that I got off CNN was laughing at us on air about how stupid those people are.
[01:56:03.773 --> 01:56:04.734]  It's funny to them!
[01:56:05.335 --> 01:56:06.256]  Lawless people!
[01:56:07.352 --> 01:56:13.794]  Well, like I said, you have to stand on a religious or philosophical objection and fight it as hard as you can.
[01:56:14.134 --> 01:56:16.434]  I mean, that's the only recourse we have at this time.
[01:56:16.614 --> 01:56:18.095]  But you don't trust the government, Gary?
[01:56:18.115 --> 01:56:23.036]  You shouldn't... I mean, they only irradiated all those foster kids and gave black men syphilis and thousands of other things.
[01:56:23.376 --> 01:56:25.236]  You don't want to take the injections, Gary?
[01:56:25.296 --> 01:56:30.498]  Well, you know, I've had enough mercury throughout my life to... The problem is you haven't had enough!
[01:56:30.858 --> 01:56:35.199]  You'd start loving government and realize it made the sun come up, it makes the grass grow.
[01:56:35.299 --> 01:56:37.221]  Well, I was hoping I'd get some more fluoride treatments.
[01:56:37.641 --> 01:56:40.203]  You know where Easter eggs come from?
[01:56:40.243 --> 01:56:41.364]  The president lays them.
[01:56:41.444 --> 01:56:42.065]  That's what I thought.
[01:56:42.125 --> 01:56:43.246]  Chocolate candy eggs.
[01:56:43.326 --> 01:56:44.067]  I heard about that.
[01:56:46.028 --> 01:56:48.050]  You need more medication, you'd learn to enjoy those.
[01:56:51.613 --> 01:56:52.374]  Little Obama eggs.
[01:56:56.733 --> 01:57:00.156]  And people think when he gets on the commode that it's not chocolate eggs.
[01:57:00.196 --> 01:57:00.957]  They're with Al-Qaeda.
[01:57:01.017 --> 01:57:02.358]  Oh, the groom with a stool, right?
[01:57:03.939 --> 01:57:07.602]  All right, Franchi, you're out of control.
[01:57:08.063 --> 01:57:09.124]  Let's take one more call.
[01:57:09.884 --> 01:57:12.086]  You know, it's all happening here.
[01:57:12.607 --> 01:57:14.628]  Let's talk to Roger in Minnesota.
[01:57:14.649 --> 01:57:15.329]  Go ahead, Roger.
[01:57:16.530 --> 01:57:18.552]  Yes, I have a question I'd like to ask both of you.
[01:57:18.999 --> 01:57:21.481]  I'm sure you both have heard of the gentleman Michael Tesarian.
[01:57:21.501 --> 01:57:23.102]  I don't know if I pronounced his name correctly.
[01:57:23.122 --> 01:57:24.223]  Yeah, I've had him on.
[01:57:24.283 --> 01:57:25.784]  I didn't know a lot about him.
[01:57:25.804 --> 01:57:28.085]  Interesting, intelligent fellow.
[01:57:28.105 --> 01:57:33.949]  I don't think I agree with some of his religious ideas, but interesting information.
[01:57:34.350 --> 01:57:39.553]  Yeah, well, my question is, one of the things he says is he thinks the Constitution is a fraud.
[01:57:39.593 --> 01:57:43.176]  Of course, that's kind of a big thing to know whether it is or isn't.
[01:57:43.803 --> 01:57:57.333]  Well, I mean, it's a better system than the others, and anything can be perverted, but no, it's the Bill of Rights Constitution, amazing, and the Founding Fathers really did believe in liberty and freedom, and a lot of people attack them, and I don't think he does it out of meanness.
[01:57:58.014 --> 01:58:05.639]  Certainly it's not perfect, and there were different factions in there, but it's produced more wealth and more liberty than any other system, and I stand behind it.
[01:58:05.659 --> 01:58:11.504]  The other thing I just wanted to mention is that Ron Paul has on his website a really good analysis today.
[01:58:12.216 --> 01:58:15.497]  Of the health care bill that Obama's trying to get passed.
[01:58:15.537 --> 01:58:16.817]  Yeah, we're going to cover that tomorrow.
[01:58:16.997 --> 01:58:17.818]  We're out of time.
[01:58:18.318 --> 01:58:20.599]  I want to thank Gary Franchi for joining us.
[01:58:20.939 --> 01:58:23.879]  RestoreThePublic.com, Public Magazine, all that good stuff.
[01:58:23.900 --> 01:58:25.960]  And hey, look at those t-shirts I gave you.
[01:58:25.980 --> 01:58:28.361]  You can get those right now at InfoWars.com.
[01:58:28.841 --> 01:58:32.042]  The Live Free or Die t-shirts, the 1776 t-shirts.
[01:58:32.622 --> 01:58:35.423]  You want to meet like-minded people, you wear those out in public, you will.
[01:58:35.803 --> 01:58:38.544]  Find fellow patriots available at InfoWars.com.
[01:58:39.204 --> 01:58:39.865]  Great job, Gary.
[01:58:39.885 --> 01:58:41.726]  It was great having you here in the studio with us.
[01:58:42.006 --> 01:58:42.746]  Thanks for having me, Alex.
[01:58:42.887 --> 01:58:43.147]  You bet.
[01:58:43.767 --> 01:58:44.488]  Great job, crew.
[01:58:44.528 --> 01:58:49.531]  Retransmission with all that key info with the big story starts now at InfoWars.com.
[01:58:51.472 --> 01:58:53.313]  Thank you for listening to GCN.
[01:58:54.874 --> 01:58:56.956]  Visit GCNlive.com today.
[01:59:00.120 --> 01:59:05.422]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[01:59:05.942 --> 01:59:14.324]  Check out SupernaturalSilver.com today, or visit the link on Infowars.com to find out more about this incredible new silver compound.
[01:59:14.524 --> 01:59:16.885]  The new silver solution is a natural antibiotic.
[01:59:17.045 --> 01:59:17.585]  We're good to go.
[01:59:45.012 --> 01:59:48.036]  Check out the patented new silver solution today.
[01:59:48.376 --> 01:59:51.680]  Click on the link and check out the uses for new silver solution.
[01:59:52.061 --> 01:59:56.746]  Order this extra line of defense today by going to SupernaturalSilver.com.
[01:59:56.886 --> 01:59:59.009]  That's SupernaturalSilver.com today.
