[00:00:19.180 --> 00:00:20.163]  We are back live.
[01:03:06.872 --> 01:03:12.094]  I don't think people understand once the blood begins to flow, it does not stop.
[01:03:12.214 --> 01:03:14.515]  And I can tell you, I've talked to the highest ranking
[01:03:14.975 --> 01:03:15.516]  We're good to go.
[01:03:32.137 --> 01:03:42.239]  And he said, a retired Navy SEAL friend of his said, get all the guns you can, I'm just telling you what I'm being told, get all the food you can, because very soon the economy is going to be brought to a screeching halt.
[01:03:42.619 --> 01:03:48.801]  So all this yippy-skippy feel-good talk that's out there coming, well things have turned around.
[01:03:48.921 --> 01:03:49.501]  Oh really?
[01:03:49.901 --> 01:03:50.701]  What's changed?
[01:03:50.841 --> 01:03:54.502]  What has changed so dramatically that things have turned around?
[01:03:54.922 --> 01:04:00.463]  The idea, Alex, that the bio-event or nuclear event, very soon, now here's the thing that people have got to realize.
[01:04:01.098 --> 01:04:19.493]  That list that was posted, especially, that you went into great detail with, that we talked about together, you talked about separately, is absolutely the hit piece for vilifying a group of people who will be blamed for what is going to be initiated in this country.
[01:04:20.053 --> 01:04:29.979]  And because the events are going to be so horrific and so awesome, when I say awesome, not in a good sense, but just so overwhelmingly wicked and evil, people will do anything.
[01:04:30.039 --> 01:04:38.324]  They'll clamor, they'll scamper, they'll absolutely run in total amazement at the level of devastation.
[01:04:38.364 --> 01:04:47.029]  Because again, when you and I have detailed the globalist plan to take the population of the world down from 6 billion to 500 million, they're serious about that.
[01:04:47.049 --> 01:04:48.190]  And I want to share something else.
[01:04:48.690 --> 01:05:00.438]  The idea that we're being told anything close to the truth, you've got to get through your minds, ladies and gentlemen, that there is no truth coming out of mainstream news.
[01:05:00.478 --> 01:05:08.463]  Did you see Anderson Cooper, you know, mocking in his gay overtones the entire teabag movement?
[01:05:08.523 --> 01:05:10.884]  You know, that's not what it's called, but that means something.
[01:05:12.005 --> 01:05:20.308]  Anyone on MSNBC, on show after show, it's a talking point, who protests the banks, hates black people, so they're trying to stir up race war.
[01:05:21.268 --> 01:05:24.729]  They're creating division, and that's their talking point.
[01:05:24.749 --> 01:05:33.432]  You're a neo-Nazi if you don't like the bankers, or you're a right-wing extremist when it's the majority, 98% of people in polls are against the bankers.
[01:05:33.472 --> 01:05:35.253]  They're making their move, and Steve, as you know,
[01:05:36.431 --> 01:05:39.955]  They have now called for what we knew they were going to do and predicted they would do on record.
[01:05:40.496 --> 01:05:42.458]  They're going to make it public stock.
[01:05:42.558 --> 01:05:46.783]  The money the federal government put in the banks is going to be public stock.
[01:05:46.883 --> 01:05:49.066]  That means it's being stolen completely.
[01:05:49.853 --> 01:05:51.954]  Absolutely, and this is the thing that people don't understand.
[01:05:52.074 --> 01:05:55.614]  Money always is transferred from weak hands to strong hands.
[01:05:56.155 --> 01:06:06.437]  And the powerhouse now, and I said this ten years ago, Alex, I said China will be built up, the Chinese economy will become the greatest economy in the world at the expense of the American economy.
[01:06:06.517 --> 01:06:12.559]  Our technology, our entire banking system will shift to the East, and obviously that's what Jimmy Rogers has been saying for years too.
[01:06:13.039 --> 01:06:18.360]  But the thing that people don't understand is this is a blueprinted destruction
[01:06:18.880 --> 01:06:20.301]  of the American way of life.
[01:06:20.381 --> 01:06:21.481]  That's why they pay!
[01:06:21.522 --> 01:06:23.623]  Listen, I hate to interrupt, but you're right.
[01:06:23.743 --> 01:06:24.783]  Folks, he's not just saying this.
[01:06:25.023 --> 01:06:26.984]  That's why they pay tax incentives to leave.
[01:06:27.365 --> 01:06:28.565]  That's why only the U.S.
[01:06:28.625 --> 01:06:36.269]  and Western Europe and Canada and Australia and New Zealand have to do the carbon cuts they're saying in the next two to ten years or phasing in over the next ten.
[01:06:36.830 --> 01:06:38.791]  That will destroy what's left of our industry.
[01:06:39.211 --> 01:06:41.492]  China and India don't have to make those cuts.
[01:06:41.572 --> 01:06:44.314]  This is designed to shut us down.
[01:06:44.354 --> 01:06:44.714]  Go ahead.
[01:06:45.314 --> 01:06:49.619]  Well, I think the best example of that is the credit fiasco that's going on with credit cards.
[01:06:49.659 --> 01:06:57.028]  And by the way, information came in to me, I think, over the weekend that Chase was down on their credit card processing from people that actually work for Chase.
[01:06:57.428 --> 01:06:59.991]  So I think that what people have got to understand is, look,
[01:07:01.404 --> 01:07:09.654]  We were all sold this bill of goods called, what would you call it, Forever Prosperity, or Prosperity Forever.
[01:07:10.174 --> 01:07:15.981]  And just the houses would never go down, your job is secure, blah, blah, blah, blah, blah, and go out and borrow 125% of your house or your home's value.
[01:07:18.982 --> 01:07:21.563]  What people don't understand is the court.
[01:07:22.003 --> 01:07:23.463]  This is what's important.
[01:07:24.223 --> 01:07:35.306]  When Angel Rochelle made the statement, give me control of the nation's money and I care not who writes its laws, Jesus said, the love of money is the root of all evil, and I'm saying that they who control the money control the evil.
[01:07:35.666 --> 01:07:44.948]  Look at it now change from those evil bankers that are caught literally, you know, with their 500 million dollar golden parachutes, and now it's all the Patriots fault.
[01:07:45.288 --> 01:07:46.748]  And we're all a bunch of racists, Alex.
[01:07:47.268 --> 01:07:55.693]  I used to write extensively on Cold War scenarios for war, given the access I was given to different documents and people over the years.
[01:07:55.793 --> 01:08:07.659]  And I have sat down with double agents, both the United States government and former Russian agents, after the break of Soviet Union, in public, and they said, you Americans are so stupid, we're going to steal your country.
[01:08:07.699 --> 01:08:09.180]  Now, I'm not just saying this is a Russian thing.
[01:08:09.620 --> 01:08:10.141]  We're good to go.
[01:08:25.154 --> 01:08:27.236]  And by the way, 60 Minutes did a piece on that.
[01:08:27.576 --> 01:08:42.450]  I've told people, you've told people, look, they've got to get out of their 401Ks or IRAs, but the same group of sinister scumbag international elitists are sucking the last dollars out of the American population's pockets by saying, oh, what a buying opportunity, what a bottom line.
[01:08:42.630 --> 01:08:44.832]  You're going to have Gerald Solente on the next hour, aren't you?
[01:08:45.232 --> 01:08:45.433]  Yes.
[01:08:46.133 --> 01:08:49.255]  And Gerald has said, look, it's going to be Revolution Street.
[01:08:49.335 --> 01:08:55.538]  And the thing that's important for people to understand, ladies and gentlemen, I use the term whisper of time left.
[01:08:56.098 --> 01:08:59.220]  And the point is that you have got to stand up.
[01:08:59.260 --> 01:09:01.081]  You can't just count on Alex Jones.
[01:09:01.121 --> 01:09:01.701]  Well, you can.
[01:09:02.022 --> 01:09:04.403]  You can't just count on me and all the other voices out there.
[01:09:04.723 --> 01:09:05.744]  It's got to be your voice.
[01:09:05.764 --> 01:09:06.844]  And I'm serious, Alex.
[01:09:07.204 --> 01:09:13.688]  Every single veteran should be writing a letter to their congressmen and senators demanding
[01:09:14.108 --> 01:09:16.650]  Janet Napolitano's resignation.
[01:09:44.609 --> 01:09:47.753]  First, and it is the fact, imagine you're the globalist.
[01:09:47.773 --> 01:09:48.674]  They want to bring the U.S.
[01:09:48.694 --> 01:09:48.855]  down.
[01:09:48.895 --> 01:09:50.156]  It's always been their main target.
[01:09:50.397 --> 01:09:52.079]  They've used us as an engine of the New World Order.
[01:09:52.119 --> 01:09:52.820]  Now they're done with us.
[01:09:53.120 --> 01:09:54.782]  What do they do about 100 million gun owners?
[01:09:55.603 --> 01:09:56.725]  They use that against us.
[01:09:56.765 --> 01:09:59.348]  They can't march out against us, so they destroy the economy.
[01:10:00.149 --> 01:10:05.572]  Crime breaks down, society breaks down, the military is already trained and ready to go out on the streets.
[01:10:06.372 --> 01:10:09.113]  Then they stage shootouts between patriots and the military.
[01:10:09.353 --> 01:10:12.075]  They send the military into missions where the patriots will fight them.
[01:10:12.555 --> 01:10:19.999]  Then, the globalist main enemy that I've been saying for years and now it's public news, the military and the American people kill each other.
[01:10:20.779 --> 01:10:25.361]  That's what three-dimensional real chess in the New World Order is all about.
[01:10:25.601 --> 01:10:28.903]  They are divide and conquer, divide and conquer at multi-levels.
[01:10:29.503 --> 01:10:32.605]  Everything they do is divide liberal from conservative, black from white.
[01:10:33.125 --> 01:10:41.831]  Everything they do is divide military from the people, you know, police from the people, so they can play us off against each other while they sit back offshore and do it.
[01:10:42.191 --> 01:10:48.295]  Steve, what do we do then, knowing they're running the PSYOP and how they're hyping the rioting and all of this and pushing it?
[01:10:48.993 --> 01:10:54.454]  Well, the Brotherhood of Darkness cannot stand the light, but even more than that, there is the ability to resist.
[01:10:54.494 --> 01:10:57.035]  You know, the Bible says, resist the devil and he will flee.
[01:10:57.115 --> 01:11:09.158]  First thing people have got to understand, and you've built this case so many years, Alex, is that this is a supernatural, Lucifer-worshiping cadre of intensely evil people.
[01:11:09.258 --> 01:11:13.839]  And you can't even put evil in the context of the standard understanding of people.
[01:11:13.859 --> 01:11:15.499]  It's basically a thousand Sith Lords.
[01:11:16.533 --> 01:11:20.094]  Well, absolutely, and that I'd add, on steroids, okay?
[01:11:20.354 --> 01:11:20.594]  Yes.
[01:11:21.234 --> 01:11:28.475]  Because, again, the thing that we've got to realize, and not only realize is this, they can be held back.
[01:11:28.515 --> 01:11:42.897]  Whether they can be stopped or not, you and I both know if they go to their Dirty D bag of tricks and use a hyperplague, and for the record, I was the first guy, almost 15 years ago, talking about the reconstitutional 1918 Spanish flu.
[01:11:42.957 --> 01:11:45.498]  No, I know, when I first heard you 15 years ago,
[01:11:46.478 --> 01:11:47.779]  I remember, Steve, everything.
[01:11:47.799 --> 01:11:52.022]  I remember you were saying, you know, 15 years ago, get out of the derivatives, right when they were starting.
[01:11:52.382 --> 01:11:52.802]  Stay there.
[01:11:52.862 --> 01:11:54.644]  Steve Quayle, straight ahead.
[01:11:54.664 --> 01:11:58.006]  A lot of news, a lot of analysis, key information.
[01:11:58.406 --> 01:12:02.709]  Hi, this is Ted Anderson.
[01:12:03.109 --> 01:12:08.593]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[01:12:09.173 --> 01:12:09.674]  That's right.
[01:12:09.974 --> 01:12:12.255]  Gold has been available to be placed in IRAs since 1986.
[01:12:13.649 --> 01:12:19.774]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[01:12:20.295 --> 01:12:27.981]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[01:12:28.442 --> 01:12:33.286]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[01:12:33.926 --> 01:12:36.969]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[01:12:39.724 --> 01:12:43.846]  Don't get left behind by rising inflation and low return on your paper investments.
