[00:00:00.369 --> 00:00:06.454]  We are changed.
[01:05:01.352 --> 01:05:05.293]  Uh, generator water is passed through seven filters, including reverse osmosis and carbon.
[01:05:05.673 --> 01:05:06.354]  Simple to use.
[01:05:06.494 --> 01:05:07.994]  No chemicals, pollutants, or toxins.
[01:05:08.354 --> 01:05:09.175]  Neutral pH.
[01:05:09.595 --> 01:05:11.215]  Your own source of clean drinking water.
[01:05:11.675 --> 01:05:13.476]  And how the filtration process works?
[01:05:14.176 --> 01:05:20.320]  You can read about that at ecoloblue.com or 800-691-6043.
[01:05:20.840 --> 01:05:32.668]  Okay, without further ado, we now go to Naomi Wolfe, who really needs no introduction, with her new film out on DVD, which is excellent, covering the whole police state situation.
[01:05:33.529 --> 01:05:34.789]  Mrs. Wolfe, good to have you here with us.
[01:05:35.330 --> 01:05:37.351]  It's really nice to talk to you again, Alex.
[01:05:37.411 --> 01:05:38.572]  And please call me Naomi.
[01:05:38.592 --> 01:05:39.172]  Okay, Naomi.
[01:05:40.273 --> 01:05:41.674]  Tell us about your new film.
[01:05:43.418 --> 01:05:53.822]  Sure, it was put together in great haste, because we were very concerned about the direction the country was going, and in some ways, you know, still is.
[01:05:54.943 --> 01:06:12.010]  And what it is, is it's bringing to life the second-to-last book I wrote, The End of America, which is basically the ten steps to fascism, and arguing that, well, we've talked about this here with your community before, that we're seeing in the United States, or we have been in some ways, we still are,
[01:06:12.509 --> 01:06:22.532]  The rapid build-up of the kinds of things you see when a leadership wants to close an open society or crush a democracy movement.
[01:06:22.572 --> 01:06:31.095]  And put together by these beautiful filmmakers, very well-regarded, Annie Sundberg and Ricky Stern, who are prize-winning filmmakers.
[01:06:31.315 --> 01:06:37.937]  And what was so exciting to me as an author is that you write about things like
[01:06:38.692 --> 01:06:41.093]  Police brutality or the military moving in in St.
[01:06:41.133 --> 01:06:42.674]  Paul, as you mentioned in your intro.
[01:06:42.694 --> 01:06:51.619]  You write about, you know, Meher Arar being stopped at, you know, JFK and taken to Syria, tortured for two years and without due process.
[01:06:51.659 --> 01:06:56.122]  And it's kind of abstract, even if you use your greatest skills as an author.
[01:06:56.642 --> 01:07:03.606]  But for me to see these actual people come to life and seeing the filmmakers, you know, interview James Yee, who was
[01:07:03.991 --> 01:07:04.531]  We're good to go.
[01:07:26.605 --> 01:07:29.926]  It goes beyond what any writer can do with a computer.
[01:07:30.266 --> 01:07:54.632]  I'm very proud of it, I'm very excited about it, and what I've been asking people to do, and the filmmakers and this Grassroots Democracy campaign we've started have been asking people to do is, and this is why we made it available for a while for free online too, is that you should, if you support the message, hold a gathering in your home and screen it, and then pass out copies of the
[01:08:00.071 --> 01:08:01.212]  I guess we lost her line.
[01:08:07.636 --> 01:08:10.338]  Hey, okay, fantastic there.
[01:08:12.179 --> 01:08:13.860]  That happens sometimes with phone lines.
[01:08:13.880 --> 01:08:16.622]  So we'll get Naomi Wolf back on the line with us right now.
[01:08:16.642 --> 01:08:18.623]  Yeah, she got the filming in of America.
[01:08:18.663 --> 01:08:19.664]  Yeah, where they use U.S.
[01:08:19.744 --> 01:08:20.725]  Army on citizens.
[01:08:21.205 --> 01:08:22.126]  And then last week,
[01:08:23.100 --> 01:08:29.502]  The governor told the regular army, we heard you're going to run checkpoints on the highways of citizens and search everybody's cars?
[01:08:29.542 --> 01:08:30.142]  You can't do that.
[01:08:30.722 --> 01:08:32.042]  And the army said, shut up!
[01:08:32.062 --> 01:08:33.582]  We're under PD51, pal.
[01:08:34.383 --> 01:08:34.943]  Northcom.
[01:08:36.703 --> 01:08:38.304]  John Warren Defense Authorization Act.
[01:08:38.904 --> 01:08:43.325]  And the local newspapers reported that they were out there running the checkpoints.
[01:08:46.085 --> 01:08:47.366]  And I had a state rep on about that.
[01:08:47.826 --> 01:08:52.627]  That's what this country has turned into, ladies and gentlemen.
[01:08:54.298 --> 01:08:55.599]  That's what we have become.
[01:08:58.221 --> 01:09:11.650]  Now, we're going to continue as soon as we get her back online to go over this information here today and a host of other subjects.
[01:09:11.670 --> 01:09:16.394]  We do have Joe Bannister coming up to join us in the next hour.
[01:09:19.336 --> 01:09:23.659]  Some of the other news that I have here in front of me
[01:09:25.174 --> 01:09:29.316]  Is GM told to prep for bankruptcy filing report?
[01:09:30.417 --> 01:09:31.397]  And we'll be getting into that.
[01:09:31.597 --> 01:09:34.318]  Obama's now taking over GM and is telling them what to do.
[01:09:34.939 --> 01:09:37.500]  China's saying they may stop buying our debt and have slowed down doing that.
[01:09:37.880 --> 01:09:40.201]  Okay, Naomi, we lost your line.
[01:09:40.401 --> 01:09:41.542]  Sorry about that or whatever happened.
[01:09:41.922 --> 01:09:42.482]  You're back on.
[01:09:42.502 --> 01:09:47.925]  You were talking about writing about the TRIBs being used against the American people versus it actually happening.
[01:09:47.945 --> 01:09:51.927]  For those that don't know, tell folks what's in the film, what happened at the RNC in Minnesota.
[01:09:53.075 --> 01:09:55.236]  Sure, and I apologize, my phone went dead.
[01:09:55.256 --> 01:09:56.197]  That's okay, go ahead.
[01:09:56.237 --> 01:09:57.537]  Well, thank you.
[01:09:58.378 --> 01:10:08.043]  What happened was that ordinary American citizens were, some of them were just walking along the street, some of them were protesting, but you know, peacefully.
[01:10:08.543 --> 01:10:16.748]  And what you see is this militarized phalanx of, you know, kind of looks like riot police, but it turns out that the military was actually in
[01:10:19.202 --> 01:10:34.170]  You know, they're present at the convention, advising and docking the police, and they round up citizens and, you know, guns pointed at them, and, you know, brutally heard them, you know, arrest them, brutally sort of throw them around.
[01:10:34.350 --> 01:10:39.533]  And, you know, you see Amy Goodman, who's a journalist, kind of dragged away into custody, having done nothing.
[01:10:39.633 --> 01:10:42.835]  I mean, these people are guilty of being Americans and using their First Amendment rights.
[01:10:43.215 --> 01:10:46.297]  And eight American citizens have been charged as terrorists.
[01:10:46.977 --> 01:10:51.840]  uh... young idealistic young people for protesting under the Minnesota Patriot Act.
[01:10:51.860 --> 01:10:53.501]  That's exactly what you were talking about, Alex.
[01:10:53.861 --> 01:10:54.462]  The police state.
[01:10:56.703 --> 01:10:57.504]  It's incredible.
[01:10:57.784 --> 01:10:58.604]  No, no, I'm listening.
[01:10:58.884 --> 01:11:02.427]  Specifically, though, how did you guys confirm they were military?
[01:11:04.028 --> 01:11:06.409]  Oh, that happened later.
[01:11:07.670 --> 01:11:10.692]  I can't identify my source immediately, but
[01:11:11.963 --> 01:11:20.886]  I think the ACLU or one of the rights organizations confirmed that in addition to local police, the military was present.
[01:11:21.587 --> 01:11:24.968]  You know, we were concerned about the first brigade being deployed and then two more brigades.
[01:11:25.405 --> 01:11:31.229]  We talked about this close to the election, and the 1st Brigade, or some military, were reported to be there.
[01:11:31.309 --> 01:11:32.850]  Oh no, I remember seeing it in the news.
[01:11:32.910 --> 01:11:34.891]  I just wanted you specifically to talk about it from your angle.
[01:11:35.231 --> 01:11:35.672]  Stay there.
[01:11:35.732 --> 01:11:41.175]  We have Naomi Wolf, best-selling author, researcher, on with us, and she's also worked on this new film that's out.
[01:11:41.475 --> 01:11:47.820]  It's free on the internet, but I suggest you go to the website we're going to give out later and actually get the DVD to support them so they can make future films.
[01:11:48.180 --> 01:11:49.581]  Naomi Wolf is our guest.
[01:11:49.621 --> 01:11:50.241]  I'm Alex Jones.
[01:11:50.261 --> 01:11:51.422]  This is the GCN Radio Network.
[01:11:51.822 --> 01:11:52.142]  Quick break.
[01:11:52.162 --> 01:11:52.923]  We'll come right back to her.
[01:11:57.225 --> 01:11:57.805]  We're good to go.
[01:12:20.419 --> 01:12:26.184]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[01:12:26.405 --> 01:12:28.847]  From big to small, we have it all.
[01:12:29.107 --> 01:12:32.910]  Pepper spray, mace, animal repellents, stun guns, and tasers.
[01:12:33.131 --> 01:12:39.556]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[01:12:39.877 --> 01:12:44.461]  Enter SAFE in the coupon box and you'll receive a special discount off of your order.
[01:12:44.761 --> 01:12:46.162]  So what are you waiting for?
[01:12:46.423 --> 01:12:46.743]  Go to
[01:12:51.245 --> 01:13:01.691]  On the average, Americans work between 45 to 50 years hoping to build up enough wealth to retire and live out their golden years.
[01:13:02.151 --> 01:13:09.916]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[01:13:10.256 --> 01:13:15.839]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt
[01:13:16.164 --> 01:13:18.126]  Ensuring inflation and higher taxes.
[01:13:18.426 --> 01:13:23.170]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[01:13:23.511 --> 01:13:28.235]  Congressman Ron Paul states, it's what every American needs to know about central bank power.
[01:13:28.735 --> 01:13:32.599]  A gripping adventure into the secret world of international banking cartel.
[01:13:33.079 --> 01:13:34.100]  Hi, this is Ted Anderson.
[01:13:34.180 --> 01:13:38.264]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[01:13:38.684 --> 01:13:40.105]  Call 1-800-686-2237 and order a copy today.
[01:13:43.568 --> 01:13:46.131]  It's critical that the public be made aware of the system.
[01:13:46.551 --> 01:13:48.673]  Call and order your copy today at 1-800-686-2237.
[01:13:48.813 --> 01:13:50.695]  That's 1-800-686-2237.
[01:13:50.995 --> 01:14:00.623]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:14:01.124 --> 01:14:08.130]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well funded.
[01:14:08.681 --> 01:14:14.888]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:14:15.268 --> 01:14:17.110]  Well, Obama's already fudging.
[01:14:17.250 --> 01:14:19.673]  He's fudged since day one in this election.
[01:14:19.753 --> 01:14:30.645]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:14:31.329 --> 01:14:32.590]  It's not about left or right.
[01:14:32.990 --> 01:14:34.372]  It's about a one world government.
[01:14:34.832 --> 01:14:41.177]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:14:41.757 --> 01:14:49.544]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:14:50.024 --> 01:14:51.165]  The Obama Deception.
[01:14:51.585 --> 01:14:52.846]  The people strike back.
[01:14:54.748 --> 01:14:55.468]  If you have over 10,000
[01:14:57.301 --> 01:14:57.841]  We're good.
[01:15:26.761 --> 01:15:30.362]  This is the system that credit card companies don't want you to know about.
[01:15:30.602 --> 01:15:34.883]  This is a fast, proven, and legal process for your credit card debt concerns.
[01:15:35.143 --> 01:15:36.824]  Call the bailout group now at 800-324-6554.
[01:15:36.864 --> 01:15:37.044]  That's 800-324-6554.
[01:15:37.084 --> 01:15:38.624]  Debt relief experts are standing by.
[01:15:38.644 --> 01:15:40.645]  You have nothing to lose, except your credit card debt.
[01:15:40.685 --> 01:15:40.885]  Call 800-324-6554.
[01:15:40.905 --> 01:15:41.205]  800-324-6554 today.
[01:15:55.974 --> 01:15:58.695]  Crashing through the lies and disinformation.
[01:15:58.715 --> 01:16:02.637]  It's Alex Jones, only on the GCN Radio Network.
[01:16:05.578 --> 01:16:06.939]  Naomi Wolf is our guest.
[01:16:06.959 --> 01:16:10.520]  Naomi, I know you're about to be on your cell phone, because we set you up on short notice.
